isin,issuer_name,position_holder,net_short_position,position_date,source
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.07,2026-04-17,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.53,2026-04-17,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.5,2026-04-17,archive
NL0012866412,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",0.49,2026-04-17,archive
NL0010801007,IMCD N.V.,Marshall Wace LLP,0.65,2026-04-17,archive
NL0000379121,Randstad N.V.,Millennium International Management LP,0.49,2026-04-17,archive
NL0013267909,Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",0.25,2026-04-17,archive
NL0011872650,Basic-Fit N.V.,Syquant Capital,0.51,2026-04-17,archive
NL0011821202,ING Groep N.V.,Viking Global Investors LP,0.42,2026-04-17,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Walleye Capital LLC,0.62,2026-04-17,archive
NL0010801007,IMCD N.V.,"WorldQuant, LLC",0.66,2026-04-17,archive
NL0010801007,IMCD N.V.,Acadian Asset Management LLC.,0.69,2026-04-16,archive
NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.07,2026-04-16,archive
NL0013267909,Akzo Nobel N.V.,"AQR Capital Management, LLC",0.5,2026-04-16,archive
NL0015000IY2,Universal Music Group N.V.,"AQR Capital Management, LLC",0.58,2026-04-16,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.47,2026-04-16,archive
NL0012817175,Alfen N.V.,"D. E. Shaw & Co., L.P.",0.78,2026-04-16,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,JPMorgan Asset Management (UK) Ltd.,0.58,2026-04-16,archive
NL0010801007,IMCD N.V.,Marshall Wace LLP,0.52,2026-04-16,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.79,2026-04-16,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,1.79,2026-04-16,archive
CY0200751713,Theon International Plc,Voleon Capital Management LP,0.48,2026-04-16,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.75,2026-04-16,archive
NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.41,2026-04-15,archive
NL0013267909,Akzo Nobel N.V.,Albar Capital Partners LLP,0.55,2026-04-15,archive
NL0013267909,Akzo Nobel N.V.,"AQR Capital Management, LLC",0.49,2026-04-15,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.48,2026-04-15,archive
NL0012969182,Adyen N.V.,Capital Fund Management S.A.,0.68,2026-04-15,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.17,2026-04-15,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Ilex Capital Partners (UK) LLP,0.68,2026-04-15,archive
NL0013267909,Akzo Nobel N.V.,Kintbury Capital LLP,0.44,2026-04-15,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.8,2026-04-15,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.47,2026-04-15,archive
NL0011821392,Signify N.V.,Qube Research & Technologies Ltd.,0.58,2026-04-15,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,1.16,2026-04-15,archive
NL0006237562,ARCADIS N.V.,Squarepoint Ops LLC,0.88,2026-04-15,archive
NL0011872650,Basic-Fit N.V.,Syquant Capital,0.69,2026-04-15,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,1.89,2026-04-15,archive
NL0011872650,Basic-Fit N.V.,Wellington Management International Ltd.,0.49,2026-04-15,archive
NL0015002K83,Havas N.V.,Citadel Advisors LLC,0.51,2026-04-14,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Ilex Capital Partners (UK) LLP,0.71,2026-04-14,archive
NL0013267909,Akzo Nobel N.V.,Kintbury Capital LLP,0.61,2026-04-14,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.49,2026-04-14,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.44,2026-04-14,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.84,2026-04-14,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.2,2026-04-13,archive
NL0015002K83,Havas N.V.,Citadel Advisors LLC,0.49,2026-04-13,archive
NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.48,2026-04-13,archive
NL0000379121,Randstad N.V.,Millennium International Management LP,0.51,2026-04-13,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Walleye Capital LLC,0.5,2026-04-13,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.58,2026-04-10,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.58,2026-04-10,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.5,2026-04-10,archive
NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.51,2026-04-10,archive
NL0012817175,Alfen N.V.,"D. E. Shaw & Co., L.P.",0.89,2026-04-10,archive
NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,0.58,2026-04-10,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.52,2026-04-10,archive
NL0013267909,Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",1.17,2026-04-10,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,1.22,2026-04-10,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.59,2026-04-10,archive
NL0010801007,IMCD N.V.,"AQR Capital Management, LLC",0.51,2026-04-09,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.19,2026-04-09,archive
NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.43,2026-04-09,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.49,2026-04-09,archive
LU2290522684,InPost S.A.,"Connor, Clark & Lunn Investment Management Ltd.",0.48,2026-04-09,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.5,2026-04-09,archive
NL0013267909,Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",1.28,2026-04-09,archive
NL0011821392,Signify N.V.,Qube Research & Technologies Ltd.,0.67,2026-04-09,archive
NL0000888691,AMG Critical Materials N.V.,Voleon Capital Management LP,0.52,2026-04-09,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.67,2026-04-08,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.46,2026-04-08,archive
NL0012817175,Alfen N.V.,"D. E. Shaw & Co., L.P.",0.95,2026-04-08,archive
NL0010801007,IMCD N.V.,"D. E. Shaw & Co., L.P.",0.59,2026-04-08,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.48,2026-04-08,archive
NL0000379121,Randstad N.V.,Millennium Capital (DIFC) Limited,0.48,2026-04-08,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.79,2026-04-08,archive
NL00150003E1,Fugro N.V.,"PDT Partners, LLC",0.49,2026-04-08,archive
NL0000379121,Randstad N.V.,"Point72 Europe (London), LLP",0.48,2026-04-08,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.21,2026-04-07,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.51,2026-04-07,archive
NL0010391025,Pharming Group N.V.,Citadel Advisors LLC,0.56,2026-04-07,archive
NL0009739416,PostNL N.V.,Citadel Advisors LLC,0.58,2026-04-07,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.59,2026-04-07,archive
NL0000009082,Koninklijke KPN N.V.,Marshall Wace LLP,0.68,2026-04-07,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,0.48,2026-04-07,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,1.98,2026-04-07,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,0.46,2026-04-07,archive
NL00150003E1,Fugro N.V.,Voleon Capital Management LP,0.49,2026-04-07,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.77,2026-04-07,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.7,2026-04-02,archive
BE0003818359,Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",0.48,2026-04-02,archive
NL0013267909,Akzo Nobel N.V.,"BlackRock Advisors, LLC",0.48,2026-04-02,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.6,2026-04-02,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.78,2026-04-02,archive
NL0010391025,Pharming Group N.V.,Millennium International Management LP,0.49,2026-04-02,archive
NL0000379121,Randstad N.V.,Millennium International Management LP,0.49,2026-04-02,archive
LU1598757687,ArcelorMittal S.A.,"AQR Capital Management, LLC",0.61,2026-04-01,archive
NL0009269109,Koninklijke Heijmans N.V.,Marshall Wace LLP,0.48,2026-04-01,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.69,2026-04-01,archive
NL0000379121,Randstad N.V.,Millennium International Management LP,0.5,2026-04-01,archive
NL0013267909,Akzo Nobel N.V.,"O'Connor Alternative Investments, LLC",1.3,2026-04-01,archive
NL0011821392,Signify N.V.,Premier Miton Group plc,0.45,2026-04-01,archive
NL0013267909,Akzo Nobel N.V.,UBS Asset Management (Americas) LLC,0.0,2026-04-01,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,0.59,2026-04-01,archive
NL0006237562,ARCADIS N.V.,White Creek Capital LLP,0.49,2026-04-01,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.86,2026-04-01,archive
NL0010801007,IMCD N.V.,"BlackRock Institutional Trust Company, National Association",0.49,2026-03-31,archive
NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.49,2026-03-31,archive
NL0012817175,Alfen N.V.,"D. E. Shaw & Co., L.P.",1.09,2026-03-31,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.58,2026-03-31,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.48,2026-03-31,archive
JE00BRX98089,CVC Capital Partners plc,Qube Research & Technologies Ltd.,0.9,2026-03-31,archive
NL0011821202,ING Groep N.V.,Viking Global Investors LP,0.58,2026-03-31,archive
NL0013267909,Akzo Nobel N.V.,"AQR Capital Management, LLC",0.59,2026-03-30,archive
NL0013267909,Akzo Nobel N.V.,"Arrowstreet Capital, Limited Partnership",0.49,2026-03-30,archive
BE0003818359,Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",0.58,2026-03-30,archive
NL0010801007,IMCD N.V.,"D. E. Shaw & Co., L.P.",0.6,2026-03-30,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,GLG Partners LP,0.64,2026-03-30,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.6,2026-03-30,archive
NL0010391025,Pharming Group N.V.,Millennium International Management LP,0.58,2026-03-30,archive
NL00150003E1,Fugro N.V.,"PDT Partners, LLC",0.58,2026-03-30,archive
NL0006237562,ARCADIS N.V.,Squarepoint Ops LLC,0.99,2026-03-30,archive
NL0011821202,ING Groep N.V.,Viking Global Investors LP,0.61,2026-03-30,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,0.69,2026-03-30,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.59,2026-03-27,archive
NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.48,2026-03-27,archive
NL0010391025,Pharming Group N.V.,"D. E. Shaw & Co., L.P.",0.59,2026-03-27,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,GLG Partners LP,0.59,2026-03-27,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.86,2026-03-27,archive
NL0000379121,Randstad N.V.,Millennium Capital (DIFC) Limited,0.51,2026-03-27,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.75,2026-03-27,archive
NL0011821392,Signify N.V.,Qube Research & Technologies Ltd.,0.79,2026-03-27,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,0.73,2026-03-27,archive
CY0200751713,Theon International Plc,Voleon Capital Management LP,0.52,2026-03-27,archive
NL0011872650,Basic-Fit N.V.,Wellington Management International Ltd.,0.6,2026-03-27,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Ilex Capital Partners (UK) LLP,0.64,2026-03-26,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,1.14,2026-03-26,archive
NL0010801007,IMCD N.V.,Voleon Capital Management LP,0.5,2026-03-26,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.92,2026-03-26,archive
NL0010801007,IMCD N.V.,"WorldQuant, LLC",0.71,2026-03-26,archive
NL0013267909,Akzo Nobel N.V.,"AQR Capital Management, LLC",0.6,2026-03-25,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,GLG Partners LP,0.6,2026-03-25,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Ilex Capital Partners (UK) LLP,0.57,2026-03-25,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.81,2026-03-25,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.6,2026-03-25,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,0.86,2026-03-25,archive
BE0003818359,Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",0.69,2026-03-24,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.47,2026-03-24,archive
NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.57,2026-03-24,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.91,2026-03-24,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.79,2026-03-24,archive
JE00BRX98089,CVC Capital Partners plc,Qube Research & Technologies Ltd.,0.81,2026-03-24,archive
NL0011821392,Signify N.V.,Qube Research & Technologies Ltd.,0.89,2026-03-24,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.59,2026-03-24,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,2.0,2026-03-24,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,1.01,2026-03-24,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.64,2026-03-23,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.19,2026-03-23,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.58,2026-03-23,archive
NL0012817175,Alfen N.V.,"Cubist Systematic Strategies, LLC",0.5,2026-03-23,archive
NL0012817175,Alfen N.V.,"D. E. Shaw & Co., L.P.",1.18,2026-03-23,archive
NL0009739416,PostNL N.V.,"D. E. Shaw & Co., L.P.",0.69,2026-03-23,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,GLG Partners LP,0.51,2026-03-23,archive
NL0013267909,Akzo Nobel N.V.,Kintbury Capital LLP,0.78,2026-03-23,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.69,2026-03-23,archive
NL0000379121,Randstad N.V.,"Point72 Europe (London), LLP",0.5,2026-03-23,archive
NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,0.37,2026-03-23,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,1.01,2026-03-23,archive
NL0006237562,ARCADIS N.V.,Squarepoint Ops LLC,1.05,2026-03-23,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.6,2026-03-23,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,1.16,2026-03-23,archive
NL0013267909,Akzo Nobel N.V.,"BlackRock Advisors, LLC",0.5,2026-03-20,archive
NL0012969182,Adyen N.V.,Capital Fund Management S.A.,0.7,2026-03-20,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.67,2026-03-20,archive
NL0012817175,Alfen N.V.,Citadel Securities (Europe) Limited,0.69,2026-03-20,archive
NL0012866412,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",0.59,2026-03-20,archive
NL0013267909,Akzo Nobel N.V.,Kintbury Capital LLP,0.87,2026-03-20,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.83,2026-03-20,archive
NL0011821392,Signify N.V.,Millennium Capital (DIFC) Limited,0.8,2026-03-20,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.0,2026-03-20,archive
NL0010391025,Pharming Group N.V.,Millennium International Management LP,0.68,2026-03-20,archive
NL0011821392,Signify N.V.,Millennium International Management LP,0.54,2026-03-20,archive
NL0000379121,Randstad N.V.,"Point72 Europe (London), LLP",0.46,2026-03-20,archive
NL0011821392,Signify N.V.,Qube Research & Technologies Ltd.,0.91,2026-03-20,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,0.99,2026-03-20,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.57,2026-03-20,archive
NL0012817175,Alfen N.V.,Tudor Capital Europe LLP,0.49,2026-03-20,archive
NL0011821202,ING Groep N.V.,Viking Global Investors LP,0.51,2026-03-20,archive
NL0013267909,Akzo Nobel N.V.,AKO Capital LLP,1.31,2026-03-19,archive
NL0012817175,Alfen N.V.,"AQR Capital Management, LLC",0.51,2026-03-19,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.59,2026-03-19,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.73,2026-03-19,archive
NL0015002MS2,The Magnum Ice Cream Company N.V.,Qube Research & Technologies Ltd.,0.52,2026-03-19,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,1.29,2026-03-19,archive
NL0013332471,TomTom N.V.,Winton Capital Management Limited,0.61,2026-03-19,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.83,2026-03-19,archive
NL0010801007,IMCD N.V.,"WorldQuant, LLC",0.6,2026-03-19,archive
NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.4,2026-03-18,archive
NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.48,2026-03-18,archive
NL0011821392,Signify N.V.,Citadel Advisors Europe Limited,1.21,2026-03-18,archive
NL0000009082,Koninklijke KPN N.V.,Citadel Advisors LLC,0.47,2026-03-18,archive
NL0015000GX8,Envipco Holding N.V.,Citadel Securities (Europe) Limited,0.49,2026-03-18,archive
NL0013267909,Akzo Nobel N.V.,"Empyrean Capital Overseas Master Fund, Ltd",0.52,2026-03-18,archive
NL0013332471,TomTom N.V.,Marshall Wace LLP,0.48,2026-03-18,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.6,2026-03-18,archive
NL0012817175,Alfen N.V.,Qube Research & Technologies Ltd.,0.52,2026-03-18,archive
CY0200751713,Theon International Plc,Qube Research & Technologies Ltd.,0.57,2026-03-18,archive
NL0012817175,Alfen N.V.,Voleon Capital Management LP,1.97,2026-03-18,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,1.43,2026-03-18,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",2.98,2026-03-18,archive
NL0013267909,Akzo Nobel N.V.,"AQR Capital Management, LLC",0.59,2026-03-17,archive
NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.79,2026-03-17,archive
NL0012866412,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.57,2026-03-17,archive
NL0013267909,Akzo Nobel N.V.,Kintbury Capital LLP,0.91,2026-03-17,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.7,2026-03-17,archive
NL00150003E1,Fugro N.V.,Millennium International Management LP,0.48,2026-03-17,archive
JE00BRX98089,CVC Capital Partners plc,Qube Research & Technologies Ltd.,0.71,2026-03-17,archive
LU1598757687,ArcelorMittal S.A.,"Two Sigma Investments, LP",0.49,2026-03-17,archive
NL0011821392,Signify N.V.,"BlackRock Financial Management, Inc.",0.8,2026-03-16,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.61,2026-03-16,archive
NL0012969182,Adyen N.V.,"D. E. Shaw & Co., L.P.",0.49,2026-03-16,archive
NL0010801007,IMCD N.V.,Marshall Wace LLP,0.4,2026-03-16,archive
NL0012365084,NSI N.V.,Millennium International Management LP,0.52,2026-03-16,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.63,2026-03-16,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",3.08,2026-03-16,archive
BE0003818359,Lakefront Biotherapeutics NV,"Arrowstreet Capital, Limited Partnership",0.77,2026-03-13,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.56,2026-03-13,archive
NL0000379121,Randstad N.V.,Citadel Advisors LLC,0.5,2026-03-13,archive
NL0010801007,IMCD N.V.,Marshall Wace LLP,0.59,2026-03-13,archive
NL0009269109,Koninklijke Heijmans N.V.,Marshall Wace LLP,0.5,2026-03-13,archive
NL0000379121,Randstad N.V.,Marshall Wace LLP,0.61,2026-03-13,archive
NL0013267909,Akzo Nobel N.V.,Millennium International Management LP,0.6,2026-03-13,archive
NL00150003E1,Fugro N.V.,Millennium International Management LP,0.55,2026-03-13,archive
NL0010391025,Pharming Group N.V.,Millennium International Management LP,0.75,2026-03-13,archive
NL0015002IE0,Avantium N.V.,Voleon Capital Management LP,1.56,2026-03-13,archive
NL0012817175,Alfen N.V.,"WorldQuant, LLC",3.14,2026-03-13,archive
NL0010801007,IMCD N.V.,"WorldQuant, LLC",0.52,2026-03-13,archive
NL0013267909,Akzo Nobel N.V.,Albar Capital Partners LLP,0.64,2026-03-12,archive
NL0010391025,Pharming Group N.V.,Capital Fund Management S.A.,0.44,2026-03-12,archive
NL0015000GX8,Envipco Holding N.V.,Citadel Advisors LLC,0.46,2026-03-12,archive
NL0010391025,Pharming Group N.V.,Millennium International Management LP,0.69,2026-03-12,archive
NL0006237562,ARCADIS N.V.,Squarepoint Ops LLC,1.1,2026-03-12,archive
NL0010801007,IMCD N.V.,Squarepoint Ops LLC,0.5,2026-03-12,archive
NL0012969182,Adyen N.V.,Capital Fund Management S.A.,0.6,2026-03-11,archive
LU0569974404,Aperam S.A.,Capital Fund Management S.A.,0.48,2026-03-11,archive
NL0010391025,Pharming Group N.V.,Capital Fund Management S.A.,0.5,2026-03-11,archive
NL0015000GX8,Envipco Holding N.V.,Citadel Advisors LLC,0.5,2026-03-11,archive
NL0010801007,IMCD N.V.,Citadel Advisors LLC,0.64,2026-03-11,archive
NL0000009082,Koninklijke KPN N.V.,Citadel Advisors LLC,0.58,2026-03-11,archive
NL0015000GX8,Envipco Holding N.V.,Citadel Securities (Europe) Limited,0.56,2026-03-11,archive
NL0012866412,BE Semiconductor Industries N.V.,"D. E. Shaw & Co., L.P.",0.69,2026-03-11,archive
NL0013267909,Akzo Nobel N.V.,Marshall Wace LLP,0.63,2026-03-11,archive
NL0013332471,TomTom N.V.,Marshall Wace LLP,0.58,2026-03-11,archive
NL0000379121,Randstad N.V.,"Point72 Europe (London), LLP",0.51,2026-03-11,archive
NL0013267909,Akzo Nobel N.V.,Albar Capital Partners LLP,0.48,2026-03-10,archive
NL0013267909,Akzo Nobel N.V.,BlackRock Investment Management (UK) Limited,0.47,2026-03-10,archive
