isin,position_date,position_holder,issuer_name,net_short_position,source
NL0012817175,2024-01-24,Millennium International Management LP,Alfen N.V.,1.2,archive
NL0012817175,2024-01-24,"PDT Partners, LLC",Alfen N.V.,0.6,archive
NL0000009082,2024-01-24,Syquant Capital,Koninklijke KPN N.V.,0.99,archive
NL0000379121,2024-01-23,AKO Capital LLP,Randstad N.V.,0.83,archive
NL0012747059,2024-01-23,Highbridge Capital Management LLC,CM.com N.V.,0.49,archive
NL0009739416,2024-01-23,Millennium International Management LP,PostNL N.V.,0.7,archive
NL0012817175,2024-01-23,Qube Research & Technologies Ltd.,Alfen N.V.,1.94,archive
NL0012747059,2024-01-23,Whitebox Advisors LLC,CM.com N.V.,0.88,archive
NL0000379121,2024-01-22,AKO Capital LLP,Randstad N.V.,0.76,archive
NL0011540547,2024-01-22,Capital Fund Management S.A.,ABN AMRO Bank NV,0.52,archive
NL0000009082,2024-01-22,Citadel Advisors Europe Limited,Koninklijke KPN N.V.,0.57,archive
NL00150002Q7,2024-01-22,Janus Henderson Investors UK Limited,Vivoryon Therapeutics N.V.,2.23,archive
NL0000888691,2024-01-22,Marshall Wace LLP,AMG Critical Materials N.V.,1.31,archive
BMG3602E1084,2024-01-22,Marshall Wace LLP,Flow Traders Ltd.,0.59,archive
NL0009739416,2024-01-22,Marshall Wace LLP,PostNL N.V.,1.0,archive
NL0010391025,2024-01-22,Millennium International Management LP,Pharming Group N.V.,0.83,archive
NL0012817175,2024-01-22,Qube Research & Technologies Ltd.,Alfen N.V.,2.0,archive
NL0000009082,2024-01-22,Syquant Capital,Koninklijke KPN N.V.,1.01,archive
NL00150003E1,2024-01-19,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.81,archive
NL0013332471,2024-01-19,Citadel Advisors LLC,TomTom N.V.,0.61,archive
NL0000888691,2024-01-19,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.13,archive
NL0010583399,2024-01-19,JPMorgan Asset Management (UK) Ltd.,Corbion N.V.,0.48,archive
NL0012817175,2024-01-19,Marshall Wace LLP,Alfen N.V.,0.69,archive
NL0012817175,2024-01-18,Citadel Advisors LLC,Alfen N.V.,0.86,archive
NL0000009538,2024-01-18,Citadel Advisors LLC,Koninklijke Philips N.V.,0.62,archive
NL00150002Q7,2024-01-18,Janus Henderson Investors UK Limited,Vivoryon Therapeutics N.V.,2.1,archive
NL0000888691,2024-01-18,Marshall Wace LLP,AMG Critical Materials N.V.,1.2,archive
NL0011821202,2024-01-18,Marshall Wace LLP,ING Groep N.V.,0.71,archive
NL0010391025,2024-01-18,Millennium International Management LP,Pharming Group N.V.,0.72,archive
NL0009739416,2024-01-18,Millennium International Management LP,PostNL N.V.,0.6,archive
NL0012866412,2024-01-18,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.04,archive
NL00150002Q7,2024-01-17,Janus Henderson Investors UK Limited,Vivoryon Therapeutics N.V.,2.02,archive
NL0000009082,2024-01-17,Syquant Capital,Koninklijke KPN N.V.,0.81,archive
NL00150002Q7,2024-01-16,Adage Capital Management L.P.,Vivoryon Therapeutics N.V.,0.61,archive
NL0000009082,2024-01-16,BNP Paribas S.A.,Koninklijke KPN N.V.,0.46,archive
NL0000009082,2024-01-16,Citadel Advisors Europe Limited,Koninklijke KPN N.V.,0.61,archive
NL0010801007,2024-01-16,Marshall Wace LLP,IMCD N.V.,0.5,archive
NL0009739416,2024-01-16,Millennium International Management LP,PostNL N.V.,0.52,archive
NL0013332471,2024-01-16,Otus Capital Management Ltd.,TomTom N.V.,1.1,archive
NL0000009082,2024-01-15,BNP Paribas S.A.,Koninklijke KPN N.V.,0.54,archive
NL0000009082,2024-01-15,Citadel Advisors Europe Limited,Koninklijke KPN N.V.,0.55,archive
NL0012817175,2024-01-15,Citadel Advisors LLC,Alfen N.V.,0.7,archive
LU0569974404,2024-01-15,"ExodusPoint Capital Management, LP",Aperam S.A.,0.5,archive
NL0012817175,2024-01-15,Millennium International Management LP,Alfen N.V.,1.1,archive
NL0010391025,2024-01-15,Millennium International Management LP,Pharming Group N.V.,0.51,archive
NL00150003E1,2024-01-12,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.71,archive
NL0010558797,2024-01-12,Citadel Advisors LLC,OCI N.V.,0.5,archive
NL0012817175,2024-01-12,Marshall Wace LLP,Alfen N.V.,0.73,archive
NL0012817175,2024-01-12,Millennium International Management LP,Alfen N.V.,1.07,archive
NL0012866412,2024-01-12,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.19,archive
NL0011821202,2024-01-11,Marshall Wace LLP,ING Groep N.V.,0.63,archive
NL0009739416,2024-01-11,Marshall Wace LLP,PostNL N.V.,0.99,archive
NL0013332471,2024-01-11,Marshall Wace LLP,TomTom N.V.,0.7,archive
NL0013332471,2024-01-11,Otus Capital Management Ltd.,TomTom N.V.,1.03,archive
NL0000009082,2024-01-11,Syquant Capital,Koninklijke KPN N.V.,0.7,archive
NL0000009538,2024-01-10,Citadel Advisors LLC,Koninklijke Philips N.V.,0.58,archive
LU0569974404,2024-01-10,"ExodusPoint Capital Management, LP",Aperam S.A.,0.47,archive
NL0012817175,2024-01-10,Millennium International Management LP,Alfen N.V.,0.95,archive
NL0012817175,2024-01-10,"PDT Partners, LLC",Alfen N.V.,0.5,archive
NL0000009538,2024-01-10,Viking Global Investors LP,Koninklijke Philips N.V.,0.7,archive
NL00150002Q7,2024-01-09,Adage Capital Management L.P.,Vivoryon Therapeutics N.V.,0.54,archive
NL00150003E1,2024-01-09,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.63,archive
NL0012817175,2024-01-09,Citadel Advisors LLC,Alfen N.V.,0.62,archive
NL0013332471,2024-01-09,Citadel Advisors LLC,TomTom N.V.,0.5,archive
NL0000888691,2024-01-09,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.01,archive
NL00150002Q7,2024-01-09,Janus Henderson Investors UK Limited,Vivoryon Therapeutics N.V.,1.9,archive
NL0012817175,2024-01-09,Marshall Wace LLP,Alfen N.V.,0.65,archive
NL0012817175,2024-01-09,Millennium International Management LP,Alfen N.V.,1.05,archive
NL0011821392,2024-01-08,AKO Capital LLP,Signify N.V.,0.83,archive
NL0000009538,2024-01-08,Citadel Advisors LLC,Koninklijke Philips N.V.,0.6,archive
LU0569974404,2024-01-08,"ExodusPoint Capital Management, LP",Aperam S.A.,0.5,archive
NL0012817175,2024-01-08,Voleon Capital Management LP,Alfen N.V.,1.19,archive
NL0011821392,2024-01-05,AKO Capital LLP,Signify N.V.,0.71,archive
NL00150003E1,2024-01-05,Balyasny Asset Management (UK) LLP,Fugro N.V.,0.51,archive
NL0000009538,2024-01-05,Citadel Advisors LLC,Koninklijke Philips N.V.,0.59,archive
NL0013332471,2024-01-05,Citadel Advisors LLC,TomTom N.V.,0.49,archive
LU0569974404,2024-01-05,"ExodusPoint Capital Management, LP",Aperam S.A.,0.49,archive
NL0000888691,2024-01-05,Marshall Wace LLP,AMG Critical Materials N.V.,1.11,archive
NL0012866412,2024-01-05,Millennium International Management LP,BE Semiconductor Industries N.V.,0.49,archive
NL0015000D50,2024-01-05,Otus Capital Management Ltd.,NX Filtration N.V.,0.71,archive
NL0000009538,2024-01-04,Marshall Wace LLP,Koninklijke Philips N.V.,0.49,archive
NL0013332471,2024-01-04,Marshall Wace LLP,TomTom N.V.,0.61,archive
NL0012817175,2024-01-04,Qube Research & Technologies Ltd.,Alfen N.V.,2.16,archive
NL0000009082,2024-01-04,Syquant Capital,Koninklijke KPN N.V.,0.65,archive
NL0012817175,2024-01-04,Voleon Capital Management LP,Alfen N.V.,1.2,archive
NL0011821392,2024-01-03,AKO Capital LLP,Signify N.V.,0.53,archive
NL0011872650,2024-01-03,BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2.59,archive
NL0012817175,2024-01-03,Capital Fund Management S.A.,Alfen N.V.,0.4,archive
NL0012817175,2024-01-03,Citadel Advisors LLC,Alfen N.V.,0.72,archive
NL0000888691,2024-01-03,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.95,archive
NL0011821202,2024-01-03,Marshall Wace LLP,ING Groep N.V.,0.51,archive
NL0012817175,2024-01-03,Millennium International Management LP,Alfen N.V.,1.13,archive
NL0012817175,2024-01-03,"PDT Partners, LLC",Alfen N.V.,0.48,archive
NL0012817175,2024-01-03,Qube Research & Technologies Ltd.,Alfen N.V.,2.26,archive
NL0012817175,2024-01-03,Voleon Capital Management LP,Alfen N.V.,1.19,archive
NL0012817175,2024-01-02,Capital Fund Management S.A.,Alfen N.V.,0.52,archive
NL0000888691,2024-01-02,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.89,archive
NL0013267909,2024-01-02,Marshall Wace LLP,Akzo Nobel N.V.,0.61,archive
NL0012817175,2024-01-02,Millennium International Management LP,Alfen N.V.,1.02,archive
NL0012817175,2024-01-02,Qube Research & Technologies Ltd.,Alfen N.V.,2.3,archive
LU0569974404,2024-01-02,Qube Research & Technologies Ltd.,Aperam S.A.,0.49,archive
NL0012817175,2024-01-02,Voleon Capital Management LP,Alfen N.V.,1.21,archive
NL0000360618,2023-12-29,"AQR Capital Management, LLC",SBM Offshore N.V.,0.5,archive
NL0010391025,2023-12-29,"Arrowstreet Capital, Limited Partnership",Pharming Group N.V.,0.46,archive
NL0000360618,2023-12-29,Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,0.61,archive
NL0012817175,2023-12-29,Voleon Capital Management LP,Alfen N.V.,1.36,archive
NL0000888691,2023-12-28,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.9,archive
NL0010391025,2023-12-28,Marshall Wace LLP,Pharming Group N.V.,0.49,archive
NL0012817175,2023-12-28,"PDT Partners, LLC",Alfen N.V.,0.51,archive
NL0010558797,2023-12-28,Qube Research & Technologies Ltd.,OCI N.V.,0.81,archive
NL0012817175,2023-12-27,Citadel Advisors LLC,Alfen N.V.,0.58,archive
NL0013332471,2023-12-27,Citadel Advisors LLC,TomTom N.V.,0.5,archive
NL0000888691,2023-12-27,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.88,archive
NL0000009538,2023-12-27,Greenvale Capital LLP,Koninklijke Philips N.V.,0.81,archive
NL00150002Q7,2023-12-27,Janus Henderson Investors UK Limited,Vivoryon Therapeutics N.V.,1.8,archive
NL0010558797,2023-12-27,Qube Research & Technologies Ltd.,OCI N.V.,0.79,archive
NL0009739416,2023-12-27,"WorldQuant, LLC",PostNL N.V.,0.48,archive
NL0000360618,2023-12-22,Balyasny Asset Management (UK) LLP,SBM Offshore N.V.,0.5,archive
NL0012817175,2023-12-22,Citadel Advisors LLC,Alfen N.V.,0.6,archive
NL0013332471,2023-12-22,Marshall Wace LLP,TomTom N.V.,0.5,archive
NL0000888691,2023-12-21,Marshall Wace LLP,AMG Critical Materials N.V.,1.07,archive
NL0012866412,2023-12-21,Millennium International Management LP,BE Semiconductor Industries N.V.,0.57,archive
NL0000009082,2023-12-21,Syquant Capital,Koninklijke KPN N.V.,0.51,archive
NL0015000D50,2023-12-20,Otus Capital Management Ltd.,NX Filtration N.V.,0.61,archive
NL0012866412,2023-12-20,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.29,archive
NL0010558797,2023-12-20,Qube Research & Technologies Ltd.,OCI N.V.,0.81,archive
CH1216478797,2023-12-19,"AQR Capital Management, LLC",DSM-Firmenich AG,0.59,archive
NL0000888691,2023-12-19,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,0.96,archive
NL0000888691,2023-12-19,Marshall Wace LLP,AMG Critical Materials N.V.,1.19,archive
NL0010391025,2023-12-19,Marshall Wace LLP,Pharming Group N.V.,0.59,archive
NL0012817175,2023-12-19,Millennium International Management LP,Alfen N.V.,0.8,archive
NL0011872643,2023-12-19,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.48,archive
NL0012817175,2023-12-18,Citadel Advisors LLC,Alfen N.V.,0.5,archive
NL0000888691,2023-12-18,Marshall Wace LLP,AMG Critical Materials N.V.,1.28,archive
NL0009739416,2023-12-18,Marshall Wace LLP,PostNL N.V.,1.01,archive
NL0013332471,2023-12-18,Otus Capital Management Ltd.,TomTom N.V.,0.9,archive
NL0010558797,2023-12-18,Qube Research & Technologies Ltd.,OCI N.V.,0.75,archive
NL0000009538,2023-12-15,Citadel Advisors LLC,Koninklijke Philips N.V.,0.64,archive
NL0000009538,2023-12-15,Marshall Wace LLP,Koninklijke Philips N.V.,0.54,archive
NL0012866412,2023-12-15,Millennium Capital Management France SAS,BE Semiconductor Industries N.V.,0.63,archive
NL0012817175,2023-12-15,Millennium International Management LP,Alfen N.V.,0.74,archive
NL0012866412,2023-12-15,Millennium International Management LP,BE Semiconductor Industries N.V.,0.62,archive
NL0013332471,2023-12-15,Otus Capital Management Ltd.,TomTom N.V.,0.88,archive
NL0012817175,2023-12-15,Qube Research & Technologies Ltd.,Alfen N.V.,2.21,archive
NL0011872643,2023-12-15,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.58,archive
NL0010558797,2023-12-15,Qube Research & Technologies Ltd.,OCI N.V.,0.69,archive
NL0000009082,2023-12-15,Syquant Capital,Koninklijke KPN N.V.,0.48,archive
NL0012817175,2023-12-15,Voleon Capital Management LP,Alfen N.V.,1.4,archive
CH1216478797,2023-12-14,"AQR Capital Management, LLC",DSM-Firmenich AG,0.6,archive
NL0000888691,2023-12-14,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.01,archive
NL0000888691,2023-12-14,Marshall Wace LLP,AMG Critical Materials N.V.,1.39,archive
NL0010391025,2023-12-14,Marshall Wace LLP,Pharming Group N.V.,0.66,archive
NL0009739416,2023-12-14,Marshall Wace LLP,PostNL N.V.,0.93,archive
NL0012866412,2023-12-14,Millennium Capital Management France SAS,BE Semiconductor Industries N.V.,0.4,archive
NL0012817175,2023-12-14,Millennium International Management LP,Alfen N.V.,0.65,archive
NL0011872643,2023-12-14,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.67,archive
NL0000009082,2023-12-14,Syquant Capital,Koninklijke KPN N.V.,0.51,archive
LU0569974404,2023-12-13,"ExodusPoint Capital Management, LP",Aperam S.A.,0.57,archive
NL0012817175,2023-12-13,"PDT Partners, LLC",Alfen N.V.,0.47,archive
NL0012817175,2023-12-13,Qube Research & Technologies Ltd.,Alfen N.V.,2.12,archive
NL0011872643,2023-12-13,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.79,archive
NL0009739416,2023-12-12,Marshall Wace LLP,PostNL N.V.,0.81,archive
NL0012866412,2023-12-12,Millennium Capital Management France SAS,BE Semiconductor Industries N.V.,0.69,archive
NL0012817175,2023-12-12,Millennium International Management LP,Alfen N.V.,0.79,archive
NL0012866412,2023-12-12,Millennium International Management LP,BE Semiconductor Industries N.V.,0.57,archive
NL0015000D50,2023-12-12,Otus Capital Management Ltd.,NX Filtration N.V.,0.5,archive
NL0010558797,2023-12-12,Qube Research & Technologies Ltd.,OCI N.V.,0.5,archive
NL0000888691,2023-12-11,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.1,archive
NL0000888691,2023-12-11,Marshall Wace LLP,AMG Critical Materials N.V.,1.56,archive
NL0009739416,2023-12-11,Marshall Wace LLP,PostNL N.V.,0.78,archive
NL0012817175,2023-12-11,Millennium International Management LP,Alfen N.V.,0.91,archive
NL0012817175,2023-12-11,Qube Research & Technologies Ltd.,Alfen N.V.,2.05,archive
NL0011872643,2023-12-11,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.81,archive
NL0012817175,2023-12-11,Voleon Capital Management LP,Alfen N.V.,1.3,archive
NL0000009538,2023-12-08,Citadel Advisors LLC,Koninklijke Philips N.V.,0.78,archive
NL0000888691,2023-12-08,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.08,archive
NL0000888691,2023-12-08,Marshall Wace LLP,AMG Critical Materials N.V.,1.6,archive
NL0000337319,2023-12-08,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.49,archive
NL0012817175,2023-12-08,Millennium International Management LP,Alfen N.V.,1.11,archive
NL0012817175,2023-12-08,Qube Research & Technologies Ltd.,Alfen N.V.,1.99,archive
NL0000009082,2023-12-08,Syquant Capital,Koninklijke KPN N.V.,0.48,archive
NL0009739416,2023-12-08,"WorldQuant, LLC",PostNL N.V.,0.51,archive
NL0000888691,2023-12-07,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.19,archive
NL0012817175,2023-12-07,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,0.78,archive
NL0000888691,2023-12-07,Marshall Wace LLP,AMG Critical Materials N.V.,1.58,archive
NL0000009082,2023-12-07,Syquant Capital,Koninklijke KPN N.V.,0.5,archive
NL0000289213,2023-12-07,Toscafund Asset Management LLP,Wereldhave N.V.,0.0,archive
NL0000888691,2023-12-06,Citadel Advisors LLC,AMG Critical Materials N.V.,0.46,archive
NL0012817175,2023-12-06,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.47,archive
NL0012866412,2023-12-06,GLG Partners LP,BE Semiconductor Industries N.V.,0.66,archive
NL0011872650,2023-12-06,JPMorgan Asset Management (UK) Ltd.,Basic-Fit N.V.,0.62,archive
NL0009739416,2023-12-06,Marshall Wace LLP,PostNL N.V.,0.61,archive
NL0000379121,2023-12-05,AKO Capital LLP,Randstad N.V.,0.63,archive
NL0012817175,2023-12-05,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.5,archive
NL0000888691,2023-12-05,Marshall Wace LLP,AMG Critical Materials N.V.,1.69,archive
NL0009739416,2023-12-05,Marshall Wace LLP,PostNL N.V.,0.57,archive
NL0012817175,2023-12-05,Millennium International Management LP,Alfen N.V.,1.02,archive
NL0012817175,2023-12-05,"PDT Partners, LLC",Alfen N.V.,0.59,archive
NL0012817175,2023-12-05,Qube Research & Technologies Ltd.,Alfen N.V.,2.04,archive
NL0000289213,2023-12-05,Toscafund Asset Management LLP,Wereldhave N.V.,0.66,archive
NL0010801007,2023-12-04,"AQR Capital Management, LLC",IMCD N.V.,0.59,archive
NL0000888691,2023-12-04,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.23,archive
NL0013267909,2023-12-04,Marshall Wace LLP,Akzo Nobel N.V.,0.5,archive
NL0006237562,2023-12-04,Marshall Wace LLP,ARCADIS N.V.,0.49,archive
NL0000852523,2023-12-04,Marshall Wace LLP,TKH Group N.V.,0.5,archive
NL0012817175,2023-12-04,Millennium International Management LP,Alfen N.V.,0.89,archive
NL0012817175,2023-12-04,"PDT Partners, LLC",Alfen N.V.,0.6,archive
NL0011872643,2023-12-04,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.71,archive
NL0000009082,2023-12-04,Syquant Capital,Koninklijke KPN N.V.,0.47,archive
NL0012817175,2023-12-01,Citadel Advisors LLC,Alfen N.V.,0.49,archive
NL0000888691,2023-12-01,Marshall Wace LLP,AMG Critical Materials N.V.,1.73,archive
NL0012866412,2023-12-01,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.37,archive
NL0011821392,2023-11-30,BlackRock Investment Management (UK) Limited,Signify N.V.,1.04,archive
NL0010801007,2023-11-30,Citadel Advisors Europe Limited,IMCD N.V.,0.47,archive
NL0012817175,2023-11-30,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.47,archive
NL0000888691,2023-11-30,"D. E. Shaw & Co., L.P.",AMG Critical Materials N.V.,1.19,archive
NL0012817175,2023-11-30,Marshall Wace LLP,Alfen N.V.,0.53,archive
NL0000337319,2023-11-30,Marshall Wace LLP,Koninklijke BAM Groep N.V.,0.57,archive
NL0000009538,2023-11-30,Marshall Wace LLP,Koninklijke Philips N.V.,0.61,archive
NL0012817175,2023-11-30,Millennium International Management LP,Alfen N.V.,0.7,archive
NL0012866412,2023-11-30,Millennium International Management LP,BE Semiconductor Industries N.V.,0.66,archive
NL0000009538,2023-11-30,Millennium International Management LP,Koninklijke Philips N.V.,0.16,archive
NL0012817175,2023-11-30,Qube Research & Technologies Ltd.,Alfen N.V.,1.92,archive
LU0569974404,2023-11-30,Qube Research & Technologies Ltd.,Aperam S.A.,0.52,archive
NL0011872643,2023-11-30,Qube Research & Technologies Ltd.,ASR Nederland N.V.,0.62,archive
NL0000289213,2023-11-30,Toscafund Asset Management LLP,Wereldhave N.V.,0.76,archive
NL0010801007,2023-11-29,Citadel Advisors Europe Limited,IMCD N.V.,0.5,archive
NL0012817175,2023-11-29,Citadel Advisors LLC,Alfen N.V.,0.59,archive
NL0000009538,2023-11-29,Citadel Advisors LLC,Koninklijke Philips N.V.,0.86,archive
NL0012817175,2023-11-29,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.5,archive
NL0012817175,2023-11-29,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,0.88,archive
NL0012817175,2023-11-29,Jupiter Investment Management Limited,Alfen N.V.,0.6,archive
NL0000009082,2023-11-29,Syquant Capital,Koninklijke KPN N.V.,0.58,archive
NL0012817175,2023-11-28,Citadel Advisors LLC,Alfen N.V.,0.62,archive
NL0000009538,2023-11-28,Citadel Advisors LLC,Koninklijke Philips N.V.,0.9,archive
NL0011872650,2023-11-28,"D. E. Shaw & Co. (London), LLP",Basic-Fit N.V.,0.34,archive
NL0012817175,2023-11-28,"D. E. Shaw & Co., L.P.",Alfen N.V.,0.48,archive
NL0012817175,2023-11-28,JPMorgan Asset Management (UK) Ltd.,Alfen N.V.,0.96,archive
NL0012866412,2023-11-28,Millennium International Management LP,BE Semiconductor Industries N.V.,0.49,archive
NL0000009538,2023-11-28,Millennium International Management LP,Koninklijke Philips N.V.,0.62,archive
NL0012817175,2023-11-28,"PDT Partners, LLC",Alfen N.V.,0.58,archive
NL0000009082,2023-11-28,Syquant Capital,Koninklijke KPN N.V.,0.6,archive
NL0010801007,2023-11-27,"AQR Capital Management, LLC",IMCD N.V.,0.6,archive
NL0000888691,2023-11-27,Citadel Advisors LLC,AMG Critical Materials N.V.,0.53,archive
NL0012866412,2023-11-27,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.49,archive
BMG3602E1084,2023-11-24,Marshall Wace LLP,Flow Traders Ltd.,0.69,archive
NL0012866412,2023-11-24,"Point72 Asset Management, L.P.",BE Semiconductor Industries N.V.,1.5,archive
