issuer_name,position_date,isin,net_short_position,position_holder,source
Pharming Group N.V.,2024-10-16,NL0010391025,2.11,Millennium International Management LP,archive
Alfen N.V.,2024-10-16,NL0012817175,2.18,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-10-16,NL0010558797,0.93,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-10-16,NL0012817175,0.54,"WorldQuant, LLC",archive
Fugro N.V.,2024-10-15,NL00150003E1,0.49,Balyasny Asset Management (UK) LLP,archive
AMG Critical Materials N.V.,2024-10-15,NL0000888691,0.5,Capital Fund Management S.A.,archive
Alfen N.V.,2024-10-15,NL0012817175,1.53,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2024-10-15,NL0000888691,0.8,"D. E. Shaw & Co., L.P.",archive
AMG Critical Materials N.V.,2024-10-15,NL0000888691,1.08,Marshall Wace LLP,archive
TomTom N.V.,2024-10-15,NL0013332471,1.11,Otus Capital Management Ltd.,archive
Alfen N.V.,2024-10-15,NL0012817175,2.03,"PDT Partners, LLC",archive
Alfen N.V.,2024-10-15,NL0012817175,2.2,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-10-15,NL0000888691,2.18,Qube Research & Technologies Ltd.,archive
Flow Traders Ltd.,2024-10-15,BMG3602E1084,1.66,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-10-14,NL0000888691,0.5,Actus Ray Partners Limited,archive
Koninklijke Ahold Delhaize N.V.,2024-10-14,NL0011794037,0.59,Ilex Capital Partners (UK) LLP,archive
Alfen N.V.,2024-10-14,NL0012817175,1.46,Millennium International Management LP,archive
TomTom N.V.,2024-10-14,NL0013332471,1.03,Otus Capital Management Ltd.,archive
Alfen N.V.,2024-10-14,NL0012817175,1.91,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-10-14,NL0000888691,2.2,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2024-10-14,NL0012047823,0.71,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-10-14,NL0009739416,1.2,Qube Research & Technologies Ltd.,archive
Pharming Group N.V.,2024-10-11,NL0010391025,1.0,"Arrowstreet Capital, Limited Partnership",archive
BE Semiconductor Industries N.V.,2024-10-11,NL0012866412,0.71,Canada Pension Plan Investment Board,archive
Alfen N.V.,2024-10-11,NL0012817175,1.15,Citadel Advisors LLC,archive
Koninklijke KPN N.V.,2024-10-11,NL0000009082,0.98,Marshall Wace LLP,archive
Alfen N.V.,2024-10-11,NL0012817175,1.37,Millennium Capital Partners LLP,archive
Pharming Group N.V.,2024-10-11,NL0010391025,2.01,Millennium International Management LP,archive
TomTom N.V.,2024-10-11,NL0013332471,0.82,Otus Capital Management Ltd.,archive
Alfen N.V.,2024-10-11,NL0012817175,1.94,"PDT Partners, LLC",archive
Alfen N.V.,2024-10-11,NL0012817175,1.84,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-10-11,NL0000888691,2.19,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-10-11,NL0010558797,0.77,Qube Research & Technologies Ltd.,archive
Pharming Group N.V.,2024-10-11,NL0010391025,0.53,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-10-11,NL0009739416,1.13,Qube Research & Technologies Ltd.,archive
Randstad N.V.,2024-10-10,NL0000379121,0.87,AKO Capital LLP,archive
Pharming Group N.V.,2024-10-10,NL0010391025,0.91,"Arrowstreet Capital, Limited Partnership",archive
Fugro N.V.,2024-10-10,NL00150003E1,0.58,Balyasny Asset Management (UK) LLP,archive
SBM Offshore N.V.,2024-10-10,NL0000360618,0.59,Balyasny Asset Management (UK) LLP,archive
BE Semiconductor Industries N.V.,2024-10-10,NL0012866412,0.65,Canada Pension Plan Investment Board,archive
Alfen N.V.,2024-10-10,NL0012817175,1.26,Citadel Advisors LLC,archive
Pharming Group N.V.,2024-10-10,NL0010391025,0.51,GSA Capital Partners LLP,archive
Alfen N.V.,2024-10-10,NL0012817175,1.78,Millennium International Management LP,archive
Alfen N.V.,2024-10-10,NL0012817175,1.5,Qube Research & Technologies Ltd.,archive
Aperam S.A.,2024-10-10,LU0569974404,0.49,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2024-10-10,NL0012047823,0.65,Qube Research & Technologies Ltd.,archive
Flow Traders Ltd.,2024-10-10,BMG3602E1084,1.75,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-10-09,NL0012817175,1.36,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2024-10-09,NL0000888691,0.78,"D. E. Shaw & Co., L.P.",archive
PostNL N.V.,2024-10-09,NL0009739416,0.51,GSA Capital Partners LLP,archive
PostNL N.V.,2024-10-09,NL0009739416,0.71,Marshall Wace LLP,archive
Pharming Group N.V.,2024-10-09,NL0010391025,1.93,Millennium International Management LP,archive
AMG Critical Materials N.V.,2024-10-09,NL0000888691,2.2,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2024-10-09,NL0012047823,0.71,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-10-09,NL0011872650,1.1,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-10-09,NL0009739416,1.01,Qube Research & Technologies Ltd.,archive
Pharming Group N.V.,2024-10-08,NL0010391025,0.83,"Arrowstreet Capital, Limited Partnership",archive
Alfen N.V.,2024-10-08,NL0012817175,0.78,"Connor, Clark & Lunn Investment Management Ltd.",archive
Koninklijke KPN N.V.,2024-10-08,NL0000009082,1.07,Marshall Wace LLP,archive
PostNL N.V.,2024-10-08,NL0009739416,0.69,Marshall Wace LLP,archive
Alfen N.V.,2024-10-08,NL0012817175,1.47,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-10-08,NL0012817175,1.61,Millennium International Management LP,archive
Alfen N.V.,2024-10-08,NL0012817175,1.38,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-10-07,NL0012817175,0.41,Citadel Securities (Europe) Limited,archive
Alfen N.V.,2024-10-07,NL0012817175,0.45,"Cubist Systematic Strategies, LLC",archive
Pharming Group N.V.,2024-10-07,NL0010391025,1.89,Millennium International Management LP,archive
TomTom N.V.,2024-10-07,NL0013332471,0.67,Otus Capital Management Ltd.,archive
Alfen N.V.,2024-10-07,NL0012817175,1.27,Qube Research & Technologies Ltd.,archive
Fugro N.V.,2024-10-07,NL0000352565,0.6,TFG Asset Management UK LLP,archive
Signify N.V.,2024-10-04,NL0011821392,0.22,BlackRock Investment Management (UK) Limited,archive
Pharming Group N.V.,2024-10-04,NL0010391025,0.47,Citadel Advisors LLC,archive
Alfen N.V.,2024-10-04,NL0012817175,0.54,"Cubist Systematic Strategies, LLC",archive
Avantium N.V.,2024-10-04,NL0012047823,0.88,Qube Research & Technologies Ltd.,archive
Flow Traders Ltd.,2024-10-04,BMG3602E1084,1.84,Qube Research & Technologies Ltd.,archive
Signify N.V.,2024-10-03,NL0011821392,0.53,BlackRock Investment Management (UK) Limited,archive
Alfen N.V.,2024-10-03,NL0012817175,1.4,Citadel Advisors LLC,archive
Alfen N.V.,2024-10-03,NL0012817175,1.57,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-10-03,NL0012817175,1.59,Millennium International Management LP,archive
AMG Critical Materials N.V.,2024-10-03,NL0000888691,0.5,"PDT Partners, LLC",archive
Alfen N.V.,2024-10-03,NL0012817175,1.44,Qube Research & Technologies Ltd.,archive
Flow Traders Ltd.,2024-10-03,BMG3602E1084,1.79,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-10-03,NL0010558797,0.8,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-10-03,NL0011872650,0.53,Wellington Management International Ltd.,archive
Signify N.V.,2024-10-02,NL0011821392,0.6,BlackRock Investment Management (UK) Limited,archive
Alfen N.V.,2024-10-02,NL0012817175,0.6,"Cubist Systematic Strategies, LLC",archive
Akzo Nobel N.V.,2024-10-02,NL0013267909,0.72,Marshall Wace LLP,archive
Flow Traders Ltd.,2024-10-02,BMG3602E1084,1.8,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-10-02,NL0010558797,0.79,Qube Research & Technologies Ltd.,archive
Fugro N.V.,2024-10-01,NL00150003E1,0.65,Balyasny Asset Management (UK) LLP,archive
Alfen N.V.,2024-10-01,NL0012817175,1.3,Citadel Advisors LLC,archive
Alfen N.V.,2024-10-01,NL0012817175,0.55,"Cubist Systematic Strategies, LLC",archive
Koninklijke KPN N.V.,2024-10-01,NL0000009082,1.1,Marshall Wace LLP,archive
Aperam S.A.,2024-10-01,LU0569974404,0.58,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-10-01,NL0012817175,1.62,Millennium International Management LP,archive
Pharming Group N.V.,2024-10-01,NL0010391025,1.9,Millennium International Management LP,archive
Alfen N.V.,2024-10-01,NL0012817175,1.2,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-10-01,NL0011872650,1.0,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-10-01,NL0010558797,0.8,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-10-01,NL0011872650,0.68,Wellington Management International Ltd.,archive
Alfen N.V.,2024-09-30,NL0012817175,1.9,"Arrowstreet Capital, Limited Partnership",archive
Pharming Group N.V.,2024-09-30,NL0010391025,0.72,"Arrowstreet Capital, Limited Partnership",archive
Alfen N.V.,2024-09-30,NL0012817175,0.89,"Connor, Clark & Lunn Investment Management Ltd.",archive
Alfen N.V.,2024-09-30,NL0012817175,1.69,Millennium Capital Partners LLP,archive
Aperam S.A.,2024-09-30,LU0569974404,0.6,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-09-30,NL0012817175,1.59,Millennium International Management LP,archive
Flow Traders Ltd.,2024-09-30,BMG3602E1084,0.48,"PDT Partners, LLC",archive
Alfen N.V.,2024-09-30,NL0012817175,1.12,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-09-30,NL0010558797,0.79,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-09-27,NL0000888691,0.42,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-27,NL0012817175,1.29,Citadel Advisors LLC,archive
Pharming Group N.V.,2024-09-27,NL0010391025,0.52,Citadel Advisors LLC,archive
Pharming Group N.V.,2024-09-27,NL0010391025,0.33,Citadel Securities (Europe) Limited,archive
AMG Critical Materials N.V.,2024-09-27,NL0000888691,1.18,Marshall Wace LLP,archive
ArcelorMittal S.A.,2024-09-27,LU1598757687,0.45,Marshall Wace LLP,archive
Aperam S.A.,2024-09-27,LU0569974404,0.49,Millennium Capital Partners LLP,archive
Aperam S.A.,2024-09-27,LU0569974404,0.51,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-09-27,NL0010558797,0.82,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-27,NL0006237562,0.34,SIH Partners LLLP,archive
Alfen N.V.,2024-09-27,NL0012817175,0.59,Teacher Retirement System of Texas,archive
Pharming Group N.V.,2024-09-26,NL0010391025,0.65,"Arrowstreet Capital, Limited Partnership",archive
AMG Critical Materials N.V.,2024-09-26,NL0000888691,0.54,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-26,NL0012817175,1.46,Citadel Advisors LLC,archive
Alfen N.V.,2024-09-26,NL0012817175,0.58,Citadel Securities (Europe) Limited,archive
Avantium N.V.,2024-09-26,NL0012047823,0.46,Citadel Securities (Europe) Limited,archive
Ebusco Holding N.V.,2024-09-26,NL0015000CZ2,0.56,Citadel Securities (Europe) Limited,archive
Pharming Group N.V.,2024-09-26,NL0010391025,0.66,Citadel Securities (Europe) Limited,archive
Alfen N.V.,2024-09-26,NL0012817175,1.75,Millennium Capital Partners LLP,archive
Aperam S.A.,2024-09-26,LU0569974404,0.51,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-09-26,NL0012817175,1.86,"PDT Partners, LLC",archive
Alfen N.V.,2024-09-26,NL0012817175,0.92,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-09-26,NL0011872650,0.96,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-09-26,NL0009739416,0.97,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-09-25,NL0000888691,0.6,Capital Fund Management S.A.,archive
Akzo Nobel N.V.,2024-09-25,NL0013267909,0.6,Marshall Wace LLP,archive
AMG Critical Materials N.V.,2024-09-25,NL0000888691,1.29,Marshall Wace LLP,archive
Alfen N.V.,2024-09-25,NL0012817175,1.48,Qube Research & Technologies Ltd.,archive
OCI N.V.,2024-09-25,NL0010558797,0.96,Qube Research & Technologies Ltd.,archive
BE Semiconductor Industries N.V.,2024-09-25,NL0012866412,0.49,"WorldQuant, LLC",archive
Basic-Fit N.V.,2024-09-24,NL0011872650,1.19,BlackRock Investment Management (UK) Limited,archive
Vivoryon Therapeutics N.V.,2024-09-24,NL00150002Q7,0.42,Citadel Securities (Europe) Limited,archive
Alfen N.V.,2024-09-24,NL0012817175,1.63,Millennium International Management LP,archive
Alfen N.V.,2024-09-24,NL0012817175,1.64,Qube Research & Technologies Ltd.,archive
Aperam S.A.,2024-09-24,LU0569974404,0.47,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-24,NL0006237562,0.69,SIH Partners LLLP,archive
Alfen N.V.,2024-09-23,NL0012817175,1.55,Citadel Advisors LLC,archive
Alfen N.V.,2024-09-23,NL0012817175,0.73,Citadel Securities (Europe) Limited,archive
ArcelorMittal S.A.,2024-09-23,LU1598757687,0.59,Marshall Wace LLP,archive
Alfen N.V.,2024-09-23,NL0012817175,1.89,Millennium Capital Partners LLP,archive
AMG Critical Materials N.V.,2024-09-20,NL0000888691,0.57,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-20,NL0012817175,1.6,Citadel Advisors LLC,archive
Vivoryon Therapeutics N.V.,2024-09-20,NL00150002Q7,0.5,Citadel Securities (Europe) Limited,archive
PostNL N.V.,2024-09-20,NL0009739416,0.79,Marshall Wace LLP,archive
Alfen N.V.,2024-09-20,NL0012817175,1.9,Millennium Capital Partners LLP,archive
Pharming Group N.V.,2024-09-20,NL0010391025,1.82,Millennium International Management LP,archive
Alfen N.V.,2024-09-20,NL0012817175,1.87,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-09-20,NL0000888691,2.1,Qube Research & Technologies Ltd.,archive
Avantium N.V.,2024-09-20,NL0012047823,0.9,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-09-20,NL0011872650,1.01,Qube Research & Technologies Ltd.,archive
Flow Traders Ltd.,2024-09-20,BMG3602E1084,1.78,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-09-20,NL0009739416,1.01,Qube Research & Technologies Ltd.,archive
TomTom N.V.,2024-09-20,NL0013332471,0.52,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-20,NL0006237562,0.72,SIH Partners LLLP,archive
Pharming Group N.V.,2024-09-19,NL0010391025,0.5,"Arrowstreet Capital, Limited Partnership",archive
AMG Critical Materials N.V.,2024-09-19,NL0000888691,0.46,Capital Fund Management S.A.,archive
Vivoryon Therapeutics N.V.,2024-09-19,NL00150002Q7,0.49,Citadel Securities (Europe) Limited,archive
ArcelorMittal S.A.,2024-09-19,LU1598757687,0.66,Marshall Wace LLP,archive
Alfen N.V.,2024-09-19,NL0012817175,1.88,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-09-19,NL0012817175,1.57,Millennium International Management LP,archive
Alfen N.V.,2024-09-19,NL0012817175,1.91,"PDT Partners, LLC",archive
Alfen N.V.,2024-09-19,NL0012817175,1.17,Qube Research & Technologies Ltd.,archive
TomTom N.V.,2024-09-19,NL0013332471,0.48,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-19,NL0006237562,1.11,SIH Partners LLLP,archive
AMG Critical Materials N.V.,2024-09-18,NL0000888691,0.6,Acadian Asset Management LLC.,archive
Alfen N.V.,2024-09-18,NL0012817175,1.5,Citadel Advisors LLC,archive
Alfen N.V.,2024-09-18,NL0012817175,0.68,Citadel Securities (Europe) Limited,archive
AMG Critical Materials N.V.,2024-09-18,NL0000888691,1.31,Marshall Wace LLP,archive
Alfen N.V.,2024-09-18,NL0012817175,1.94,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-09-18,NL0012817175,1.66,Millennium International Management LP,archive
Alfen N.V.,2024-09-18,NL0012817175,1.88,"PDT Partners, LLC",archive
Alfen N.V.,2024-09-18,NL0012817175,1.3,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-09-18,NL0000888691,2.01,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-18,NL0006237562,0.51,SIH Partners LLLP,archive
AMG Critical Materials N.V.,2024-09-17,NL0000888691,0.7,"AQR Capital Management, LLC",archive
Corbion N.V.,2024-09-17,NL0010583399,0.44,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,2024-09-17,NL0000888691,0.5,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-17,NL0012817175,1.42,Citadel Advisors LLC,archive
Alfen N.V.,2024-09-17,NL0012817175,1.7,Millennium International Management LP,archive
Alfen N.V.,2024-09-17,NL0012817175,1.42,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-09-17,NL0012817175,0.31,SIH Partners LLLP,archive
ARCADIS N.V.,2024-09-17,NL0006237562,1.0,SIH Partners LLLP,archive
AMG Critical Materials N.V.,2024-09-16,NL0000888691,0.63,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-16,NL0012817175,1.54,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2024-09-16,NL0000888691,0.88,"D. E. Shaw & Co., L.P.",archive
Alfen N.V.,2024-09-16,NL0012817175,2.1,Millennium International Management LP,archive
Alfen N.V.,2024-09-16,NL0012817175,1.91,"PDT Partners, LLC",archive
Alfen N.V.,2024-09-16,NL0012817175,1.7,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-09-16,NL0012817175,0.45,Systematica Investments Limited,archive
Vivoryon Therapeutics N.V.,2024-09-16,NL00150002Q7,0.49,Voleon Capital Management LP,archive
BE Semiconductor Industries N.V.,2024-09-16,NL0012866412,0.5,"WorldQuant, LLC",archive
Alfen N.V.,2024-09-13,NL0012817175,1.43,Citadel Advisors LLC,archive
Alfen N.V.,2024-09-13,NL0012817175,2.07,Millennium International Management LP,archive
Alfen N.V.,2024-09-13,NL0012817175,1.62,Qube Research & Technologies Ltd.,archive
AMG Critical Materials N.V.,2024-09-13,NL0000888691,1.98,Qube Research & Technologies Ltd.,archive
Basic-Fit N.V.,2024-09-13,NL0011872650,0.99,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-09-13,NL0009739416,0.99,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-09-13,NL0012817175,0.5,SIH Partners LLLP,archive
ARCADIS N.V.,2024-09-13,NL0006237562,1.24,SIH Partners LLLP,archive
Galapagos NV,2024-09-12,BE0003818359,1.27,"Arrowstreet Capital, Limited Partnership",archive
AMG Critical Materials N.V.,2024-09-12,NL0000888691,0.74,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-12,NL0012817175,1.5,Citadel Advisors LLC,archive
Vivoryon Therapeutics N.V.,2024-09-12,NL00150002Q7,0.51,Citadel Securities (Europe) Limited,archive
Alfen N.V.,2024-09-12,NL0012817175,0.96,"Connor, Clark & Lunn Investment Management Ltd.",archive
Alfen N.V.,2024-09-12,NL0012817175,0.43,"Cubist Systematic Strategies, LLC",archive
Alfen N.V.,2024-09-12,NL0012817175,2.1,Millennium International Management LP,archive
Alfen N.V.,2024-09-12,NL0012817175,1.95,Qube Research & Technologies Ltd.,archive
ARCADIS N.V.,2024-09-12,NL0006237562,1.13,SIH Partners LLLP,archive
Vivoryon Therapeutics N.V.,2024-09-12,NL00150002Q7,0.57,Voleon Capital Management LP,archive
ASR Nederland N.V.,2024-09-11,NL0011872643,0.7,"AQR Capital Management, LLC",archive
Basic-Fit N.V.,2024-09-11,NL0011872650,1.26,BlackRock Investment Management (UK) Limited,archive
AMG Critical Materials N.V.,2024-09-11,NL0000888691,0.89,Capital Fund Management S.A.,archive
Alfen N.V.,2024-09-11,NL0012817175,1.47,Citadel Advisors LLC,archive
AMG Critical Materials N.V.,2024-09-11,NL0000888691,1.25,Marshall Wace LLP,archive
PostNL N.V.,2024-09-11,NL0009739416,0.88,Marshall Wace LLP,archive
Alfen N.V.,2024-09-11,NL0012817175,2.07,Millennium International Management LP,archive
Alfen N.V.,2024-09-11,NL0012817175,2.12,Qube Research & Technologies Ltd.,archive
PostNL N.V.,2024-09-11,NL0009739416,1.0,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-09-11,NL0012817175,0.5,Systematica Investments Limited,archive
Fugro N.V.,2024-09-11,NL0000352565,0.57,TFG Asset Management UK LLP,archive
Vivoryon Therapeutics N.V.,2024-09-11,NL00150002Q7,0.77,Voleon Capital Management LP,archive
AMG Critical Materials N.V.,2024-09-10,NL0000888691,0.52,Acadian Asset Management LLC.,archive
Basic-Fit N.V.,2024-09-10,NL0011872650,1.42,BlackRock Investment Management (UK) Limited,archive
Alfen N.V.,2024-09-10,NL0012817175,1.52,Citadel Advisors LLC,archive
Vivoryon Therapeutics N.V.,2024-09-10,NL00150002Q7,0.7,Citadel Securities (Europe) Limited,archive
Alfen N.V.,2024-09-10,NL0012817175,0.58,"Cubist Systematic Strategies, LLC",archive
Alfen N.V.,2024-09-10,NL0012817175,2.01,Millennium Capital Partners LLP,archive
Alfen N.V.,2024-09-10,NL0012817175,2.2,Qube Research & Technologies Ltd.,archive
TomTom N.V.,2024-09-10,NL0013332471,0.51,Qube Research & Technologies Ltd.,archive
Alfen N.V.,2024-09-10,NL0012817175,0.61,SIH Partners LLLP,archive
AMG Critical Materials N.V.,2024-09-09,NL0000888691,0.92,Capital Fund Management S.A.,archive
