position_holder,issuer_name,position_date,net_short_position,isin,source
Marshall Wace LLP,AEGON Ltd.,2018-02-07,0.51,NL0000303709,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,2018-02-07,0.5,NL0011794037,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-07,1.3,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-07,1.38,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-07,1.5,NL0000289213,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2018-02-07,0.78,BE0003818359,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-07,0.86,NL0000289213,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-02-06,0.69,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-02-06,1.7,BE0003818359,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-02-06,0.99,NL0011279492,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-06,0.61,NL0010273215,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-02-06,0.69,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,2018-02-06,0.55,NL0011794037,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-02-06,0.69,NL0000009538,archive
Capital Fund Management S.A.,Wereldhave N.V.,2018-02-06,0.61,NL0000289213,archive
"Castle Creek Arbitrage, LLC",Koninklijke KPN N.V.,2018-02-06,0.5,NL0000009082,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,2018-02-06,0.5,NL0009269109,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-02-06,0.65,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-02-06,1.09,NL0000352565,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-02-06,0.45,NL0011279492,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-02-06,0.59,NL0009432491,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-06,1.47,NL0010391025,archive
Millennium International Management LP,Wereldhave N.V.,2018-02-06,0.75,NL0000289213,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-06,0.57,NL0000289213,archive
Tybourne Capital Management (HK) Limited,Signify N.V.,2018-02-06,2.2,NL0011821392,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-06,0.59,NL0000352565,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-06,0.72,NL0000289213,archive
"Bridgewater Associates, LP",ASML Holding N.V.,2018-02-05,0.51,NL0010273215,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-02-05,0.48,NL0000289213,archive
HBK Investments LP,Fugro N.V.,2018-02-05,0.96,NL0000352565,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-02-05,0.59,NL0000339760,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-02-05,1.22,NL0000337319,archive
Marshall Wace LLP,OCI N.V.,2018-02-05,0.36,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-05,1.34,NL0010391025,archive
"PDT Partners, LLC",Wereldhave N.V.,2018-02-05,0.6,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,2018-02-05,0.61,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-02-05,1.9,NL0000337319,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2018-02-05,0.81,BE0003818359,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-02-05,0.56,NL0000289213,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-02-02,0.68,NL0000337319,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-02-02,0.9,NL0000009082,archive
Capital Fund Management S.A.,Fugro N.V.,2018-02-02,0.91,NL0000352565,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,2018-02-02,0.52,NL0000289213,archive
Marshall Wace LLP,OCI N.V.,2018-02-02,0.52,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,2018-02-02,1.24,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,2018-02-02,1.46,NL0000289213,archive
Millennium International Management LP,Wereldhave N.V.,2018-02-02,0.63,NL0000289213,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-02-02,0.49,NL0009432491,archive
"WorldQuant, LLC",PostNL N.V.,2018-02-02,0.7,NL0009739416,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,2018-02-01,0.89,NL0000009082,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-02-01,1.0,NL0011279492,archive
Marshall Wace LLP,ABN AMRO Bank NV,2018-02-01,0.6,NL0011540547,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-01-31,0.79,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-31,1.62,BE0003818359,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,2018-01-31,0.79,NL0011872650,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-31,0.49,NL0009432491,archive
"Bridgewater Associates, LP",ING Groep N.V.,2018-01-31,0.52,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,2018-01-31,0.52,NL0000009538,archive
CQS (UK) LLP,Aperam S.A.,2018-01-31,0.66,LU0569974404,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-31,1.11,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-31,1.12,NL0010391025,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,2018-01-31,0.58,BE0003818359,archive
"WorldQuant, LLC",OCI N.V.,2018-01-31,0.5,NL0010558797,archive
"BlackRock Institutional Trust Company, National Association",Fugro N.V.,2018-01-30,0.66,NL0000352565,archive
Marshall Wace LLP,OCI N.V.,2018-01-30,0.49,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-30,1.03,NL0010391025,archive
Millennium International Management LP,Wereldhave N.V.,2018-01-30,0.71,NL0000289213,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-01-30,0.49,NL0000289213,archive
AHL Partners LLP,Fugro N.V.,2018-01-29,0.79,NL0000352565,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-29,0.77,NL0000337319,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-29,0.48,NL0000352565,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,2018-01-29,0.46,NL0009432491,archive
HBK Investments LP,Fugro N.V.,2018-01-29,1.03,NL0000352565,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2018-01-29,0.59,NL0009432491,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-29,1.14,NL0011279492,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-29,0.96,NL0010391025,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,2018-01-29,1.93,NL0011279492,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2018-01-29,0.44,NL0009269109,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2018-01-29,0.7,BE0003818359,archive
"WorldQuant, LLC",PostNL N.V.,2018-01-29,0.63,NL0009739416,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-26,0.42,NL0000339760,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,2018-01-26,0.5,NL0009432491,archive
HBK Investments LP,Fugro N.V.,2018-01-26,1.19,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-26,0.7,NL0006237562,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-26,1.08,NL0000337319,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-26,0.55,NL0000352565,archive
"WorldQuant, LLC",PostNL N.V.,2018-01-26,0.57,NL0009739416,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-01-25,0.88,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-25,1.5,BE0003818359,archive
B&G Master Fund Plc,AEGON Ltd.,2018-01-25,0.5,NL0000303709,archive
HBK Investments LP,Fugro N.V.,2018-01-25,1.2,NL0000352565,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,2018-01-25,0.6,NL0009432491,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-25,1.28,NL0011279492,archive
Renaissance Technologies LLC,Sif Holding N.V.,2018-01-25,0.79,NL0011660485,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-25,0.6,NL0000352565,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-24,0.87,NL0000337319,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-24,0.59,NL0000352565,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-24,0.5,NL0009432491,archive
HBK Investments LP,Fugro N.V.,2018-01-24,1.19,NL0000352565,archive
Marshall Wace LLP,ABN AMRO Bank NV,2018-01-24,0.51,NL0011540547,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-24,0.81,NL0010391025,archive
"PDT Partners, LLC",Pharming Group N.V.,2018-01-24,0.5,NL0010391025,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-24,0.7,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-24,1.88,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,2018-01-23,0.89,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-23,1.41,BE0003818359,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2018-01-23,0.99,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-01-23,1.09,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2018-01-23,1.39,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-23,0.69,NL0006237562,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-23,1.13,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-23,0.77,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-23,0.87,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-23,0.83,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-22,1.34,BE0003818359,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-22,0.49,NL0009432491,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-22,1.2,NL0011279492,archive
Marshall Wace LLP,Pharming Group N.V.,2018-01-22,0.62,NL0010391025,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-22,0.92,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-22,1.98,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,2018-01-19,0.99,NL0000352565,archive
AKO Capital LLP,ARCADIS N.V.,2018-01-19,1.0,NL0006237562,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-19,1.26,BE0003818359,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-19,0.69,NL0000352565,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-19,0.49,NL0011279492,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,2018-01-19,0.61,NL0000339760,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-18,0.5,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-01-18,1.28,NL0000352565,archive
Oxford Asset Management,Fugro N.V.,2018-01-18,0.49,NL0000352565,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-01-17,0.99,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-17,1.88,NL0000360618,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-17,0.78,NL0000352565,archive
Linden Advisors LP,Koninklijke BAM Groep N.V.,2018-01-17,0.63,NL0000337319,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-01-17,0.6,NL0009432491,archive
Oxford Asset Management,Fugro N.V.,2018-01-17,0.5,NL0000352565,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-01-16,1.01,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-16,1.9,NL0000360618,archive
Argonaut Capital Partners,Flow Traders Ltd.,2018-01-16,0.48,NL0011279492,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-16,0.65,NL0000352565,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-16,0.56,NL0000339760,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-16,1.0,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-01-16,1.31,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-16,0.78,NL0006237562,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-16,0.95,NL0000289213,archive
Myriad Opportunities Master Fund Limited,Fugro N.V.,2018-01-16,0.62,NL0000352565,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2018-01-16,0.62,BE0003818359,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-15,0.99,NL0011279492,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-15,1.03,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-15,0.88,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-15,2.07,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,2018-01-12,1.01,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-12,1.1,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,2018-01-12,1.89,NL0000360618,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-12,0.88,NL0000352565,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-12,0.59,NL0000352565,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-12,1.0,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-01-12,1.29,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,2018-01-12,0.45,NL0000352565,archive
Marshall Wace LLP,OCI N.V.,2018-01-12,0.51,NL0010558797,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,2018-01-12,0.6,BE0003818359,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2018-01-12,0.78,NL0000337319,archive
Toscafund Asset Management LLP,Wereldhave N.V.,2018-01-12,0.57,NL0000289213,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-01-12,0.5,NL0009432491,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,2018-01-12,0.51,BE0003818359,archive
Accent Aigu B.V.,Ease2pay N.V.,2018-01-11,0.0,NL0000345627,archive
Balyasny Asset Management LP,Flow Traders Ltd.,2018-01-11,0.5,NL0011279492,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-11,0.6,NL0000352565,archive
CQS (UK) LLP,Aperam S.A.,2018-01-11,0.52,LU0569974404,archive
Market Wizards B.V.,Ease2pay N.V.,2018-01-11,0.0,NL0000345627,archive
Marshall Wace LLP,Fugro N.V.,2018-01-11,0.53,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-11,2.16,NL0000337319,archive
Accent Aigu B.V.,Ease2pay N.V.,2018-01-10,0.95,NL0000345627,archive
All Options International B.V.,Ease2pay N.V.,2018-01-10,0.43,NL0000345627,archive
Market Wizards B.V.,Ease2pay N.V.,2018-01-10,1.04,NL0000345627,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-10,1.3,NL0011279492,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,2018-01-10,0.62,NL0011279492,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,2018-01-10,1.44,NL0000352565,archive
Tower House Partners LLP,Signify N.V.,2018-01-10,0.51,NL0011821392,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-09,0.91,NL0000337319,archive
All Options International B.V.,Ease2pay N.V.,2018-01-09,0.77,NL0000345627,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-09,0.98,NL0000352565,archive
BlueCrest Capital Management Limited,Fugro N.V.,2018-01-09,0.57,NL0000352565,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,2018-01-09,0.48,NL0000339760,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-09,0.46,NL0011279492,archive
HBK Investments LP,Fugro N.V.,2018-01-09,1.38,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,2018-01-09,0.82,NL0006237562,archive
Marshall Wace LLP,Flow Traders Ltd.,2018-01-09,1.28,NL0011279492,archive
AHL Partners LLP,Fugro N.V.,2018-01-08,0.9,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-08,1.0,BE0003818359,archive
Citadel Advisors II LLC,Flow Traders Ltd.,2018-01-08,0.53,NL0011279492,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-01-08,1.17,NL0000339760,archive
Marshall Wace LLP,OCI N.V.,2018-01-08,0.49,NL0010558797,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-08,2.27,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,2018-01-05,0.89,NL0000352565,archive
"AQR Capital Management, LLC",OCI N.V.,2018-01-05,1.08,NL0010558797,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,2018-01-05,1.22,NL0000339760,archive
"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,2018-01-05,0.61,NL0000337319,archive
JPMorgan Asset Management (UK) Ltd.,Sif Holding N.V.,2018-01-05,0.49,NL0011660485,archive
Marshall Wace LLP,Fugro N.V.,2018-01-05,0.61,NL0000352565,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-05,1.26,NL0000337319,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,2018-01-05,0.57,NL0009432491,archive
Marshall Wace LLP,Wereldhave N.V.,2018-01-05,1.19,NL0000289213,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2018-01-05,0.47,NL0000337319,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,2018-01-04,0.98,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2018-01-04,0.93,BE0003818359,archive
Aravt Global,Signify N.V.,2018-01-04,0.47,NL0011821392,archive
GSA Capital Partners LLP,Flow Traders Ltd.,2018-01-04,0.98,NL0011279492,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,2018-01-04,0.68,NL0000337319,archive
TT International,Signify N.V.,2018-01-04,0.5,NL0011821392,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2018-01-04,2.33,NL0000337319,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2018-01-04,0.49,NL0009432491,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,2018-01-03,0.81,NL0000337319,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,2018-01-03,1.08,NL0000352565,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,2018-01-03,0.59,NL0009432491,archive
Jupiter Investment Management Limited,Lakefront Biotherapeutics NV,2018-01-03,0.38,BE0003818359,archive
Marshall Wace LLP,Fugro N.V.,2018-01-03,0.57,NL0000352565,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2018-01-03,1.15,NL0000337319,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,2018-01-03,0.5,BE0003818359,archive
"WorldQuant, LLC",Wereldhave N.V.,2018-01-03,0.5,NL0000289213,archive
Marshall Wace LLP,Fugro N.V.,2018-01-02,0.66,NL0000352565,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2018-01-02,0.52,NL0009269109,archive
"WorldQuant, LLC",Fugro N.V.,2018-01-02,0.98,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2017-12-29,0.8,BE0003818359,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,2017-12-29,1.0,NL0011279492,archive
Marshall Wace LLP,ARCADIS N.V.,2017-12-29,0.79,NL0006237562,archive
Marshall Wace LLP,Fugro N.V.,2017-12-29,0.78,NL0000352565,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,2017-12-29,0.49,NL0009269109,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-29,2.2,NL0000337319,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-28,0.48,NL0000337319,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,2017-12-28,1.04,NL0000337319,archive
Marshall Wace LLP,OCI N.V.,2017-12-28,0.51,NL0010558797,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-28,2.15,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,2017-12-27,0.99,NL0000352565,archive
Arrowgrass Capital Partners LLP,Fugro N.V.,2017-12-27,0.6,NL0000352565,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-27,0.5,NL0000337319,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-27,1.0,NL0000337319,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-27,0.49,NL0000337319,archive
HBK Investments LP,Fugro N.V.,2017-12-27,1.59,NL0000352565,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-27,0.52,NL0000337319,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,2017-12-27,0.5,NL0009432491,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-27,0.48,NL0009739416,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,2017-12-25,0.8,NL0000009082,archive
Citadel Advisors II LLC,Koninklijke BAM Groep N.V.,2017-12-22,0.58,NL0000337319,archive
"WorldQuant, LLC",PostNL N.V.,2017-12-22,0.5,NL0009739416,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2017-12-21,0.71,BE0003818359,archive
BlackRock Investment Management (UK) Limited,Koninklijke BAM Groep N.V.,2017-12-21,0.49,NL0000337319,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-21,0.91,NL0000337319,archive
Marshall Wace LLP,Fugro N.V.,2017-12-21,0.81,NL0000352565,archive
Oxford Asset Management,Fugro N.V.,2017-12-21,0.43,NL0000352565,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,2017-12-21,0.49,NL0000337319,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2017-12-21,2.02,NL0000337319,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,2017-12-20,0.6,BE0003818359,archive
BNP Paribas S.A.,Fugro N.V.,2017-12-20,0.53,NL0000352565,archive
Canada Pension Plan Investment Board,Koninklijke BAM Groep N.V.,2017-12-20,0.84,NL0000337319,archive
