position_holder,issuer_name,position_date,isin,net_short_position,source
Marshall Wace LLP,Signify N.V.,2026-03-26,NL0011821392,1.96,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-26,LU2290522684,1.5,current
Voleon Capital Management LP,IMCD N.V.,2026-03-26,NL0010801007,0.5,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-25,NL0012969182,0.8,current
"AQR Capital Management, LLC",CVC Capital Partners plc,2026-03-25,JE00BRX98089,0.5,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-25,CH1216478797,0.82,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-03-24,NL0010801007,0.56,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-24,NL0010391025,1.14,current
Marshall Wace LLP,Signify N.V.,2026-03-24,NL0011821392,2.0,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-24,NL0015002MS2,1.6,current
"PDT Partners, LLC",IMCD N.V.,2026-03-24,NL0010801007,0.9,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-24,LU2290522684,1.44,current
"Two Sigma Investments, LP",Theon International Plc,2026-03-24,CY0200751713,0.6,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-23,NL0012969182,0.72,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-03-23,NL0010801007,1.01,current
"BlackRock Financial Management, Inc.",Signify N.V.,2026-03-23,NL0011821392,0.6,current
Citadel Advisors LLC,Signify N.V.,2026-03-23,NL0011821392,2.3,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-03-23,NL0009739416,0.69,current
Marshall Wace LLP,PostNL N.V.,2026-03-23,NL0009739416,0.7,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-23,LU2290522684,1.36,current
"BlackRock Financial Management, Inc.",Signify N.V.,2026-03-20,NL0011821392,0.58,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-20,CH1216478797,0.75,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-20,NL0015002MS2,1.52,current
"Two Sigma Investments, LP",IMCD N.V.,2026-03-20,NL0010801007,0.81,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-20,LU2290522684,1.26,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-03-19,NL0006237562,0.8,current
Marshall Wace LLP,CVC Capital Partners plc,2026-03-19,JE00BRX98089,0.6,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-19,NL0015002MS2,1.43,current
Winton Capital Management Limited,TomTom N.V.,2026-03-19,NL0013332471,0.61,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-18,NL0012969182,0.6,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-18,CH1216478797,0.87,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-18,LU2290522684,1.11,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-16,NL0015002MS2,1.3,current
"PDT Partners, LLC",IMCD N.V.,2026-03-16,NL0010801007,0.8,current
"AQR Capital Management, LLC",Adyen N.V.,2026-03-13,NL0012969182,0.52,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-13,CH1216478797,0.98,current
Marshall Wace LLP,CVC Capital Partners plc,2026-03-13,JE00BRX98089,0.52,current
Canada Pension Plan Investment Board,Signify N.V.,2026-03-12,NL0011821392,0.65,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-03-12,NL0010801007,0.64,current
Canada Pension Plan Investment Board,Signify N.V.,2026-03-11,NL0011821392,0.57,current
Citadel Advisors LLC,Signify N.V.,2026-03-11,NL0011821392,2.24,current
Marshall Wace LLP,Signify N.V.,2026-03-11,NL0011821392,1.91,current
Citadel Advisors LLC,Signify N.V.,2026-03-10,NL0011821392,2.17,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-10,NL0010391025,0.96,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-10,NL0015002MS2,1.21,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-10,LU2290522684,1.03,current
Winton Capital Management Limited,TomTom N.V.,2026-03-10,NL0013332471,0.52,current
Citadel Advisors LLC,Signify N.V.,2026-03-09,NL0011821392,2.06,current
"Two Sigma Investments, LP",IMCD N.V.,2026-03-09,NL0010801007,0.71,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-03-06,NL0010801007,0.7,current
Citadel Advisors LLC,Signify N.V.,2026-03-06,NL0011821392,1.88,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2026-03-06,NL00150003E1,0.81,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-03-05,NL0010801007,1.1,current
Citadel Advisors LLC,Wereldhave N.V.,2026-03-05,NL0000289213,0.63,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-03-05,NL0015002MS2,1.11,current
"AQR Capital Management, LLC",Aalberts N.V.,2026-03-04,NL0000852564,0.52,current
"AQR Capital Management, LLC",Signify N.V.,2026-03-04,NL0011821392,1.03,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-03-04,NL0010801007,1.06,current
Marshall Wace LLP,Signify N.V.,2026-03-04,NL0011821392,1.87,current
"PDT Partners, LLC",IMCD N.V.,2026-03-04,NL0010801007,0.71,current
"PDT Partners, LLC",Signify N.V.,2026-03-04,NL0011821392,0.8,current
"Two Sigma Investments, LP",InPost S.A.,2026-03-04,LU2290522684,0.9,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-03-03,CH1216478797,1.03,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-03-03,NL0010391025,0.77,current
Marshall Wace LLP,PostNL N.V.,2026-03-03,NL0009739416,0.69,current
Marshall Wace LLP,Signify N.V.,2026-03-03,NL0011821392,1.92,current
Numeric Investors LLC,NSI N.V.,2026-03-03,NL0012365084,0.52,current
Citadel Advisors LLC,Signify N.V.,2026-03-02,NL0011821392,1.7,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-03-02,NL0000395903,0.7,current
"Two Sigma Investments, LP",Theon International Plc,2026-03-02,CY0200751713,0.59,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-27,NL0010801007,0.69,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-27,NL0010801007,1.18,current
Marshall Wace LLP,Signify N.V.,2026-02-27,NL0011821392,1.88,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-27,LU2290522684,0.81,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-02-26,NL0006237562,0.71,current
Marshall Wace LLP,Signify N.V.,2026-02-26,NL0011821392,1.9,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-26,NL0015002MS2,1.01,current
"PDT Partners, LLC",Signify N.V.,2026-02-26,NL0011821392,0.78,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-25,CH1216478797,1.12,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-24,NL0010801007,1.29,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-24,NL0006237562,0.7,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-24,NL0013267909,1.31,current
Citadel Advisors LLC,Signify N.V.,2026-02-23,NL0011821392,1.63,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-23,NL0015002MS2,0.91,current
"PDT Partners, LLC",Signify N.V.,2026-02-23,NL0011821392,0.8,current
Citadel Advisors LLC,Signify N.V.,2026-02-20,NL0011821392,1.58,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-20,NL0000395903,0.6,current
"Elliott Investment Management, L.P",Shell plc,2026-02-20,GB00BP6MXD84,0.7,current
Marshall Wace LLP,Signify N.V.,2026-02-20,NL0011821392,1.84,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-19,NL0006237562,0.62,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-19,LU2290522684,0.7,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-18,NL0010801007,1.39,current
Citadel Advisors LLC,Signify N.V.,2026-02-18,NL0011821392,1.62,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-18,NL0013267909,1.23,current
JPMorgan Asset Management (UK) Ltd.,IMCD N.V.,2026-02-18,NL0010801007,0.72,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-18,NL0015002MS2,0.81,current
"PDT Partners, LLC",IMCD N.V.,2026-02-18,NL0010801007,0.63,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-17,NL0000289213,0.58,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-17,NL0000395903,0.59,current
Eleva Capital SAS,Signify N.V.,2026-02-17,NL0011821392,0.92,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-17,CH1216478797,1.07,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-16,NL0000289213,0.6,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-16,NL0000395903,0.6,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-16,CH1216478797,1.12,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-16,NL0015002MS2,0.7,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-02-13,NL0000395903,0.59,current
Marshall Wace LLP,PostNL N.V.,2026-02-13,NL0009739416,0.79,current
Marshall Wace LLP,Signify N.V.,2026-02-13,NL0011821392,1.71,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-13,NL0015002MS2,0.68,current
"Two Sigma Investments, LP",Theon International Plc,2026-02-13,CY0200751713,0.61,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-12,NL0010801007,0.73,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-12,NL0010801007,1.45,current
Citadel Advisors LLC,Signify N.V.,2026-02-12,NL0011821392,1.58,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-12,CH1216478797,1.38,current
Marshall Wace LLP,The Magnum Ice Cream Company N.V.,2026-02-12,NL0015002MS2,0.5,current
"PDT Partners, LLC",Signify N.V.,2026-02-12,NL0011821392,0.78,current
"Two Sigma Investments, LP",InPost S.A.,2026-02-12,LU2290522684,0.6,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-11,NL0010801007,0.9,current
"Two Sigma Investments, LP",IMCD N.V.,2026-02-11,NL0010801007,0.6,current
Citadel Advisors LLC,Wereldhave N.V.,2026-02-10,NL0000289213,0.58,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-02-10,NL0009739416,0.79,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-10,NL0013267909,1.1,current
Marshall Wace LLP,Signify N.V.,2026-02-10,NL0011821392,1.64,current
"PDT Partners, LLC",IMCD N.V.,2026-02-06,NL0010801007,0.5,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-02-05,NL0006237562,0.6,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-02-05,NL0010801007,1.05,current
Citadel Advisors LLC,Signify N.V.,2026-02-05,NL0011821392,1.6,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-05,NL0013267909,1.02,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-02-04,NL0010801007,1.5,current
Caisse de dépôt et placement du Québec,IMCD N.V.,2026-02-04,NL0010801007,0.66,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-04,NL0010391025,0.89,current
Marshall Wace LLP,PostNL N.V.,2026-02-04,NL0009739416,0.82,current
Marshall Wace LLP,Signify N.V.,2026-02-04,NL0011821392,1.51,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2026-02-03,NL0010801007,0.9,current
Citadel Advisors LLC,Signify N.V.,2026-02-03,NL0011821392,1.5,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-02-03,CH1216478797,1.41,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-03,NL0010391025,0.9,current
"AQR Capital Management, LLC",Signify N.V.,2026-02-02,NL0011821392,0.91,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-02-02,NL0010391025,0.66,current
Citadel Advisors LLC,Signify N.V.,2026-02-02,NL0011821392,1.42,current
"D. E. Shaw & Co., L.P.",ARCADIS N.V.,2026-02-02,NL0006237562,0.5,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-02-02,NL0013267909,0.93,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-02-02,NL0010391025,0.89,current
Marshall Wace LLP,PostNL N.V.,2026-02-02,NL0009739416,0.78,current
Marshall Wace LLP,Signify N.V.,2026-02-02,NL0011821392,1.45,current
"PDT Partners, LLC",Signify N.V.,2026-02-02,NL0011821392,0.8,current
Citadel Advisors LLC,Signify N.V.,2026-01-30,NL0011821392,1.25,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-01-30,NL0011872650,0.9,current
Marshall Wace LLP,Signify N.V.,2026-01-30,NL0011821392,1.39,current
"PDT Partners, LLC",Signify N.V.,2026-01-30,NL0011821392,0.76,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-29,NL0010391025,0.72,current
Citadel Advisors LLC,Signify N.V.,2026-01-29,NL0011821392,1.1,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-29,NL0013267909,0.8,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-01-28,NL0010801007,1.1,current
Citadel Advisors LLC,Signify N.V.,2026-01-28,NL0011821392,1.03,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-01-28,NL0000395903,0.61,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-28,NL0013267909,0.67,current
Caisse de dépôt et placement du Québec,IMCD N.V.,2026-01-27,NL0010801007,0.57,current
Citadel Advisors LLC,Signify N.V.,2026-01-27,NL0011821392,0.9,current
Eleva Capital SAS,Signify N.V.,2026-01-27,NL0011821392,0.78,current
Davidson Kempner Capital Management LP,Akzo Nobel N.V.,2026-01-26,NL0013267909,0.51,current
Marshall Wace LLP,Signify N.V.,2026-01-26,NL0011821392,1.49,current
"AQR Capital Management, LLC",ARCADIS N.V.,2026-01-22,NL0006237562,0.5,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-22,NL0009739416,0.89,current
Lazard Asset Management LLC,Pharming Group N.V.,2026-01-22,NL0010391025,0.91,current
"BlackRock Advisors, LLC",IMCD N.V.,2026-01-21,NL0010801007,1.02,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-21,NL0010391025,0.87,current
Marshall Wace LLP,PostNL N.V.,2026-01-21,NL0009739416,0.89,current
"Two Sigma Investments, LP",IMCD N.V.,2026-01-21,NL0010801007,0.51,current
Citadel Advisors LLC,Signify N.V.,2026-01-20,NL0011821392,0.81,current
Citadel Advisors LLC,Wereldhave N.V.,2026-01-20,NL0000289213,0.6,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-20,NL0009739416,0.9,current
Citadel Advisors LLC,Signify N.V.,2026-01-19,NL0011821392,0.77,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-16,NL0010801007,1.4,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-01-16,CH1216478797,1.38,current
Marshall Wace LLP,PostNL N.V.,2026-01-16,NL0009739416,0.9,current
"D. E. Shaw & Co., L.P.",Wolters Kluwer N.V.,2026-01-15,NL0000395903,0.51,current
Marshall Wace LLP,Signify N.V.,2026-01-14,NL0011821392,1.59,current
Marshall Wace LLP,PostNL N.V.,2026-01-13,NL0009739416,0.81,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2026-01-12,NL0011872650,0.89,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2026-01-09,NL0010391025,0.91,current
Citadel Advisors LLC,Signify N.V.,2026-01-09,NL0011821392,0.6,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-09,NL0009739416,0.88,current
"Elliott Investment Management, L.P",Shell plc,2026-01-09,GB00BP6MXD84,0.6,current
"PDT Partners, LLC",Signify N.V.,2026-01-09,NL0011821392,0.69,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-08,NL0010801007,1.39,current
Citadel Advisors LLC,Signify N.V.,2026-01-08,NL0011821392,0.57,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-08,NL0009739416,0.9,current
"PDT Partners, LLC",Signify N.V.,2026-01-08,NL0011821392,0.7,current
"Two Sigma Investments, LP",Theon International Plc,2026-01-08,CY0200751713,0.59,current
Citadel Advisors LLC,Signify N.V.,2026-01-07,NL0011821392,0.6,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2026-01-07,NL0009739416,0.89,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-06,NL0010801007,1.41,current
Marshall Wace LLP,Signify N.V.,2026-01-06,NL0011821392,1.67,current
"Two Sigma Investments, LP",Theon International Plc,2026-01-06,CY0200751713,0.6,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2026-01-05,NL0010801007,1.39,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2026-01-05,CH1216478797,1.4,current
"Two Sigma Investments, LP",Theon International Plc,2026-01-05,CY0200751713,0.59,current
Marshall Wace LLP,PostNL N.V.,2026-01-02,NL0009739416,0.78,current
Marshall Wace LLP,Signify N.V.,2026-01-02,NL0011821392,1.78,current
"Two Sigma Investments, LP",InPost S.A.,2026-01-02,LU2290522684,0.54,current
"Two Sigma Investments, LP",Theon International Plc,2026-01-02,CY0200751713,0.6,current
Citadel Advisors LLC,Signify N.V.,2025-12-30,NL0011821392,0.5,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2025-12-23,NL0010801007,0.8,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-23,NL0010801007,1.4,current
LMR Partners LLP,Akzo Nobel N.V.,2025-12-22,NL0013267909,0.62,current
Marshall Wace LLP,Signify N.V.,2025-12-22,NL0011821392,1.88,current
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,2025-12-18,NL00150003E1,0.68,current
"Arrowstreet Capital, Limited Partnership",IMCD N.V.,2025-12-16,NL0010801007,0.7,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-12-15,CH1216478797,1.3,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-12,NL0010801007,1.39,current
Citadel Advisors LLC,Wereldhave N.V.,2025-12-12,NL0000289213,0.59,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2025-12-12,NL0009739416,0.99,current
LMR Partners LLP,Akzo Nobel N.V.,2025-12-10,NL0013267909,0.51,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-09,NL0010801007,1.4,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-05,NL0010801007,1.39,current
Marshall Wace LLP,Signify N.V.,2025-12-05,NL0011821392,1.9,current
"AQR Capital Management, LLC",Signify N.V.,2025-12-04,NL0011821392,0.81,current
Marshall Wace LLP,Signify N.V.,2025-12-04,NL0011821392,1.89,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-12-03,NL0010801007,1.4,current
Lazard Asset Management LLC,Pharming Group N.V.,2025-12-03,NL0010391025,0.83,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-12-01,NL0011872650,0.99,current
"BlackRock Advisors, LLC",IMCD N.V.,2025-11-28,NL0010801007,0.9,current
Citadel Advisors LLC,Wereldhave N.V.,2025-11-28,NL0000289213,0.6,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-11-28,CH1216478797,1.2,current
Marshall Wace LLP,Signify N.V.,2025-11-27,NL0011821392,1.71,current
"BlackRock Advisors, LLC",IMCD N.V.,2025-11-25,NL0010801007,0.89,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-11-24,NL0011872650,1.0,current
Marshall Wace LLP,Signify N.V.,2025-11-24,NL0011821392,1.62,current
Eleva Capital SAS,Signify N.V.,2025-11-21,NL0011821392,0.61,current
"Elliott Investment Management, L.P",Shell plc,2025-11-21,GB00BP6MXD84,0.59,current
Marshall Wace LLP,PostNL N.V.,2025-11-21,NL0009739416,0.89,current
Marshall Wace LLP,Signify N.V.,2025-11-20,NL0011821392,1.5,current
Marshall Wace LLP,Signify N.V.,2025-11-19,NL0011821392,1.37,current
"AQR Capital Management, LLC",Signify N.V.,2025-11-18,NL0011821392,0.7,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2025-11-18,NL0010391025,1.02,current
Marshall Wace LLP,Signify N.V.,2025-11-17,NL0011821392,1.24,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2025-11-13,NL0009739416,1.0,current
Citadel Advisors LLC,Wereldhave N.V.,2025-11-12,NL0000289213,0.59,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-11-12,CH1216478797,1.11,current
"BlackRock Advisors, LLC",IMCD N.V.,2025-11-11,NL0010801007,0.99,current
Marshall Wace LLP,Signify N.V.,2025-11-11,NL0011821392,1.11,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-11-10,NL0011872650,0.9,current
Marshall Wace LLP,Signify N.V.,2025-11-10,NL0011821392,1.09,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-11-07,NL0010801007,1.3,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2025-11-06,NL0010391025,1.14,current
Lazard Asset Management LLC,Pharming Group N.V.,2025-11-06,NL0010391025,0.64,current
Citadel Advisors LLC,Wereldhave N.V.,2025-11-05,NL0000289213,0.62,current
"BlackRock Advisors, LLC",IMCD N.V.,2025-11-03,NL0010801007,1.0,current
Marshall Wace LLP,Signify N.V.,2025-11-03,NL0011821392,1.1,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-10-31,NL0010801007,1.26,current
Marshall Wace LLP,Signify N.V.,2025-10-28,NL0011821392,1.0,current
"BlackRock Financial Management, Inc.",IMCD N.V.,2025-10-24,NL0010801007,1.19,current
Capstone Volatility Master (Cayman) Limited,Pharming Group N.V.,2025-10-24,NL0010391025,0.95,current
"PDT Partners, LLC",Signify N.V.,2025-10-24,NL0011821392,0.67,current
"BlackRock Advisors, LLC",IMCD N.V.,2025-10-23,NL0010801007,0.98,current
Marshall Wace LLP,PostNL N.V.,2025-10-23,NL0009739416,0.9,current
"AQR Capital Management, LLC",Signify N.V.,2025-10-22,NL0011821392,0.6,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-10-22,CH1216478797,1.0,current
Lazard Asset Management LLC,Pharming Group N.V.,2025-10-21,NL0010391025,0.58,current
Citadel Advisors LLC,Wereldhave N.V.,2025-10-20,NL0000289213,0.59,current
Ilex Capital Partners (UK) LLP,DSM-Firmenich AG,2025-10-20,CH1216478797,0.94,current
Marshall Wace LLP,PostNL N.V.,2025-10-16,NL0009739416,0.8,current
"D. E. Shaw & Co., L.P.",PostNL N.V.,2025-10-14,NL0009739416,0.9,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-10-09,NL0011872650,0.89,current
"D. E. Shaw & Co., L.P.",Basic-Fit N.V.,2025-10-08,NL0011872650,0.9,current
