issuer_name,position_holder,position_date,isin,net_short_position,source
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-12-08,NL0009432491,0.57,archive
Wereldhave N.V.,Millennium International Management LP,2017-12-08,NL0000289213,0.59,archive
Koninklijke BAM Groep N.V.,"PDT Partners, LLC",2017-12-08,NL0000337319,0.66,archive
Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,2017-12-08,NL0009269109,0.5,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-12-08,NL0000337319,1.54,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-12-07,NL0000352565,0.58,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,2017-12-07,NL0000337319,0.56,archive
Koninklijke BAM Groep N.V.,Citadel Advisors II LLC,2017-12-07,NL0000337319,0.67,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-12-07,NL0011279492,0.88,archive
Koninklijke BAM Groep N.V.,Marshall Wace LLP,2017-12-07,NL0000337319,0.58,archive
Koninklijke BAM Groep N.V.,"PDT Partners, LLC",2017-12-07,NL0000337319,0.82,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-12-07,NL0011279492,1.83,archive
Signify N.V.,Tybourne Capital Management (HK) Limited,2017-12-07,NL0011821392,1.95,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-12-07,NL0000337319,1.44,archive
PostNL N.V.,"WorldQuant, LLC",2017-12-07,NL0009739416,0.6,archive
Fugro N.V.,AHL Partners LLP,2017-12-06,NL0000352565,1.08,archive
Lakefront Biotherapeutics NV,AHL Partners LLP,2017-12-06,BE0003818359,0.92,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-12-06,NL0000352565,0.69,archive
PostNL N.V.,AXA Investment Managers Chorus Limited,2017-12-06,NL0009739416,0.58,archive
Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",2017-12-06,NL0000337319,0.57,archive
Fugro N.V.,HBK Investments LP,2017-12-06,NL0000352565,1.82,archive
Fugro N.V.,Marshall Wace LLP,2017-12-06,NL0000352565,0.5,archive
Wereldhave N.V.,Marshall Wace LLP,2017-12-06,NL0000289213,1.38,archive
Koninklijke BAM Groep N.V.,"PDT Partners, LLC",2017-12-06,NL0000337319,0.64,archive
Koninklijke BAM Groep N.V.,RAM Active Investments SA,2017-12-06,NL0000337319,0.67,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-12-05,NL0000352565,0.78,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,2017-12-05,NL0000337319,0.61,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-12-05,NL0000337319,1.26,archive
OCI N.V.,"AQR Capital Management, LLC",2017-12-04,NL0010558797,1.18,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",2017-12-04,NL0000360618,0.59,archive
Fugro N.V.,HBK Investments LP,2017-12-04,NL0000352565,1.79,archive
Lakefront Biotherapeutics NV,AHL Partners LLP,2017-12-01,BE0003818359,0.83,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-12-01,NL0000352565,0.97,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-12-01,NL0011279492,1.49,archive
Fugro N.V.,Marshall Wace LLP,2017-12-01,NL0000352565,0.45,archive
Fugro N.V.,"WorldQuant, LLC",2017-12-01,NL0000352565,1.08,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2017-11-30,NL0000360618,2.08,archive
PostNL N.V.,Canada Pension Plan Investment Board,2017-11-30,NL0009739416,0.5,archive
Koninklijke Vopak N.V.,Citadel Advisors II LLC,2017-11-30,NL0009432491,0.47,archive
Fugro N.V.,Marshall Wace LLP,2017-11-30,NL0000352565,0.54,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-11-30,NL0011279492,1.73,archive
PostNL N.V.,"WorldQuant, LLC",2017-11-30,NL0009739416,0.57,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-11-29,NL0000352565,1.08,archive
Signify N.V.,GLG Partners LP,2017-11-29,NL0011821392,0.09,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-29,NL0011279492,0.91,archive
Fugro N.V.,HBK Investments LP,2017-11-29,NL0000352565,1.88,archive
Fugro N.V.,Marshall Wace LLP,2017-11-29,NL0000352565,0.73,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-29,NL0009432491,0.68,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-29,NL0000289213,1.4,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-29,NL0000352565,1.1,archive
Lakefront Biotherapeutics NV,AHL Partners LLP,2017-11-28,BE0003818359,0.7,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",2017-11-28,NL0000360618,0.6,archive
Fugro N.V.,Capital Fund Management S.A.,2017-11-28,NL0000352565,0.7,archive
Signify N.V.,GLG Partners LP,2017-11-28,NL0011821392,0.71,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-28,NL0000289213,1.39,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-28,NL0000337319,1.32,archive
PostNL N.V.,"WorldQuant, LLC",2017-11-28,NL0009739416,0.63,archive
Flow Traders Ltd.,Argonaut Capital Partners,2017-11-27,NL0011279492,0.52,archive
Koninklijke Ahold Delhaize N.V.,Lone Pine Capital LLC,2017-11-27,NL0011794037,0.46,archive
Fugro N.V.,Marshall Wace LLP,2017-11-27,NL0000352565,0.89,archive
OCI N.V.,Marshall Wace LLP,2017-11-27,NL0010558797,0.71,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-27,NL0000289213,1.4,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-11-27,NL0000289213,0.49,archive
Koninklijke Vopak N.V.,BlackRock Investment Management (UK) Limited,2017-11-24,NL0009432491,0.6,archive
Signify N.V.,GLG Partners LP,2017-11-24,NL0011821392,0.69,archive
Fugro N.V.,HBK Investments LP,2017-11-24,NL0000352565,1.92,archive
ArcelorMittal S.A.,Marshall Wace LLP,2017-11-24,LU1598757687,0.49,archive
Lakefront Biotherapeutics NV,AHL Partners LLP,2017-11-23,BE0003818359,0.61,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-23,NL0011279492,0.81,archive
Lakefront Biotherapeutics NV,Jupiter Investment Management Limited,2017-11-23,BE0003818359,0.58,archive
Fugro N.V.,Marshall Wace LLP,2017-11-23,NL0000352565,0.99,archive
PostNL N.V.,"WorldQuant, LLC",2017-11-23,NL0009739416,0.51,archive
Fugro N.V.,AHL Partners LLP,2017-11-22,NL0000352565,1.15,archive
Flow Traders Ltd.,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-22,NL0011279492,0.9,archive
Aperam S.A.,CQS (UK) LLP,2017-11-22,LU0569974404,0.51,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-22,NL0011279492,0.79,archive
Fugro N.V.,HBK Investments LP,2017-11-22,NL0000352565,1.89,archive
Lakefront Biotherapeutics NV,Jupiter Investment Management Limited,2017-11-22,BE0003818359,0.6,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-11-22,NL0011279492,1.59,archive
Fugro N.V.,Marshall Wace LLP,2017-11-22,NL0000352565,1.02,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-22,NL0000289213,1.39,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-11-21,NL0011279492,1.6,archive
Fugro N.V.,Marshall Wace LLP,2017-11-21,NL0000352565,1.14,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-21,NL0009432491,0.79,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-21,NL0000289213,1.4,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-21,NL0000337319,1.22,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,2017-11-20,NL0000337319,0.58,archive
Fugro N.V.,Marshall Wace LLP,2017-11-20,NL0000352565,1.25,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-11-20,NL0011279492,1.59,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-20,NL0000352565,1.05,archive
Lakefront Biotherapeutics NV,AHL Partners LLP,2017-11-17,BE0003818359,0.51,archive
Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",2017-11-17,NL0011794037,0.2,archive
Fugro N.V.,"BlackRock Institutional Trust Company, National Association",2017-11-17,NL0000352565,0.51,archive
Koninklijke BAM Groep N.V.,Canada Pension Plan Investment Board,2017-11-17,NL0000337319,0.7,archive
Wereldhave N.V.,Capital Fund Management S.A.,2017-11-17,NL0000289213,0.69,archive
Koninklijke Vopak N.V.,Citadel Advisors II LLC,2017-11-17,NL0009432491,0.59,archive
Lakefront Biotherapeutics NV,Jupiter Investment Management Limited,2017-11-17,BE0003818359,0.5,archive
Fugro N.V.,Marshall Wace LLP,2017-11-17,NL0000352565,1.38,archive
Fugro N.V.,Oxford Asset Management,2017-11-17,NL0000352565,0.6,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-17,NL0000337319,1.1,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-11-17,NL0000289213,0.5,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,2017-11-16,NL0000339760,1.51,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-16,NL0011279492,0.8,archive
Fugro N.V.,HBK Investments LP,2017-11-16,NL0000352565,1.98,archive
Fugro N.V.,Marshall Wace LLP,2017-11-16,NL0000352565,1.48,archive
Wereldhave N.V.,Millennium International Management LP,2017-11-16,NL0000289213,0.69,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-16,NL0000352565,0.95,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-16,NL0000337319,1.06,archive
Koninklijke Vopak N.V.,Citadel Advisors II LLC,2017-11-15,NL0009432491,0.6,archive
Fugro N.V.,"Clinton Group, Inc",2017-11-15,NL0000352565,0.49,archive
Fugro N.V.,HBK Investments LP,2017-11-15,NL0000352565,2.01,archive
ARCADIS N.V.,Marshall Wace LLP,2017-11-15,NL0006237562,0.7,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-15,NL0009432491,0.82,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-11-15,NL0011279492,1.72,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-15,NL0000352565,0.86,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-15,NL0000337319,0.98,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-11-14,NL0000352565,1.1,archive
Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,2017-11-14,NL0000337319,0.69,archive
Wereldhave N.V.,Capital Fund Management S.A.,2017-11-14,NL0000289213,0.7,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-14,NL0011279492,0.78,archive
Fugro N.V.,HBK Investments LP,2017-11-14,NL0000352565,1.97,archive
ArcelorMittal S.A.,Marshall Wace LLP,2017-11-14,LU1598757687,0.51,archive
OCI N.V.,Marshall Wace LLP,2017-11-14,NL0010558797,0.69,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-14,NL0000337319,0.88,archive
Fugro N.V.,AHL Partners LLP,2017-11-13,NL0000352565,1.25,archive
Fugro N.V.,Capital Fund Management S.A.,2017-11-13,NL0000352565,0.61,archive
Fugro N.V.,"Clinton Group, Inc",2017-11-13,NL0000352565,0.5,archive
Fugro N.V.,HBK Investments LP,2017-11-13,NL0000352565,1.89,archive
Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,2017-11-13,NL0010776944,0.38,archive
ArcelorMittal S.A.,Marshall Wace LLP,2017-11-13,LU1598757687,0.49,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-13,NL0009432491,0.74,archive
Sif Holding N.V.,Renaissance Technologies LLC,2017-11-13,NL0011660485,0.8,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-13,NL0000337319,0.73,archive
Koninklijke Heijmans N.V.,Citadel GP LLC,2017-11-10,NL0009269109,0.47,archive
Signify N.V.,GLG Partners LP,2017-11-10,NL0011821392,0.71,archive
Fugro N.V.,HBK Investments LP,2017-11-10,NL0000352565,1.92,archive
ArcelorMittal S.A.,Marshall Wace LLP,2017-11-10,LU1598757687,0.5,archive
Fugro N.V.,Marshall Wace LLP,2017-11-10,NL0000352565,1.53,archive
Koninklijke BAM Groep N.V.,"WorldQuant, LLC",2017-11-10,NL0000337319,0.6,archive
Fugro N.V.,AHL Partners LLP,2017-11-09,NL0000352565,1.37,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2017-11-09,NL0011872650,0.99,archive
Wereldhave N.V.,Capital Fund Management S.A.,2017-11-09,NL0000289213,0.69,archive
Koninklijke Heijmans N.V.,Citadel GP LLC,2017-11-09,NL0009269109,0.52,archive
Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",2017-11-09,NL0000337319,0.69,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-09,NL0011279492,0.62,archive
Fugro N.V.,Marshall Wace LLP,2017-11-09,NL0000352565,1.43,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-09,NL0009432491,0.61,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2017-11-08,NL0000360618,2.18,archive
SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",2017-11-08,NL0000360618,0.59,archive
Fugro N.V.,HBK Investments LP,2017-11-08,NL0000352565,1.81,archive
Koninklijke Ahold Delhaize N.V.,Lone Pine Capital LLC,2017-11-08,NL0011794037,0.51,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-11-08,NL0011279492,1.51,archive
Wereldhave N.V.,Marshall Wace LLP,2017-11-08,NL0000289213,1.32,archive
Fugro N.V.,Myriad Opportunities Master Fund Limited,2017-11-08,NL0000352565,0.48,archive
Fugro N.V.,AHL Partners LLP,2017-11-07,NL0000352565,1.49,archive
Signify N.V.,Aravt Global,2017-11-07,NL0011821392,0.53,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-11-07,NL0000352565,1.0,archive
Fugro N.V.,HBK Investments LP,2017-11-07,NL0000352565,1.72,archive
Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,2017-11-07,NL0010776944,0.58,archive
Koninklijke Vopak N.V.,Marshall Wace LLP,2017-11-07,NL0009432491,0.5,archive
Fugro N.V.,Myriad Opportunities Master Fund Limited,2017-11-07,NL0000352565,0.53,archive
Fugro N.V.,Oxford Asset Management,2017-11-07,NL0000352565,0.5,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-07,NL0000352565,0.79,archive
Fugro N.V.,AHL Partners LLP,2017-11-06,NL0000352565,1.54,archive
Koninklijke Vopak N.V.,Citadel Advisors II LLC,2017-11-06,NL0009432491,0.52,archive
Flow Traders Ltd.,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-06,NL0011279492,0.82,archive
Brunel International N.V.,GSA Capital Partners LLP,2017-11-06,NL0010776944,0.49,archive
Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,2017-11-06,NL0010776944,0.67,archive
OCI N.V.,Marshall Wace LLP,2017-11-06,NL0010558797,0.78,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-11-06,NL0000352565,1.48,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-06,NL0000352565,0.84,archive
Fugro N.V.,"Arrowstreet Capital, Limited Partnership",2017-11-03,NL0000352565,1.19,archive
SBM Offshore N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2017-11-03,NL0000360618,0.49,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,2017-11-03,NL0000339760,1.41,archive
Signify N.V.,GLG Partners LP,2017-11-03,NL0011821392,0.6,archive
Brunel International N.V.,GSA Capital Partners LLP,2017-11-03,NL0010776944,0.51,archive
Fugro N.V.,HBK Investments LP,2017-11-03,NL0000352565,1.69,archive
Brunel International N.V.,JPMorgan Asset Management (UK) Ltd.,2017-11-03,NL0010776944,0.77,archive
Fugro N.V.,Marshall Wace LLP,2017-11-03,NL0000352565,1.36,archive
Sif Holding N.V.,Renaissance Technologies LLC,2017-11-03,NL0011660485,0.79,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-11-03,NL0000352565,1.28,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2017-11-02,NL0009432491,2.73,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-11-02,NL0000352565,0.92,archive
Fugro N.V.,Marshall Wace LLP,2017-11-02,NL0000352565,1.49,archive
Wereldhave N.V.,Millennium International Management LP,2017-11-02,NL0000289213,0.79,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-11-02,NL0000352565,1.1,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-11-02,NL0000289213,0.49,archive
OCI N.V.,"AQR Capital Management, LLC",2017-11-01,NL0010558797,1.21,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-11-01,NL0011279492,0.53,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-11-01,NL0011279492,1.41,archive
Fugro N.V.,Marshall Wace LLP,2017-11-01,NL0000352565,1.53,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-11-01,NL0000352565,0.92,archive
Fugro N.V.,"WorldQuant, LLC",2017-11-01,NL0000352565,0.99,archive
Fugro N.V.,AHL Partners LLP,2017-10-31,NL0000352565,1.6,archive
Fugro N.V.,Arrowgrass Capital Partners LLP,2017-10-31,NL0000352565,0.57,archive
PostNL N.V.,AXA Investment Managers Chorus Limited,2017-10-31,NL0009739416,0.6,archive
Fugro N.V.,HBK Investments LP,2017-10-31,NL0000352565,1.79,archive
Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,2017-10-31,NL0010776944,0.48,archive
Fugro N.V.,Marshall Wace LLP,2017-10-31,NL0000352565,1.61,archive
Fugro N.V.,"PDT Partners, LLC",2017-10-31,NL0000352565,0.35,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-10-31,NL0000352565,0.84,archive
Fugro N.V.,"WorldQuant, LLC",2017-10-31,NL0000352565,1.01,archive
Fugro N.V.,AHL Partners LLP,2017-10-30,NL0000352565,1.52,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-10-30,NL0000352565,0.81,archive
Fugro N.V.,HBK Investments LP,2017-10-30,NL0000352565,1.9,archive
Fugro N.V.,Marshall Wace LLP,2017-10-30,NL0000352565,1.59,archive
Fugro N.V.,"PDT Partners, LLC",2017-10-30,NL0000352565,0.69,archive
Fugro N.V.,Sculptor Capital Management Europe Limited,2017-10-30,NL0000352565,0.57,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-10-30,NL0000289213,0.59,archive
Fugro N.V.,AHL Partners LLP,2017-10-27,NL0000352565,1.42,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2017-10-27,NL0009432491,2.62,archive
ARCADIS N.V.,Marshall Wace LLP,2017-10-27,NL0006237562,0.69,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-10-27,NL0011279492,1.33,archive
Fugro N.V.,Marshall Wace LLP,2017-10-27,NL0000352565,1.43,archive
Wereldhave N.V.,Marshall Wace LLP,2017-10-27,NL0000289213,1.2,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-10-27,NL0000289213,0.6,archive
Fugro N.V.,AHL Partners LLP,2017-10-26,NL0000352565,1.34,archive
Signify N.V.,GLG Partners LP,2017-10-26,NL0011821392,0.5,archive
Fugro N.V.,"WorldQuant, LLC",2017-10-26,NL0000352565,1.12,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-10-25,NL0000352565,0.72,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,2017-10-25,NL0000339760,1.26,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-10-25,NL0011279492,1.82,archive
Wereldhave N.V.,"WorldQuant, LLC",2017-10-25,NL0000289213,0.51,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2017-10-24,NL0009432491,2.5,archive
OCI N.V.,"AQR Capital Management, LLC",2017-10-24,NL0010558797,1.11,archive
Flow Traders Ltd.,"Connor, Clark & Lunn Investment Management Ltd.",2017-10-24,NL0011279492,0.7,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-10-24,NL0011279492,1.69,archive
ARCADIS N.V.,AKO Capital LLP,2017-10-23,NL0006237562,0.7,archive
Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,2017-10-23,NL0011872650,1.06,archive
Koninklijke BAM Groep N.V.,RAM Active Investments SA,2017-10-23,NL0000337319,0.53,archive
Signify N.V.,Scopia Capital Management LP,2017-10-23,NL0011821392,1.81,archive
Fugro N.V.,Capital Fund Management S.A.,2017-10-21,NL0000352565,0.51,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2017-10-20,NL0009432491,2.43,archive
SBM Offshore N.V.,"AQR Capital Management, LLC",2017-10-20,NL0000360618,2.29,archive
Fugro N.V.,AXA Investment Managers Chorus Limited,2017-10-20,NL0000352565,0.62,archive
SBM Offshore N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2017-10-20,NL0000360618,0.5,archive
OCI N.V.,Marshall Wace LLP,2017-10-20,NL0010558797,0.86,archive
Signify N.V.,Scopia Capital Management LP,2017-10-20,NL0011821392,1.73,archive
Koninklijke Ahold Delhaize N.V.,Lansdowne Partners (UK) LLP,2017-10-19,NL0011794037,0.66,archive
Brunel International N.V.,Macquarie Funds Management Hong Kong Limited,2017-10-19,NL0010776944,0.59,archive
ARCADIS N.V.,AKO Capital LLP,2017-10-18,NL0006237562,0.5,archive
Signify N.V.,"Coatue Management, L.L.C.",2017-10-18,NL0011821392,0.44,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-10-18,NL0011279492,0.48,archive
Fugro N.V.,HBK Investments LP,2017-10-18,NL0000352565,1.2,archive
Wereldhave N.V.,Millennium International Management LP,2017-10-18,NL0000289213,0.88,archive
Koninklijke Vopak N.V.,BlackRock Investment Management (UK) Limited,2017-10-17,NL0009432491,0.58,archive
Wereldhave N.V.,Capital Fund Management S.A.,2017-10-17,NL0000289213,0.7,archive
Signify N.V.,"Coatue Management, L.L.C.",2017-10-17,NL0011821392,0.59,archive
BE Semiconductor Industries N.V.,CQS (UK) LLP,2017-10-17,NL0000339760,1.15,archive
Flow Traders Ltd.,GSA Capital Partners LLP,2017-10-17,NL0011279492,0.5,archive
Flow Traders Ltd.,Marshall Wace LLP,2017-10-17,NL0011279492,1.23,archive
Fugro N.V.,Marshall Wace LLP,2017-10-17,NL0000352565,1.3,archive
Wereldhave N.V.,Marshall Wace LLP,2017-10-17,NL0000289213,1.19,archive
Flow Traders Ltd.,"Philadelphia Financial Management of San Francisco, LLC",2017-10-17,NL0011279492,1.38,archive
Fugro N.V.,"WorldQuant, LLC",2017-10-17,NL0000352565,1.0,archive
Koninklijke Vopak N.V.,"AQR Capital Management, LLC",2017-10-16,NL0009432491,2.31,archive
