position_holder,issuer_name,net_short_position,position_date,isin,source
"WorldQuant, LLC",Wereldhave N.V.,1.21,2018-02-12,NL0000289213,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.59,2018-02-09,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.84,2018-02-09,BE0003818359,archive
Balyasny Asset Management LP,Flow Traders Ltd.,0.0,2018-02-09,NL0011279492,archive
"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.71,2018-02-09,NL0000352565,archive
"BlackRock Institutional Trust Company, National Association",Wereldhave N.V.,0.5,2018-02-09,NL0000289213,archive
BNP Paribas S.A.,Koninklijke KPN N.V.,0.97,2018-02-09,NL0000009082,archive
"Bridgewater Associates, LP",ASML Holding N.V.,0.72,2018-02-09,NL0010273215,archive
"Bridgewater Associates, LP",ING Groep N.V.,0.81,2018-02-09,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,0.65,2018-02-09,NL0011794037,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,0.81,2018-02-09,NL0000009538,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,0.59,2018-02-09,NL0000339760,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.42,2018-02-09,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,1.6,2018-02-09,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,1.31,2018-02-09,NL0000289213,archive
Millennium International Management LP,Lakefront Biotherapeutics NV,0.64,2018-02-09,BE0003818359,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,0.0,2018-02-09,NL0011279492,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,1.05,2018-02-09,NL0011279492,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,1.93,2018-02-09,NL0000337319,archive
"WorldQuant, LLC",Wereldhave N.V.,1.13,2018-02-09,NL0000289213,archive
AHL Partners LLP,Fugro N.V.,0.69,2018-02-08,NL0000352565,archive
AKO Capital LLP,ARCADIS N.V.,1.12,2018-02-08,NL0006237562,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.74,2018-02-08,BE0003818359,archive
"Bridgewater Associates, LP",ASML Holding N.V.,0.65,2018-02-08,NL0010273215,archive
"Bridgewater Associates, LP",ING Groep N.V.,0.73,2018-02-08,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,0.73,2018-02-08,NL0000009538,archive
GSA Capital Partners LLP,Flow Traders Ltd.,0.68,2018-02-08,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.12,2018-02-08,NL0000352565,archive
Marshall Wace LLP,Pharming Group N.V.,1.23,2018-02-08,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,1.46,2018-02-08,NL0000289213,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,0.48,2018-02-08,BE0003818359,archive
Systematica Investments Limited,OCI N.V.,0.5,2018-02-08,NL0010558797,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,1.86,2018-02-08,NL0000337319,archive
"WorldQuant, LLC",Wereldhave N.V.,0.99,2018-02-08,NL0000289213,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,0.58,2018-02-07,NL0000337319,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.89,2018-02-07,NL0000009082,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.68,2018-02-07,BE0003818359,archive
Balyasny Asset Management LP,Flow Traders Ltd.,1.01,2018-02-07,NL0011279492,archive
"Bridgewater Associates, LP",ASML Holding N.V.,0.58,2018-02-07,NL0010273215,archive
Capital Fund Management S.A.,Fugro N.V.,1.01,2018-02-07,NL0000352565,archive
Citadel Advisors II LLC,Wereldhave N.V.,0.5,2018-02-07,NL0000289213,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.5,2018-02-07,NL0000289213,archive
GSA Capital Partners LLP,Flow Traders Ltd.,0.7,2018-02-07,NL0011279492,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,0.6,2018-02-07,NL0000339760,archive
Marshall Wace LLP,ABN AMRO Bank NV,0.74,2018-02-07,NL0011540547,archive
Marshall Wace LLP,AEGON Ltd.,0.51,2018-02-07,NL0000303709,archive
Marshall Wace LLP,Koninklijke Ahold Delhaize N.V.,0.5,2018-02-07,NL0011794037,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.3,2018-02-07,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,1.38,2018-02-07,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,1.5,2018-02-07,NL0000289213,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.78,2018-02-07,BE0003818359,archive
"WorldQuant, LLC",Wereldhave N.V.,0.86,2018-02-07,NL0000289213,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.69,2018-02-06,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.7,2018-02-06,BE0003818359,archive
Balyasny Asset Management LP,Flow Traders Ltd.,0.99,2018-02-06,NL0011279492,archive
"Bridgewater Associates, LP",ASML Holding N.V.,0.61,2018-02-06,NL0010273215,archive
"Bridgewater Associates, LP",ING Groep N.V.,0.69,2018-02-06,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Ahold Delhaize N.V.,0.55,2018-02-06,NL0011794037,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,0.69,2018-02-06,NL0000009538,archive
Capital Fund Management S.A.,Wereldhave N.V.,0.61,2018-02-06,NL0000289213,archive
"Castle Creek Arbitrage, LLC",Koninklijke KPN N.V.,0.5,2018-02-06,NL0000009082,archive
Citadel Securities (Europe) Limited,Koninklijke Heijmans N.V.,0.5,2018-02-06,NL0009269109,archive
GSA Capital Partners LLP,Flow Traders Ltd.,0.65,2018-02-06,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.09,2018-02-06,NL0000352565,archive
Marshall Wace LLP,Flow Traders Ltd.,0.45,2018-02-06,NL0011279492,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,0.59,2018-02-06,NL0009432491,archive
Marshall Wace LLP,Pharming Group N.V.,1.47,2018-02-06,NL0010391025,archive
Millennium International Management LP,Wereldhave N.V.,0.75,2018-02-06,NL0000289213,archive
"PDT Partners, LLC",Wereldhave N.V.,0.57,2018-02-06,NL0000289213,archive
Tybourne Capital Management (HK) Limited,Signify N.V.,2.2,2018-02-06,NL0011821392,archive
"WorldQuant, LLC",Fugro N.V.,0.59,2018-02-06,NL0000352565,archive
"WorldQuant, LLC",Wereldhave N.V.,0.72,2018-02-06,NL0000289213,archive
"Bridgewater Associates, LP",ASML Holding N.V.,0.51,2018-02-05,NL0010273215,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.48,2018-02-05,NL0000289213,archive
HBK Investments LP,Fugro N.V.,0.96,2018-02-05,NL0000352565,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,0.59,2018-02-05,NL0000339760,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.22,2018-02-05,NL0000337319,archive
Marshall Wace LLP,OCI N.V.,0.36,2018-02-05,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,1.34,2018-02-05,NL0010391025,archive
"PDT Partners, LLC",Wereldhave N.V.,0.6,2018-02-05,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,0.61,2018-02-05,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,1.9,2018-02-05,NL0000337319,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.81,2018-02-05,BE0003818359,archive
"WorldQuant, LLC",Wereldhave N.V.,0.56,2018-02-05,NL0000289213,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,0.68,2018-02-02,NL0000337319,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.9,2018-02-02,NL0000009082,archive
Capital Fund Management S.A.,Fugro N.V.,0.91,2018-02-02,NL0000352565,archive
"D. E. Shaw & Co., L.P.",Wereldhave N.V.,0.52,2018-02-02,NL0000289213,archive
Marshall Wace LLP,OCI N.V.,0.52,2018-02-02,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,1.24,2018-02-02,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,1.46,2018-02-02,NL0000289213,archive
Millennium International Management LP,Wereldhave N.V.,0.63,2018-02-02,NL0000289213,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,0.49,2018-02-02,NL0009432491,archive
"WorldQuant, LLC",PostNL N.V.,0.7,2018-02-02,NL0009739416,archive
"AQR Capital Management, LLC",Koninklijke KPN N.V.,0.89,2018-02-01,NL0000009082,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,1.0,2018-02-01,NL0011279492,archive
Marshall Wace LLP,ABN AMRO Bank NV,0.6,2018-02-01,NL0011540547,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.79,2018-01-31,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.62,2018-01-31,BE0003818359,archive
BlackRock Investment Management (UK) Limited,Basic-Fit N.V.,0.79,2018-01-31,NL0011872650,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,0.49,2018-01-31,NL0009432491,archive
"Bridgewater Associates, LP",ING Groep N.V.,0.52,2018-01-31,NL0011821202,archive
"Bridgewater Associates, LP",Koninklijke Philips N.V.,0.52,2018-01-31,NL0000009538,archive
CQS (UK) LLP,Aperam S.A.,0.66,2018-01-31,LU0569974404,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.11,2018-01-31,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,1.12,2018-01-31,NL0010391025,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,0.58,2018-01-31,BE0003818359,archive
"WorldQuant, LLC",OCI N.V.,0.5,2018-01-31,NL0010558797,archive
"BlackRock Institutional Trust Company, National Association",Fugro N.V.,0.66,2018-01-30,NL0000352565,archive
Marshall Wace LLP,OCI N.V.,0.49,2018-01-30,NL0010558797,archive
Marshall Wace LLP,Pharming Group N.V.,1.03,2018-01-30,NL0010391025,archive
Millennium International Management LP,Wereldhave N.V.,0.71,2018-01-30,NL0000289213,archive
"WorldQuant, LLC",Wereldhave N.V.,0.49,2018-01-30,NL0000289213,archive
AHL Partners LLP,Fugro N.V.,0.79,2018-01-29,NL0000352565,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,0.77,2018-01-29,NL0000337319,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.48,2018-01-29,NL0000352565,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,0.46,2018-01-29,NL0009432491,archive
HBK Investments LP,Fugro N.V.,1.03,2018-01-29,NL0000352565,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,0.59,2018-01-29,NL0009432491,archive
Marshall Wace LLP,Flow Traders Ltd.,1.14,2018-01-29,NL0011279492,archive
Marshall Wace LLP,Pharming Group N.V.,0.96,2018-01-29,NL0010391025,archive
"Philadelphia Financial Management of San Francisco, LLC",Flow Traders Ltd.,1.93,2018-01-29,NL0011279492,archive
Susquehanna International Holdings LLC,Koninklijke Heijmans N.V.,0.44,2018-01-29,NL0009269109,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.7,2018-01-29,BE0003818359,archive
"WorldQuant, LLC",PostNL N.V.,0.63,2018-01-29,NL0009739416,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,0.42,2018-01-26,NL0000339760,archive
CapeView Capital LLP,Koninklijke Vopak N.V.,0.5,2018-01-26,NL0009432491,archive
HBK Investments LP,Fugro N.V.,1.19,2018-01-26,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,0.7,2018-01-26,NL0006237562,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.08,2018-01-26,NL0000337319,archive
"WorldQuant, LLC",Fugro N.V.,0.55,2018-01-26,NL0000352565,archive
"WorldQuant, LLC",PostNL N.V.,0.57,2018-01-26,NL0009739416,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.88,2018-01-25,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.5,2018-01-25,BE0003818359,archive
B&G Master Fund Plc,AEGON Ltd.,0.5,2018-01-25,NL0000303709,archive
HBK Investments LP,Fugro N.V.,1.2,2018-01-25,NL0000352565,archive
Jupiter Investment Management Limited,Koninklijke Vopak N.V.,0.6,2018-01-25,NL0009432491,archive
Marshall Wace LLP,Flow Traders Ltd.,1.28,2018-01-25,NL0011279492,archive
Renaissance Technologies LLC,Sif Holding N.V.,0.79,2018-01-25,NL0011660485,archive
"WorldQuant, LLC",Fugro N.V.,0.6,2018-01-25,NL0000352565,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,0.87,2018-01-24,NL0000337319,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.59,2018-01-24,NL0000352565,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,0.5,2018-01-24,NL0009432491,archive
HBK Investments LP,Fugro N.V.,1.19,2018-01-24,NL0000352565,archive
Marshall Wace LLP,ABN AMRO Bank NV,0.51,2018-01-24,NL0011540547,archive
Marshall Wace LLP,Pharming Group N.V.,0.81,2018-01-24,NL0010391025,archive
"PDT Partners, LLC",Pharming Group N.V.,0.5,2018-01-24,NL0010391025,archive
"WorldQuant, LLC",Fugro N.V.,0.7,2018-01-24,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,1.88,2018-01-24,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,0.89,2018-01-23,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.41,2018-01-23,BE0003818359,archive
"Connor, Clark & Lunn Investment Management Ltd.",Flow Traders Ltd.,0.99,2018-01-23,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.09,2018-01-23,NL0000352565,archive
JPMorgan Asset Management (UK) Ltd.,Fugro N.V.,1.39,2018-01-23,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,0.69,2018-01-23,NL0006237562,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.13,2018-01-23,NL0000337319,archive
Marshall Wace LLP,Pharming Group N.V.,0.77,2018-01-23,NL0010391025,archive
Marshall Wace LLP,Wereldhave N.V.,0.87,2018-01-23,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,0.83,2018-01-23,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.34,2018-01-22,BE0003818359,archive
BlackRock Investment Management (UK) Limited,Koninklijke Vopak N.V.,0.49,2018-01-22,NL0009432491,archive
GSA Capital Partners LLP,Flow Traders Ltd.,1.2,2018-01-22,NL0011279492,archive
Marshall Wace LLP,Pharming Group N.V.,0.62,2018-01-22,NL0010391025,archive
"WorldQuant, LLC",Fugro N.V.,0.92,2018-01-22,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,1.98,2018-01-22,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,0.99,2018-01-19,NL0000352565,archive
AKO Capital LLP,ARCADIS N.V.,1.0,2018-01-19,NL0006237562,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.26,2018-01-19,BE0003818359,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.69,2018-01-19,NL0000352565,archive
Citadel Advisors II LLC,Flow Traders Ltd.,0.49,2018-01-19,NL0011279492,archive
Highbridge Capital Management LLC,BE Semiconductor Industries N.V.,0.61,2018-01-19,NL0000339760,archive
Citadel Advisors II LLC,Flow Traders Ltd.,0.5,2018-01-18,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.28,2018-01-18,NL0000352565,archive
Oxford Asset Management,Fugro N.V.,0.49,2018-01-18,NL0000352565,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.99,2018-01-17,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,1.88,2018-01-17,NL0000360618,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.78,2018-01-17,NL0000352565,archive
Linden Advisors LP,Koninklijke BAM Groep N.V.,0.63,2018-01-17,NL0000337319,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,0.6,2018-01-17,NL0009432491,archive
Oxford Asset Management,Fugro N.V.,0.5,2018-01-17,NL0000352565,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,1.01,2018-01-16,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,1.9,2018-01-16,NL0000360618,archive
Argonaut Capital Partners,Flow Traders Ltd.,0.48,2018-01-16,NL0011279492,archive
BlueCrest Capital Management Limited,Fugro N.V.,0.65,2018-01-16,NL0000352565,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,0.56,2018-01-16,NL0000339760,archive
GSA Capital Partners LLP,Flow Traders Ltd.,1.0,2018-01-16,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.31,2018-01-16,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,0.78,2018-01-16,NL0006237562,archive
Marshall Wace LLP,Wereldhave N.V.,0.95,2018-01-16,NL0000289213,archive
Myriad Opportunities Master Fund Limited,Fugro N.V.,0.62,2018-01-16,NL0000352565,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.62,2018-01-16,BE0003818359,archive
GSA Capital Partners LLP,Flow Traders Ltd.,0.99,2018-01-15,NL0011279492,archive
Marshall Wace LLP,Wereldhave N.V.,1.03,2018-01-15,NL0000289213,archive
"WorldQuant, LLC",Fugro N.V.,0.88,2018-01-15,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2.07,2018-01-15,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,1.01,2018-01-12,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.1,2018-01-12,BE0003818359,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,1.89,2018-01-12,NL0000360618,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.88,2018-01-12,NL0000352565,archive
BlueCrest Capital Management Limited,Fugro N.V.,0.59,2018-01-12,NL0000352565,archive
GSA Capital Partners LLP,Flow Traders Ltd.,1.0,2018-01-12,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.29,2018-01-12,NL0000352565,archive
Marshall Wace LLP,Fugro N.V.,0.45,2018-01-12,NL0000352565,archive
Marshall Wace LLP,OCI N.V.,0.51,2018-01-12,NL0010558797,archive
Oxford Asset Management,Lakefront Biotherapeutics NV,0.6,2018-01-12,BE0003818359,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,0.78,2018-01-12,NL0000337319,archive
Toscafund Asset Management LLP,Wereldhave N.V.,0.57,2018-01-12,NL0000289213,archive
"WorldQuant, LLC",Koninklijke Vopak N.V.,0.5,2018-01-12,NL0009432491,archive
"WorldQuant, LLC",Lakefront Biotherapeutics NV,0.51,2018-01-12,BE0003818359,archive
Accent Aigu B.V.,Ease2pay N.V.,0.0,2018-01-11,NL0000345627,archive
Balyasny Asset Management LP,Flow Traders Ltd.,0.5,2018-01-11,NL0011279492,archive
BlueCrest Capital Management Limited,Fugro N.V.,0.6,2018-01-11,NL0000352565,archive
CQS (UK) LLP,Aperam S.A.,0.52,2018-01-11,LU0569974404,archive
Market Wizards B.V.,Ease2pay N.V.,0.0,2018-01-11,NL0000345627,archive
Marshall Wace LLP,Fugro N.V.,0.53,2018-01-11,NL0000352565,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2.16,2018-01-11,NL0000337319,archive
Accent Aigu B.V.,Ease2pay N.V.,0.95,2018-01-10,NL0000345627,archive
All Options International B.V.,Ease2pay N.V.,0.43,2018-01-10,NL0000345627,archive
Market Wizards B.V.,Ease2pay N.V.,1.04,2018-01-10,NL0000345627,archive
Marshall Wace LLP,Flow Traders Ltd.,1.3,2018-01-10,NL0011279492,archive
Pelham Global Financials Master Fund Ltd.,Flow Traders Ltd.,0.62,2018-01-10,NL0011279492,archive
Sculptor Capital Management Europe Limited,Fugro N.V.,1.44,2018-01-10,NL0000352565,archive
Tower House Partners LLP,Signify N.V.,0.51,2018-01-10,NL0011821392,archive
AHL Partners LLP,Koninklijke BAM Groep N.V.,0.91,2018-01-09,NL0000337319,archive
All Options International B.V.,Ease2pay N.V.,0.77,2018-01-09,NL0000345627,archive
AXA Investment Managers Chorus Limited,Fugro N.V.,0.98,2018-01-09,NL0000352565,archive
BlueCrest Capital Management Limited,Fugro N.V.,0.57,2018-01-09,NL0000352565,archive
BNP Paribas S.A.,BE Semiconductor Industries N.V.,0.48,2018-01-09,NL0000339760,archive
Citadel Advisors II LLC,Flow Traders Ltd.,0.46,2018-01-09,NL0011279492,archive
HBK Investments LP,Fugro N.V.,1.38,2018-01-09,NL0000352565,archive
Marshall Wace LLP,ARCADIS N.V.,0.82,2018-01-09,NL0006237562,archive
Marshall Wace LLP,Flow Traders Ltd.,1.28,2018-01-09,NL0011279492,archive
AHL Partners LLP,Fugro N.V.,0.9,2018-01-08,NL0000352565,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,1.0,2018-01-08,BE0003818359,archive
Citadel Advisors II LLC,Flow Traders Ltd.,0.53,2018-01-08,NL0011279492,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,1.17,2018-01-08,NL0000339760,archive
Marshall Wace LLP,OCI N.V.,0.49,2018-01-08,NL0010558797,archive
"WorldQuant, LLC",Koninklijke BAM Groep N.V.,2.27,2018-01-08,NL0000337319,archive
AHL Partners LLP,Fugro N.V.,0.89,2018-01-05,NL0000352565,archive
"AQR Capital Management, LLC",OCI N.V.,1.08,2018-01-05,NL0010558797,archive
CQS (UK) LLP,BE Semiconductor Industries N.V.,1.22,2018-01-05,NL0000339760,archive
"Davidson Kempner European Partners, LLP",Koninklijke BAM Groep N.V.,0.61,2018-01-05,NL0000337319,archive
JPMorgan Asset Management (UK) Ltd.,Sif Holding N.V.,0.49,2018-01-05,NL0011660485,archive
Marshall Wace LLP,Fugro N.V.,0.61,2018-01-05,NL0000352565,archive
Marshall Wace LLP,Koninklijke BAM Groep N.V.,1.26,2018-01-05,NL0000337319,archive
Marshall Wace LLP,Koninklijke Vopak N.V.,0.57,2018-01-05,NL0009432491,archive
Marshall Wace LLP,Wereldhave N.V.,1.19,2018-01-05,NL0000289213,archive
"PDT Partners, LLC",Koninklijke BAM Groep N.V.,0.47,2018-01-05,NL0000337319,archive
AHL Partners LLP,Lakefront Biotherapeutics NV,0.98,2018-01-04,BE0003818359,archive
"AQR Capital Management, LLC",Lakefront Biotherapeutics NV,0.93,2018-01-04,BE0003818359,archive
Aravt Global,Signify N.V.,0.47,2018-01-04,NL0011821392,archive
GSA Capital Partners LLP,Flow Traders Ltd.,0.98,2018-01-04,NL0011279492,archive
RAM Active Investments SA,Koninklijke BAM Groep N.V.,0.68,2018-01-04,NL0000337319,archive
