net_short_position,issuer_name,position_holder,isin,position_date,source
0.7,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,NL0000289213,2016-09-20,archive
0.48,Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,NL0009269109,2016-09-20,archive
0.64,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,NL0000289213,2016-09-19,archive
0.49,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-09-19,archive
0.5,Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,NL0009269109,2016-09-19,archive
0.6,AEGON Ltd.,"AQR Capital Management, LLC",NL0000303709,2016-09-16,archive
0.57,Koninklijke BAM Groep N.V.,AHL Partners LLP,NL0000337319,2016-09-15,archive
0.51,Wereldhave N.V.,BlackRock Investment Management (UK) Limited,NL0000289213,2016-09-15,archive
0.71,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-09-15,archive
1.0,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-09-15,archive
0.32,Galapagos NV,Millennium International Management LP,BE0003818359,2016-09-15,archive
0.5,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2016-09-15,archive
1.29,Fugro N.V.,"AQR Capital Management, LLC",NL0000352565,2016-09-14,archive
0.69,PostNL N.V.,BlackRock Investment Management (UK) Limited,NL0009739416,2016-09-14,archive
0.39,Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,NL0009269109,2016-09-14,archive
0.79,Galapagos NV,Millennium International Management LP,BE0003818359,2016-09-13,archive
0.47,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2016-09-13,archive
0.8,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2016-09-12,archive
0.49,Wereldhave N.V.,Capital Fund Management S.A.,NL0000289213,2016-09-12,archive
0.51,Koninklijke BAM Groep N.V.,Linden Advisors LP,NL0000337319,2016-09-12,archive
0.6,SBM Offshore N.V.,Marshall Wace LLP,NL0000360618,2016-09-12,archive
0.96,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-09-12,archive
0.5,Wereldhave N.V.,Millennium International Management LP,NL0000289213,2016-09-12,archive
0.52,Koninklijke Heijmans N.V.,Susquehanna International Holdings LLC,NL0009269109,2016-09-12,archive
0.48,SBM Offshore N.V.,AKO Capital LLP,NL0000360618,2016-09-09,archive
0.49,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2016-09-09,archive
0.73,SBM Offshore N.V.,AKO Capital LLP,NL0000360618,2016-09-08,archive
1.27,Aperam S.A.,CQS (UK) LLP,LU0569974404,2016-09-08,archive
0.69,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-09-08,archive
0.59,Galapagos NV,Oxford Asset Management,BE0003818359,2016-09-08,archive
0.48,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-09-07,archive
0.51,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-09-06,archive
0.5,Flow Traders Ltd.,GSA Capital Partners LLP,NL0011279492,2016-09-06,archive
0.89,Galapagos NV,Millennium International Management LP,BE0003818359,2016-09-06,archive
2.67,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2016-09-05,archive
0.7,PostNL N.V.,BlackRock Investment Management (UK) Limited,NL0009739416,2016-09-05,archive
0.68,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-09-05,archive
0.51,SBM Offshore N.V.,Marshall Wace LLP,NL0000360618,2016-09-05,archive
0.6,Galapagos NV,Oxford Asset Management,BE0003818359,2016-09-05,archive
2.7,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2016-09-02,archive
0.59,Galapagos NV,Oxford Asset Management,BE0003818359,2016-09-02,archive
0.69,SBM Offshore N.V.,Oxford Asset Management,NL0000360618,2016-09-02,archive
0.61,Koninklijke BAM Groep N.V.,AHL Partners LLP,NL0000337319,2016-09-01,archive
0.7,SBM Offshore N.V.,Oxford Asset Management,NL0000360618,2016-09-01,archive
0.59,Wereldhave N.V.,Capital Fund Management S.A.,NL0000289213,2016-08-31,archive
0.54,Fugro N.V.,JPMorgan Asset Management (UK) Ltd.,NL0000352565,2016-08-31,archive
0.47,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-08-30,archive
0.94,Aperam S.A.,BNP Paribas S.A.,LU0569974404,2016-08-30,archive
0.79,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-08-30,archive
0.46,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-08-29,archive
0.51,Fugro N.V.,"WorldQuant, LLC",NL0000352565,2016-08-29,archive
0.47,TKH Group N.V.,AKO Capital LLP,NL0000852523,2016-08-26,archive
0.59,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-08-26,archive
0.6,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-08-25,archive
0.5,AEGON Ltd.,"AQR Capital Management, LLC",NL0000303709,2016-08-24,archive
0.71,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2016-08-24,archive
2.69,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2016-08-24,archive
0.91,Galapagos NV,Millennium International Management LP,BE0003818359,2016-08-24,archive
0.59,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-08-24,archive
0.38,Aperam S.A.,"Basso Capital Management, L.P",LU0569974404,2016-08-23,archive
0.55,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-08-23,archive
0.89,Galapagos NV,Millennium International Management LP,BE0003818359,2016-08-23,archive
0.5,Koninklijke BAM Groep N.V.,AHL Partners LLP,NL0000337319,2016-08-22,archive
0.5,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-08-22,archive
0.6,PostNL N.V.,BlackRock Investment Management (UK) Limited,NL0009739416,2016-08-19,archive
0.45,SBM Offshore N.V.,AHL Partners LLP,NL0000360618,2016-08-18,archive
0.59,TKH Group N.V.,AKO Capital LLP,NL0000852523,2016-08-18,archive
1.3,Fugro N.V.,"AQR Capital Management, LLC",NL0000352565,2016-08-18,archive
1.1,Aperam S.A.,CQS (UK) LLP,LU0569974404,2016-08-18,archive
1.0,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-08-18,archive
0.92,Galapagos NV,Millennium International Management LP,BE0003818359,2016-08-18,archive
0.62,TKH Group N.V.,AKO Capital LLP,NL0000852523,2016-08-17,archive
0.46,Koninklijke BAM Groep N.V.,"Algert Global, LLC",NL0000337319,2016-08-17,archive
0.24,Signify N.V.,ENA Investment Capital LLP,NL0011821392,2016-08-17,archive
1.5,Aperam S.A.,"Angelo, Gordon & Co. L.P.",LU0569974404,2016-08-16,archive
0.59,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-08-16,archive
0.69,Koninklijke BAM Groep N.V.,Oxford Asset Management,NL0000337319,2016-08-16,archive
0.52,PostNL N.V.,BlackRock Investment Management (UK) Limited,NL0009739416,2016-08-15,archive
0.89,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-08-15,archive
0.63,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2016-08-12,archive
0.83,Aperam S.A.,BNP Paribas S.A.,LU0569974404,2016-08-11,archive
0.49,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-08-11,archive
0.47,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",NL0000360618,2016-08-10,archive
0.67,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-08-10,archive
0.63,Koninklijke BAM Groep N.V.,Linden Advisors LP,NL0000337319,2016-08-10,archive
0.9,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-08-09,archive
0.8,Galapagos NV,Millennium International Management LP,BE0003818359,2016-08-09,archive
0.68,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-08-08,archive
0.51,Koninklijke BAM Groep N.V.,"Algert Global, LLC",NL0000337319,2016-08-05,archive
1.0,Aperam S.A.,CQS (UK) LLP,LU0569974404,2016-08-05,archive
0.5,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-08-05,archive
0.64,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-08-05,archive
0.5,SBM Offshore N.V.,AHL Partners LLP,NL0000360618,2016-08-04,archive
1.29,Fugro N.V.,"AQR Capital Management, LLC",NL0000352565,2016-08-04,archive
0.6,Koninklijke Vopak N.V.,"AQR Capital Management, LLC",NL0009432491,2016-08-04,archive
0.79,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-08-04,archive
0.93,Fugro N.V.,Marshall Wace LLP,NL0000352565,2016-08-04,archive
0.7,Koninklijke KPN N.V.,"AQR Capital Management, LLC",NL0000009082,2016-08-03,archive
2.71,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2016-08-03,archive
0.5,SBM Offshore N.V.,"BlackRock Institutional Trust Company, National Association",NL0000360618,2016-08-03,archive
0.79,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-08-03,archive
0.89,Fugro N.V.,Marshall Wace LLP,NL0000352565,2016-08-03,archive
0.83,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-08-03,archive
1.3,Fugro N.V.,"AQR Capital Management, LLC",NL0000352565,2016-08-02,archive
0.8,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-08-02,archive
0.99,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-08-02,archive
0.77,Signify N.V.,ENA Investment Capital LLP,NL0011821392,2016-08-02,archive
0.71,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-08-02,archive
1.46,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-08-02,archive
0.5,OCI N.V.,"AQR Capital Management, LLC",NL0010558797,2016-08-01,archive
0.73,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-08-01,archive
0.49,Brunel International N.V.,BlackRock Investment Management (UK) Limited,NL0010776944,2016-07-29,archive
0.77,Galapagos NV,Millennium International Management LP,BE0003818359,2016-07-29,archive
0.6,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-07-29,archive
0.49,PostNL N.V.,Capital Fund Management S.A.,NL0009739416,2016-07-28,archive
0.62,Signify N.V.,ENA Investment Capital LLP,NL0011821392,2016-07-28,archive
0.62,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-07-28,archive
0.8,Galapagos NV,Millennium International Management LP,BE0003818359,2016-07-28,archive
2.6,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-07-26,archive
0.47,TomTom N.V.,AHL Partners LLP,NL0000387058,2016-07-26,archive
0.36,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-07-26,archive
0.55,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",NL0011794037,2016-07-25,archive
0.0,Koninklijke Ahold Delhaize N.V.,Carlson Capital UK LLP,NL0010672325,2016-07-25,archive
0.0,Koninklijke Ahold Delhaize N.V.,Syquant Capital,NL0010672325,2016-07-25,archive
0.56,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-07-25,archive
0.0,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",NL0010672325,2016-07-24,archive
0.79,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-07-22,archive
0.9,Signify N.V.,"Coatue Management, L.L.C.",NL0011821392,2016-07-22,archive
0.53,TomTom N.V.,Marshall Wace LLP,NL0000387058,2016-07-22,archive
0.68,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-07-22,archive
0.58,PostNL N.V.,Capital Fund Management S.A.,NL0009739416,2016-07-21,archive
0.5,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-07-21,archive
0.98,Fugro N.V.,Marshall Wace LLP,NL0000352565,2016-07-21,archive
0.75,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-07-21,archive
1.09,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-07-20,archive
0.69,SBM Offshore N.V.,Oxford Asset Management,NL0000360618,2016-07-20,archive
0.85,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",NL0010672325,2016-07-19,archive
0.81,Signify N.V.,"Coatue Management, L.L.C.",NL0011821392,2016-07-19,archive
0.94,Aperam S.A.,CQS (UK) LLP,LU0569974404,2016-07-19,archive
0.0,Koninklijke Ahold Delhaize N.V.,"AQR Capital Management, LLC",NL0010672325,2016-07-18,archive
0.59,Brunel International N.V.,BlackRock Investment Management (UK) Limited,NL0010776944,2016-07-18,archive
0.7,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-07-15,archive
0.71,Aperam S.A.,BNP Paribas S.A.,LU0569974404,2016-07-15,archive
0.72,Signify N.V.,"Coatue Management, L.L.C.",NL0011821392,2016-07-15,archive
1.03,Signify N.V.,Tybourne Capital Management (HK) Limited,NL0011821392,2016-07-15,archive
0.47,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-07-14,archive
0.68,Signify N.V.,"Coatue Management, L.L.C.",NL0011821392,2016-07-14,archive
0.45,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,NL0010672325,2016-07-14,archive
0.54,Koninklijke Ahold Delhaize N.V.,Syquant Capital,NL0010672325,2016-07-14,archive
0.89,Signify N.V.,Tybourne Capital Management (HK) Limited,NL0011821392,2016-07-14,archive
2.69,SBM Offshore N.V.,"AQR Capital Management, LLC",NL0000360618,2016-07-13,archive
0.69,PostNL N.V.,Capital Fund Management S.A.,NL0009739416,2016-07-13,archive
0.89,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-07-13,archive
0.69,Wereldhave N.V.,Capital Fund Management S.A.,NL0000289213,2016-07-13,archive
1.19,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-07-13,archive
0.7,Koninklijke BAM Groep N.V.,Oxford Asset Management,NL0000337319,2016-07-13,archive
0.92,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,NL0010672325,2016-07-13,archive
0.7,Signify N.V.,Tybourne Capital Management (HK) Limited,NL0011821392,2016-07-13,archive
0.56,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-07-12,archive
0.65,Brunel International N.V.,BlackRock Investment Management (UK) Limited,NL0010776944,2016-07-12,archive
0.49,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,NL0000337319,2016-07-12,archive
0.41,Signify N.V.,ENA Investment Capital LLP,NL0011821392,2016-07-12,archive
0.87,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,NL0010672325,2016-07-12,archive
0.5,TomTom N.V.,AHL Partners LLP,NL0000387058,2016-07-08,archive
0.7,Wereldhave N.V.,Capital Fund Management S.A.,NL0000289213,2016-07-08,archive
0.53,Signify N.V.,"Coatue Management, L.L.C.",NL0011821392,2016-07-08,archive
0.5,Signify N.V.,ENA Investment Capital LLP,NL0011821392,2016-07-08,archive
0.69,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-07-07,archive
0.48,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-07-07,archive
0.47,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-07-07,archive
0.7,Galapagos NV,Millennium International Management LP,BE0003818359,2016-07-06,archive
0.62,Koninklijke BAM Groep N.V.,Oxford Asset Management,NL0000337319,2016-07-06,archive
1.43,Aperam S.A.,"Angelo, Gordon & Co. L.P.",LU0569974404,2016-07-04,archive
0.5,Wereldhave N.V.,Citadel Advisors LLC,NL0000289213,2016-07-04,archive
0.5,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-07-04,archive
0.78,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-07-01,archive
0.99,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-07-01,archive
1.39,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-07-01,archive
1.29,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-06-29,archive
0.34,ArcelorMittal S.A.,Odey Asset Management LLP,LU0323134006,2016-06-29,archive
0.49,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-06-29,archive
1.23,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-06-29,archive
0.88,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-29,archive
0.82,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-06-28,archive
0.59,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-06-28,archive
0.94,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-06-28,archive
0.92,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-28,archive
0.5,Koninklijke BAM Groep N.V.,Oxford Asset Management,NL0000337319,2016-06-27,archive
0.7,SBM Offshore N.V.,Oxford Asset Management,NL0000360618,2016-06-27,archive
0.63,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-06-27,archive
0.4,ArcelorMittal S.A.,UBS Asset Management (UK) Ltd.,LU0323134006,2016-06-27,archive
2.75,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-24,archive
1.39,Aperam S.A.,"Angelo, Gordon & Co. L.P.",LU0569974404,2016-06-24,archive
0.6,Galapagos NV,Oxford Asset Management,BE0003818359,2016-06-24,archive
0.5,SBM Offshore N.V.,"PDT Partners, LLC",NL0000360618,2016-06-24,archive
1.4,Aperam S.A.,"Angelo, Gordon & Co. L.P.",LU0569974404,2016-06-23,archive
0.49,Corbion N.V.,BlackRock Investment Management (UK) Limited,NL0010583399,2016-06-23,archive
0.58,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,NL0000337319,2016-06-23,archive
0.29,Aperam S.A.,Polar Asset Management Partners Inc.,LU0569974404,2016-06-23,archive
1.08,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-06-22,archive
0.47,Koninklijke BAM Groep N.V.,AHL Partners LLP,NL0000337319,2016-06-21,archive
0.47,TomTom N.V.,AHL Partners LLP,NL0000387058,2016-06-21,archive
0.81,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-06-21,archive
0.69,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-06-21,archive
1.21,Koninklijke Ahold Delhaize N.V.,Pine River Capital Management L.P.,NL0010672325,2016-06-21,archive
0.47,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",NL0000337319,2016-06-21,archive
0.81,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-21,archive
1.35,ArcelorMittal S.A.,"AQR Capital Management, LLC",LU0323134006,2016-06-20,archive
0.79,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-06-20,archive
0.67,Aperam S.A.,BNP Paribas S.A.,LU0569974404,2016-06-20,archive
1.38,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-06-20,archive
0.79,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,NL0000387058,2016-06-20,archive
0.6,Galapagos NV,Millennium International Management LP,BE0003818359,2016-06-20,archive
0.8,Aalberts N.V.,BlackRock Investment Management (UK) Limited,NL0000852564,2016-06-17,archive
1.09,Fugro N.V.,Marshall Wace LLP,NL0000352565,2016-06-17,archive
0.57,Galapagos NV,Millennium International Management LP,BE0003818359,2016-06-17,archive
0.58,Galapagos NV,Oxford Asset Management,BE0003818359,2016-06-17,archive
0.59,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-06-17,archive
3.26,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-16,archive
0.48,ASML Holding N.V.,"AQR Capital Management, LLC",NL0010273215,2016-06-16,archive
0.74,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-06-16,archive
0.48,Galapagos NV,Millennium International Management LP,BE0003818359,2016-06-16,archive
0.6,TomTom N.V.,"PDT Partners, LLC",NL0000387058,2016-06-16,archive
0.72,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-16,archive
3.45,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-15,archive
0.5,ASML Holding N.V.,"AQR Capital Management, LLC",NL0010273215,2016-06-15,archive
0.7,Brunel International N.V.,BlackRock Investment Management (UK) Limited,NL0010776944,2016-06-15,archive
0.5,Galapagos NV,Millennium International Management LP,BE0003818359,2016-06-15,archive
0.52,Koninklijke BAM Groep N.V.,"WorldQuant, LLC",NL0000337319,2016-06-15,archive
3.51,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-14,archive
0.71,Fugro N.V.,BlackRock Investment Management (UK) Limited,NL0000352565,2016-06-14,archive
3.75,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-13,archive
1.09,ArcelorMittal S.A.,"AQR Capital Management, LLC",LU0323134006,2016-06-13,archive
0.62,ARCADIS N.V.,BlackRock Investment Management (UK) Limited,NL0006237562,2016-06-13,archive
0.6,Koninklijke BAM Groep N.V.,BlackRock Investment Management (UK) Limited,NL0000337319,2016-06-13,archive
0.6,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-13,archive
3.87,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-10,archive
0.39,Koninklijke Ahold Delhaize N.V.,"Davidson Kempner European Partners, LLP",NL0010672325,2016-06-10,archive
0.86,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-06-10,archive
0.54,TomTom N.V.,"WorldQuant, LLC",NL0000387058,2016-06-10,archive
4.02,Aperam S.A.,Adage Capital Management L.P.,LU0569974404,2016-06-09,archive
0.5,Corbion N.V.,BlackRock Investment Management (UK) Limited,NL0010583399,2016-06-09,archive
1.1,SBM Offshore N.V.,Capital Fund Management S.A.,NL0000360618,2016-06-09,archive
1.46,SBM Offshore N.V.,"D.E. Shaw & Co., L.P.",NL0000360618,2016-06-09,archive
0.6,Koninklijke BAM Groep N.V.,"Davidson Kempner European Partners, LLP",NL0000337319,2016-06-09,archive
0.78,Fugro N.V.,UBS Asset Management (UK) Ltd.,NL0000352565,2016-06-09,archive
0.58,TomTom N.V.,AHL Partners LLP,NL0000387058,2016-06-08,archive
