position_date,isin,issuer_name,net_short_position,position_holder,source
2026-03-30,NL0013267909,Akzo Nobel N.V.,0.6,Marshall Wace LLP,current
2026-03-30,NL0011821392,Signify N.V.,1.87,Marshall Wace LLP,current
2026-03-30,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.59,Marshall Wace LLP,current
2026-03-30,NL0010391025,Pharming Group N.V.,0.58,Millennium International Management LP,current
2026-03-30,NL0012365084,NSI N.V.,0.61,Numeric Investors LLC,current
2026-03-30,NL00150003E1,Fugro N.V.,0.58,"PDT Partners, LLC",current
2026-03-30,NL0006237562,ARCADIS N.V.,0.99,Squarepoint Ops LLC,current
2026-03-30,CY0200751713,Theon International Plc,0.7,"Two Sigma Investments, LP",current
2026-03-30,NL0011821202,ING Groep N.V.,0.61,Viking Global Investors LP,current
2026-03-30,NL0015002IE0,Avantium N.V.,0.69,Voleon Capital Management LP,current
2026-03-27,NL0006237562,ARCADIS N.V.,0.9,"AQR Capital Management, LLC",current
2026-03-27,NL0010801007,IMCD N.V.,1.12,"Arrowstreet Capital, Limited Partnership",current
2026-03-27,NL0010801007,IMCD N.V.,1.09,"BlackRock Financial Management, Inc.",current
2026-03-27,NL0010801007,IMCD N.V.,0.51,Capital Fund Management S.A.,current
2026-03-27,NL0000379121,Randstad N.V.,0.59,Citadel Advisors LLC,current
2026-03-27,NL0006237562,ARCADIS N.V.,0.7,"D. E. Shaw & Co., L.P.",current
2026-03-27,NL0010391025,Pharming Group N.V.,0.59,"D. E. Shaw & Co., L.P.",current
2026-03-27,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.59,GLG Partners LP,current
2026-03-27,NL0000379121,Randstad N.V.,0.86,Marshall Wace LLP,current
2026-03-27,NL0000379121,Randstad N.V.,0.51,Millennium Capital (DIFC) Limited,current
2026-03-27,NL0013267909,Akzo Nobel N.V.,0.75,Millennium International Management LP,current
2026-03-27,NL0011821392,Signify N.V.,0.79,Qube Research & Technologies Ltd.,current
2026-03-27,NL0015002IE0,Avantium N.V.,0.73,Voleon Capital Management LP,current
2026-03-27,CY0200751713,Theon International Plc,0.52,Voleon Capital Management LP,current
2026-03-27,NL0011872650,Basic-Fit N.V.,0.6,Wellington Management International Ltd.,current
2026-03-26,NL0006237562,ARCADIS N.V.,0.69,"D. E. Shaw & Co., L.P.",current
2026-03-26,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.64,Ilex Capital Partners (UK) LLP,current
2026-03-26,NL0011821392,Signify N.V.,1.96,Marshall Wace LLP,current
2026-03-26,CY0200751713,Theon International Plc,1.14,Qube Research & Technologies Ltd.,current
2026-03-26,LU2290522684,InPost S.A.,1.5,"Two Sigma Investments, LP",current
2026-03-26,NL0010801007,IMCD N.V.,0.5,Voleon Capital Management LP,current
2026-03-26,NL0012817175,Alfen N.V.,2.92,"WorldQuant, LLC",current
2026-03-26,NL0010801007,IMCD N.V.,0.71,"WorldQuant, LLC",current
2026-03-25,NL0012969182,Adyen N.V.,0.8,"AQR Capital Management, LLC",current
2026-03-25,NL0013267909,Akzo Nobel N.V.,0.6,"AQR Capital Management, LLC",current
2026-03-25,JE00BRX98089,CVC Capital Partners plc,0.5,"AQR Capital Management, LLC",current
2026-03-25,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.6,GLG Partners LP,current
2026-03-25,CH1216478797,DSM-Firmenich AG,0.82,Ilex Capital Partners (UK) LLP,current
2026-03-25,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.57,Ilex Capital Partners (UK) LLP,current
2026-03-25,NL0011821392,Signify N.V.,0.81,Millennium Capital (DIFC) Limited,current
2026-03-25,NL0010801007,IMCD N.V.,0.6,Squarepoint Ops LLC,current
2026-03-25,NL0015002IE0,Avantium N.V.,0.86,Voleon Capital Management LP,current
2026-03-24,BE0003818359,Galapagos NV,0.69,"Arrowstreet Capital, Limited Partnership",current
2026-03-24,NL0010801007,IMCD N.V.,0.56,JPMorgan Asset Management (UK) Ltd.,current
2026-03-24,NL0010391025,Pharming Group N.V.,1.14,Lazard Asset Management LLC,current
2026-03-24,NL0000379121,Randstad N.V.,0.91,Marshall Wace LLP,current
2026-03-24,NL0011821392,Signify N.V.,2.0,Marshall Wace LLP,current
2026-03-24,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.6,Marshall Wace LLP,current
2026-03-24,NL0011821392,Signify N.V.,0.79,Millennium Capital (DIFC) Limited,current
2026-03-24,NL0010801007,IMCD N.V.,0.9,"PDT Partners, LLC",current
2026-03-24,JE00BRX98089,CVC Capital Partners plc,0.81,Qube Research & Technologies Ltd.,current
2026-03-24,NL0011821392,Signify N.V.,0.89,Qube Research & Technologies Ltd.,current
2026-03-24,NL0010801007,IMCD N.V.,0.59,Squarepoint Ops LLC,current
2026-03-24,LU2290522684,InPost S.A.,1.44,"Two Sigma Investments, LP",current
2026-03-24,CY0200751713,Theon International Plc,0.6,"Two Sigma Investments, LP",current
2026-03-24,NL0012817175,Alfen N.V.,2.0,Voleon Capital Management LP,current
2026-03-24,NL0015002IE0,Avantium N.V.,1.01,Voleon Capital Management LP,current
2026-03-23,NL0015000GX8,Envipco Holding N.V.,0.62,Actus Ray Partners Limited,current
2026-03-23,NL0012969182,Adyen N.V.,0.72,"AQR Capital Management, LLC",current
2026-03-23,NL0012817175,Alfen N.V.,0.64,"AQR Capital Management, LLC",current
2026-03-23,NL0010801007,IMCD N.V.,1.01,"Arrowstreet Capital, Limited Partnership",current
2026-03-23,NL0011821392,Signify N.V.,0.6,"BlackRock Financial Management, Inc.",current
2026-03-23,NL0011821392,Signify N.V.,1.19,Citadel Advisors Europe Limited,current
2026-03-23,NL0011821392,Signify N.V.,2.3,Citadel Advisors LLC,current
2026-03-23,NL0012817175,Alfen N.V.,1.18,"D. E. Shaw & Co., L.P.",current
2026-03-23,NL0009739416,PostNL N.V.,0.69,"D. E. Shaw & Co., L.P.",current
2026-03-23,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.51,GLG Partners LP,current
2026-03-23,NL0013267909,Akzo Nobel N.V.,0.78,Kintbury Capital LLP,current
2026-03-23,NL0009739416,PostNL N.V.,0.7,Marshall Wace LLP,current
2026-03-23,NL0013267909,Akzo Nobel N.V.,0.69,Millennium International Management LP,current
2026-03-23,NL0000379121,Randstad N.V.,0.5,"Point72 Europe (London), LLP",current
2026-03-23,CY0200751713,Theon International Plc,1.01,Qube Research & Technologies Ltd.,current
2026-03-23,NL0006237562,ARCADIS N.V.,1.05,Squarepoint Ops LLC,current
2026-03-23,NL0010801007,IMCD N.V.,0.6,Squarepoint Ops LLC,current
2026-03-23,LU2290522684,InPost S.A.,1.36,"Two Sigma Investments, LP",current
2026-03-23,NL0015002IE0,Avantium N.V.,1.16,Voleon Capital Management LP,current
2026-03-20,NL0013267909,Akzo Nobel N.V.,0.5,"BlackRock Advisors, LLC",current
2026-03-20,NL0011821392,Signify N.V.,0.58,"BlackRock Financial Management, Inc.",current
2026-03-20,NL0012969182,Adyen N.V.,0.7,Capital Fund Management S.A.,current
2026-03-20,NL0000379121,Randstad N.V.,0.67,Citadel Advisors LLC,current
2026-03-20,NL0012866412,BE Semiconductor Industries N.V.,0.59,"D. E. Shaw & Co., L.P.",current
2026-03-20,CH1216478797,DSM-Firmenich AG,0.75,Ilex Capital Partners (UK) LLP,current
2026-03-20,NL0013267909,Akzo Nobel N.V.,0.87,Kintbury Capital LLP,current
2026-03-20,NL0000379121,Randstad N.V.,0.83,Marshall Wace LLP,current
2026-03-20,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.52,Marshall Wace LLP,current
2026-03-20,NL0011821392,Signify N.V.,0.8,Millennium Capital (DIFC) Limited,current
2026-03-20,NL0010391025,Pharming Group N.V.,0.68,Millennium International Management LP,current
2026-03-20,NL0011821392,Signify N.V.,0.91,Qube Research & Technologies Ltd.,current
2026-03-20,CY0200751713,Theon International Plc,0.99,Qube Research & Technologies Ltd.,current
2026-03-20,NL0010801007,IMCD N.V.,0.57,Squarepoint Ops LLC,current
2026-03-20,NL0010801007,IMCD N.V.,0.81,"Two Sigma Investments, LP",current
2026-03-20,LU2290522684,InPost S.A.,1.26,"Two Sigma Investments, LP",current
2026-03-20,NL0011821202,ING Groep N.V.,0.51,Viking Global Investors LP,current
2026-03-19,NL0013267909,Akzo Nobel N.V.,1.31,AKO Capital LLP,current
2026-03-19,NL0012817175,Alfen N.V.,0.51,"AQR Capital Management, LLC",current
2026-03-19,NL0006237562,ARCADIS N.V.,0.8,"AQR Capital Management, LLC",current
2026-03-19,NL0013267909,Akzo Nobel N.V.,0.59,Marshall Wace LLP,current
2026-03-19,JE00BRX98089,CVC Capital Partners plc,0.6,Marshall Wace LLP,current
2026-03-19,NL0000379121,Randstad N.V.,0.73,Marshall Wace LLP,current
2026-03-19,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.43,Marshall Wace LLP,current
2026-03-19,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.52,Qube Research & Technologies Ltd.,current
2026-03-19,NL0015002IE0,Avantium N.V.,1.29,Voleon Capital Management LP,current
2026-03-19,NL0013332471,TomTom N.V.,0.61,Winton Capital Management Limited,current
2026-03-19,NL0012817175,Alfen N.V.,2.83,"WorldQuant, LLC",current
2026-03-19,NL0010801007,IMCD N.V.,0.6,"WorldQuant, LLC",current
2026-03-18,NL0012969182,Adyen N.V.,0.6,"AQR Capital Management, LLC",current
2026-03-18,NL0011821392,Signify N.V.,1.21,Citadel Advisors Europe Limited,current
2026-03-18,NL0013267909,Akzo Nobel N.V.,0.52,"Empyrean Capital Overseas Master Fund, Ltd",current
2026-03-18,CH1216478797,DSM-Firmenich AG,0.87,Ilex Capital Partners (UK) LLP,current
2026-03-18,CY0200751713,Theon International Plc,0.57,Qube Research & Technologies Ltd.,current
2026-03-18,LU2290522684,InPost S.A.,1.11,"Two Sigma Investments, LP",current
2026-03-18,NL0012817175,Alfen N.V.,1.97,Voleon Capital Management LP,current
2026-03-18,NL0015002IE0,Avantium N.V.,1.43,Voleon Capital Management LP,current
2026-03-18,NL0012817175,Alfen N.V.,2.98,"WorldQuant, LLC",current
2026-03-17,NL0013267909,Akzo Nobel N.V.,0.59,"AQR Capital Management, LLC",current
2026-03-17,NL0013267909,Akzo Nobel N.V.,0.91,Kintbury Capital LLP,current
2026-03-17,NL0013267909,Akzo Nobel N.V.,0.7,Millennium International Management LP,current
2026-03-17,JE00BRX98089,CVC Capital Partners plc,0.71,Qube Research & Technologies Ltd.,current
2026-03-16,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.3,Marshall Wace LLP,current
2026-03-16,NL0010801007,IMCD N.V.,0.8,"PDT Partners, LLC",current
2026-03-16,NL0010801007,IMCD N.V.,0.63,Squarepoint Ops LLC,current
2026-03-16,NL0012817175,Alfen N.V.,3.08,"WorldQuant, LLC",current
2026-03-13,NL0012969182,Adyen N.V.,0.52,"AQR Capital Management, LLC",current
2026-03-13,BE0003818359,Galapagos NV,0.77,"Arrowstreet Capital, Limited Partnership",current
2026-03-13,NL0000379121,Randstad N.V.,0.5,Citadel Advisors LLC,current
2026-03-13,CH1216478797,DSM-Firmenich AG,0.98,Ilex Capital Partners (UK) LLP,current
2026-03-13,JE00BRX98089,CVC Capital Partners plc,0.52,Marshall Wace LLP,current
2026-03-13,NL0009269109,Koninklijke Heijmans N.V.,0.5,Marshall Wace LLP,current
2026-03-13,NL0000379121,Randstad N.V.,0.61,Marshall Wace LLP,current
2026-03-13,NL0013267909,Akzo Nobel N.V.,0.6,Millennium International Management LP,current
2026-03-13,NL0010391025,Pharming Group N.V.,0.75,Millennium International Management LP,current
2026-03-13,NL0015002IE0,Avantium N.V.,1.56,Voleon Capital Management LP,current
2026-03-13,NL0012817175,Alfen N.V.,3.14,"WorldQuant, LLC",current
2026-03-13,NL0010801007,IMCD N.V.,0.52,"WorldQuant, LLC",current
2026-03-12,NL0015000GX8,Envipco Holding N.V.,0.54,Actus Ray Partners Limited,current
2026-03-12,NL0013267909,Akzo Nobel N.V.,0.64,Albar Capital Partners LLP,current
2026-03-12,NL0011821392,Signify N.V.,0.65,Canada Pension Plan Investment Board,current
2026-03-12,NL0010801007,IMCD N.V.,0.64,JPMorgan Asset Management (UK) Ltd.,current
2026-03-12,NL0010391025,Pharming Group N.V.,0.69,Millennium International Management LP,current
2026-03-12,NL0006237562,ARCADIS N.V.,1.1,Squarepoint Ops LLC,current
2026-03-12,NL0010801007,IMCD N.V.,0.5,Squarepoint Ops LLC,current
2026-03-11,NL0011821392,Signify N.V.,0.57,Canada Pension Plan Investment Board,current
2026-03-11,NL0012969182,Adyen N.V.,0.6,Capital Fund Management S.A.,current
2026-03-11,NL0011821392,Signify N.V.,2.24,Citadel Advisors LLC,current
2026-03-11,NL0012866412,BE Semiconductor Industries N.V.,0.69,"D. E. Shaw & Co., L.P.",current
2026-03-11,NL0013267909,Akzo Nobel N.V.,0.63,Marshall Wace LLP,current
2026-03-11,NL0011821392,Signify N.V.,1.91,Marshall Wace LLP,current
2026-03-10,NL0011821392,Signify N.V.,2.17,Citadel Advisors LLC,current
2026-03-10,LU2290522684,InPost S.A.,0.59,"Connor, Clark & Lunn Investment Management Ltd.",current
2026-03-10,NL0012866412,BE Semiconductor Industries N.V.,0.7,"D. E. Shaw & Co., L.P.",current
2026-03-10,NL0013267909,Akzo Nobel N.V.,0.86,Kintbury Capital LLP,current
2026-03-10,NL0010391025,Pharming Group N.V.,0.96,Lazard Asset Management LLC,current
2026-03-10,NL0013267909,Akzo Nobel N.V.,0.59,Marshall Wace LLP,current
2026-03-10,NL0000009082,Koninklijke KPN N.V.,0.72,Marshall Wace LLP,current
2026-03-10,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.21,Marshall Wace LLP,current
2026-03-10,NL0010391025,Pharming Group N.V.,0.79,Millennium International Management LP,current
2026-03-10,LU2290522684,InPost S.A.,1.03,"Two Sigma Investments, LP",current
2026-03-10,NL0013332471,TomTom N.V.,0.52,Winton Capital Management Limited,current
2026-03-09,NL0010801007,IMCD N.V.,0.72,Acadian Asset Management LLC.,current
2026-03-09,NL0013267909,Akzo Nobel N.V.,1.21,AKO Capital LLP,current
2026-03-09,NL0012969182,Adyen N.V.,0.51,Capital Fund Management S.A.,current
2026-03-09,NL0011821392,Signify N.V.,1.18,Citadel Advisors Europe Limited,current
2026-03-09,NL0009739416,PostNL N.V.,0.69,Citadel Advisors LLC,current
2026-03-09,NL0011821392,Signify N.V.,2.06,Citadel Advisors LLC,current
2026-03-09,NL0012817175,Alfen N.V.,1.29,"D. E. Shaw & Co., L.P.",current
2026-03-09,NL0010801007,IMCD N.V.,0.5,"D. E. Shaw & Co., L.P.",current
2026-03-09,NL0013267909,Akzo Nobel N.V.,0.51,Millennium International Management LP,current
2026-03-09,NL0010801007,IMCD N.V.,0.71,"Two Sigma Investments, LP",current
2026-03-09,NL0011872650,Basic-Fit N.V.,0.51,Wellington Management International Ltd.,current
2026-03-06,NL0013267909,Akzo Nobel N.V.,0.67,"AQR Capital Management, LLC",current
2026-03-06,NL0015000IY2,Universal Music Group N.V.,0.6,"AQR Capital Management, LLC",current
2026-03-06,BE0003818359,Galapagos NV,0.89,"Arrowstreet Capital, Limited Partnership",current
2026-03-06,NL0010801007,IMCD N.V.,0.7,"BlackRock Advisors, LLC",current
2026-03-06,NL0011821392,Signify N.V.,1.88,Citadel Advisors LLC,current
2026-03-06,NL00150003E1,Fugro N.V.,0.81,JPMorgan Asset Management (UK) Ltd.,current
2026-03-06,NL0010391025,Pharming Group N.V.,0.61,Millennium International Management LP,current
2026-03-06,NL0006237562,ARCADIS N.V.,1.09,Squarepoint Ops LLC,current
2026-03-06,NL00150003E1,Fugro N.V.,0.59,Voleon Capital Management LP,current
2026-03-05,NL0010801007,IMCD N.V.,1.1,"BlackRock Financial Management, Inc.",current
2026-03-05,NL0000289213,Wereldhave N.V.,0.63,Citadel Advisors LLC,current
2026-03-05,NL0000379121,Randstad N.V.,0.5,Marshall Wace LLP,current
2026-03-05,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.11,Marshall Wace LLP,current
2026-03-05,NL0010391025,Pharming Group N.V.,0.55,Millennium International Management LP,current
2026-03-05,JE00BRX98089,CVC Capital Partners plc,0.6,Qube Research & Technologies Ltd.,current
2026-03-05,CY0200751713,Theon International Plc,0.64,Qube Research & Technologies Ltd.,current
2026-03-04,NL0010801007,IMCD N.V.,0.61,Acadian Asset Management LLC.,current
2026-03-04,NL0000852564,Aalberts N.V.,0.52,"AQR Capital Management, LLC",current
2026-03-04,NL0011821392,Signify N.V.,1.03,"AQR Capital Management, LLC",current
2026-03-04,NL0010801007,IMCD N.V.,1.06,"BlackRock Financial Management, Inc.",current
2026-03-04,NL0009739416,PostNL N.V.,0.7,Citadel Advisors LLC,current
2026-03-04,NL0000009082,Koninklijke KPN N.V.,0.64,Marshall Wace LLP,current
2026-03-04,NL0011821392,Signify N.V.,1.87,Marshall Wace LLP,current
2026-03-04,NL0010801007,IMCD N.V.,0.71,"PDT Partners, LLC",current
2026-03-04,NL0011821392,Signify N.V.,0.8,"PDT Partners, LLC",current
2026-03-04,CY0200751713,Theon International Plc,0.59,Qube Research & Technologies Ltd.,current
2026-03-04,LU2290522684,InPost S.A.,0.9,"Two Sigma Investments, LP",current
2026-03-03,CH1216478797,DSM-Firmenich AG,1.03,Ilex Capital Partners (UK) LLP,current
2026-03-03,NL0010391025,Pharming Group N.V.,0.77,Lazard Asset Management LLC,current
2026-03-03,NL0009739416,PostNL N.V.,0.69,Marshall Wace LLP,current
2026-03-03,NL0011821392,Signify N.V.,1.92,Marshall Wace LLP,current
2026-03-03,NL0012365084,NSI N.V.,0.52,Numeric Investors LLC,current
2026-03-03,NL0011821392,Signify N.V.,0.55,Premier Miton Group plc,current
2026-03-03,CY0200751713,Theon International Plc,0.6,Qube Research & Technologies Ltd.,current
2026-03-03,NL0012817175,Alfen N.V.,2.01,Voleon Capital Management LP,current
2026-03-03,NL0015002IE0,Avantium N.V.,1.68,Voleon Capital Management LP,current
2026-03-02,BE0003818359,Galapagos NV,0.98,"Arrowstreet Capital, Limited Partnership",current
2026-03-02,NL0011821392,Signify N.V.,1.7,Citadel Advisors LLC,current
2026-03-02,NL0012866412,BE Semiconductor Industries N.V.,0.69,"D. E. Shaw & Co., L.P.",current
2026-03-02,NL0000395903,Wolters Kluwer N.V.,0.7,"D. E. Shaw & Co., L.P.",current
2026-03-02,CY0200751713,Theon International Plc,0.59,"Two Sigma Investments, LP",current
2026-03-02,NL0012817175,Alfen N.V.,1.95,Voleon Capital Management LP,current
2026-03-02,NL00150003E1,Fugro N.V.,0.66,Voleon Capital Management LP,current
2026-03-02,NL0006237562,ARCADIS N.V.,0.5,White Creek Capital LLP,current
2026-02-27,NL0010801007,IMCD N.V.,0.69,"BlackRock Advisors, LLC",current
2026-02-27,NL0010801007,IMCD N.V.,1.18,"BlackRock Financial Management, Inc.",current
2026-02-27,NL0015002K83,Havas N.V.,0.5,Citadel Advisors LLC,current
2026-02-27,NL0000009082,Koninklijke KPN N.V.,0.51,Marshall Wace LLP,current
2026-02-27,NL0011821392,Signify N.V.,1.88,Marshall Wace LLP,current
2026-02-27,LU2290522684,InPost S.A.,0.81,"Two Sigma Investments, LP",current
2026-02-27,NL00150003E1,Fugro N.V.,0.7,Voleon Capital Management LP,current
2026-02-26,NL0006237562,ARCADIS N.V.,0.71,"AQR Capital Management, LLC",current
2026-02-26,BE0003818359,Galapagos NV,1.05,"Arrowstreet Capital, Limited Partnership",current
2026-02-26,NL0011821392,Signify N.V.,1.0,Citadel Advisors Europe Limited,current
2026-02-26,NL0012817175,Alfen N.V.,1.38,"D. E. Shaw & Co., L.P.",current
2026-02-26,NL0011821392,Signify N.V.,1.9,Marshall Wace LLP,current
2026-02-26,NL0015002MS2,The Magnum Ice Cream Company N.V.,1.01,Marshall Wace LLP,current
2026-02-26,NL00150003E1,Fugro N.V.,0.66,"PDT Partners, LLC",current
2026-02-26,NL0011821392,Signify N.V.,0.78,"PDT Partners, LLC",current
2026-02-26,NL0015002IE0,Avantium N.V.,1.78,Voleon Capital Management LP,current
2026-02-25,NL0013267909,Akzo Nobel N.V.,1.14,AKO Capital LLP,current
2026-02-25,CH1216478797,DSM-Firmenich AG,1.12,Ilex Capital Partners (UK) LLP,current
2026-02-25,NL0013267909,Akzo Nobel N.V.,1.24,UBS Asset Management (Americas) LLC,current
2026-02-24,NL0010801007,IMCD N.V.,1.29,"BlackRock Financial Management, Inc.",current
2026-02-24,NL0006237562,ARCADIS N.V.,0.7,"D. E. Shaw & Co., L.P.",current
2026-02-24,NL0013267909,Akzo Nobel N.V.,1.31,Davidson Kempner Capital Management LP,current
2026-02-24,NL0013267909,Akzo Nobel N.V.,0.61,Marshall Wace LLP,current
2026-02-24,NL0015002IE0,Avantium N.V.,1.85,Voleon Capital Management LP,current
2026-02-23,NL0009739416,PostNL N.V.,0.61,Citadel Advisors LLC,current
2026-02-23,NL0011821392,Signify N.V.,1.63,Citadel Advisors LLC,current
2026-02-23,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.91,Marshall Wace LLP,current
2026-02-23,NL0011821392,Signify N.V.,0.8,"PDT Partners, LLC",current
2026-02-20,NL0011821392,Signify N.V.,1.58,Citadel Advisors LLC,current
2026-02-20,NL0000395903,Wolters Kluwer N.V.,0.6,"D. E. Shaw & Co., L.P.",current
2026-02-20,GB00BP6MXD84,Shell plc,0.7,"Elliott Investment Management, L.P",current
2026-02-20,NL0011821392,Signify N.V.,1.84,Marshall Wace LLP,current
2026-02-20,NL0006237562,ARCADIS N.V.,1.17,Squarepoint Ops LLC,current
2026-02-19,NL0012817175,Alfen N.V.,1.48,"D. E. Shaw & Co., L.P.",current
2026-02-19,NL0006237562,ARCADIS N.V.,0.62,"D. E. Shaw & Co., L.P.",current
2026-02-19,LU2290522684,InPost S.A.,0.7,"Two Sigma Investments, LP",current
2026-02-19,NL0012817175,Alfen N.V.,1.84,Voleon Capital Management LP,current
2026-02-19,NL0015002IE0,Avantium N.V.,1.97,Voleon Capital Management LP,current
2026-02-18,NL0010801007,IMCD N.V.,1.39,"BlackRock Financial Management, Inc.",current
2026-02-18,NL0011821392,Signify N.V.,1.62,Citadel Advisors LLC,current
2026-02-18,NL0013267909,Akzo Nobel N.V.,1.23,Davidson Kempner Capital Management LP,current
2026-02-18,NL0010801007,IMCD N.V.,0.72,JPMorgan Asset Management (UK) Ltd.,current
2026-02-18,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.81,Marshall Wace LLP,current
2026-02-18,NL0010801007,IMCD N.V.,0.63,"PDT Partners, LLC",current
2026-02-18,NL0013267909,Akzo Nobel N.V.,1.1,UBS Asset Management (Americas) LLC,current
2026-02-18,NL0012817175,Alfen N.V.,1.77,Voleon Capital Management LP,current
2026-02-18,NL0012817175,Alfen N.V.,3.25,"WorldQuant, LLC",current
2026-02-17,NL0000289213,Wereldhave N.V.,0.58,Citadel Advisors LLC,current
2026-02-17,NL0000395903,Wolters Kluwer N.V.,0.59,"D. E. Shaw & Co., L.P.",current
2026-02-17,NL0011821392,Signify N.V.,0.92,Eleva Capital SAS,current
2026-02-17,CH1216478797,DSM-Firmenich AG,1.07,Ilex Capital Partners (UK) LLP,current
2026-02-17,NL0013267909,Akzo Nobel N.V.,1.06,UBS Asset Management (Americas) LLC,current
2026-02-17,NL0012817175,Alfen N.V.,1.68,Voleon Capital Management LP,current
2026-02-17,NL00150003E1,Fugro N.V.,0.6,Voleon Capital Management LP,current
2026-02-17,NL0012817175,Alfen N.V.,3.11,"WorldQuant, LLC",current
2026-02-16,NL0000289213,Wereldhave N.V.,0.6,Citadel Advisors LLC,current
2026-02-16,NL0000395903,Wolters Kluwer N.V.,0.6,"D. E. Shaw & Co., L.P.",current
2026-02-16,CH1216478797,DSM-Firmenich AG,1.12,Ilex Capital Partners (UK) LLP,current
2026-02-16,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.7,Marshall Wace LLP,current
2026-02-16,NL0015002IE0,Avantium N.V.,2.09,Voleon Capital Management LP,current
2026-02-13,NL0013267909,Akzo Nobel N.V.,0.74,"AQR Capital Management, LLC",current
2026-02-13,LU2290522684,InPost S.A.,0.68,"Connor, Clark & Lunn Investment Management Ltd.",current
2026-02-13,NL0000395903,Wolters Kluwer N.V.,0.59,"D. E. Shaw & Co., L.P.",current
2026-02-13,NL0009739416,PostNL N.V.,0.79,Marshall Wace LLP,current
2026-02-13,NL0011821392,Signify N.V.,1.71,Marshall Wace LLP,current
2026-02-13,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.68,Marshall Wace LLP,current
2026-02-13,CY0200751713,Theon International Plc,0.61,"Two Sigma Investments, LP",current
2026-02-13,NL0012817175,Alfen N.V.,1.51,Voleon Capital Management LP,current
2026-02-13,NL0012817175,Alfen N.V.,3.01,"WorldQuant, LLC",current
2026-02-12,NL0010801007,IMCD N.V.,0.73,"BlackRock Advisors, LLC",current
2026-02-12,NL0010801007,IMCD N.V.,1.45,"BlackRock Financial Management, Inc.",current
2026-02-12,NL0011821392,Signify N.V.,1.58,Citadel Advisors LLC,current
2026-02-12,CH1216478797,DSM-Firmenich AG,1.38,Ilex Capital Partners (UK) LLP,current
2026-02-12,NL0015002MS2,The Magnum Ice Cream Company N.V.,0.5,Marshall Wace LLP,current
2026-02-12,NL0011821392,Signify N.V.,0.78,"PDT Partners, LLC",current
2026-02-12,LU2290522684,InPost S.A.,0.6,"Two Sigma Investments, LP",current
2026-02-12,NL0013267909,Akzo Nobel N.V.,0.94,UBS Asset Management (Americas) LLC,current
2026-02-12,NL0012817175,Alfen N.V.,1.43,Voleon Capital Management LP,current
2026-02-12,NL0012817175,Alfen N.V.,2.9,"WorldQuant, LLC",current
2026-02-11,NL0010801007,IMCD N.V.,0.5,Acadian Asset Management LLC.,current
2026-02-11,NL0013267909,Akzo Nobel N.V.,1.08,AKO Capital LLP,current
2026-02-11,NL0010801007,IMCD N.V.,0.9,"BlackRock Advisors, LLC",current
2026-02-11,NL0012817175,Alfen N.V.,1.57,"D. E. Shaw & Co., L.P.",current
2026-02-11,NL0010801007,IMCD N.V.,0.6,"Two Sigma Investments, LP",current
2026-02-11,NL0013267909,Akzo Nobel N.V.,0.86,UBS Asset Management (Americas) LLC,current
2026-02-11,NL0012817175,Alfen N.V.,1.39,Voleon Capital Management LP,current
2026-02-10,NL0000289213,Wereldhave N.V.,0.58,Citadel Advisors LLC,current
2026-02-10,NL0009739416,PostNL N.V.,0.79,"D. E. Shaw & Co., L.P.",current
2026-02-10,NL0013267909,Akzo Nobel N.V.,1.1,Davidson Kempner Capital Management LP,current
2026-02-10,NL0013267909,Akzo Nobel N.V.,0.57,Marshall Wace LLP,current
2026-02-10,NL0011821392,Signify N.V.,1.64,Marshall Wace LLP,current
2026-02-10,CY0200751713,Theon International Plc,0.5,Qube Research & Technologies Ltd.,current
2026-02-10,NL0006237562,ARCADIS N.V.,1.09,Squarepoint Ops LLC,current
2026-02-10,NL0012817175,Alfen N.V.,1.41,Voleon Capital Management LP,current
2026-02-10,NL0015002IE0,Avantium N.V.,2.16,Voleon Capital Management LP,current
2026-02-09,NL0015002IE0,Avantium N.V.,2.26,Voleon Capital Management LP,current
2026-02-06,NL0009739416,PostNL N.V.,0.59,Citadel Advisors LLC,current
2026-02-06,NL0010391025,Pharming Group N.V.,0.6,"D. E. Shaw & Co., L.P.",current
2026-02-06,NL0011872650,Basic-Fit N.V.,1.59,JPMorgan Asset Management (UK) Ltd.,current
2026-02-06,NL0010801007,IMCD N.V.,0.5,"PDT Partners, LLC",current
2026-02-05,NL0006237562,ARCADIS N.V.,0.6,"AQR Capital Management, LLC",current
