issuer_name,position_date,position_holder,net_short_position,isin,source
Akzo Nobel N.V.,2026-04-22,Davidson Kempner Capital Management LP,1.55,NL0013267909,current
Fugro N.V.,2026-04-22,JPMorgan Asset Management (UK) Ltd.,1.73,NL00150003E1,current
Signify N.V.,2026-04-22,Marshall Wace LLP,1.76,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-04-22,Marshall Wace LLP,1.09,NL0015002MS2,current
Adyen N.V.,2026-04-21,"AQR Capital Management, LLC",1.3,NL0012969182,current
Signify N.V.,2026-04-21,Canada Pension Plan Investment Board,0.91,NL0011821392,current
Signify N.V.,2026-04-21,Citadel Advisors LLC,1.82,NL0011821392,current
Wereldhave N.V.,2026-04-21,Citadel Advisors LLC,0.7,NL0000289213,current
Fugro N.V.,2026-04-21,JPMorgan Asset Management (UK) Ltd.,1.56,NL00150003E1,current
Signify N.V.,2026-04-21,"PDT Partners, LLC",0.88,NL0011821392,current
ARCADIS N.V.,2026-04-21,White Creek Capital LLP,0.61,NL0006237562,current
Adyen N.V.,2026-04-20,"AQR Capital Management, LLC",1.29,NL0012969182,current
Signify N.V.,2026-04-20,Canada Pension Plan Investment Board,0.87,NL0011821392,current
Signify N.V.,2026-04-20,Citadel Advisors LLC,2.0,NL0011821392,current
Basic-Fit N.V.,2026-04-20,"D. E. Shaw & Co., L.P.",1.06,NL0011872650,current
Fugro N.V.,2026-04-20,JPMorgan Asset Management (UK) Ltd.,1.45,NL00150003E1,current
Basic-Fit N.V.,2026-04-20,Linden Advisors LP,0.7,NL0011872650,current
Akzo Nobel N.V.,2026-04-20,"O'Connor Alternative Investments, LLC",1.16,NL0013267909,current
ARCADIS N.V.,2026-04-20,White Creek Capital LLP,0.57,NL0006237562,current
IMCD N.V.,2026-04-17,"BlackRock Financial Management, Inc.",0.89,NL0010801007,current
Signify N.V.,2026-04-17,Citadel Advisors LLC,2.22,NL0011821392,current
Sligro Food Group N.V.,2026-04-17,Citadel Advisors LLC,0.71,NL0000817179,current
Basic-Fit N.V.,2026-04-17,"D. E. Shaw & Co., L.P.",1.12,NL0011872650,current
Akzo Nobel N.V.,2026-04-17,Davidson Kempner Capital Management LP,1.41,NL0013267909,current
Basic-Fit N.V.,2026-04-17,Fosse Capital Partners LLP,1.02,NL0011872650,current
Fugro N.V.,2026-04-17,JPMorgan Asset Management (UK) Ltd.,1.06,NL00150003E1,current
IMCD N.V.,2026-04-17,JPMorgan Asset Management (UK) Ltd.,0.91,NL0010801007,current
TomTom N.V.,2026-04-17,JPMorgan Asset Management (UK) Ltd.,1.22,NL0013332471,current
Basic-Fit N.V.,2026-04-17,Linden Advisors LP,0.59,NL0011872650,current
PostNL N.V.,2026-04-17,Marshall Wace LLP,0.81,NL0009739416,current
Signify N.V.,2026-04-17,"PDT Partners, LLC",0.9,NL0011821392,current
Basic-Fit N.V.,2026-04-17,Sculptor Capital Management Europe Limited,0.6,NL0011872650,current
InPost S.A.,2026-04-17,"Two Sigma Investments, LP",1.47,LU2290522684,current
Adyen N.V.,2026-04-16,"AQR Capital Management, LLC",1.3,NL0012969182,current
Signify N.V.,2026-04-16,Citadel Advisors LLC,2.32,NL0011821392,current
IMCD N.V.,2026-04-16,JPMorgan Asset Management (UK) Ltd.,0.85,NL0010801007,current
Pharming Group N.V.,2026-04-16,Lazard Asset Management LLC,1.18,NL0010391025,current
DSM-Firmenich AG,2026-04-15,Ilex Capital Partners (UK) LLP,1.23,CH1216478797,current
IMCD N.V.,2026-04-15,JPMorgan Asset Management (UK) Ltd.,0.76,NL0010801007,current
Pharming Group N.V.,2026-04-15,Lazard Asset Management LLC,1.2,NL0010391025,current
Signify N.V.,2026-04-15,Marshall Wace LLP,1.82,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-04-15,Marshall Wace LLP,1.15,NL0015002MS2,current
IMCD N.V.,2026-04-14,"BlackRock Financial Management, Inc.",0.97,NL0010801007,current
Basic-Fit N.V.,2026-04-14,Fosse Capital Partners LLP,1.23,NL0011872650,current
IMCD N.V.,2026-04-14,JPMorgan Asset Management (UK) Ltd.,0.66,NL0010801007,current
The Magnum Ice Cream Company N.V.,2026-04-14,Marshall Wace LLP,1.22,NL0015002MS2,current
PostNL N.V.,2026-04-14,"PDT Partners, LLC",0.5,NL0009739416,current
Adyen N.V.,2026-04-13,"AQR Capital Management, LLC",1.21,NL0012969182,current
ARCADIS N.V.,2026-04-13,"AQR Capital Management, LLC",1.01,NL0006237562,current
CVC Capital Partners plc,2026-04-13,"AQR Capital Management, LLC",0.71,JE00BRX98089,current
Sligro Food Group N.V.,2026-04-13,Citadel Advisors LLC,0.61,NL0000817179,current
IMCD N.V.,2026-04-13,"PDT Partners, LLC",0.89,NL0010801007,current
Wolters Kluwer N.V.,2026-04-10,"D. E. Shaw & Co., L.P.",0.8,NL0000395903,current
The Magnum Ice Cream Company N.V.,2026-04-10,Marshall Wace LLP,1.38,NL0015002MS2,current
IMCD N.V.,2026-04-10,"PDT Partners, LLC",0.9,NL0010801007,current
Adyen N.V.,2026-04-09,"AQR Capital Management, LLC",1.13,NL0012969182,current
Signify N.V.,2026-04-09,Citadel Advisors LLC,2.42,NL0011821392,current
DSM-Firmenich AG,2026-04-09,Ilex Capital Partners (UK) LLP,1.0,CH1216478797,current
NSI N.V.,2026-04-09,Numeric Investors LLC,0.71,NL0012365084,current
IMCD N.V.,2026-04-09,"PDT Partners, LLC",0.89,NL0010801007,current
Aalberts N.V.,2026-04-08,"AQR Capital Management, LLC",0.61,NL0000852564,current
Signify N.V.,2026-04-08,"AQR Capital Management, LLC",1.22,NL0011821392,current
Signify N.V.,2026-04-08,Citadel Advisors LLC,2.39,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-04-08,Qube Research & Technologies Ltd.,0.5,NL0015002MS2,current
IMCD N.V.,2026-04-08,"Two Sigma Investments, LP",0.79,NL0010801007,current
IMCD N.V.,2026-04-07,"BlackRock Advisors, LLC",0.66,NL0010801007,current
IMCD N.V.,2026-04-07,"BlackRock Financial Management, Inc.",1.0,NL0010801007,current
IMCD N.V.,2026-04-07,Capital Fund Management S.A.,0.76,NL0010801007,current
Signify N.V.,2026-04-07,Citadel Advisors LLC,2.41,NL0011821392,current
ARCADIS N.V.,2026-04-07,"D. E. Shaw & Co., L.P.",0.69,NL0006237562,current
The Magnum Ice Cream Company N.V.,2026-04-07,Marshall Wace LLP,1.46,NL0015002MS2,current
Adyen N.V.,2026-04-02,"AQR Capital Management, LLC",1.0,NL0012969182,current
CVC Capital Partners plc,2026-04-02,"AQR Capital Management, LLC",0.61,JE00BRX98089,current
IMCD N.V.,2026-04-02,"BlackRock Financial Management, Inc.",0.99,NL0010801007,current
Sligro Food Group N.V.,2026-04-02,Citadel Advisors LLC,0.5,NL0000817179,current
ARCADIS N.V.,2026-04-02,"D. E. Shaw & Co., L.P.",0.7,NL0006237562,current
Basic-Fit N.V.,2026-04-02,Eleva Capital SAS,0.62,NL0011872650,current
Signify N.V.,2026-04-01,"AQR Capital Management, LLC",1.1,NL0011821392,current
IMCD N.V.,2026-04-01,"Arrowstreet Capital, Limited Partnership",1.21,NL0010801007,current
Signify N.V.,2026-04-01,Canada Pension Plan Investment Board,0.74,NL0011821392,current
Signify N.V.,2026-04-01,Citadel Advisors LLC,2.36,NL0011821392,current
ARCADIS N.V.,2026-04-01,"D. E. Shaw & Co., L.P.",0.69,NL0006237562,current
Basic-Fit N.V.,2026-04-01,Eleva Capital SAS,0.5,NL0011872650,current
Signify N.V.,2026-04-01,Marshall Wace LLP,1.79,NL0011821392,current
IMCD N.V.,2026-03-31,Capital Fund Management S.A.,0.62,NL0010801007,current
Signify N.V.,2026-03-31,Citadel Advisors LLC,2.4,NL0011821392,current
Signify N.V.,2026-03-31,Eleva Capital SAS,1.21,NL0011821392,current
Adyen N.V.,2026-03-30,"AQR Capital Management, LLC",0.9,NL0012969182,current
Signify N.V.,2026-03-30,Eleva Capital SAS,1.05,NL0011821392,current
DSM-Firmenich AG,2026-03-30,Ilex Capital Partners (UK) LLP,0.91,CH1216478797,current
Signify N.V.,2026-03-30,Marshall Wace LLP,1.87,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-03-30,Marshall Wace LLP,1.59,NL0015002MS2,current
NSI N.V.,2026-03-30,Numeric Investors LLC,0.61,NL0012365084,current
Theon International Plc,2026-03-30,"Two Sigma Investments, LP",0.7,CY0200751713,current
ARCADIS N.V.,2026-03-27,"AQR Capital Management, LLC",0.9,NL0006237562,current
IMCD N.V.,2026-03-27,"Arrowstreet Capital, Limited Partnership",1.12,NL0010801007,current
IMCD N.V.,2026-03-27,"BlackRock Financial Management, Inc.",1.09,NL0010801007,current
IMCD N.V.,2026-03-27,Capital Fund Management S.A.,0.51,NL0010801007,current
ARCADIS N.V.,2026-03-27,"D. E. Shaw & Co., L.P.",0.7,NL0006237562,current
ARCADIS N.V.,2026-03-26,"D. E. Shaw & Co., L.P.",0.69,NL0006237562,current
Signify N.V.,2026-03-26,Marshall Wace LLP,1.96,NL0011821392,current
InPost S.A.,2026-03-26,"Two Sigma Investments, LP",1.5,LU2290522684,current
Adyen N.V.,2026-03-25,"AQR Capital Management, LLC",0.8,NL0012969182,current
CVC Capital Partners plc,2026-03-25,"AQR Capital Management, LLC",0.5,JE00BRX98089,current
DSM-Firmenich AG,2026-03-25,Ilex Capital Partners (UK) LLP,0.82,CH1216478797,current
IMCD N.V.,2026-03-24,JPMorgan Asset Management (UK) Ltd.,0.56,NL0010801007,current
Pharming Group N.V.,2026-03-24,Lazard Asset Management LLC,1.14,NL0010391025,current
Signify N.V.,2026-03-24,Marshall Wace LLP,2.0,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-03-24,Marshall Wace LLP,1.6,NL0015002MS2,current
IMCD N.V.,2026-03-24,"PDT Partners, LLC",0.9,NL0010801007,current
InPost S.A.,2026-03-24,"Two Sigma Investments, LP",1.44,LU2290522684,current
Theon International Plc,2026-03-24,"Two Sigma Investments, LP",0.6,CY0200751713,current
Adyen N.V.,2026-03-23,"AQR Capital Management, LLC",0.72,NL0012969182,current
IMCD N.V.,2026-03-23,"Arrowstreet Capital, Limited Partnership",1.01,NL0010801007,current
Signify N.V.,2026-03-23,"BlackRock Financial Management, Inc.",0.6,NL0011821392,current
Signify N.V.,2026-03-23,Citadel Advisors LLC,2.3,NL0011821392,current
PostNL N.V.,2026-03-23,Marshall Wace LLP,0.7,NL0009739416,current
InPost S.A.,2026-03-23,"Two Sigma Investments, LP",1.36,LU2290522684,current
Signify N.V.,2026-03-20,"BlackRock Financial Management, Inc.",0.58,NL0011821392,current
DSM-Firmenich AG,2026-03-20,Ilex Capital Partners (UK) LLP,0.75,CH1216478797,current
The Magnum Ice Cream Company N.V.,2026-03-20,Marshall Wace LLP,1.52,NL0015002MS2,current
IMCD N.V.,2026-03-20,"Two Sigma Investments, LP",0.81,NL0010801007,current
InPost S.A.,2026-03-20,"Two Sigma Investments, LP",1.26,LU2290522684,current
ARCADIS N.V.,2026-03-19,"AQR Capital Management, LLC",0.8,NL0006237562,current
CVC Capital Partners plc,2026-03-19,Marshall Wace LLP,0.6,JE00BRX98089,current
The Magnum Ice Cream Company N.V.,2026-03-19,Marshall Wace LLP,1.43,NL0015002MS2,current
Adyen N.V.,2026-03-18,"AQR Capital Management, LLC",0.6,NL0012969182,current
DSM-Firmenich AG,2026-03-18,Ilex Capital Partners (UK) LLP,0.87,CH1216478797,current
InPost S.A.,2026-03-18,"Two Sigma Investments, LP",1.11,LU2290522684,current
The Magnum Ice Cream Company N.V.,2026-03-16,Marshall Wace LLP,1.3,NL0015002MS2,current
IMCD N.V.,2026-03-16,"PDT Partners, LLC",0.8,NL0010801007,current
Adyen N.V.,2026-03-13,"AQR Capital Management, LLC",0.52,NL0012969182,current
DSM-Firmenich AG,2026-03-13,Ilex Capital Partners (UK) LLP,0.98,CH1216478797,current
CVC Capital Partners plc,2026-03-13,Marshall Wace LLP,0.52,JE00BRX98089,current
Signify N.V.,2026-03-12,Canada Pension Plan Investment Board,0.65,NL0011821392,current
IMCD N.V.,2026-03-12,JPMorgan Asset Management (UK) Ltd.,0.64,NL0010801007,current
Signify N.V.,2026-03-11,Canada Pension Plan Investment Board,0.57,NL0011821392,current
Signify N.V.,2026-03-11,Citadel Advisors LLC,2.24,NL0011821392,current
Signify N.V.,2026-03-11,Marshall Wace LLP,1.91,NL0011821392,current
Signify N.V.,2026-03-10,Citadel Advisors LLC,2.17,NL0011821392,current
Pharming Group N.V.,2026-03-10,Lazard Asset Management LLC,0.96,NL0010391025,current
The Magnum Ice Cream Company N.V.,2026-03-10,Marshall Wace LLP,1.21,NL0015002MS2,current
InPost S.A.,2026-03-10,"Two Sigma Investments, LP",1.03,LU2290522684,current
Signify N.V.,2026-03-09,Citadel Advisors LLC,2.06,NL0011821392,current
IMCD N.V.,2026-03-09,"Two Sigma Investments, LP",0.71,NL0010801007,current
IMCD N.V.,2026-03-06,"BlackRock Advisors, LLC",0.7,NL0010801007,current
Signify N.V.,2026-03-06,Citadel Advisors LLC,1.88,NL0011821392,current
Fugro N.V.,2026-03-06,JPMorgan Asset Management (UK) Ltd.,0.81,NL00150003E1,current
IMCD N.V.,2026-03-05,"BlackRock Financial Management, Inc.",1.1,NL0010801007,current
Wereldhave N.V.,2026-03-05,Citadel Advisors LLC,0.63,NL0000289213,current
The Magnum Ice Cream Company N.V.,2026-03-05,Marshall Wace LLP,1.11,NL0015002MS2,current
Aalberts N.V.,2026-03-04,"AQR Capital Management, LLC",0.52,NL0000852564,current
Signify N.V.,2026-03-04,"AQR Capital Management, LLC",1.03,NL0011821392,current
IMCD N.V.,2026-03-04,"BlackRock Financial Management, Inc.",1.06,NL0010801007,current
Signify N.V.,2026-03-04,Marshall Wace LLP,1.87,NL0011821392,current
IMCD N.V.,2026-03-04,"PDT Partners, LLC",0.71,NL0010801007,current
Signify N.V.,2026-03-04,"PDT Partners, LLC",0.8,NL0011821392,current
InPost S.A.,2026-03-04,"Two Sigma Investments, LP",0.9,LU2290522684,current
DSM-Firmenich AG,2026-03-03,Ilex Capital Partners (UK) LLP,1.03,CH1216478797,current
Pharming Group N.V.,2026-03-03,Lazard Asset Management LLC,0.77,NL0010391025,current
PostNL N.V.,2026-03-03,Marshall Wace LLP,0.69,NL0009739416,current
Signify N.V.,2026-03-03,Marshall Wace LLP,1.92,NL0011821392,current
NSI N.V.,2026-03-03,Numeric Investors LLC,0.52,NL0012365084,current
Signify N.V.,2026-03-02,Citadel Advisors LLC,1.7,NL0011821392,current
Wolters Kluwer N.V.,2026-03-02,"D. E. Shaw & Co., L.P.",0.7,NL0000395903,current
Theon International Plc,2026-03-02,"Two Sigma Investments, LP",0.59,CY0200751713,current
IMCD N.V.,2026-02-27,"BlackRock Advisors, LLC",0.69,NL0010801007,current
IMCD N.V.,2026-02-27,"BlackRock Financial Management, Inc.",1.18,NL0010801007,current
Signify N.V.,2026-02-27,Marshall Wace LLP,1.88,NL0011821392,current
InPost S.A.,2026-02-27,"Two Sigma Investments, LP",0.81,LU2290522684,current
ARCADIS N.V.,2026-02-26,"AQR Capital Management, LLC",0.71,NL0006237562,current
Signify N.V.,2026-02-26,Marshall Wace LLP,1.9,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-02-26,Marshall Wace LLP,1.01,NL0015002MS2,current
Signify N.V.,2026-02-26,"PDT Partners, LLC",0.78,NL0011821392,current
DSM-Firmenich AG,2026-02-25,Ilex Capital Partners (UK) LLP,1.12,CH1216478797,current
IMCD N.V.,2026-02-24,"BlackRock Financial Management, Inc.",1.29,NL0010801007,current
ARCADIS N.V.,2026-02-24,"D. E. Shaw & Co., L.P.",0.7,NL0006237562,current
Akzo Nobel N.V.,2026-02-24,Davidson Kempner Capital Management LP,1.31,NL0013267909,current
Signify N.V.,2026-02-23,Citadel Advisors LLC,1.63,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-02-23,Marshall Wace LLP,0.91,NL0015002MS2,current
Signify N.V.,2026-02-23,"PDT Partners, LLC",0.8,NL0011821392,current
Signify N.V.,2026-02-20,Citadel Advisors LLC,1.58,NL0011821392,current
Wolters Kluwer N.V.,2026-02-20,"D. E. Shaw & Co., L.P.",0.6,NL0000395903,current
Shell plc,2026-02-20,"Elliott Investment Management, L.P",0.7,GB00BP6MXD84,current
Signify N.V.,2026-02-20,Marshall Wace LLP,1.84,NL0011821392,current
ARCADIS N.V.,2026-02-19,"D. E. Shaw & Co., L.P.",0.62,NL0006237562,current
InPost S.A.,2026-02-19,"Two Sigma Investments, LP",0.7,LU2290522684,current
IMCD N.V.,2026-02-18,"BlackRock Financial Management, Inc.",1.39,NL0010801007,current
Signify N.V.,2026-02-18,Citadel Advisors LLC,1.62,NL0011821392,current
Akzo Nobel N.V.,2026-02-18,Davidson Kempner Capital Management LP,1.23,NL0013267909,current
IMCD N.V.,2026-02-18,JPMorgan Asset Management (UK) Ltd.,0.72,NL0010801007,current
The Magnum Ice Cream Company N.V.,2026-02-18,Marshall Wace LLP,0.81,NL0015002MS2,current
IMCD N.V.,2026-02-18,"PDT Partners, LLC",0.63,NL0010801007,current
Wereldhave N.V.,2026-02-17,Citadel Advisors LLC,0.58,NL0000289213,current
Wolters Kluwer N.V.,2026-02-17,"D. E. Shaw & Co., L.P.",0.59,NL0000395903,current
Signify N.V.,2026-02-17,Eleva Capital SAS,0.92,NL0011821392,current
DSM-Firmenich AG,2026-02-17,Ilex Capital Partners (UK) LLP,1.07,CH1216478797,current
Wereldhave N.V.,2026-02-16,Citadel Advisors LLC,0.6,NL0000289213,current
Wolters Kluwer N.V.,2026-02-16,"D. E. Shaw & Co., L.P.",0.6,NL0000395903,current
DSM-Firmenich AG,2026-02-16,Ilex Capital Partners (UK) LLP,1.12,CH1216478797,current
The Magnum Ice Cream Company N.V.,2026-02-16,Marshall Wace LLP,0.7,NL0015002MS2,current
Wolters Kluwer N.V.,2026-02-13,"D. E. Shaw & Co., L.P.",0.59,NL0000395903,current
PostNL N.V.,2026-02-13,Marshall Wace LLP,0.79,NL0009739416,current
Signify N.V.,2026-02-13,Marshall Wace LLP,1.71,NL0011821392,current
The Magnum Ice Cream Company N.V.,2026-02-13,Marshall Wace LLP,0.68,NL0015002MS2,current
Theon International Plc,2026-02-13,"Two Sigma Investments, LP",0.61,CY0200751713,current
IMCD N.V.,2026-02-12,"BlackRock Advisors, LLC",0.73,NL0010801007,current
IMCD N.V.,2026-02-12,"BlackRock Financial Management, Inc.",1.45,NL0010801007,current
Signify N.V.,2026-02-12,Citadel Advisors LLC,1.58,NL0011821392,current
DSM-Firmenich AG,2026-02-12,Ilex Capital Partners (UK) LLP,1.38,CH1216478797,current
The Magnum Ice Cream Company N.V.,2026-02-12,Marshall Wace LLP,0.5,NL0015002MS2,current
Signify N.V.,2026-02-12,"PDT Partners, LLC",0.78,NL0011821392,current
InPost S.A.,2026-02-12,"Two Sigma Investments, LP",0.6,LU2290522684,current
IMCD N.V.,2026-02-11,"BlackRock Advisors, LLC",0.9,NL0010801007,current
IMCD N.V.,2026-02-11,"Two Sigma Investments, LP",0.6,NL0010801007,current
Wereldhave N.V.,2026-02-10,Citadel Advisors LLC,0.58,NL0000289213,current
Akzo Nobel N.V.,2026-02-10,Davidson Kempner Capital Management LP,1.1,NL0013267909,current
Signify N.V.,2026-02-10,Marshall Wace LLP,1.64,NL0011821392,current
IMCD N.V.,2026-02-06,"PDT Partners, LLC",0.5,NL0010801007,current
ARCADIS N.V.,2026-02-05,"AQR Capital Management, LLC",0.6,NL0006237562,current
IMCD N.V.,2026-02-05,"BlackRock Advisors, LLC",1.05,NL0010801007,current
Signify N.V.,2026-02-05,Citadel Advisors LLC,1.6,NL0011821392,current
Akzo Nobel N.V.,2026-02-05,Davidson Kempner Capital Management LP,1.02,NL0013267909,current
IMCD N.V.,2026-02-04,"BlackRock Financial Management, Inc.",1.5,NL0010801007,current
IMCD N.V.,2026-02-04,Caisse de dépôt et placement du Québec,0.66,NL0010801007,current
Pharming Group N.V.,2026-02-04,Lazard Asset Management LLC,0.89,NL0010391025,current
PostNL N.V.,2026-02-04,Marshall Wace LLP,0.82,NL0009739416,current
Signify N.V.,2026-02-04,Marshall Wace LLP,1.51,NL0011821392,current
IMCD N.V.,2026-02-03,"Arrowstreet Capital, Limited Partnership",0.9,NL0010801007,current
Signify N.V.,2026-02-03,Citadel Advisors LLC,1.5,NL0011821392,current
DSM-Firmenich AG,2026-02-03,Ilex Capital Partners (UK) LLP,1.41,CH1216478797,current
Pharming Group N.V.,2026-02-03,Lazard Asset Management LLC,0.9,NL0010391025,current
Signify N.V.,2026-02-02,"AQR Capital Management, LLC",0.91,NL0011821392,current
Pharming Group N.V.,2026-02-02,Capstone Volatility Master (Cayman) Limited,0.66,NL0010391025,current
Signify N.V.,2026-02-02,Citadel Advisors LLC,1.42,NL0011821392,current
ARCADIS N.V.,2026-02-02,"D. E. Shaw & Co., L.P.",0.5,NL0006237562,current
Akzo Nobel N.V.,2026-02-02,Davidson Kempner Capital Management LP,0.93,NL0013267909,current
Pharming Group N.V.,2026-02-02,Lazard Asset Management LLC,0.89,NL0010391025,current
PostNL N.V.,2026-02-02,Marshall Wace LLP,0.78,NL0009739416,current
Signify N.V.,2026-02-02,Marshall Wace LLP,1.45,NL0011821392,current
Signify N.V.,2026-02-02,"PDT Partners, LLC",0.8,NL0011821392,current
Signify N.V.,2026-01-30,Citadel Advisors LLC,1.25,NL0011821392,current
Basic-Fit N.V.,2026-01-30,"D. E. Shaw & Co., L.P.",0.9,NL0011872650,current
Signify N.V.,2026-01-30,Marshall Wace LLP,1.39,NL0011821392,current
Signify N.V.,2026-01-30,"PDT Partners, LLC",0.76,NL0011821392,current
Pharming Group N.V.,2026-01-29,Capstone Volatility Master (Cayman) Limited,0.72,NL0010391025,current
Signify N.V.,2026-01-29,Citadel Advisors LLC,1.1,NL0011821392,current
Akzo Nobel N.V.,2026-01-29,Davidson Kempner Capital Management LP,0.8,NL0013267909,current
IMCD N.V.,2026-01-28,"BlackRock Advisors, LLC",1.1,NL0010801007,current
Signify N.V.,2026-01-28,Citadel Advisors LLC,1.03,NL0011821392,current
Wolters Kluwer N.V.,2026-01-28,"D. E. Shaw & Co., L.P.",0.61,NL0000395903,current
Akzo Nobel N.V.,2026-01-28,Davidson Kempner Capital Management LP,0.67,NL0013267909,current
IMCD N.V.,2026-01-27,Caisse de dépôt et placement du Québec,0.57,NL0010801007,current
Signify N.V.,2026-01-27,Citadel Advisors LLC,0.9,NL0011821392,current
Signify N.V.,2026-01-27,Eleva Capital SAS,0.78,NL0011821392,current
Akzo Nobel N.V.,2026-01-26,Davidson Kempner Capital Management LP,0.51,NL0013267909,current
Signify N.V.,2026-01-26,Marshall Wace LLP,1.49,NL0011821392,current
