position_holder,net_short_position,issuer_name,isin,position_date,source
Qube Research & Technologies Ltd.,1.27,Alfen N.V.,NL0012817175,2024-05-06,archive
Citadel Advisors LLC,0.49,ArcelorMittal S.A.,LU1598757687,2024-05-03,archive
Citadel Advisors LLC,0.99,Pharming Group N.V.,NL0010391025,2024-05-03,archive
Marshall Wace LLP,1.57,AMG Critical Materials N.V.,NL0000888691,2024-05-03,archive
Millennium International Management LP,1.08,Alfen N.V.,NL0012817175,2024-05-03,archive
Qube Research & Technologies Ltd.,0.7,OCI N.V.,NL0010558797,2024-05-03,archive
Citadel Advisors LLC,0.48,Alfen N.V.,NL0012817175,2024-05-02,archive
Citadel Advisors LLC,0.5,ArcelorMittal S.A.,LU1598757687,2024-05-02,archive
Citadel Advisors LLC,0.61,Basic-Fit N.V.,NL0011872650,2024-05-02,archive
Marshall Wace LLP,0.82,ArcelorMittal S.A.,LU1598757687,2024-05-02,archive
Marshall Wace LLP,0.79,Flow Traders Ltd.,BMG3602E1084,2024-05-02,archive
Otus Capital Management Ltd.,0.66,TomTom N.V.,NL0013332471,2024-05-02,archive
"WorldQuant, LLC",0.5,TomTom N.V.,NL0013332471,2024-05-02,archive
AKO Capital LLP,1.33,Signify N.V.,NL0011821392,2024-04-30,archive
"Arrowstreet Capital, Limited Partnership",0.5,OCI N.V.,NL0010558797,2024-04-30,archive
Citadel Advisors LLC,0.55,Alfen N.V.,NL0012817175,2024-04-30,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.61,Alfen N.V.,NL0012817175,2024-04-30,archive
Marshall Wace LLP,0.59,Alfen N.V.,NL0012817175,2024-04-30,archive
Marshall Wace LLP,0.62,Koninklijke Philips N.V.,NL0000009538,2024-04-30,archive
Millennium International Management LP,1.1,Alfen N.V.,NL0012817175,2024-04-30,archive
Otus Capital Management Ltd.,0.72,TomTom N.V.,NL0013332471,2024-04-30,archive
Qube Research & Technologies Ltd.,1.11,Alfen N.V.,NL0012817175,2024-04-30,archive
Qube Research & Technologies Ltd.,0.59,Ebusco Holding N.V.,NL0015000CZ2,2024-04-30,archive
Qube Research & Technologies Ltd.,1.19,Flow Traders Ltd.,BMG3602E1084,2024-04-30,archive
Voleon Capital Management LP,0.93,Alfen N.V.,NL0012817175,2024-04-30,archive
BlackRock Investment Management (UK) Limited,0.81,Corbion N.V.,NL0010583399,2024-04-29,archive
Citadel Advisors LLC,0.43,Alfen N.V.,NL0012817175,2024-04-29,archive
Citadel Advisors LLC,0.66,Koninklijke Philips N.V.,NL0000009538,2024-04-29,archive
Citadel Advisors LLC,1.17,Pharming Group N.V.,NL0010391025,2024-04-29,archive
Citadel Securities (Europe) Limited,0.48,Alfen N.V.,NL0012817175,2024-04-29,archive
"D. E. Shaw & Co., L.P.",0.77,AMG Critical Materials N.V.,NL0000888691,2024-04-29,archive
Greenvale Capital LLP,0.44,Koninklijke Philips N.V.,NL0000009538,2024-04-29,archive
Ilex Capital Partners (UK) LLP,0.37,Koninklijke Philips N.V.,NL0000009538,2024-04-29,archive
Marshall Wace LLP,0.64,Alfen N.V.,NL0012817175,2024-04-29,archive
Marshall Wace LLP,0.89,Flow Traders Ltd.,BMG3602E1084,2024-04-29,archive
Marshall Wace LLP,0.72,Koninklijke Philips N.V.,NL0000009538,2024-04-29,archive
Marshall Wace LLP,0.59,NEPI Rockcastle N.V.,NL0015000RT3,2024-04-29,archive
Marshall Wace LLP,1.08,TomTom N.V.,NL0013332471,2024-04-29,archive
Millennium International Management LP,1.33,Alfen N.V.,NL0012817175,2024-04-29,archive
Otus Capital Management Ltd.,0.86,TomTom N.V.,NL0013332471,2024-04-29,archive
"PDT Partners, LLC",1.15,Alfen N.V.,NL0012817175,2024-04-29,archive
Qube Research & Technologies Ltd.,0.99,Alfen N.V.,NL0012817175,2024-04-29,archive
AKO Capital LLP,1.22,Signify N.V.,NL0011821392,2024-04-26,archive
BlackRock Investment Management (UK) Limited,2.7,Basic-Fit N.V.,NL0011872650,2024-04-26,archive
BlackRock Investment Management (UK) Limited,0.61,Corbion N.V.,NL0010583399,2024-04-26,archive
Citadel Advisors LLC,0.59,Alfen N.V.,NL0012817175,2024-04-26,archive
Citadel Advisors LLC,0.51,Basic-Fit N.V.,NL0011872650,2024-04-26,archive
Citadel Securities (Europe) Limited,0.5,Alfen N.V.,NL0012817175,2024-04-26,archive
"D. E. Shaw & Co., L.P.",0.8,AMG Critical Materials N.V.,NL0000888691,2024-04-26,archive
Highbridge Capital Management LLC,1.14,Pharming Group N.V.,NL0010391025,2024-04-26,archive
Ilex Capital Partners (UK) LLP,0.51,Koninklijke Philips N.V.,NL0000009538,2024-04-26,archive
Marshall Wace LLP,1.69,AMG Critical Materials N.V.,NL0000888691,2024-04-26,archive
Millennium International Management LP,1.09,Pharming Group N.V.,NL0010391025,2024-04-26,archive
Qube Research & Technologies Ltd.,0.73,Alfen N.V.,NL0012817175,2024-04-26,archive
Qube Research & Technologies Ltd.,0.57,Basic-Fit N.V.,NL0011872650,2024-04-26,archive
Qube Research & Technologies Ltd.,0.48,SBM Offshore N.V.,NL0000360618,2024-04-26,archive
Citadel Advisors LLC,0.6,Alfen N.V.,NL0012817175,2024-04-25,archive
Citadel Advisors LLC,0.49,TomTom N.V.,NL0013332471,2024-04-25,archive
Citadel Securities (Europe) Limited,0.6,Alfen N.V.,NL0012817175,2024-04-25,archive
Marshall Wace LLP,0.98,Flow Traders Ltd.,BMG3602E1084,2024-04-25,archive
Marshall Wace LLP,1.1,TomTom N.V.,NL0013332471,2024-04-25,archive
Millennium International Management LP,1.1,Pharming Group N.V.,NL0010391025,2024-04-25,archive
Otus Capital Management Ltd.,0.97,TomTom N.V.,NL0013332471,2024-04-25,archive
Qube Research & Technologies Ltd.,0.84,Alfen N.V.,NL0012817175,2024-04-25,archive
Qube Research & Technologies Ltd.,1.28,Flow Traders Ltd.,BMG3602E1084,2024-04-25,archive
AKO Capital LLP,0.92,Akzo Nobel N.V.,NL0013267909,2024-04-24,archive
AKO Capital LLP,1.43,Signify N.V.,NL0011821392,2024-04-24,archive
Citadel Advisors LLC,1.28,Pharming Group N.V.,NL0010391025,2024-04-24,archive
Citadel Securities (Europe) Limited,0.59,Alfen N.V.,NL0012817175,2024-04-24,archive
GLG Partners LP,0.26,BE Semiconductor Industries N.V.,NL0012866412,2024-04-24,archive
GSA Capital Partners LLP,0.33,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-24,archive
Marshall Wace LLP,1.71,AMG Critical Materials N.V.,NL0000888691,2024-04-24,archive
Marshall Wace LLP,1.41,PostNL N.V.,NL0009739416,2024-04-24,archive
Otus Capital Management Ltd.,0.48,NX Filtration N.V.,NL0015000D50,2024-04-24,archive
Otus Capital Management Ltd.,1.06,TomTom N.V.,NL0013332471,2024-04-24,archive
Palmerston Capital Management LLP,0.49,Pharming Group N.V.,NL0010391025,2024-04-24,archive
Qube Research & Technologies Ltd.,1.13,Flow Traders Ltd.,BMG3602E1084,2024-04-24,archive
Systematica Investments Limited,0.5,Alfen N.V.,NL0012817175,2024-04-24,archive
Viking Global Investors LP,0.44,Koninklijke Philips N.V.,NL0000009538,2024-04-24,archive
AKO Capital LLP,0.98,Randstad N.V.,NL0000379121,2024-04-23,archive
BlackRock Investment Management (UK) Limited,0.51,Corbion N.V.,NL0010583399,2024-04-23,archive
Citadel Advisors LLC,0.51,Alfen N.V.,NL0012817175,2024-04-23,archive
Citadel Advisors LLC,1.08,Koninklijke Philips N.V.,NL0000009538,2024-04-23,archive
Citadel Securities (Europe) Limited,0.6,Alfen N.V.,NL0012817175,2024-04-23,archive
Citadel Securities (Europe) Limited,0.6,Pharming Group N.V.,NL0010391025,2024-04-23,archive
"Davidson Kempner European Partners, LLP",0.16,BE Semiconductor Industries N.V.,NL0012866412,2024-04-23,archive
Highbridge Capital Management LLC,1.0,Pharming Group N.V.,NL0010391025,2024-04-23,archive
Marshall Wace LLP,1.08,Flow Traders Ltd.,BMG3602E1084,2024-04-23,archive
Marshall Wace LLP,0.83,Koninklijke Philips N.V.,NL0000009538,2024-04-23,archive
Marshall Wace LLP,0.65,NEPI Rockcastle N.V.,NL0015000RT3,2024-04-23,archive
Millennium International Management LP,1.09,Pharming Group N.V.,NL0010391025,2024-04-23,archive
Otus Capital Management Ltd.,1.21,TomTom N.V.,NL0013332471,2024-04-23,archive
Qube Research & Technologies Ltd.,0.78,Alfen N.V.,NL0012817175,2024-04-23,archive
Viking Global Investors LP,0.54,Koninklijke Philips N.V.,NL0000009538,2024-04-23,archive
Canada Pension Plan Investment Board,0.57,Flow Traders Ltd.,BMG3602E1084,2024-04-22,archive
Citadel Advisors LLC,0.53,TomTom N.V.,NL0013332471,2024-04-22,archive
Marshall Wace LLP,0.79,ASR Nederland N.V.,NL0011872643,2024-04-22,archive
Marshall Wace LLP,0.59,NEPI Rockcastle N.V.,NL0015000RT3,2024-04-22,archive
Millennium International Management LP,1.68,Alfen N.V.,NL0012817175,2024-04-22,archive
Millennium International Management LP,1.1,Pharming Group N.V.,NL0010391025,2024-04-22,archive
Citadel Advisors LLC,1.33,Pharming Group N.V.,NL0010391025,2024-04-19,archive
Citadel Securities (Europe) Limited,0.53,Alfen N.V.,NL0012817175,2024-04-19,archive
Marshall Wace LLP,0.71,Alfen N.V.,NL0012817175,2024-04-19,archive
Marshall Wace LLP,1.11,Flow Traders Ltd.,BMG3602E1084,2024-04-19,archive
Millennium International Management LP,1.75,Alfen N.V.,NL0012817175,2024-04-19,archive
Millennium International Management LP,1.07,Pharming Group N.V.,NL0010391025,2024-04-19,archive
Palmerston Capital Management LLP,0.5,Pharming Group N.V.,NL0010391025,2024-04-19,archive
Qube Research & Technologies Ltd.,0.87,Alfen N.V.,NL0012817175,2024-04-19,archive
Highbridge Capital Management LLC,0.94,Pharming Group N.V.,NL0010391025,2024-04-18,archive
Jupiter Investment Management Limited,0.49,Alfen N.V.,NL0012817175,2024-04-18,archive
Millennium International Management LP,1.8,Alfen N.V.,NL0012817175,2024-04-18,archive
Millennium International Management LP,1.18,Pharming Group N.V.,NL0010391025,2024-04-18,archive
"PDT Partners, LLC",1.01,Alfen N.V.,NL0012817175,2024-04-18,archive
Qube Research & Technologies Ltd.,0.95,Alfen N.V.,NL0012817175,2024-04-18,archive
Qube Research & Technologies Ltd.,1.01,Flow Traders Ltd.,BMG3602E1084,2024-04-18,archive
Qube Research & Technologies Ltd.,0.5,SBM Offshore N.V.,NL0000360618,2024-04-18,archive
TFG Asset Management UK LLP,0.62,Fugro N.V.,NL0000352565,2024-04-18,archive
Canada Pension Plan Investment Board,0.45,Alfen N.V.,NL0012817175,2024-04-17,archive
Citadel Advisors LLC,0.46,Alfen N.V.,NL0012817175,2024-04-17,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.54,Alfen N.V.,NL0012817175,2024-04-17,archive
Marshall Wace LLP,0.6,Alfen N.V.,NL0012817175,2024-04-17,archive
Marshall Wace LLP,0.77,ArcelorMittal S.A.,LU1598757687,2024-04-17,archive
Marshall Wace LLP,0.68,NEPI Rockcastle N.V.,NL0015000RT3,2024-04-17,archive
Marshall Wace LLP,1.02,TomTom N.V.,NL0013332471,2024-04-17,archive
Marshall Wace LLP,0.6,Wolters Kluwer N.V.,NL0000395903,2024-04-17,archive
Millennium International Management LP,1.75,Alfen N.V.,NL0012817175,2024-04-17,archive
Millennium International Management LP,1.47,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-17,archive
"PDT Partners, LLC",0.95,Alfen N.V.,NL0012817175,2024-04-17,archive
Qube Research & Technologies Ltd.,1.01,Alfen N.V.,NL0012817175,2024-04-17,archive
Voleon Capital Management LP,0.87,Alfen N.V.,NL0012817175,2024-04-17,archive
Wellington Management International Ltd.,0.48,Alfen N.V.,NL0012817175,2024-04-17,archive
Balyasny Asset Management (UK) LLP,0.16,SBM Offshore N.V.,NL0000360618,2024-04-16,archive
Citadel Advisors LLC,0.67,Alfen N.V.,NL0012817175,2024-04-16,archive
Citadel Securities (Europe) Limited,0.44,Alfen N.V.,NL0012817175,2024-04-16,archive
Citadel Securities (Europe) Limited,0.5,Pharming Group N.V.,NL0010391025,2024-04-16,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.49,Alfen N.V.,NL0012817175,2024-04-16,archive
Marshall Wace LLP,1.68,AMG Critical Materials N.V.,NL0000888691,2024-04-16,archive
Millennium International Management LP,1.35,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-16,archive
"PDT Partners, LLC",1.0,Alfen N.V.,NL0012817175,2024-04-16,archive
Qube Research & Technologies Ltd.,1.25,Alfen N.V.,NL0012817175,2024-04-16,archive
AKO Capital LLP,0.8,Akzo Nobel N.V.,NL0013267909,2024-04-15,archive
Balyasny Asset Management (UK) LLP,0.53,SBM Offshore N.V.,NL0000360618,2024-04-15,archive
Citadel Advisors LLC,0.76,Alfen N.V.,NL0012817175,2024-04-15,archive
Citadel Securities (Europe) Limited,0.57,Alfen N.V.,NL0012817175,2024-04-15,archive
Franklin Templeton Investment Management Limited,0.7,TomTom N.V.,NL0013332471,2024-04-15,archive
Marshall Wace LLP,0.78,Koninklijke Philips N.V.,NL0000009538,2024-04-15,archive
Millennium International Management LP,1.87,Alfen N.V.,NL0012817175,2024-04-15,archive
Millennium International Management LP,1.23,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-15,archive
"PDT Partners, LLC",0.98,Alfen N.V.,NL0012817175,2024-04-15,archive
Qube Research & Technologies Ltd.,1.47,Alfen N.V.,NL0012817175,2024-04-15,archive
Qube Research & Technologies Ltd.,0.6,Basic-Fit N.V.,NL0011872650,2024-04-15,archive
Citadel Advisors LLC,0.8,Alfen N.V.,NL0012817175,2024-04-12,archive
Citadel Advisors LLC,1.47,Pharming Group N.V.,NL0010391025,2024-04-12,archive
Marshall Wace LLP,1.7,AMG Critical Materials N.V.,NL0000888691,2024-04-12,archive
Marshall Wace LLP,0.86,ASR Nederland N.V.,NL0011872643,2024-04-12,archive
Millennium International Management LP,1.12,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-12,archive
"PDT Partners, LLC",0.81,Alfen N.V.,NL0012817175,2024-04-12,archive
Qube Research & Technologies Ltd.,1.73,Alfen N.V.,NL0012817175,2024-04-12,archive
Qube Research & Technologies Ltd.,0.6,Ebusco Holding N.V.,NL0015000CZ2,2024-04-12,archive
Walleye Capital LLC,0.49,Alfen N.V.,NL0012817175,2024-04-12,archive
Citadel Advisors LLC,0.78,Alfen N.V.,NL0012817175,2024-04-11,archive
Citadel Securities (Europe) Limited,0.48,Alfen N.V.,NL0012817175,2024-04-11,archive
"D. E. Shaw & Co., L.P.",0.78,AMG Critical Materials N.V.,NL0000888691,2024-04-11,archive
GSA Capital Partners LLP,0.71,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-11,archive
Marshall Wace LLP,0.82,ArcelorMittal S.A.,LU1598757687,2024-04-11,archive
Millennium International Management LP,0.99,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-11,archive
AKO Capital LLP,0.72,Akzo Nobel N.V.,NL0013267909,2024-04-10,archive
Millennium International Management LP,1.92,Alfen N.V.,NL0012817175,2024-04-10,archive
Millennium International Management LP,0.86,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-10,archive
Qube Research & Technologies Ltd.,1.88,Alfen N.V.,NL0012817175,2024-04-10,archive
Qube Research & Technologies Ltd.,0.9,Flow Traders Ltd.,BMG3602E1084,2024-04-10,archive
Wellington Management International Ltd.,0.57,Alfen N.V.,NL0012817175,2024-04-10,archive
"WorldQuant, LLC",0.47,Alfen N.V.,NL0012817175,2024-04-10,archive
Citadel Advisors LLC,0.84,Alfen N.V.,NL0012817175,2024-04-09,archive
Citadel Advisors LLC,0.91,Koninklijke Philips N.V.,NL0000009538,2024-04-09,archive
Millennium International Management LP,1.87,Alfen N.V.,NL0012817175,2024-04-09,archive
Millennium International Management LP,0.74,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-09,archive
Qube Research & Technologies Ltd.,1.93,Alfen N.V.,NL0012817175,2024-04-09,archive
Voleon Capital Management LP,0.92,Alfen N.V.,NL0012817175,2024-04-09,archive
Walleye Capital LLC,0.58,Alfen N.V.,NL0012817175,2024-04-09,archive
Citadel Securities (Europe) Limited,0.51,Alfen N.V.,NL0012817175,2024-04-08,archive
Marshall Wace LLP,1.66,AMG Critical Materials N.V.,NL0000888691,2024-04-08,archive
Marshall Wace LLP,1.08,Flow Traders Ltd.,BMG3602E1084,2024-04-08,archive
Marshall Wace LLP,0.5,Wolters Kluwer N.V.,NL0000395903,2024-04-08,archive
Millennium International Management LP,0.61,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-04-08,archive
"PDT Partners, LLC",0.71,Alfen N.V.,NL0012817175,2024-04-08,archive
Qube Research & Technologies Ltd.,1.75,Alfen N.V.,NL0012817175,2024-04-08,archive
Qube Research & Technologies Ltd.,0.52,Basic-Fit N.V.,NL0011872650,2024-04-08,archive
Citadel Securities (Europe) Limited,0.49,Alfen N.V.,NL0012817175,2024-04-05,archive
Marshall Wace LLP,1.3,PostNL N.V.,NL0009739416,2024-04-05,archive
Systematica Investments Limited,0.49,SBM Offshore N.V.,NL0000360618,2024-04-05,archive
Walleye Capital LLC,0.61,Alfen N.V.,NL0012817175,2024-04-05,archive
Citadel Advisors LLC,1.5,Pharming Group N.V.,NL0010391025,2024-04-04,archive
Marshall Wace LLP,1.75,AMG Critical Materials N.V.,NL0000888691,2024-04-04,archive
Marshall Wace LLP,1.8,AMG Critical Materials N.V.,NL0000888691,2024-04-03,archive
Marshall Wace LLP,0.73,ArcelorMittal S.A.,LU1598757687,2024-04-03,archive
Qube Research & Technologies Ltd.,0.82,Flow Traders Ltd.,BMG3602E1084,2024-04-03,archive
Qube Research & Technologies Ltd.,0.48,SBM Offshore N.V.,NL0000360618,2024-04-03,archive
Citadel Securities (Europe) Limited,0.54,Alfen N.V.,NL0012817175,2024-04-02,archive
"D. E. Shaw & Co., L.P.",0.89,AMG Critical Materials N.V.,NL0000888691,2024-04-02,archive
Marshall Wace LLP,0.91,ASR Nederland N.V.,NL0011872643,2024-04-02,archive
Marshall Wace LLP,0.88,Koninklijke Philips N.V.,NL0000009538,2024-04-02,archive
Millennium International Management LP,1.64,Alfen N.V.,NL0012817175,2024-04-02,archive
"PDT Partners, LLC",0.62,Alfen N.V.,NL0012817175,2024-04-02,archive
Qube Research & Technologies Ltd.,1.83,Alfen N.V.,NL0012817175,2024-04-02,archive
Qube Research & Technologies Ltd.,0.46,Aperam S.A.,LU0569974404,2024-04-02,archive
Qube Research & Technologies Ltd.,0.5,Ebusco Holding N.V.,NL0015000CZ2,2024-04-02,archive
Otus Capital Management Ltd.,0.64,NX Filtration N.V.,NL0015000D50,2024-03-28,archive
Qube Research & Technologies Ltd.,0.75,Flow Traders Ltd.,BMG3602E1084,2024-03-28,archive
Qube Research & Technologies Ltd.,0.69,OCI N.V.,NL0010558797,2024-03-28,archive
Qube Research & Technologies Ltd.,0.54,SBM Offshore N.V.,NL0000360618,2024-03-28,archive
Qube Research & Technologies Ltd.,1.6,Alfen N.V.,NL0012817175,2024-03-27,archive
GLG Partners LP,0.57,BE Semiconductor Industries N.V.,NL0012866412,2024-03-26,archive
Marshall Wace LLP,0.49,Van Lanschot Kempen N.V.,NL0000302636,2024-03-26,archive
Qube Research & Technologies Ltd.,0.63,Flow Traders Ltd.,BMG3602E1084,2024-03-26,archive
Qube Research & Technologies Ltd.,0.7,OCI N.V.,NL0010558797,2024-03-26,archive
TFG Asset Management UK LLP,0.55,Fugro N.V.,NL0000352565,2024-03-26,archive
Voleon Capital Management LP,0.79,Alfen N.V.,NL0012817175,2024-03-26,archive
AKO Capital LLP,0.64,Akzo Nobel N.V.,NL0013267909,2024-03-25,archive
Citadel Advisors LLC,0.89,Koninklijke Philips N.V.,NL0000009538,2024-03-25,archive
Marshall Wace LLP,1.7,AMG Critical Materials N.V.,NL0000888691,2024-03-25,archive
Qube Research & Technologies Ltd.,0.58,Flow Traders Ltd.,BMG3602E1084,2024-03-25,archive
JPMorgan Asset Management (UK) Ltd.,0.55,Basic-Fit N.V.,NL0011872650,2024-03-22,archive
JPMorgan Asset Management (UK) Ltd.,0.58,PostNL N.V.,NL0009739416,2024-03-22,archive
Qube Research & Technologies Ltd.,1.59,Alfen N.V.,NL0012817175,2024-03-22,archive
Qube Research & Technologies Ltd.,0.69,OCI N.V.,NL0010558797,2024-03-22,archive
Voleon Capital Management LP,0.81,Alfen N.V.,NL0012817175,2024-03-22,archive
AKO Capital LLP,1.1,Randstad N.V.,NL0000379121,2024-03-21,archive
Citadel Advisors LLC,0.49,TomTom N.V.,NL0013332471,2024-03-21,archive
GSA Capital Partners LLP,0.62,Vivoryon Therapeutics N.V.,NL00150002Q7,2024-03-21,archive
Marshall Wace LLP,0.8,ASR Nederland N.V.,NL0011872643,2024-03-21,archive
Marshall Wace LLP,1.1,Flow Traders Ltd.,BMG3602E1084,2024-03-21,archive
Qube Research & Technologies Ltd.,0.51,Aperam S.A.,LU0569974404,2024-03-21,archive
Qube Research & Technologies Ltd.,0.47,PostNL N.V.,NL0009739416,2024-03-21,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.5,Alfen N.V.,NL0012817175,2024-03-20,archive
Millennium International Management LP,1.29,Pharming Group N.V.,NL0010391025,2024-03-20,archive
Qube Research & Technologies Ltd.,0.61,Flow Traders Ltd.,BMG3602E1084,2024-03-20,archive
Voleon Capital Management LP,0.79,Alfen N.V.,NL0012817175,2024-03-20,archive
Wellington Management International Ltd.,0.6,Alfen N.V.,NL0012817175,2024-03-20,archive
AKO Capital LLP,0.51,Akzo Nobel N.V.,NL0013267909,2024-03-19,archive
Marshall Wace LLP,0.6,ArcelorMittal S.A.,LU1598757687,2024-03-19,archive
Millennium International Management LP,1.51,Alfen N.V.,NL0012817175,2024-03-19,archive
