position_holder,net_short_position,isin,issuer_name,position_date,source
"WorldQuant, LLC",2.9,NL0012817175,Alfen N.V.,2026-02-12,current
Acadian Asset Management LLC.,0.5,NL0010801007,IMCD N.V.,2026-02-11,current
AKO Capital LLP,1.08,NL0013267909,Akzo Nobel N.V.,2026-02-11,current
"BlackRock Advisors, LLC",0.9,NL0010801007,IMCD N.V.,2026-02-11,current
"D. E. Shaw & Co., L.P.",1.57,NL0012817175,Alfen N.V.,2026-02-11,current
"Two Sigma Investments, LP",0.6,NL0010801007,IMCD N.V.,2026-02-11,current
Voleon Capital Management LP,1.39,NL0012817175,Alfen N.V.,2026-02-11,current
Citadel Advisors LLC,0.58,NL0000289213,Wereldhave N.V.,2026-02-10,current
"D. E. Shaw & Co., L.P.",0.79,NL0009739416,PostNL N.V.,2026-02-10,current
Davidson Kempner Capital Management LP,1.1,NL0013267909,Akzo Nobel N.V.,2026-02-10,current
Marshall Wace LLP,1.64,NL0011821392,Signify N.V.,2026-02-10,current
Qube Research & Technologies Ltd.,0.5,CY0200751713,Theon International Plc,2026-02-10,current
Squarepoint Ops LLC,1.09,NL0006237562,ARCADIS N.V.,2026-02-10,current
Voleon Capital Management LP,1.41,NL0012817175,Alfen N.V.,2026-02-10,current
Citadel Advisors LLC,0.59,NL0009739416,PostNL N.V.,2026-02-06,current
"D. E. Shaw & Co., L.P.",0.6,NL0010391025,Pharming Group N.V.,2026-02-06,current
JPMorgan Asset Management (UK) Ltd.,1.59,NL0011872650,Basic-Fit N.V.,2026-02-06,current
"PDT Partners, LLC",0.5,NL0010801007,IMCD N.V.,2026-02-06,current
"AQR Capital Management, LLC",0.6,NL0006237562,ARCADIS N.V.,2026-02-05,current
"BlackRock Advisors, LLC",1.05,NL0010801007,IMCD N.V.,2026-02-05,current
Citadel Advisors Europe Limited,0.93,NL0011821392,Signify N.V.,2026-02-05,current
Citadel Advisors LLC,1.6,NL0011821392,Signify N.V.,2026-02-05,current
Davidson Kempner Capital Management LP,1.02,NL0013267909,Akzo Nobel N.V.,2026-02-05,current
"BlackRock Financial Management, Inc.",1.5,NL0010801007,IMCD N.V.,2026-02-04,current
Caisse de dépôt et placement du Québec,0.66,NL0010801007,IMCD N.V.,2026-02-04,current
"D. E. Shaw & Co., L.P.",0.59,NL0010391025,Pharming Group N.V.,2026-02-04,current
Lazard Asset Management LLC,0.89,NL0010391025,Pharming Group N.V.,2026-02-04,current
Marshall Wace LLP,0.82,NL0009739416,PostNL N.V.,2026-02-04,current
Marshall Wace LLP,1.51,NL0011821392,Signify N.V.,2026-02-04,current
Voleon Capital Management LP,1.38,NL0012817175,Alfen N.V.,2026-02-04,current
AKO Capital LLP,1.12,NL0013267909,Akzo Nobel N.V.,2026-02-03,current
"Arrowstreet Capital, Limited Partnership",0.9,NL0010801007,IMCD N.V.,2026-02-03,current
Citadel Advisors Europe Limited,0.8,NL0011821392,Signify N.V.,2026-02-03,current
Citadel Advisors LLC,1.5,NL0011821392,Signify N.V.,2026-02-03,current
Ilex Capital Partners (UK) LLP,1.41,CH1216478797,DSM-Firmenich AG,2026-02-03,current
Kintbury Capital LLP,0.7,NL0013267909,Akzo Nobel N.V.,2026-02-03,current
Lazard Asset Management LLC,0.9,NL0010391025,Pharming Group N.V.,2026-02-03,current
Qube Research & Technologies Ltd.,0.5,JE00BRX98089,CVC Capital Partners plc,2026-02-03,current
Voleon Capital Management LP,1.46,NL0012817175,Alfen N.V.,2026-02-03,current
"AQR Capital Management, LLC",0.91,NL0011821392,Signify N.V.,2026-02-02,current
Capstone Volatility Master (Cayman) Limited,0.66,NL0010391025,Pharming Group N.V.,2026-02-02,current
Citadel Advisors Europe Limited,0.74,NL0011821392,Signify N.V.,2026-02-02,current
Citadel Advisors LLC,1.42,NL0011821392,Signify N.V.,2026-02-02,current
"D. E. Shaw & Co., L.P.",0.5,NL0006237562,ARCADIS N.V.,2026-02-02,current
Davidson Kempner Capital Management LP,0.93,NL0013267909,Akzo Nobel N.V.,2026-02-02,current
Lazard Asset Management LLC,0.89,NL0010391025,Pharming Group N.V.,2026-02-02,current
Marshall Wace LLP,0.78,NL0009739416,PostNL N.V.,2026-02-02,current
Marshall Wace LLP,1.45,NL0011821392,Signify N.V.,2026-02-02,current
"PDT Partners, LLC",0.8,NL0011821392,Signify N.V.,2026-02-02,current
"AQR Capital Management, LLC",0.5,NL0015000IY2,Universal Music Group N.V.,2026-01-30,current
Citadel Advisors Europe Limited,0.63,NL0011821392,Signify N.V.,2026-01-30,current
Citadel Advisors LLC,1.25,NL0011821392,Signify N.V.,2026-01-30,current
"D. E. Shaw & Co., L.P.",0.9,NL0011872650,Basic-Fit N.V.,2026-01-30,current
Marshall Wace LLP,1.39,NL0011821392,Signify N.V.,2026-01-30,current
"PDT Partners, LLC",0.76,NL0011821392,Signify N.V.,2026-01-30,current
Squarepoint Ops LLC,1.19,NL0006237562,ARCADIS N.V.,2026-01-30,current
"AQR Capital Management, LLC",0.69,NL0013267909,Akzo Nobel N.V.,2026-01-29,current
Capstone Volatility Master (Cayman) Limited,0.72,NL0010391025,Pharming Group N.V.,2026-01-29,current
Citadel Advisors LLC,1.1,NL0011821392,Signify N.V.,2026-01-29,current
Davidson Kempner Capital Management LP,0.8,NL0013267909,Akzo Nobel N.V.,2026-01-29,current
JPMorgan Asset Management (UK) Ltd.,1.68,NL0011872650,Basic-Fit N.V.,2026-01-29,current
"BlackRock Advisors, LLC",1.1,NL0010801007,IMCD N.V.,2026-01-28,current
Citadel Advisors LLC,1.03,NL0011821392,Signify N.V.,2026-01-28,current
"D. E. Shaw & Co., L.P.",0.61,NL0000395903,Wolters Kluwer N.V.,2026-01-28,current
Davidson Kempner Capital Management LP,0.67,NL0013267909,Akzo Nobel N.V.,2026-01-28,current
AKO Capital LLP,1.07,NL0013267909,Akzo Nobel N.V.,2026-01-27,current
Caisse de dépôt et placement du Québec,0.57,NL0010801007,IMCD N.V.,2026-01-27,current
Citadel Advisors LLC,0.9,NL0011821392,Signify N.V.,2026-01-27,current
Eleva Capital SAS,0.78,NL0011821392,Signify N.V.,2026-01-27,current
JPMorgan Asset Management (UK) Ltd.,1.72,NL0011872650,Basic-Fit N.V.,2026-01-27,current
Citadel Advisors LLC,0.62,NL0009739416,PostNL N.V.,2026-01-26,current
Davidson Kempner Capital Management LP,0.51,NL0013267909,Akzo Nobel N.V.,2026-01-26,current
Kintbury Capital LLP,0.5,NL0013267909,Akzo Nobel N.V.,2026-01-26,current
Marshall Wace LLP,1.49,NL0011821392,Signify N.V.,2026-01-26,current
Voleon Capital Management LP,1.5,NL0012817175,Alfen N.V.,2026-01-26,current
"WorldQuant, LLC",2.72,NL0012817175,Alfen N.V.,2026-01-26,current
"AQR Capital Management, LLC",0.5,NL0006237562,ARCADIS N.V.,2026-01-22,current
"D. E. Shaw & Co., L.P.",1.69,NL0012817175,Alfen N.V.,2026-01-22,current
"D. E. Shaw & Co., L.P.",0.89,NL0009739416,PostNL N.V.,2026-01-22,current
Lazard Asset Management LLC,0.91,NL0010391025,Pharming Group N.V.,2026-01-22,current
Voleon Capital Management LP,1.49,NL0012817175,Alfen N.V.,2026-01-22,current
"BlackRock Advisors, LLC",1.02,NL0010801007,IMCD N.V.,2026-01-21,current
Capstone Volatility Master (Cayman) Limited,0.87,NL0010391025,Pharming Group N.V.,2026-01-21,current
Marshall Wace LLP,0.89,NL0009739416,PostNL N.V.,2026-01-21,current
"Two Sigma Investments, LP",0.51,NL0010801007,IMCD N.V.,2026-01-21,current
"WorldQuant, LLC",2.61,NL0012817175,Alfen N.V.,2026-01-21,current
Citadel Advisors LLC,0.81,NL0011821392,Signify N.V.,2026-01-20,current
Citadel Advisors LLC,0.6,NL0000289213,Wereldhave N.V.,2026-01-20,current
"Connor, Clark & Lunn Investment Management Ltd.",0.71,LU2290522684,InPost S.A.,2026-01-20,current
"D. E. Shaw & Co., L.P.",0.9,NL0009739416,PostNL N.V.,2026-01-20,current
Citadel Advisors LLC,0.77,NL0011821392,Signify N.V.,2026-01-19,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,BE Semiconductor Industries N.V.,2026-01-19,current
Voleon Capital Management LP,1.55,NL0012817175,Alfen N.V.,2026-01-19,current
"WorldQuant, LLC",2.53,NL0012817175,Alfen N.V.,2026-01-19,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,IMCD N.V.,2026-01-16,current
Ilex Capital Partners (UK) LLP,1.38,CH1216478797,DSM-Firmenich AG,2026-01-16,current
Marshall Wace LLP,0.9,NL0009739416,PostNL N.V.,2026-01-16,current
Citadel Advisors LLC,0.59,NL0009739416,PostNL N.V.,2026-01-15,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,BE Semiconductor Industries N.V.,2026-01-15,current
"D. E. Shaw & Co., L.P.",0.51,NL0000395903,Wolters Kluwer N.V.,2026-01-15,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,BE Semiconductor Industries N.V.,2026-01-14,current
Marshall Wace LLP,1.59,NL0011821392,Signify N.V.,2026-01-14,current
Squarepoint Ops LLC,1.28,NL0006237562,ARCADIS N.V.,2026-01-14,current
"AQR Capital Management, LLC",0.79,NL0013267909,Akzo Nobel N.V.,2026-01-13,current
Marshall Wace LLP,0.81,NL0009739416,PostNL N.V.,2026-01-13,current
Squarepoint Ops LLC,1.3,NL0006237562,ARCADIS N.V.,2026-01-13,current
"WorldQuant, LLC",2.41,NL0012817175,Alfen N.V.,2026-01-13,current
"D. E. Shaw & Co., L.P.",1.7,NL0012817175,Alfen N.V.,2026-01-12,current
"D. E. Shaw & Co., L.P.",0.89,NL0011872650,Basic-Fit N.V.,2026-01-12,current
"D. E. Shaw & Co., L.P.",0.8,NL0012866412,BE Semiconductor Industries N.V.,2026-01-12,current
Voleon Capital Management LP,1.42,NL0012817175,Alfen N.V.,2026-01-12,current
"WorldQuant, LLC",2.37,NL0012817175,Alfen N.V.,2026-01-12,current
Capstone Volatility Master (Cayman) Limited,0.91,NL0010391025,Pharming Group N.V.,2026-01-09,current
Citadel Advisors LLC,0.6,NL0011821392,Signify N.V.,2026-01-09,current
"D. E. Shaw & Co., L.P.",1.69,NL0012817175,Alfen N.V.,2026-01-09,current
"D. E. Shaw & Co., L.P.",0.88,NL0009739416,PostNL N.V.,2026-01-09,current
"Elliott Investment Management, L.P",0.6,GB00BP6MXD84,Shell plc,2026-01-09,current
"PDT Partners, LLC",0.69,NL0011821392,Signify N.V.,2026-01-09,current
Squarepoint Ops LLC,1.29,NL0006237562,ARCADIS N.V.,2026-01-09,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,IMCD N.V.,2026-01-08,current
Citadel Advisors LLC,0.57,NL0011821392,Signify N.V.,2026-01-08,current
"Connor, Clark & Lunn Investment Management Ltd.",0.61,LU2290522684,InPost S.A.,2026-01-08,current
"D. E. Shaw & Co., L.P.",1.7,NL0012817175,Alfen N.V.,2026-01-08,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,BE Semiconductor Industries N.V.,2026-01-08,current
"D. E. Shaw & Co., L.P.",0.9,NL0009739416,PostNL N.V.,2026-01-08,current
"PDT Partners, LLC",0.7,NL0011821392,Signify N.V.,2026-01-08,current
"Two Sigma Investments, LP",0.59,CY0200751713,Theon International Plc,2026-01-08,current
Voleon Capital Management LP,1.33,NL0012817175,Alfen N.V.,2026-01-08,current
"WorldQuant, LLC",2.23,NL0012817175,Alfen N.V.,2026-01-08,current
"AQR Capital Management, LLC",0.82,NL0013267909,Akzo Nobel N.V.,2026-01-07,current
Citadel Advisors LLC,0.61,NL0009739416,PostNL N.V.,2026-01-07,current
Citadel Advisors LLC,0.6,NL0011821392,Signify N.V.,2026-01-07,current
"Connor, Clark & Lunn Investment Management Ltd.",0.59,LU2290522684,InPost S.A.,2026-01-07,current
"D. E. Shaw & Co., L.P.",0.89,NL0009739416,PostNL N.V.,2026-01-07,current
"AQR Capital Management, LLC",0.77,NL0013267909,Akzo Nobel N.V.,2026-01-06,current
"BlackRock Financial Management, Inc.",1.41,NL0010801007,IMCD N.V.,2026-01-06,current
Marshall Wace LLP,1.67,NL0011821392,Signify N.V.,2026-01-06,current
"Two Sigma Investments, LP",0.6,CY0200751713,Theon International Plc,2026-01-06,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,IMCD N.V.,2026-01-05,current
Ilex Capital Partners (UK) LLP,1.4,CH1216478797,DSM-Firmenich AG,2026-01-05,current
"Two Sigma Investments, LP",0.59,CY0200751713,Theon International Plc,2026-01-05,current
Voleon Capital Management LP,1.22,NL0012817175,Alfen N.V.,2026-01-05,current
"WorldQuant, LLC",2.14,NL0012817175,Alfen N.V.,2026-01-05,current
"AQR Capital Management, LLC",0.8,NL0013267909,Akzo Nobel N.V.,2026-01-02,current
"Connor, Clark & Lunn Investment Management Ltd.",0.6,LU2290522684,InPost S.A.,2026-01-02,current
"D. E. Shaw & Co., L.P.",1.68,NL0012817175,Alfen N.V.,2026-01-02,current
Marshall Wace LLP,0.78,NL0009739416,PostNL N.V.,2026-01-02,current
Marshall Wace LLP,1.78,NL0011821392,Signify N.V.,2026-01-02,current
"Two Sigma Investments, LP",0.54,LU2290522684,InPost S.A.,2026-01-02,current
"Two Sigma Investments, LP",0.6,CY0200751713,Theon International Plc,2026-01-02,current
"WorldQuant, LLC",2.08,NL0012817175,Alfen N.V.,2026-01-02,current
Citadel Advisors LLC,0.5,NL0011821392,Signify N.V.,2025-12-30,current
Voleon Capital Management LP,1.18,NL0012817175,Alfen N.V.,2025-12-30,current
"WorldQuant, LLC",2.11,NL0012817175,Alfen N.V.,2025-12-30,current
"D. E. Shaw & Co., L.P.",1.77,NL0012817175,Alfen N.V.,2025-12-29,current
"D. E. Shaw & Co., L.P.",0.8,NL0012866412,BE Semiconductor Industries N.V.,2025-12-29,current
"D. E. Shaw & Co., L.P.",0.79,NL0012866412,BE Semiconductor Industries N.V.,2025-12-24,current
Voleon Capital Management LP,1.02,NL0012817175,Alfen N.V.,2025-12-24,current
"Arrowstreet Capital, Limited Partnership",0.8,NL0010801007,IMCD N.V.,2025-12-23,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,IMCD N.V.,2025-12-23,current
LMR Partners LLP,0.62,NL0013267909,Akzo Nobel N.V.,2025-12-22,current
Marshall Wace LLP,1.88,NL0011821392,Signify N.V.,2025-12-22,current
"AQR Capital Management, LLC",0.5,LU1598757687,ArcelorMittal S.A.,2025-12-19,current
Voleon Capital Management LP,0.99,NL0012817175,Alfen N.V.,2025-12-19,current
JPMorgan Asset Management (UK) Ltd.,0.68,NL00150003E1,Fugro N.V.,2025-12-18,current
Citadel Advisors LLC,0.5,NL0009739416,PostNL N.V.,2025-12-17,current
JPMorgan Asset Management (UK) Ltd.,1.88,NL0011872650,Basic-Fit N.V.,2025-12-17,current
"Arrowstreet Capital, Limited Partnership",0.7,NL0010801007,IMCD N.V.,2025-12-16,current
"WorldQuant, LLC",2.0,NL0012817175,Alfen N.V.,2025-12-16,current
Ilex Capital Partners (UK) LLP,1.3,CH1216478797,DSM-Firmenich AG,2025-12-15,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,IMCD N.V.,2025-12-12,current
Citadel Advisors LLC,0.59,NL0000289213,Wereldhave N.V.,2025-12-12,current
"D. E. Shaw & Co., L.P.",0.99,NL0009739416,PostNL N.V.,2025-12-12,current
Squarepoint Ops LLC,1.3,NL0006237562,ARCADIS N.V.,2025-12-12,current
Squarepoint Ops LLC,1.29,NL0006237562,ARCADIS N.V.,2025-12-11,current
"WorldQuant, LLC",1.93,NL0012817175,Alfen N.V.,2025-12-11,current
LMR Partners LLP,0.51,NL0013267909,Akzo Nobel N.V.,2025-12-10,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,IMCD N.V.,2025-12-09,current
"D. E. Shaw & Co., L.P.",0.88,NL0012866412,BE Semiconductor Industries N.V.,2025-12-09,current
Squarepoint Ops LLC,1.3,NL0006237562,ARCADIS N.V.,2025-12-09,current
"D. E. Shaw & Co., L.P.",0.91,NL0012866412,BE Semiconductor Industries N.V.,2025-12-08,current
"WorldQuant, LLC",1.8,NL0012817175,Alfen N.V.,2025-12-08,current
"AQR Capital Management, LLC",0.7,NL0013267909,Akzo Nobel N.V.,2025-12-05,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,IMCD N.V.,2025-12-05,current
Marshall Wace LLP,1.9,NL0011821392,Signify N.V.,2025-12-05,current
"AQR Capital Management, LLC",0.81,NL0011821392,Signify N.V.,2025-12-04,current
Marshall Wace LLP,1.89,NL0011821392,Signify N.V.,2025-12-04,current
Voleon Capital Management LP,1.08,NL0012817175,Alfen N.V.,2025-12-04,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,IMCD N.V.,2025-12-03,current
Lazard Asset Management LLC,0.83,NL0010391025,Pharming Group N.V.,2025-12-03,current
"WorldQuant, LLC",1.74,NL0012817175,Alfen N.V.,2025-12-02,current
"D. E. Shaw & Co., L.P.",0.99,NL0011872650,Basic-Fit N.V.,2025-12-01,current
Voleon Capital Management LP,1.19,NL0012817175,Alfen N.V.,2025-12-01,current
"WorldQuant, LLC",1.69,NL0012817175,Alfen N.V.,2025-12-01,current
"BlackRock Advisors, LLC",0.9,NL0010801007,IMCD N.V.,2025-11-28,current
Citadel Advisors LLC,0.6,NL0000289213,Wereldhave N.V.,2025-11-28,current
Ilex Capital Partners (UK) LLP,1.2,CH1216478797,DSM-Firmenich AG,2025-11-28,current
"WorldQuant, LLC",1.78,NL0012817175,Alfen N.V.,2025-11-28,current
Marshall Wace LLP,1.71,NL0011821392,Signify N.V.,2025-11-27,current
Voleon Capital Management LP,1.27,NL0012817175,Alfen N.V.,2025-11-27,current
"WorldQuant, LLC",1.84,NL0012817175,Alfen N.V.,2025-11-27,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,BE Semiconductor Industries N.V.,2025-11-26,current
"BlackRock Advisors, LLC",0.89,NL0010801007,IMCD N.V.,2025-11-25,current
Squarepoint Ops LLC,1.2,NL0006237562,ARCADIS N.V.,2025-11-25,current
Voleon Capital Management LP,1.36,NL0012817175,Alfen N.V.,2025-11-25,current
"WorldQuant, LLC",1.93,NL0012817175,Alfen N.V.,2025-11-25,current
"D. E. Shaw & Co., L.P.",1.82,NL0012817175,Alfen N.V.,2025-11-24,current
"D. E. Shaw & Co., L.P.",1.0,NL0011872650,Basic-Fit N.V.,2025-11-24,current
Marshall Wace LLP,1.62,NL0011821392,Signify N.V.,2025-11-24,current
Voleon Capital Management LP,1.41,NL0012817175,Alfen N.V.,2025-11-24,current
Eleva Capital SAS,0.61,NL0011821392,Signify N.V.,2025-11-21,current
"Elliott Investment Management, L.P",0.59,GB00BP6MXD84,Shell plc,2025-11-21,current
Marshall Wace LLP,0.89,NL0009739416,PostNL N.V.,2025-11-21,current
Voleon Capital Management LP,1.51,NL0012817175,Alfen N.V.,2025-11-21,current
"WorldQuant, LLC",1.85,NL0012817175,Alfen N.V.,2025-11-21,current
"AQR Capital Management, LLC",0.6,NL0013267909,Akzo Nobel N.V.,2025-11-20,current
JPMorgan Asset Management (UK) Ltd.,1.9,NL0011872650,Basic-Fit N.V.,2025-11-20,current
Marshall Wace LLP,1.5,NL0011821392,Signify N.V.,2025-11-20,current
"WorldQuant, LLC",1.61,NL0012817175,Alfen N.V.,2025-11-20,current
Marshall Wace LLP,1.37,NL0011821392,Signify N.V.,2025-11-19,current
"WorldQuant, LLC",1.55,NL0012817175,Alfen N.V.,2025-11-19,current
"AQR Capital Management, LLC",0.51,NL0013267909,Akzo Nobel N.V.,2025-11-18,current
"AQR Capital Management, LLC",0.7,NL0011821392,Signify N.V.,2025-11-18,current
Capstone Volatility Master (Cayman) Limited,1.02,NL0010391025,Pharming Group N.V.,2025-11-18,current
Voleon Capital Management LP,1.44,NL0012817175,Alfen N.V.,2025-11-18,current
AKO Capital LLP,1.11,NL0013267909,Akzo Nobel N.V.,2025-11-17,current
Marshall Wace LLP,1.24,NL0011821392,Signify N.V.,2025-11-17,current
"WorldQuant, LLC",1.41,NL0012817175,Alfen N.V.,2025-11-17,current
Voleon Capital Management LP,1.31,NL0012817175,Alfen N.V.,2025-11-14,current
"D. E. Shaw & Co., L.P.",1.74,NL0012817175,Alfen N.V.,2025-11-13,current
"D. E. Shaw & Co., L.P.",0.79,NL0012866412,BE Semiconductor Industries N.V.,2025-11-13,current
"D. E. Shaw & Co., L.P.",1.0,NL0009739416,PostNL N.V.,2025-11-13,current
Citadel Advisors LLC,0.59,NL0000289213,Wereldhave N.V.,2025-11-12,current
Ilex Capital Partners (UK) LLP,1.11,CH1216478797,DSM-Firmenich AG,2025-11-12,current
Voleon Capital Management LP,1.27,NL0012817175,Alfen N.V.,2025-11-12,current
"BlackRock Advisors, LLC",0.99,NL0010801007,IMCD N.V.,2025-11-11,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,BE Semiconductor Industries N.V.,2025-11-11,current
Marshall Wace LLP,1.11,NL0011821392,Signify N.V.,2025-11-11,current
Squarepoint Ops LLC,1.11,NL0006237562,ARCADIS N.V.,2025-11-11,current
"D. E. Shaw & Co., L.P.",1.69,NL0012817175,Alfen N.V.,2025-11-10,current
"D. E. Shaw & Co., L.P.",0.9,NL0011872650,Basic-Fit N.V.,2025-11-10,current
Marshall Wace LLP,1.09,NL0011821392,Signify N.V.,2025-11-10,current
Voleon Capital Management LP,1.3,NL0012817175,Alfen N.V.,2025-11-10,current
"WorldQuant, LLC",1.37,NL0012817175,Alfen N.V.,2025-11-10,current
"BlackRock Financial Management, Inc.",1.3,NL0010801007,IMCD N.V.,2025-11-07,current
"Connor, Clark & Lunn Investment Management Ltd.",0.5,LU2290522684,InPost S.A.,2025-11-07,current
Voleon Capital Management LP,1.2,NL0012817175,Alfen N.V.,2025-11-07,current
"WorldQuant, LLC",1.44,NL0012817175,Alfen N.V.,2025-11-07,current
Capstone Volatility Master (Cayman) Limited,1.14,NL0010391025,Pharming Group N.V.,2025-11-06,current
"D. E. Shaw & Co., L.P.",0.79,NL0012866412,BE Semiconductor Industries N.V.,2025-11-06,current
Lazard Asset Management LLC,0.64,NL0010391025,Pharming Group N.V.,2025-11-06,current
"WorldQuant, LLC",1.58,NL0012817175,Alfen N.V.,2025-11-06,current
Citadel Advisors LLC,0.62,NL0000289213,Wereldhave N.V.,2025-11-05,current
Squarepoint Ops LLC,1.03,NL0006237562,ARCADIS N.V.,2025-11-05,current
Voleon Capital Management LP,1.13,NL0012817175,Alfen N.V.,2025-11-05,current
"WorldQuant, LLC",1.7,NL0012817175,Alfen N.V.,2025-11-05,current
"BlackRock Advisors, LLC",1.0,NL0010801007,IMCD N.V.,2025-11-03,current
Marshall Wace LLP,1.1,NL0011821392,Signify N.V.,2025-11-03,current
Voleon Capital Management LP,1.0,NL0012817175,Alfen N.V.,2025-11-03,current
"WorldQuant, LLC",1.69,NL0012817175,Alfen N.V.,2025-11-03,current
"BlackRock Financial Management, Inc.",1.26,NL0010801007,IMCD N.V.,2025-10-31,current
Squarepoint Ops LLC,0.95,NL0006237562,ARCADIS N.V.,2025-10-31,current
"D. E. Shaw & Co., L.P.",0.88,NL0012866412,BE Semiconductor Industries N.V.,2025-10-30,current
