issuer_name,net_short_position,isin,position_holder,position_date,source
PostNL N.V.,0.79,NL0009739416,Marshall Wace LLP,2026-02-13,current
Signify N.V.,1.71,NL0011821392,Marshall Wace LLP,2026-02-13,current
The Magnum Ice Cream Company N.V.,0.68,NL0015002MS2,Marshall Wace LLP,2026-02-13,current
Theon International Plc,0.61,CY0200751713,"Two Sigma Investments, LP",2026-02-13,current
Alfen N.V.,1.51,NL0012817175,Voleon Capital Management LP,2026-02-13,current
Alfen N.V.,3.01,NL0012817175,"WorldQuant, LLC",2026-02-13,current
IMCD N.V.,0.73,NL0010801007,"BlackRock Advisors, LLC",2026-02-12,current
IMCD N.V.,1.45,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-12,current
Signify N.V.,1.58,NL0011821392,Citadel Advisors LLC,2026-02-12,current
DSM-Firmenich AG,1.38,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-12,current
The Magnum Ice Cream Company N.V.,0.5,NL0015002MS2,Marshall Wace LLP,2026-02-12,current
Signify N.V.,0.78,NL0011821392,"PDT Partners, LLC",2026-02-12,current
InPost S.A.,0.6,LU2290522684,"Two Sigma Investments, LP",2026-02-12,current
Alfen N.V.,1.43,NL0012817175,Voleon Capital Management LP,2026-02-12,current
Alfen N.V.,2.9,NL0012817175,"WorldQuant, LLC",2026-02-12,current
IMCD N.V.,0.5,NL0010801007,Acadian Asset Management LLC.,2026-02-11,current
Akzo Nobel N.V.,1.08,NL0013267909,AKO Capital LLP,2026-02-11,current
IMCD N.V.,0.9,NL0010801007,"BlackRock Advisors, LLC",2026-02-11,current
Alfen N.V.,1.57,NL0012817175,"D. E. Shaw & Co., L.P.",2026-02-11,current
IMCD N.V.,0.6,NL0010801007,"Two Sigma Investments, LP",2026-02-11,current
Alfen N.V.,1.39,NL0012817175,Voleon Capital Management LP,2026-02-11,current
Wereldhave N.V.,0.58,NL0000289213,Citadel Advisors LLC,2026-02-10,current
PostNL N.V.,0.79,NL0009739416,"D. E. Shaw & Co., L.P.",2026-02-10,current
Akzo Nobel N.V.,1.1,NL0013267909,Davidson Kempner Capital Management LP,2026-02-10,current
Signify N.V.,1.64,NL0011821392,Marshall Wace LLP,2026-02-10,current
Theon International Plc,0.5,CY0200751713,Qube Research & Technologies Ltd.,2026-02-10,current
ARCADIS N.V.,1.09,NL0006237562,Squarepoint Ops LLC,2026-02-10,current
Alfen N.V.,1.41,NL0012817175,Voleon Capital Management LP,2026-02-10,current
PostNL N.V.,0.59,NL0009739416,Citadel Advisors LLC,2026-02-06,current
Pharming Group N.V.,0.6,NL0010391025,"D. E. Shaw & Co., L.P.",2026-02-06,current
Basic-Fit N.V.,1.59,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2026-02-06,current
IMCD N.V.,0.5,NL0010801007,"PDT Partners, LLC",2026-02-06,current
ARCADIS N.V.,0.6,NL0006237562,"AQR Capital Management, LLC",2026-02-05,current
IMCD N.V.,1.05,NL0010801007,"BlackRock Advisors, LLC",2026-02-05,current
Signify N.V.,0.93,NL0011821392,Citadel Advisors Europe Limited,2026-02-05,current
Signify N.V.,1.6,NL0011821392,Citadel Advisors LLC,2026-02-05,current
Akzo Nobel N.V.,1.02,NL0013267909,Davidson Kempner Capital Management LP,2026-02-05,current
IMCD N.V.,1.5,NL0010801007,"BlackRock Financial Management, Inc.",2026-02-04,current
IMCD N.V.,0.66,NL0010801007,Caisse de dépôt et placement du Québec,2026-02-04,current
Pharming Group N.V.,0.59,NL0010391025,"D. E. Shaw & Co., L.P.",2026-02-04,current
Pharming Group N.V.,0.89,NL0010391025,Lazard Asset Management LLC,2026-02-04,current
PostNL N.V.,0.82,NL0009739416,Marshall Wace LLP,2026-02-04,current
Signify N.V.,1.51,NL0011821392,Marshall Wace LLP,2026-02-04,current
Alfen N.V.,1.38,NL0012817175,Voleon Capital Management LP,2026-02-04,current
Akzo Nobel N.V.,1.12,NL0013267909,AKO Capital LLP,2026-02-03,current
IMCD N.V.,0.9,NL0010801007,"Arrowstreet Capital, Limited Partnership",2026-02-03,current
Signify N.V.,0.8,NL0011821392,Citadel Advisors Europe Limited,2026-02-03,current
Signify N.V.,1.5,NL0011821392,Citadel Advisors LLC,2026-02-03,current
DSM-Firmenich AG,1.41,CH1216478797,Ilex Capital Partners (UK) LLP,2026-02-03,current
Akzo Nobel N.V.,0.7,NL0013267909,Kintbury Capital LLP,2026-02-03,current
Pharming Group N.V.,0.9,NL0010391025,Lazard Asset Management LLC,2026-02-03,current
CVC Capital Partners plc,0.5,JE00BRX98089,Qube Research & Technologies Ltd.,2026-02-03,current
Alfen N.V.,1.46,NL0012817175,Voleon Capital Management LP,2026-02-03,current
Signify N.V.,0.91,NL0011821392,"AQR Capital Management, LLC",2026-02-02,current
Pharming Group N.V.,0.66,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-02-02,current
Signify N.V.,0.74,NL0011821392,Citadel Advisors Europe Limited,2026-02-02,current
Signify N.V.,1.42,NL0011821392,Citadel Advisors LLC,2026-02-02,current
ARCADIS N.V.,0.5,NL0006237562,"D. E. Shaw & Co., L.P.",2026-02-02,current
Akzo Nobel N.V.,0.93,NL0013267909,Davidson Kempner Capital Management LP,2026-02-02,current
Pharming Group N.V.,0.89,NL0010391025,Lazard Asset Management LLC,2026-02-02,current
PostNL N.V.,0.78,NL0009739416,Marshall Wace LLP,2026-02-02,current
Signify N.V.,1.45,NL0011821392,Marshall Wace LLP,2026-02-02,current
Signify N.V.,0.8,NL0011821392,"PDT Partners, LLC",2026-02-02,current
Universal Music Group N.V.,0.5,NL0015000IY2,"AQR Capital Management, LLC",2026-01-30,current
Signify N.V.,0.63,NL0011821392,Citadel Advisors Europe Limited,2026-01-30,current
Signify N.V.,1.25,NL0011821392,Citadel Advisors LLC,2026-01-30,current
Basic-Fit N.V.,0.9,NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-30,current
Signify N.V.,1.39,NL0011821392,Marshall Wace LLP,2026-01-30,current
Signify N.V.,0.76,NL0011821392,"PDT Partners, LLC",2026-01-30,current
ARCADIS N.V.,1.19,NL0006237562,Squarepoint Ops LLC,2026-01-30,current
Akzo Nobel N.V.,0.69,NL0013267909,"AQR Capital Management, LLC",2026-01-29,current
Pharming Group N.V.,0.72,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-29,current
Signify N.V.,1.1,NL0011821392,Citadel Advisors LLC,2026-01-29,current
Akzo Nobel N.V.,0.8,NL0013267909,Davidson Kempner Capital Management LP,2026-01-29,current
Basic-Fit N.V.,1.68,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2026-01-29,current
IMCD N.V.,1.1,NL0010801007,"BlackRock Advisors, LLC",2026-01-28,current
Signify N.V.,1.03,NL0011821392,Citadel Advisors LLC,2026-01-28,current
Wolters Kluwer N.V.,0.61,NL0000395903,"D. E. Shaw & Co., L.P.",2026-01-28,current
Akzo Nobel N.V.,0.67,NL0013267909,Davidson Kempner Capital Management LP,2026-01-28,current
Akzo Nobel N.V.,1.07,NL0013267909,AKO Capital LLP,2026-01-27,current
IMCD N.V.,0.57,NL0010801007,Caisse de dépôt et placement du Québec,2026-01-27,current
Signify N.V.,0.9,NL0011821392,Citadel Advisors LLC,2026-01-27,current
Signify N.V.,0.78,NL0011821392,Eleva Capital SAS,2026-01-27,current
Basic-Fit N.V.,1.72,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2026-01-27,current
PostNL N.V.,0.62,NL0009739416,Citadel Advisors LLC,2026-01-26,current
Akzo Nobel N.V.,0.51,NL0013267909,Davidson Kempner Capital Management LP,2026-01-26,current
Akzo Nobel N.V.,0.5,NL0013267909,Kintbury Capital LLP,2026-01-26,current
Signify N.V.,1.49,NL0011821392,Marshall Wace LLP,2026-01-26,current
Alfen N.V.,1.5,NL0012817175,Voleon Capital Management LP,2026-01-26,current
Alfen N.V.,2.72,NL0012817175,"WorldQuant, LLC",2026-01-26,current
ARCADIS N.V.,0.5,NL0006237562,"AQR Capital Management, LLC",2026-01-22,current
Alfen N.V.,1.69,NL0012817175,"D. E. Shaw & Co., L.P.",2026-01-22,current
PostNL N.V.,0.89,NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-22,current
Pharming Group N.V.,0.91,NL0010391025,Lazard Asset Management LLC,2026-01-22,current
Alfen N.V.,1.49,NL0012817175,Voleon Capital Management LP,2026-01-22,current
IMCD N.V.,1.02,NL0010801007,"BlackRock Advisors, LLC",2026-01-21,current
Pharming Group N.V.,0.87,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-21,current
PostNL N.V.,0.89,NL0009739416,Marshall Wace LLP,2026-01-21,current
IMCD N.V.,0.51,NL0010801007,"Two Sigma Investments, LP",2026-01-21,current
Alfen N.V.,2.61,NL0012817175,"WorldQuant, LLC",2026-01-21,current
Signify N.V.,0.81,NL0011821392,Citadel Advisors LLC,2026-01-20,current
Wereldhave N.V.,0.6,NL0000289213,Citadel Advisors LLC,2026-01-20,current
PostNL N.V.,0.9,NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-20,current
Signify N.V.,0.77,NL0011821392,Citadel Advisors LLC,2026-01-19,current
BE Semiconductor Industries N.V.,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",2026-01-19,current
Alfen N.V.,1.55,NL0012817175,Voleon Capital Management LP,2026-01-19,current
Alfen N.V.,2.53,NL0012817175,"WorldQuant, LLC",2026-01-19,current
IMCD N.V.,1.4,NL0010801007,"BlackRock Financial Management, Inc.",2026-01-16,current
DSM-Firmenich AG,1.38,CH1216478797,Ilex Capital Partners (UK) LLP,2026-01-16,current
PostNL N.V.,0.9,NL0009739416,Marshall Wace LLP,2026-01-16,current
PostNL N.V.,0.59,NL0009739416,Citadel Advisors LLC,2026-01-15,current
BE Semiconductor Industries N.V.,0.81,NL0012866412,"D. E. Shaw & Co., L.P.",2026-01-15,current
Wolters Kluwer N.V.,0.51,NL0000395903,"D. E. Shaw & Co., L.P.",2026-01-15,current
BE Semiconductor Industries N.V.,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",2026-01-14,current
Signify N.V.,1.59,NL0011821392,Marshall Wace LLP,2026-01-14,current
ARCADIS N.V.,1.28,NL0006237562,Squarepoint Ops LLC,2026-01-14,current
Akzo Nobel N.V.,0.79,NL0013267909,"AQR Capital Management, LLC",2026-01-13,current
PostNL N.V.,0.81,NL0009739416,Marshall Wace LLP,2026-01-13,current
ARCADIS N.V.,1.3,NL0006237562,Squarepoint Ops LLC,2026-01-13,current
Alfen N.V.,2.41,NL0012817175,"WorldQuant, LLC",2026-01-13,current
Alfen N.V.,1.7,NL0012817175,"D. E. Shaw & Co., L.P.",2026-01-12,current
Basic-Fit N.V.,0.89,NL0011872650,"D. E. Shaw & Co., L.P.",2026-01-12,current
BE Semiconductor Industries N.V.,0.8,NL0012866412,"D. E. Shaw & Co., L.P.",2026-01-12,current
Alfen N.V.,1.42,NL0012817175,Voleon Capital Management LP,2026-01-12,current
Alfen N.V.,2.37,NL0012817175,"WorldQuant, LLC",2026-01-12,current
Pharming Group N.V.,0.91,NL0010391025,Capstone Volatility Master (Cayman) Limited,2026-01-09,current
Signify N.V.,0.6,NL0011821392,Citadel Advisors LLC,2026-01-09,current
Alfen N.V.,1.69,NL0012817175,"D. E. Shaw & Co., L.P.",2026-01-09,current
PostNL N.V.,0.88,NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-09,current
Shell plc,0.6,GB00BP6MXD84,"Elliott Investment Management, L.P",2026-01-09,current
Signify N.V.,0.69,NL0011821392,"PDT Partners, LLC",2026-01-09,current
ARCADIS N.V.,1.29,NL0006237562,Squarepoint Ops LLC,2026-01-09,current
IMCD N.V.,1.39,NL0010801007,"BlackRock Financial Management, Inc.",2026-01-08,current
Signify N.V.,0.57,NL0011821392,Citadel Advisors LLC,2026-01-08,current
Alfen N.V.,1.7,NL0012817175,"D. E. Shaw & Co., L.P.",2026-01-08,current
BE Semiconductor Industries N.V.,0.78,NL0012866412,"D. E. Shaw & Co., L.P.",2026-01-08,current
PostNL N.V.,0.9,NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-08,current
Signify N.V.,0.7,NL0011821392,"PDT Partners, LLC",2026-01-08,current
Theon International Plc,0.59,CY0200751713,"Two Sigma Investments, LP",2026-01-08,current
Alfen N.V.,1.33,NL0012817175,Voleon Capital Management LP,2026-01-08,current
Alfen N.V.,2.23,NL0012817175,"WorldQuant, LLC",2026-01-08,current
Akzo Nobel N.V.,0.82,NL0013267909,"AQR Capital Management, LLC",2026-01-07,current
PostNL N.V.,0.61,NL0009739416,Citadel Advisors LLC,2026-01-07,current
Signify N.V.,0.6,NL0011821392,Citadel Advisors LLC,2026-01-07,current
PostNL N.V.,0.89,NL0009739416,"D. E. Shaw & Co., L.P.",2026-01-07,current
Akzo Nobel N.V.,0.77,NL0013267909,"AQR Capital Management, LLC",2026-01-06,current
IMCD N.V.,1.41,NL0010801007,"BlackRock Financial Management, Inc.",2026-01-06,current
Signify N.V.,1.67,NL0011821392,Marshall Wace LLP,2026-01-06,current
Theon International Plc,0.6,CY0200751713,"Two Sigma Investments, LP",2026-01-06,current
IMCD N.V.,1.39,NL0010801007,"BlackRock Financial Management, Inc.",2026-01-05,current
DSM-Firmenich AG,1.4,CH1216478797,Ilex Capital Partners (UK) LLP,2026-01-05,current
Theon International Plc,0.59,CY0200751713,"Two Sigma Investments, LP",2026-01-05,current
Alfen N.V.,1.22,NL0012817175,Voleon Capital Management LP,2026-01-05,current
Alfen N.V.,2.14,NL0012817175,"WorldQuant, LLC",2026-01-05,current
Akzo Nobel N.V.,0.8,NL0013267909,"AQR Capital Management, LLC",2026-01-02,current
Alfen N.V.,1.68,NL0012817175,"D. E. Shaw & Co., L.P.",2026-01-02,current
PostNL N.V.,0.78,NL0009739416,Marshall Wace LLP,2026-01-02,current
Signify N.V.,1.78,NL0011821392,Marshall Wace LLP,2026-01-02,current
InPost S.A.,0.54,LU2290522684,"Two Sigma Investments, LP",2026-01-02,current
Theon International Plc,0.6,CY0200751713,"Two Sigma Investments, LP",2026-01-02,current
Alfen N.V.,2.08,NL0012817175,"WorldQuant, LLC",2026-01-02,current
Signify N.V.,0.5,NL0011821392,Citadel Advisors LLC,2025-12-30,current
Alfen N.V.,1.18,NL0012817175,Voleon Capital Management LP,2025-12-30,current
Alfen N.V.,2.11,NL0012817175,"WorldQuant, LLC",2025-12-30,current
Alfen N.V.,1.77,NL0012817175,"D. E. Shaw & Co., L.P.",2025-12-29,current
BE Semiconductor Industries N.V.,0.8,NL0012866412,"D. E. Shaw & Co., L.P.",2025-12-29,current
BE Semiconductor Industries N.V.,0.79,NL0012866412,"D. E. Shaw & Co., L.P.",2025-12-24,current
Alfen N.V.,1.02,NL0012817175,Voleon Capital Management LP,2025-12-24,current
IMCD N.V.,0.8,NL0010801007,"Arrowstreet Capital, Limited Partnership",2025-12-23,current
IMCD N.V.,1.4,NL0010801007,"BlackRock Financial Management, Inc.",2025-12-23,current
Akzo Nobel N.V.,0.62,NL0013267909,LMR Partners LLP,2025-12-22,current
Signify N.V.,1.88,NL0011821392,Marshall Wace LLP,2025-12-22,current
ArcelorMittal S.A.,0.5,LU1598757687,"AQR Capital Management, LLC",2025-12-19,current
Alfen N.V.,0.99,NL0012817175,Voleon Capital Management LP,2025-12-19,current
Fugro N.V.,0.68,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,2025-12-18,current
PostNL N.V.,0.5,NL0009739416,Citadel Advisors LLC,2025-12-17,current
Basic-Fit N.V.,1.88,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2025-12-17,current
IMCD N.V.,0.7,NL0010801007,"Arrowstreet Capital, Limited Partnership",2025-12-16,current
Alfen N.V.,2.0,NL0012817175,"WorldQuant, LLC",2025-12-16,current
DSM-Firmenich AG,1.3,CH1216478797,Ilex Capital Partners (UK) LLP,2025-12-15,current
IMCD N.V.,1.39,NL0010801007,"BlackRock Financial Management, Inc.",2025-12-12,current
Wereldhave N.V.,0.59,NL0000289213,Citadel Advisors LLC,2025-12-12,current
PostNL N.V.,0.99,NL0009739416,"D. E. Shaw & Co., L.P.",2025-12-12,current
ARCADIS N.V.,1.3,NL0006237562,Squarepoint Ops LLC,2025-12-12,current
ARCADIS N.V.,1.29,NL0006237562,Squarepoint Ops LLC,2025-12-11,current
Alfen N.V.,1.93,NL0012817175,"WorldQuant, LLC",2025-12-11,current
Akzo Nobel N.V.,0.51,NL0013267909,LMR Partners LLP,2025-12-10,current
IMCD N.V.,1.4,NL0010801007,"BlackRock Financial Management, Inc.",2025-12-09,current
BE Semiconductor Industries N.V.,0.88,NL0012866412,"D. E. Shaw & Co., L.P.",2025-12-09,current
ARCADIS N.V.,1.3,NL0006237562,Squarepoint Ops LLC,2025-12-09,current
BE Semiconductor Industries N.V.,0.91,NL0012866412,"D. E. Shaw & Co., L.P.",2025-12-08,current
Alfen N.V.,1.8,NL0012817175,"WorldQuant, LLC",2025-12-08,current
Akzo Nobel N.V.,0.7,NL0013267909,"AQR Capital Management, LLC",2025-12-05,current
IMCD N.V.,1.39,NL0010801007,"BlackRock Financial Management, Inc.",2025-12-05,current
Signify N.V.,1.9,NL0011821392,Marshall Wace LLP,2025-12-05,current
Signify N.V.,0.81,NL0011821392,"AQR Capital Management, LLC",2025-12-04,current
Signify N.V.,1.89,NL0011821392,Marshall Wace LLP,2025-12-04,current
Alfen N.V.,1.08,NL0012817175,Voleon Capital Management LP,2025-12-04,current
IMCD N.V.,1.4,NL0010801007,"BlackRock Financial Management, Inc.",2025-12-03,current
Pharming Group N.V.,0.83,NL0010391025,Lazard Asset Management LLC,2025-12-03,current
Alfen N.V.,1.74,NL0012817175,"WorldQuant, LLC",2025-12-02,current
Basic-Fit N.V.,0.99,NL0011872650,"D. E. Shaw & Co., L.P.",2025-12-01,current
Alfen N.V.,1.19,NL0012817175,Voleon Capital Management LP,2025-12-01,current
Alfen N.V.,1.69,NL0012817175,"WorldQuant, LLC",2025-12-01,current
IMCD N.V.,0.9,NL0010801007,"BlackRock Advisors, LLC",2025-11-28,current
Wereldhave N.V.,0.6,NL0000289213,Citadel Advisors LLC,2025-11-28,current
DSM-Firmenich AG,1.2,CH1216478797,Ilex Capital Partners (UK) LLP,2025-11-28,current
Alfen N.V.,1.78,NL0012817175,"WorldQuant, LLC",2025-11-28,current
Signify N.V.,1.71,NL0011821392,Marshall Wace LLP,2025-11-27,current
Alfen N.V.,1.27,NL0012817175,Voleon Capital Management LP,2025-11-27,current
Alfen N.V.,1.84,NL0012817175,"WorldQuant, LLC",2025-11-27,current
BE Semiconductor Industries N.V.,0.81,NL0012866412,"D. E. Shaw & Co., L.P.",2025-11-26,current
IMCD N.V.,0.89,NL0010801007,"BlackRock Advisors, LLC",2025-11-25,current
ARCADIS N.V.,1.2,NL0006237562,Squarepoint Ops LLC,2025-11-25,current
Alfen N.V.,1.36,NL0012817175,Voleon Capital Management LP,2025-11-25,current
Alfen N.V.,1.93,NL0012817175,"WorldQuant, LLC",2025-11-25,current
Alfen N.V.,1.82,NL0012817175,"D. E. Shaw & Co., L.P.",2025-11-24,current
Basic-Fit N.V.,1.0,NL0011872650,"D. E. Shaw & Co., L.P.",2025-11-24,current
Signify N.V.,1.62,NL0011821392,Marshall Wace LLP,2025-11-24,current
Alfen N.V.,1.41,NL0012817175,Voleon Capital Management LP,2025-11-24,current
Signify N.V.,0.61,NL0011821392,Eleva Capital SAS,2025-11-21,current
Shell plc,0.59,GB00BP6MXD84,"Elliott Investment Management, L.P",2025-11-21,current
PostNL N.V.,0.89,NL0009739416,Marshall Wace LLP,2025-11-21,current
Alfen N.V.,1.51,NL0012817175,Voleon Capital Management LP,2025-11-21,current
Alfen N.V.,1.85,NL0012817175,"WorldQuant, LLC",2025-11-21,current
Akzo Nobel N.V.,0.6,NL0013267909,"AQR Capital Management, LLC",2025-11-20,current
Basic-Fit N.V.,1.9,NL0011872650,JPMorgan Asset Management (UK) Ltd.,2025-11-20,current
Signify N.V.,1.5,NL0011821392,Marshall Wace LLP,2025-11-20,current
Alfen N.V.,1.61,NL0012817175,"WorldQuant, LLC",2025-11-20,current
Signify N.V.,1.37,NL0011821392,Marshall Wace LLP,2025-11-19,current
Alfen N.V.,1.55,NL0012817175,"WorldQuant, LLC",2025-11-19,current
Akzo Nobel N.V.,0.51,NL0013267909,"AQR Capital Management, LLC",2025-11-18,current
Signify N.V.,0.7,NL0011821392,"AQR Capital Management, LLC",2025-11-18,current
Pharming Group N.V.,1.02,NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-11-18,current
Alfen N.V.,1.44,NL0012817175,Voleon Capital Management LP,2025-11-18,current
Akzo Nobel N.V.,1.11,NL0013267909,AKO Capital LLP,2025-11-17,current
Signify N.V.,1.24,NL0011821392,Marshall Wace LLP,2025-11-17,current
Alfen N.V.,1.41,NL0012817175,"WorldQuant, LLC",2025-11-17,current
Alfen N.V.,1.31,NL0012817175,Voleon Capital Management LP,2025-11-14,current
Alfen N.V.,1.74,NL0012817175,"D. E. Shaw & Co., L.P.",2025-11-13,current
BE Semiconductor Industries N.V.,0.79,NL0012866412,"D. E. Shaw & Co., L.P.",2025-11-13,current
PostNL N.V.,1.0,NL0009739416,"D. E. Shaw & Co., L.P.",2025-11-13,current
Wereldhave N.V.,0.59,NL0000289213,Citadel Advisors LLC,2025-11-12,current
DSM-Firmenich AG,1.11,CH1216478797,Ilex Capital Partners (UK) LLP,2025-11-12,current
Alfen N.V.,1.27,NL0012817175,Voleon Capital Management LP,2025-11-12,current
IMCD N.V.,0.99,NL0010801007,"BlackRock Advisors, LLC",2025-11-11,current
BE Semiconductor Industries N.V.,0.81,NL0012866412,"D. E. Shaw & Co., L.P.",2025-11-11,current
Signify N.V.,1.11,NL0011821392,Marshall Wace LLP,2025-11-11,current
ARCADIS N.V.,1.11,NL0006237562,Squarepoint Ops LLC,2025-11-11,current
Alfen N.V.,1.69,NL0012817175,"D. E. Shaw & Co., L.P.",2025-11-10,current
Basic-Fit N.V.,0.9,NL0011872650,"D. E. Shaw & Co., L.P.",2025-11-10,current
Signify N.V.,1.09,NL0011821392,Marshall Wace LLP,2025-11-10,current
Alfen N.V.,1.3,NL0012817175,Voleon Capital Management LP,2025-11-10,current
Alfen N.V.,1.37,NL0012817175,"WorldQuant, LLC",2025-11-10,current
IMCD N.V.,1.3,NL0010801007,"BlackRock Financial Management, Inc.",2025-11-07,current
Alfen N.V.,1.2,NL0012817175,Voleon Capital Management LP,2025-11-07,current
Alfen N.V.,1.44,NL0012817175,"WorldQuant, LLC",2025-11-07,current
Pharming Group N.V.,1.14,NL0010391025,Capstone Volatility Master (Cayman) Limited,2025-11-06,current
BE Semiconductor Industries N.V.,0.79,NL0012866412,"D. E. Shaw & Co., L.P.",2025-11-06,current
Pharming Group N.V.,0.64,NL0010391025,Lazard Asset Management LLC,2025-11-06,current
Alfen N.V.,1.58,NL0012817175,"WorldQuant, LLC",2025-11-06,current
Wereldhave N.V.,0.62,NL0000289213,Citadel Advisors LLC,2025-11-05,current
ARCADIS N.V.,1.03,NL0006237562,Squarepoint Ops LLC,2025-11-05,current
Alfen N.V.,1.13,NL0012817175,Voleon Capital Management LP,2025-11-05,current
Alfen N.V.,1.7,NL0012817175,"WorldQuant, LLC",2025-11-05,current
IMCD N.V.,1.0,NL0010801007,"BlackRock Advisors, LLC",2025-11-03,current
