net_short_position,position_holder,isin,position_date,issuer_name,source
0.6,"Two Sigma Investments, LP",NL0010801007,2026-02-11,IMCD N.V.,current
0.86,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-11,Akzo Nobel N.V.,current
1.39,Voleon Capital Management LP,NL0012817175,2026-02-11,Alfen N.V.,current
0.58,Citadel Advisors LLC,NL0000289213,2026-02-10,Wereldhave N.V.,current
0.79,"D. E. Shaw & Co., L.P.",NL0009739416,2026-02-10,PostNL N.V.,current
1.1,Davidson Kempner Capital Management LP,NL0013267909,2026-02-10,Akzo Nobel N.V.,current
0.57,Marshall Wace LLP,NL0013267909,2026-02-10,Akzo Nobel N.V.,current
1.64,Marshall Wace LLP,NL0011821392,2026-02-10,Signify N.V.,current
0.5,Qube Research & Technologies Ltd.,CY0200751713,2026-02-10,Theon International Plc,current
1.09,Squarepoint Ops LLC,NL0006237562,2026-02-10,ARCADIS N.V.,current
1.41,Voleon Capital Management LP,NL0012817175,2026-02-10,Alfen N.V.,current
2.16,Voleon Capital Management LP,NL0015002IE0,2026-02-10,Avantium N.V.,current
2.26,Voleon Capital Management LP,NL0015002IE0,2026-02-09,Avantium N.V.,current
0.59,Citadel Advisors LLC,NL0009739416,2026-02-06,PostNL N.V.,current
0.6,"D. E. Shaw & Co., L.P.",NL0010391025,2026-02-06,Pharming Group N.V.,current
1.59,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-02-06,Basic-Fit N.V.,current
0.5,"PDT Partners, LLC",NL0010801007,2026-02-06,IMCD N.V.,current
0.6,"AQR Capital Management, LLC",NL0006237562,2026-02-05,ARCADIS N.V.,current
1.05,"BlackRock Advisors, LLC",NL0010801007,2026-02-05,IMCD N.V.,current
0.93,Citadel Advisors Europe Limited,NL0011821392,2026-02-05,Signify N.V.,current
1.6,Citadel Advisors LLC,NL0011821392,2026-02-05,Signify N.V.,current
1.02,Davidson Kempner Capital Management LP,NL0013267909,2026-02-05,Akzo Nobel N.V.,current
0.7,UBS Asset Management (Americas) LLC,NL0013267909,2026-02-05,Akzo Nobel N.V.,current
1.5,"BlackRock Financial Management, Inc.",NL0010801007,2026-02-04,IMCD N.V.,current
0.66,Caisse de dépôt et placement du Québec,NL0010801007,2026-02-04,IMCD N.V.,current
0.59,"D. E. Shaw & Co., L.P.",NL0010391025,2026-02-04,Pharming Group N.V.,current
0.89,Lazard Asset Management LLC,NL0010391025,2026-02-04,Pharming Group N.V.,current
0.82,Marshall Wace LLP,NL0009739416,2026-02-04,PostNL N.V.,current
1.51,Marshall Wace LLP,NL0011821392,2026-02-04,Signify N.V.,current
1.38,Voleon Capital Management LP,NL0012817175,2026-02-04,Alfen N.V.,current
2.38,Voleon Capital Management LP,NL0015002IE0,2026-02-04,Avantium N.V.,current
1.12,AKO Capital LLP,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
0.9,"Arrowstreet Capital, Limited Partnership",NL0010801007,2026-02-03,IMCD N.V.,current
0.8,Citadel Advisors Europe Limited,NL0011821392,2026-02-03,Signify N.V.,current
1.5,Citadel Advisors LLC,NL0011821392,2026-02-03,Signify N.V.,current
1.41,Ilex Capital Partners (UK) LLP,CH1216478797,2026-02-03,DSM-Firmenich AG,current
0.7,Kintbury Capital LLP,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
0.9,Lazard Asset Management LLC,NL0010391025,2026-02-03,Pharming Group N.V.,current
0.63,Marshall Wace LLP,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
0.5,Qube Research & Technologies Ltd.,JE00BRX98089,2026-02-03,CVC Capital Partners plc,current
1.46,Voleon Capital Management LP,NL0012817175,2026-02-03,Alfen N.V.,current
0.91,"AQR Capital Management, LLC",NL0011821392,2026-02-02,Signify N.V.,current
0.66,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-02-02,Pharming Group N.V.,current
0.74,Citadel Advisors Europe Limited,NL0011821392,2026-02-02,Signify N.V.,current
1.42,Citadel Advisors LLC,NL0011821392,2026-02-02,Signify N.V.,current
0.5,"D. E. Shaw & Co., L.P.",NL0006237562,2026-02-02,ARCADIS N.V.,current
0.93,Davidson Kempner Capital Management LP,NL0013267909,2026-02-02,Akzo Nobel N.V.,current
0.89,Lazard Asset Management LLC,NL0010391025,2026-02-02,Pharming Group N.V.,current
0.78,Marshall Wace LLP,NL0009739416,2026-02-02,PostNL N.V.,current
1.45,Marshall Wace LLP,NL0011821392,2026-02-02,Signify N.V.,current
0.8,"PDT Partners, LLC",NL0011821392,2026-02-02,Signify N.V.,current
2.4,Voleon Capital Management LP,NL0015002IE0,2026-02-02,Avantium N.V.,current
0.5,"AQR Capital Management, LLC",NL0015000IY2,2026-01-30,Universal Music Group N.V.,current
0.63,Citadel Advisors Europe Limited,NL0011821392,2026-01-30,Signify N.V.,current
1.25,Citadel Advisors LLC,NL0011821392,2026-01-30,Signify N.V.,current
0.9,"D. E. Shaw & Co., L.P.",NL0011872650,2026-01-30,Basic-Fit N.V.,current
0.83,Marshall Wace LLP,NL0013267909,2026-01-30,Akzo Nobel N.V.,current
1.39,Marshall Wace LLP,NL0011821392,2026-01-30,Signify N.V.,current
0.76,"PDT Partners, LLC",NL0011821392,2026-01-30,Signify N.V.,current
1.19,Squarepoint Ops LLC,NL0006237562,2026-01-30,ARCADIS N.V.,current
0.6,UBS Asset Management (Americas) LLC,NL0013267909,2026-01-30,Akzo Nobel N.V.,current
0.69,"AQR Capital Management, LLC",NL0013267909,2026-01-29,Akzo Nobel N.V.,current
0.72,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-29,Pharming Group N.V.,current
1.1,Citadel Advisors LLC,NL0011821392,2026-01-29,Signify N.V.,current
0.8,Davidson Kempner Capital Management LP,NL0013267909,2026-01-29,Akzo Nobel N.V.,current
1.68,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-01-29,Basic-Fit N.V.,current
0.79,Marshall Wace LLP,NL0013267909,2026-01-29,Akzo Nobel N.V.,current
1.1,"BlackRock Advisors, LLC",NL0010801007,2026-01-28,IMCD N.V.,current
1.03,Citadel Advisors LLC,NL0011821392,2026-01-28,Signify N.V.,current
0.61,"D. E. Shaw & Co., L.P.",NL0000395903,2026-01-28,Wolters Kluwer N.V.,current
0.67,Davidson Kempner Capital Management LP,NL0013267909,2026-01-28,Akzo Nobel N.V.,current
0.78,"PDT Partners, LLC",NL00150003E1,2026-01-28,Fugro N.V.,current
1.07,AKO Capital LLP,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
0.57,Caisse de dépôt et placement du Québec,NL0010801007,2026-01-27,IMCD N.V.,current
0.9,Citadel Advisors LLC,NL0011821392,2026-01-27,Signify N.V.,current
0.78,Eleva Capital SAS,NL0011821392,2026-01-27,Signify N.V.,current
1.72,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2026-01-27,Basic-Fit N.V.,current
0.81,Marshall Wace LLP,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
0.51,UBS Asset Management (Americas) LLC,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
0.5,Voleon Capital Management LP,NL00150003E1,2026-01-27,Fugro N.V.,current
0.62,Citadel Advisors LLC,NL0009739416,2026-01-26,PostNL N.V.,current
0.51,Davidson Kempner Capital Management LP,NL0013267909,2026-01-26,Akzo Nobel N.V.,current
0.5,Kintbury Capital LLP,NL0013267909,2026-01-26,Akzo Nobel N.V.,current
1.49,Marshall Wace LLP,NL0011821392,2026-01-26,Signify N.V.,current
1.5,Voleon Capital Management LP,NL0012817175,2026-01-26,Alfen N.V.,current
2.72,"WorldQuant, LLC",NL0012817175,2026-01-26,Alfen N.V.,current
2.34,Voleon Capital Management LP,NL0015002IE0,2026-01-23,Avantium N.V.,current
0.5,"AQR Capital Management, LLC",NL0006237562,2026-01-22,ARCADIS N.V.,current
1.69,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-22,Alfen N.V.,current
0.89,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-22,PostNL N.V.,current
0.91,Lazard Asset Management LLC,NL0010391025,2026-01-22,Pharming Group N.V.,current
1.49,Voleon Capital Management LP,NL0012817175,2026-01-22,Alfen N.V.,current
2.09,Voleon Capital Management LP,NL0015002IE0,2026-01-22,Avantium N.V.,current
1.02,"BlackRock Advisors, LLC",NL0010801007,2026-01-21,IMCD N.V.,current
0.87,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-21,Pharming Group N.V.,current
0.89,Marshall Wace LLP,NL0009739416,2026-01-21,PostNL N.V.,current
0.51,"Two Sigma Investments, LP",NL0010801007,2026-01-21,IMCD N.V.,current
2.1,Voleon Capital Management LP,NL0015002IE0,2026-01-21,Avantium N.V.,current
2.61,"WorldQuant, LLC",NL0012817175,2026-01-21,Alfen N.V.,current
0.81,Citadel Advisors LLC,NL0011821392,2026-01-20,Signify N.V.,current
0.6,Citadel Advisors LLC,NL0000289213,2026-01-20,Wereldhave N.V.,current
0.71,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-01-20,InPost S.A.,current
0.9,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-20,PostNL N.V.,current
0.7,Marshall Wace LLP,NL0013267909,2026-01-20,Akzo Nobel N.V.,current
0.77,Citadel Advisors LLC,NL0011821392,2026-01-19,Signify N.V.,current
0.78,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-19,BE Semiconductor Industries N.V.,current
1.55,Voleon Capital Management LP,NL0012817175,2026-01-19,Alfen N.V.,current
2.01,Voleon Capital Management LP,NL0015002IE0,2026-01-19,Avantium N.V.,current
2.53,"WorldQuant, LLC",NL0012817175,2026-01-19,Alfen N.V.,current
1.4,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-16,IMCD N.V.,current
1.38,Ilex Capital Partners (UK) LLP,CH1216478797,2026-01-16,DSM-Firmenich AG,current
0.9,Marshall Wace LLP,NL0009739416,2026-01-16,PostNL N.V.,current
0.59,Citadel Advisors LLC,NL0009739416,2026-01-15,PostNL N.V.,current
0.81,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-15,BE Semiconductor Industries N.V.,current
0.51,"D. E. Shaw & Co., L.P.",NL0000395903,2026-01-15,Wolters Kluwer N.V.,current
0.62,Marshall Wace LLP,NL0013267909,2026-01-15,Akzo Nobel N.V.,current
0.78,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-14,BE Semiconductor Industries N.V.,current
1.59,Marshall Wace LLP,NL0011821392,2026-01-14,Signify N.V.,current
0.8,"PDT Partners, LLC",NL00150003E1,2026-01-14,Fugro N.V.,current
1.28,Squarepoint Ops LLC,NL0006237562,2026-01-14,ARCADIS N.V.,current
0.79,"AQR Capital Management, LLC",NL0013267909,2026-01-13,Akzo Nobel N.V.,current
0.57,Marshall Wace LLP,NL0013267909,2026-01-13,Akzo Nobel N.V.,current
0.81,Marshall Wace LLP,NL0009739416,2026-01-13,PostNL N.V.,current
1.3,Squarepoint Ops LLC,NL0006237562,2026-01-13,ARCADIS N.V.,current
2.41,"WorldQuant, LLC",NL0012817175,2026-01-13,Alfen N.V.,current
1.7,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-12,Alfen N.V.,current
0.89,"D. E. Shaw & Co., L.P.",NL0011872650,2026-01-12,Basic-Fit N.V.,current
0.8,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-12,BE Semiconductor Industries N.V.,current
1.42,Voleon Capital Management LP,NL0012817175,2026-01-12,Alfen N.V.,current
2.37,"WorldQuant, LLC",NL0012817175,2026-01-12,Alfen N.V.,current
0.91,Capstone Volatility Master (Cayman) Limited,NL0010391025,2026-01-09,Pharming Group N.V.,current
0.6,Citadel Advisors LLC,NL0011821392,2026-01-09,Signify N.V.,current
1.69,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-09,Alfen N.V.,current
0.88,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-09,PostNL N.V.,current
0.6,"Elliott Investment Management, L.P",GB00BP6MXD84,2026-01-09,Shell plc,current
0.69,"PDT Partners, LLC",NL0011821392,2026-01-09,Signify N.V.,current
1.29,Squarepoint Ops LLC,NL0006237562,2026-01-09,ARCADIS N.V.,current
1.39,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-08,IMCD N.V.,current
0.57,Citadel Advisors LLC,NL0011821392,2026-01-08,Signify N.V.,current
0.61,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-01-08,InPost S.A.,current
1.7,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-08,Alfen N.V.,current
0.78,"D. E. Shaw & Co., L.P.",NL0012866412,2026-01-08,BE Semiconductor Industries N.V.,current
0.9,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-08,PostNL N.V.,current
0.7,"PDT Partners, LLC",NL0011821392,2026-01-08,Signify N.V.,current
0.59,"Two Sigma Investments, LP",CY0200751713,2026-01-08,Theon International Plc,current
1.33,Voleon Capital Management LP,NL0012817175,2026-01-08,Alfen N.V.,current
2.23,"WorldQuant, LLC",NL0012817175,2026-01-08,Alfen N.V.,current
0.82,"AQR Capital Management, LLC",NL0013267909,2026-01-07,Akzo Nobel N.V.,current
0.61,Citadel Advisors LLC,NL0009739416,2026-01-07,PostNL N.V.,current
0.6,Citadel Advisors LLC,NL0011821392,2026-01-07,Signify N.V.,current
0.59,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-01-07,InPost S.A.,current
0.89,"D. E. Shaw & Co., L.P.",NL0009739416,2026-01-07,PostNL N.V.,current
0.77,"AQR Capital Management, LLC",NL0013267909,2026-01-06,Akzo Nobel N.V.,current
1.41,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-06,IMCD N.V.,current
1.67,Marshall Wace LLP,NL0011821392,2026-01-06,Signify N.V.,current
0.6,"Two Sigma Investments, LP",CY0200751713,2026-01-06,Theon International Plc,current
1.39,"BlackRock Financial Management, Inc.",NL0010801007,2026-01-05,IMCD N.V.,current
1.4,Ilex Capital Partners (UK) LLP,CH1216478797,2026-01-05,DSM-Firmenich AG,current
0.59,"Two Sigma Investments, LP",CY0200751713,2026-01-05,Theon International Plc,current
1.22,Voleon Capital Management LP,NL0012817175,2026-01-05,Alfen N.V.,current
2.14,"WorldQuant, LLC",NL0012817175,2026-01-05,Alfen N.V.,current
0.8,"AQR Capital Management, LLC",NL0013267909,2026-01-02,Akzo Nobel N.V.,current
0.6,"Connor, Clark & Lunn Investment Management Ltd.",LU2290522684,2026-01-02,InPost S.A.,current
1.68,"D. E. Shaw & Co., L.P.",NL0012817175,2026-01-02,Alfen N.V.,current
0.78,Marshall Wace LLP,NL0009739416,2026-01-02,PostNL N.V.,current
1.78,Marshall Wace LLP,NL0011821392,2026-01-02,Signify N.V.,current
0.7,"PDT Partners, LLC",NL00150003E1,2026-01-02,Fugro N.V.,current
0.54,"Two Sigma Investments, LP",LU2290522684,2026-01-02,InPost S.A.,current
0.6,"Two Sigma Investments, LP",CY0200751713,2026-01-02,Theon International Plc,current
2.08,"WorldQuant, LLC",NL0012817175,2026-01-02,Alfen N.V.,current
1.89,Voleon Capital Management LP,NL0015002IE0,2025-12-31,Avantium N.V.,current
0.5,Citadel Advisors LLC,NL0011821392,2025-12-30,Signify N.V.,current
0.69,"PDT Partners, LLC",NL00150003E1,2025-12-30,Fugro N.V.,current
1.18,Voleon Capital Management LP,NL0012817175,2025-12-30,Alfen N.V.,current
2.11,"WorldQuant, LLC",NL0012817175,2025-12-30,Alfen N.V.,current
1.77,"D. E. Shaw & Co., L.P.",NL0012817175,2025-12-29,Alfen N.V.,current
0.8,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-29,BE Semiconductor Industries N.V.,current
1.94,Voleon Capital Management LP,NL0015002IE0,2025-12-29,Avantium N.V.,current
0.79,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-24,BE Semiconductor Industries N.V.,current
1.02,Voleon Capital Management LP,NL0012817175,2025-12-24,Alfen N.V.,current
0.8,"Arrowstreet Capital, Limited Partnership",NL0010801007,2025-12-23,IMCD N.V.,current
1.4,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-23,IMCD N.V.,current
0.62,LMR Partners LLP,NL0013267909,2025-12-22,Akzo Nobel N.V.,current
1.88,Marshall Wace LLP,NL0011821392,2025-12-22,Signify N.V.,current
2.07,Voleon Capital Management LP,NL0015002IE0,2025-12-22,Avantium N.V.,current
0.5,"AQR Capital Management, LLC",LU1598757687,2025-12-19,ArcelorMittal S.A.,current
0.99,Voleon Capital Management LP,NL0012817175,2025-12-19,Alfen N.V.,current
0.68,JPMorgan Asset Management (UK) Ltd.,NL00150003E1,2025-12-18,Fugro N.V.,current
2.18,Voleon Capital Management LP,NL0015002IE0,2025-12-18,Avantium N.V.,current
0.5,Citadel Advisors LLC,NL0009739416,2025-12-17,PostNL N.V.,current
1.88,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2025-12-17,Basic-Fit N.V.,current
0.78,"PDT Partners, LLC",NL00150003E1,2025-12-17,Fugro N.V.,current
0.7,"Arrowstreet Capital, Limited Partnership",NL0010801007,2025-12-16,IMCD N.V.,current
2.29,Voleon Capital Management LP,NL0015002IE0,2025-12-16,Avantium N.V.,current
2.0,"WorldQuant, LLC",NL0012817175,2025-12-16,Alfen N.V.,current
1.3,Ilex Capital Partners (UK) LLP,CH1216478797,2025-12-15,DSM-Firmenich AG,current
1.39,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-12,IMCD N.V.,current
0.59,Citadel Advisors LLC,NL0000289213,2025-12-12,Wereldhave N.V.,current
0.99,"D. E. Shaw & Co., L.P.",NL0009739416,2025-12-12,PostNL N.V.,current
1.3,Squarepoint Ops LLC,NL0006237562,2025-12-12,ARCADIS N.V.,current
1.29,Squarepoint Ops LLC,NL0006237562,2025-12-11,ARCADIS N.V.,current
1.93,"WorldQuant, LLC",NL0012817175,2025-12-11,Alfen N.V.,current
0.51,LMR Partners LLP,NL0013267909,2025-12-10,Akzo Nobel N.V.,current
1.4,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-09,IMCD N.V.,current
0.88,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-09,BE Semiconductor Industries N.V.,current
1.3,Squarepoint Ops LLC,NL0006237562,2025-12-09,ARCADIS N.V.,current
2.31,Voleon Capital Management LP,NL0015002IE0,2025-12-09,Avantium N.V.,current
0.91,"D. E. Shaw & Co., L.P.",NL0012866412,2025-12-08,BE Semiconductor Industries N.V.,current
1.8,"WorldQuant, LLC",NL0012817175,2025-12-08,Alfen N.V.,current
0.7,"AQR Capital Management, LLC",NL0013267909,2025-12-05,Akzo Nobel N.V.,current
1.39,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-05,IMCD N.V.,current
1.9,Marshall Wace LLP,NL0011821392,2025-12-05,Signify N.V.,current
0.81,"AQR Capital Management, LLC",NL0011821392,2025-12-04,Signify N.V.,current
1.89,Marshall Wace LLP,NL0011821392,2025-12-04,Signify N.V.,current
1.08,Voleon Capital Management LP,NL0012817175,2025-12-04,Alfen N.V.,current
2.23,Voleon Capital Management LP,NL0015002IE0,2025-12-04,Avantium N.V.,current
1.4,"BlackRock Financial Management, Inc.",NL0010801007,2025-12-03,IMCD N.V.,current
0.83,Lazard Asset Management LLC,NL0010391025,2025-12-03,Pharming Group N.V.,current
2.1,Voleon Capital Management LP,NL0015002IE0,2025-12-03,Avantium N.V.,current
2.01,Voleon Capital Management LP,NL0015002IE0,2025-12-02,Avantium N.V.,current
1.74,"WorldQuant, LLC",NL0012817175,2025-12-02,Alfen N.V.,current
0.99,"D. E. Shaw & Co., L.P.",NL0011872650,2025-12-01,Basic-Fit N.V.,current
0.8,"PDT Partners, LLC",NL00150003E1,2025-12-01,Fugro N.V.,current
1.19,Voleon Capital Management LP,NL0012817175,2025-12-01,Alfen N.V.,current
1.69,"WorldQuant, LLC",NL0012817175,2025-12-01,Alfen N.V.,current
0.9,"BlackRock Advisors, LLC",NL0010801007,2025-11-28,IMCD N.V.,current
0.6,Citadel Advisors LLC,NL0000289213,2025-11-28,Wereldhave N.V.,current
1.2,Ilex Capital Partners (UK) LLP,CH1216478797,2025-11-28,DSM-Firmenich AG,current
1.78,"WorldQuant, LLC",NL0012817175,2025-11-28,Alfen N.V.,current
1.71,Marshall Wace LLP,NL0011821392,2025-11-27,Signify N.V.,current
1.27,Voleon Capital Management LP,NL0012817175,2025-11-27,Alfen N.V.,current
1.97,Voleon Capital Management LP,NL0015002IE0,2025-11-27,Avantium N.V.,current
1.84,"WorldQuant, LLC",NL0012817175,2025-11-27,Alfen N.V.,current
0.81,"D. E. Shaw & Co., L.P.",NL0012866412,2025-11-26,BE Semiconductor Industries N.V.,current
0.89,"BlackRock Advisors, LLC",NL0010801007,2025-11-25,IMCD N.V.,current
1.2,Squarepoint Ops LLC,NL0006237562,2025-11-25,ARCADIS N.V.,current
1.36,Voleon Capital Management LP,NL0012817175,2025-11-25,Alfen N.V.,current
2.07,Voleon Capital Management LP,NL0015002IE0,2025-11-25,Avantium N.V.,current
1.93,"WorldQuant, LLC",NL0012817175,2025-11-25,Alfen N.V.,current
1.82,"D. E. Shaw & Co., L.P.",NL0012817175,2025-11-24,Alfen N.V.,current
1.0,"D. E. Shaw & Co., L.P.",NL0011872650,2025-11-24,Basic-Fit N.V.,current
1.62,Marshall Wace LLP,NL0011821392,2025-11-24,Signify N.V.,current
1.41,Voleon Capital Management LP,NL0012817175,2025-11-24,Alfen N.V.,current
2.14,Voleon Capital Management LP,NL0015002IE0,2025-11-24,Avantium N.V.,current
0.61,Eleva Capital SAS,NL0011821392,2025-11-21,Signify N.V.,current
0.59,"Elliott Investment Management, L.P",GB00BP6MXD84,2025-11-21,Shell plc,current
0.89,Marshall Wace LLP,NL0009739416,2025-11-21,PostNL N.V.,current
1.51,Voleon Capital Management LP,NL0012817175,2025-11-21,Alfen N.V.,current
1.85,"WorldQuant, LLC",NL0012817175,2025-11-21,Alfen N.V.,current
0.6,"AQR Capital Management, LLC",NL0013267909,2025-11-20,Akzo Nobel N.V.,current
1.9,JPMorgan Asset Management (UK) Ltd.,NL0011872650,2025-11-20,Basic-Fit N.V.,current
1.5,Marshall Wace LLP,NL0011821392,2025-11-20,Signify N.V.,current
1.61,"WorldQuant, LLC",NL0012817175,2025-11-20,Alfen N.V.,current
1.37,Marshall Wace LLP,NL0011821392,2025-11-19,Signify N.V.,current
1.55,"WorldQuant, LLC",NL0012817175,2025-11-19,Alfen N.V.,current
0.51,"AQR Capital Management, LLC",NL0013267909,2025-11-18,Akzo Nobel N.V.,current
0.7,"AQR Capital Management, LLC",NL0011821392,2025-11-18,Signify N.V.,current
1.02,Capstone Volatility Master (Cayman) Limited,NL0010391025,2025-11-18,Pharming Group N.V.,current
1.44,Voleon Capital Management LP,NL0012817175,2025-11-18,Alfen N.V.,current
1.11,AKO Capital LLP,NL0013267909,2025-11-17,Akzo Nobel N.V.,current
1.24,Marshall Wace LLP,NL0011821392,2025-11-17,Signify N.V.,current
1.41,"WorldQuant, LLC",NL0012817175,2025-11-17,Alfen N.V.,current
1.31,Voleon Capital Management LP,NL0012817175,2025-11-14,Alfen N.V.,current
