position_holder,isin,issuer_name,position_date,net_short_position,source
Qube Research & Technologies Ltd.,CY0200751713,Theon International Plc,2026-03-04,0.59,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,2026-03-04,0.9,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-03-03,1.03,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2026-03-03,0.77,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-03-03,0.69,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-03-03,1.92,current
Numeric Investors LLC,NL0012365084,NSI N.V.,2026-03-03,0.52,current
Qube Research & Technologies Ltd.,CY0200751713,Theon International Plc,2026-03-03,0.6,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-03-03,2.01,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-03-02,1.7,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-03-02,0.7,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-03-02,0.59,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-03-02,1.95,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-02-27,0.69,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-02-27,1.18,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-27,1.88,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,2026-02-27,0.81,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,2026-02-26,0.71,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-26,1.9,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-26,1.01,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-02-26,0.78,current
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,2026-02-25,1.14,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-02-25,1.12,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-02-24,1.29,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,2026-02-24,0.7,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-02-24,1.31,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-23,1.63,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-23,0.91,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-02-23,0.8,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-20,1.58,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-02-20,0.6,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,2026-02-20,0.7,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-20,1.84,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-02-20,1.17,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,2026-02-19,0.62,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,2026-02-19,0.7,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-19,1.84,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-02-18,1.39,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-18,1.62,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-02-18,1.23,current
JPMorgan Asset Management (UK) Ltd.,NL0010801007,IMCD N.V.,2026-02-18,0.72,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-18,0.81,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,2026-02-18,0.63,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-18,1.77,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-02-18,3.25,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2026-02-17,0.58,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-02-17,0.59,current
Eleva Capital SAS,NL0011821392,Signify N.V.,2026-02-17,0.92,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-02-17,1.07,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-17,1.68,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-02-17,3.11,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2026-02-16,0.6,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-02-16,0.6,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-02-16,1.12,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-16,0.7,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-02-13,0.59,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-02-13,0.79,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-13,1.71,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-13,0.68,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-02-13,0.61,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-13,1.51,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-02-13,3.01,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-02-12,0.73,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-02-12,1.45,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-12,1.58,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-02-12,1.38,current
Marshall Wace LLP,NL0015002MS2,The Magnum Ice Cream Company N.V.,2026-02-12,0.5,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-02-12,0.78,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,2026-02-12,0.6,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-12,1.43,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-02-12,2.9,current
Acadian Asset Management LLC.,NL0010801007,IMCD N.V.,2026-02-11,0.5,current
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,2026-02-11,1.08,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-02-11,0.9,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,2026-02-11,0.6,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-11,1.39,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2026-02-10,0.58,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-02-10,0.79,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-02-10,1.1,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-10,1.64,current
Qube Research & Technologies Ltd.,CY0200751713,Theon International Plc,2026-02-10,0.5,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-02-10,1.09,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-10,1.41,current
"D. E. Shaw & Co., L.P.",NL0010391025,Pharming Group N.V.,2026-02-06,0.6,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,2026-02-06,1.59,current
"PDT Partners, LLC",NL0010801007,IMCD N.V.,2026-02-06,0.5,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,2026-02-05,0.6,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-02-05,1.05,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-05,1.6,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-02-05,1.02,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-02-04,1.5,current
Caisse de dépôt et placement du Québec,NL0010801007,IMCD N.V.,2026-02-04,0.66,current
"D. E. Shaw & Co., L.P.",NL0010391025,Pharming Group N.V.,2026-02-04,0.59,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2026-02-04,0.89,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-02-04,0.82,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-04,1.51,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-04,1.38,current
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,2026-02-03,1.12,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,2026-02-03,0.9,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-03,1.5,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-02-03,1.41,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2026-02-03,0.9,current
Qube Research & Technologies Ltd.,JE00BRX98089,CVC Capital Partners plc,2026-02-03,0.5,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-02-03,1.46,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,2026-02-02,0.91,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,2026-02-02,0.66,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-02-02,1.42,current
"D. E. Shaw & Co., L.P.",NL0006237562,ARCADIS N.V.,2026-02-02,0.5,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-02-02,0.93,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2026-02-02,0.89,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-02-02,0.78,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-02-02,1.45,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-02-02,0.8,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-30,1.25,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,2026-01-30,0.9,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-01-30,1.39,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-01-30,0.76,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-01-30,1.19,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,2026-01-29,0.72,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-29,1.1,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-01-29,0.8,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,2026-01-29,1.68,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-01-28,1.1,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-28,1.03,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-01-28,0.61,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-01-28,0.67,current
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,2026-01-27,1.07,current
Caisse de dépôt et placement du Québec,NL0010801007,IMCD N.V.,2026-01-27,0.57,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-27,0.9,current
Eleva Capital SAS,NL0011821392,Signify N.V.,2026-01-27,0.78,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,2026-01-27,1.72,current
Davidson Kempner Capital Management LP,NL0013267909,Akzo Nobel N.V.,2026-01-26,0.51,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-01-26,1.49,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-26,1.5,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-26,2.72,current
"AQR Capital Management, LLC",NL0006237562,ARCADIS N.V.,2026-01-22,0.5,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-01-22,0.89,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2026-01-22,0.91,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-22,1.49,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2026-01-21,1.02,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,2026-01-21,0.87,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-01-21,0.89,current
"Two Sigma Investments, LP",NL0010801007,IMCD N.V.,2026-01-21,0.51,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-21,2.61,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-20,0.81,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2026-01-20,0.6,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-01-20,0.9,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-19,0.77,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-19,1.55,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-19,2.53,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-01-16,1.4,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-01-16,1.38,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-01-16,0.9,current
"D. E. Shaw & Co., L.P.",NL0000395903,Wolters Kluwer N.V.,2026-01-15,0.51,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-01-14,1.59,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-01-14,1.28,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-01-13,0.81,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-01-13,1.3,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-13,2.41,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,2026-01-12,0.89,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-12,1.42,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-12,2.37,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,2026-01-09,0.91,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-09,0.6,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-01-09,0.88,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,2026-01-09,0.6,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-01-09,0.69,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2026-01-09,1.29,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-01-08,1.39,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-08,0.57,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-01-08,0.9,current
"PDT Partners, LLC",NL0011821392,Signify N.V.,2026-01-08,0.7,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-01-08,0.59,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-08,1.33,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-08,2.23,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2026-01-07,0.6,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2026-01-07,0.89,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-01-06,1.41,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-01-06,1.67,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-01-06,0.6,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2026-01-05,1.39,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2026-01-05,1.4,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-01-05,0.59,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2026-01-05,1.22,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-05,2.14,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2026-01-02,0.78,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2026-01-02,1.78,current
"Two Sigma Investments, LP",LU2290522684,InPost S.A.,2026-01-02,0.54,current
"Two Sigma Investments, LP",CY0200751713,Theon International Plc,2026-01-02,0.6,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2026-01-02,2.08,current
Citadel Advisors LLC,NL0011821392,Signify N.V.,2025-12-30,0.5,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-12-30,1.18,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-30,2.11,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-12-24,1.02,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,2025-12-23,0.8,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2025-12-23,1.4,current
LMR Partners LLP,NL0013267909,Akzo Nobel N.V.,2025-12-22,0.62,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-12-22,1.88,current
"AQR Capital Management, LLC",LU1598757687,ArcelorMittal S.A.,2025-12-19,0.5,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-12-19,0.99,current
JPMorgan Asset Management (UK) Ltd.,NL00150003E1,Fugro N.V.,2025-12-18,0.68,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,2025-12-17,1.88,current
"Arrowstreet Capital, Limited Partnership",NL0010801007,IMCD N.V.,2025-12-16,0.7,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-16,2.0,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2025-12-15,1.3,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2025-12-12,1.39,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2025-12-12,0.59,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2025-12-12,0.99,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2025-12-12,1.3,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2025-12-11,1.29,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-11,1.93,current
LMR Partners LLP,NL0013267909,Akzo Nobel N.V.,2025-12-10,0.51,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2025-12-09,1.4,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2025-12-09,1.3,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-08,1.8,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2025-12-05,1.39,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-12-05,1.9,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,2025-12-04,0.81,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-12-04,1.89,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-12-04,1.08,current
"BlackRock Financial Management, Inc.",NL0010801007,IMCD N.V.,2025-12-03,1.4,current
Lazard Asset Management LLC,NL0010391025,Pharming Group N.V.,2025-12-03,0.83,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-02,1.74,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,2025-12-01,0.99,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-12-01,1.19,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-12-01,1.69,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2025-11-28,0.9,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2025-11-28,0.6,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2025-11-28,1.2,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-28,1.78,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-27,1.71,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-27,1.27,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-27,1.84,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2025-11-25,0.89,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2025-11-25,1.2,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-25,1.36,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-25,1.93,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,2025-11-24,1.0,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-24,1.62,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-24,1.41,current
Eleva Capital SAS,NL0011821392,Signify N.V.,2025-11-21,0.61,current
"Elliott Investment Management, L.P",GB00BP6MXD84,Shell plc,2025-11-21,0.59,current
Marshall Wace LLP,NL0009739416,PostNL N.V.,2025-11-21,0.89,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-21,1.51,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-21,1.85,current
JPMorgan Asset Management (UK) Ltd.,NL0011872650,Basic-Fit N.V.,2025-11-20,1.9,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-20,1.5,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-20,1.61,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-19,1.37,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-19,1.55,current
"AQR Capital Management, LLC",NL0011821392,Signify N.V.,2025-11-18,0.7,current
Capstone Volatility Master (Cayman) Limited,NL0010391025,Pharming Group N.V.,2025-11-18,1.02,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-18,1.44,current
AKO Capital LLP,NL0013267909,Akzo Nobel N.V.,2025-11-17,1.11,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-17,1.24,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-17,1.41,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-14,1.31,current
"D. E. Shaw & Co., L.P.",NL0009739416,PostNL N.V.,2025-11-13,1.0,current
Citadel Advisors LLC,NL0000289213,Wereldhave N.V.,2025-11-12,0.59,current
Ilex Capital Partners (UK) LLP,CH1216478797,DSM-Firmenich AG,2025-11-12,1.11,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-12,1.27,current
"BlackRock Advisors, LLC",NL0010801007,IMCD N.V.,2025-11-11,0.99,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-11,1.11,current
Squarepoint Ops LLC,NL0006237562,ARCADIS N.V.,2025-11-11,1.11,current
"D. E. Shaw & Co., L.P.",NL0011872650,Basic-Fit N.V.,2025-11-10,0.9,current
Marshall Wace LLP,NL0011821392,Signify N.V.,2025-11-10,1.09,current
Voleon Capital Management LP,NL0012817175,Alfen N.V.,2025-11-10,1.3,current
"WorldQuant, LLC",NL0012817175,Alfen N.V.,2025-11-10,1.37,current
