issuer_name,isin,position_holder,net_short_position,position_date,source
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.44,2026-03-12,archive
Envipco Holding N.V.,NL0015000GX8,Citadel Advisors LLC,0.46,2026-03-12,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.69,2026-03-12,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.48,2026-03-11,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.5,2026-03-11,archive
Envipco Holding N.V.,NL0015000GX8,Citadel Advisors LLC,0.5,2026-03-11,archive
IMCD N.V.,NL0010801007,Citadel Advisors LLC,0.64,2026-03-11,archive
Koninklijke KPN N.V.,NL0000009082,Citadel Advisors LLC,0.58,2026-03-11,archive
Envipco Holding N.V.,NL0015000GX8,Citadel Securities (Europe) Limited,0.56,2026-03-11,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.63,2026-03-11,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.58,2026-03-11,archive
Randstad N.V.,NL0000379121,"Point72 Europe (London), LLP",0.51,2026-03-11,archive
Akzo Nobel N.V.,NL0013267909,Albar Capital Partners LLP,0.48,2026-03-10,archive
Akzo Nobel N.V.,NL0013267909,BlackRock Investment Management (UK) Limited,0.47,2026-03-10,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.5,2026-03-10,archive
IMCD N.V.,NL0010801007,Citadel Advisors LLC,0.7,2026-03-10,archive
InPost S.A.,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",0.59,2026-03-10,archive
Akzo Nobel N.V.,NL0013267909,Kintbury Capital LLP,0.86,2026-03-10,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.59,2026-03-10,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.67,2026-03-10,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.79,2026-03-10,archive
Akzo Nobel N.V.,NL0013267909,Albar Capital Partners LLP,0.5,2026-03-09,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.49,2026-03-09,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.66,2026-03-09,archive
Koninklijke KPN N.V.,NL0000009082,Citadel Advisors LLC,0.6,2026-03-09,archive
Akzo Nobel N.V.,NL0013267909,Millennium International Management LP,0.51,2026-03-09,archive
Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,0.49,2026-03-09,archive
Basic-Fit N.V.,NL0011872650,Wellington Management International Ltd.,0.51,2026-03-09,archive
Akzo Nobel N.V.,NL0013267909,"AQR Capital Management, LLC",0.67,2026-03-06,archive
Galapagos NV,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.89,2026-03-06,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.47,2026-03-06,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.45,2026-03-06,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.48,2026-03-06,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.63,2026-03-06,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.68,2026-03-06,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.61,2026-03-06,archive
Signify N.V.,NL0011821392,"Point72 Europe (London), LLP",0.39,2026-03-06,archive
Fugro N.V.,NL00150003E1,Voleon Capital Management LP,0.59,2026-03-06,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.5,2026-03-05,archive
BE Semiconductor Industries N.V.,NL0012866412,Canada Pension Plan Investment Board,0.64,2026-03-05,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.77,2026-03-05,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.55,2026-03-05,archive
IMCD N.V.,NL0010801007,Citadel Advisors LLC,0.62,2026-03-05,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.55,2026-03-05,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.44,2026-03-04,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.47,2026-03-04,archive
Alfen N.V.,NL0012817175,Citadel Securities (Europe) Limited,0.79,2026-03-04,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.55,2026-03-04,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.78,2026-03-04,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.56,2026-03-03,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.5,2026-03-03,archive
Signify N.V.,NL0011821392,"Point72 Europe (London), LLP",0.54,2026-03-03,archive
Signify N.V.,NL0011821392,Premier Miton Group plc,0.55,2026-03-03,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,1.68,2026-03-03,archive
Galapagos NV,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.98,2026-03-02,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.48,2026-03-02,archive
Koninklijke KPN N.V.,NL0000009082,Citadel Advisors LLC,0.53,2026-03-02,archive
Alfen N.V.,NL0012817175,Citadel Securities (Europe) Limited,0.8,2026-03-02,archive
Adyen N.V.,NL0012969182,"D. E. Shaw & Co., L.P.",0.58,2026-03-02,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.87,2026-03-02,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.46,2026-03-02,archive
Fugro N.V.,NL00150003E1,Voleon Capital Management LP,0.66,2026-03-02,archive
ARCADIS N.V.,NL0006237562,White Creek Capital LLP,0.5,2026-03-02,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.6,2026-02-27,archive
IMCD N.V.,NL0010801007,"BlackRock Institutional Trust Company, National Association",0.54,2026-02-27,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.45,2026-02-27,archive
Havas N.V.,NL0015002K83,Citadel Advisors LLC,0.5,2026-02-27,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.4,2026-02-27,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.69,2026-02-27,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,0.13,2026-02-27,archive
IMCD N.V.,NL0010801007,Qube Research & Technologies Ltd.,0.0,2026-02-27,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.47,2026-02-27,archive
Fugro N.V.,NL00150003E1,Voleon Capital Management LP,0.7,2026-02-27,archive
Galapagos NV,BE0003818359,"Arrowstreet Capital, Limited Partnership",1.05,2026-02-26,archive
AMG Critical Materials N.V.,NL0000888691,Citadel Advisors LLC,0.55,2026-02-26,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.5,2026-02-26,archive
Randstad N.V.,NL0000379121,Marshall Wace LLP,0.48,2026-02-26,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.96,2026-02-26,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,2.0,2026-02-26,archive
Fugro N.V.,NL00150003E1,"PDT Partners, LLC",0.66,2026-02-26,archive
Havas N.V.,NL0015002K83,"Point72 Asset Management, L.P.",0.4,2026-02-26,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.51,2026-02-26,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,1.78,2026-02-26,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.96,2026-02-25,archive
Fugro N.V.,NL00150003E1,Numeric Investors LLC,0.47,2026-02-25,archive
Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,0.55,2026-02-25,archive
IMCD N.V.,NL0010801007,Qube Research & Technologies Ltd.,0.58,2026-02-25,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.49,2026-02-25,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.51,2026-02-25,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,1.24,2026-02-25,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.84,2026-02-24,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.47,2026-02-24,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.7,2026-02-24,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.79,2026-02-24,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.61,2026-02-24,archive
Randstad N.V.,NL0000379121,Marshall Wace LLP,0.5,2026-02-24,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.7,2026-02-24,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,1.85,2026-02-24,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.82,2026-02-23,archive
Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,0.61,2026-02-23,archive
IMCD N.V.,NL0010801007,Qube Research & Technologies Ltd.,0.61,2026-02-23,archive
ArcelorMittal S.A.,LU1598757687,"Two Sigma Investments, LP",0.5,2026-02-23,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.93,2026-02-20,archive
Envipco Holding N.V.,NL0015000GX8,Citadel Securities (Europe) Limited,0.49,2026-02-20,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.54,2026-02-20,archive
Alfen N.V.,NL0012817175,Millennium International Management LP,0.43,2026-02-20,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.74,2026-02-20,archive
ARCADIS N.V.,NL0006237562,White Creek Capital LLP,0.48,2026-02-20,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.58,2026-02-19,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.51,2026-02-19,archive
Alfen N.V.,NL0012817175,Citadel Securities (Europe) Limited,0.72,2026-02-19,archive
Envipco Holding N.V.,NL0015000GX8,Citadel Securities (Europe) Limited,0.5,2026-02-19,archive
Adyen N.V.,NL0012969182,"D. E. Shaw & Co., L.P.",0.6,2026-02-19,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.63,2026-02-19,archive
Akzo Nobel N.V.,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",0.49,2026-02-19,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.87,2026-02-19,archive
ARCADIS N.V.,NL0006237562,Marble Bar Asset Management LLP,0.32,2026-02-19,archive
Alfen N.V.,NL0012817175,Marshall Wace LLP,0.45,2026-02-19,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.65,2026-02-19,archive
IMCD N.V.,NL0010801007,Numeric Investors LLC,0.49,2026-02-19,archive
IMCD N.V.,NL0010801007,Qube Research & Technologies Ltd.,0.54,2026-02-19,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.49,2026-02-19,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,1.97,2026-02-19,archive
IMCD N.V.,NL0010801007,Citadel Advisors LLC,0.51,2026-02-18,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.58,2026-02-18,archive
Signify N.V.,NL0011821392,"D. E. Shaw & Co., L.P.",0.49,2026-02-18,archive
ARCADIS N.V.,NL0006237562,Marble Bar Asset Management LLP,0.51,2026-02-18,archive
IMCD N.V.,NL0010801007,Numeric Investors LLC,0.5,2026-02-18,archive
Havas N.V.,NL0015002K83,"Point72 Asset Management, L.P.",0.54,2026-02-18,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.56,2026-02-18,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Qube Research & Technologies Ltd.,0.22,2026-02-18,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.53,2026-02-18,archive
Alfen N.V.,NL0012817175,Tudor Capital Europe LLP,0.5,2026-02-18,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,1.1,2026-02-18,archive
Alfen N.V.,NL0012817175,Citadel Securities (Europe) Limited,0.69,2026-02-17,archive
Adyen N.V.,NL0012969182,"D. E. Shaw & Co., L.P.",0.52,2026-02-17,archive
Alfen N.V.,NL0012817175,Marshall Wace LLP,0.5,2026-02-17,archive
IMCD N.V.,NL0010801007,Millennium Capital (DIFC) Limited,0.44,2026-02-17,archive
Alfen N.V.,NL0012817175,Millennium International Management LP,0.54,2026-02-17,archive
Alfen N.V.,NL0012817175,Qube Research & Technologies Ltd.,0.52,2026-02-17,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.63,2026-02-17,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,1.06,2026-02-17,archive
Fugro N.V.,NL00150003E1,Voleon Capital Management LP,0.6,2026-02-17,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.49,2026-02-16,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.5,2026-02-16,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Qube Research & Technologies Ltd.,1.11,2026-02-16,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,2.09,2026-02-16,archive
ARCADIS N.V.,NL0006237562,White Creek Capital LLP,0.51,2026-02-16,archive
Akzo Nobel N.V.,NL0013267909,"AQR Capital Management, LLC",0.74,2026-02-13,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.61,2026-02-13,archive
InPost S.A.,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",0.68,2026-02-13,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.49,2026-02-13,archive
Alfen N.V.,NL0012817175,GSA Capital Partners LLP,0.96,2026-02-13,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.68,2026-02-13,archive
IMCD N.V.,NL0010801007,Millennium Capital (DIFC) Limited,0.5,2026-02-13,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.42,2026-02-13,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Qube Research & Technologies Ltd.,1.09,2026-02-13,archive
Akzo Nobel N.V.,NL0013267909,Balyasny Asset Management LP,0.59,2026-02-12,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.45,2026-02-12,archive
Alfen N.V.,NL0012817175,Citadel Securities (Europe) Limited,0.54,2026-02-12,archive
IMCD N.V.,NL0010801007,"D. E. Shaw & Co., L.P.",0.5,2026-02-12,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.74,2026-02-12,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.3,2026-02-12,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.69,2026-02-12,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,0.94,2026-02-12,archive
Akzo Nobel N.V.,NL0013267909,"Arrowstreet Capital, Limited Partnership",0.59,2026-02-11,archive
Randstad N.V.,NL0000379121,"BlackRock Advisors, LLC",0.45,2026-02-11,archive
ARCADIS N.V.,NL0006237562,Citadel Advisors LLC,0.47,2026-02-11,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.5,2026-02-11,archive
IMCD N.V.,NL0010801007,Millennium Capital (DIFC) Limited,0.43,2026-02-11,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.88,2026-02-11,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.12,2026-02-11,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.7,2026-02-11,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,0.86,2026-02-11,archive
InPost S.A.,LU2290522684,"Arrowstreet Capital, Limited Partnership",0.31,2026-02-10,archive
InPost S.A.,LU2290522684,Capital Fund Management S.A.,0.33,2026-02-10,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.56,2026-02-10,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.57,2026-02-10,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,1.04,2026-02-10,archive
IMCD N.V.,NL0010801007,Squarepoint Ops LLC,0.51,2026-02-10,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,2.16,2026-02-10,archive
Aalberts N.V.,NL0000852564,"BlackRock Advisors, LLC",0.48,2026-02-09,archive
Signify N.V.,NL0011821392,"BlackRock Financial Management, Inc.",0.7,2026-02-09,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,1.01,2026-02-09,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Citadel Advisors Europe Limited,0.45,2026-02-09,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.69,2026-02-09,archive
InPost S.A.,LU2290522684,Marshall Wace LLP,0.05,2026-02-09,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,2.26,2026-02-09,archive
Akzo Nobel N.V.,NL0013267909,"BlackRock Advisors, LLC",0.49,2026-02-06,archive
Randstad N.V.,NL0000379121,"BlackRock Advisors, LLC",0.58,2026-02-06,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.95,2026-02-06,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Citadel Advisors Europe Limited,0.59,2026-02-06,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,0.91,2026-02-06,archive
ArcelorMittal S.A.,LU1598757687,"Two Sigma Investments, LP",0.49,2026-02-06,archive
Akzo Nobel N.V.,NL0013267909,"BlackRock Advisors, LLC",0.5,2026-02-05,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.5,2026-02-05,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.84,2026-02-05,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Citadel Advisors Europe Limited,0.65,2026-02-05,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.62,2026-02-05,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.61,2026-02-05,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,0.7,2026-02-05,archive
Galapagos NV,BE0003818359,"Arrowstreet Capital, Limited Partnership",1.19,2026-02-04,archive
BE Semiconductor Industries N.V.,NL0012866412,Canada Pension Plan Investment Board,0.73,2026-02-04,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.48,2026-02-04,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.59,2026-02-04,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.76,2026-02-04,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,0.83,2026-02-04,archive
Pharming Group N.V.,NL0010391025,Qube Research & Technologies Ltd.,0.56,2026-02-04,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,2.38,2026-02-04,archive
Signify N.V.,NL0011821392,"BlackRock Financial Management, Inc.",0.61,2026-02-03,archive
Aperam S.A.,LU0569974404,Capital Fund Management S.A.,0.5,2026-02-03,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.79,2026-02-03,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Citadel Advisors Europe Limited,0.78,2026-02-03,archive
Akzo Nobel N.V.,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",0.68,2026-02-03,archive
Akzo Nobel N.V.,NL0013267909,Kintbury Capital LLP,0.7,2026-02-03,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.63,2026-02-03,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,0.91,2026-02-03,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.46,2026-02-03,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.61,2026-02-02,archive
Signify N.V.,NL0011821392,"D. E. Shaw & Co., L.P.",0.53,2026-02-02,archive
Allfunds Group plc,GB00BNTJ3546,Millennium International Management LP,0.49,2026-02-02,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.9,2026-02-02,archive
Pharming Group N.V.,NL0010391025,Millennium International Management LP,0.68,2026-02-02,archive
Signify N.V.,NL0011821392,"Point72 Asset Management, L.P.",0.48,2026-02-02,archive
Avantium N.V.,NL0015002IE0,Voleon Capital Management LP,2.4,2026-02-02,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Citadel Advisors Europe Limited,0.8,2026-01-30,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.42,2026-01-30,archive
Signify N.V.,NL0011821392,Citadel Securities (Europe) Limited,0.58,2026-01-30,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.83,2026-01-30,archive
Randstad N.V.,NL0000379121,Marshall Wace LLP,0.49,2026-01-30,archive
TomTom N.V.,NL0013332471,Marshall Wace LLP,0.6,2026-01-30,archive
IMCD N.V.,NL0010801007,Millennium International Management LP,0.82,2026-01-30,archive
Signify N.V.,NL0011821392,"Point72 Asset Management, L.P.",0.52,2026-01-30,archive
The Magnum Ice Cream Company N.V.,NL0015002MS2,Qube Research & Technologies Ltd.,0.92,2026-01-30,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,0.6,2026-01-30,archive
Akzo Nobel N.V.,NL0013267909,"AQR Capital Management, LLC",0.69,2026-01-29,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.79,2026-01-29,archive
Allfunds Group plc,GB00BNTJ3546,Millennium International Management LP,0.5,2026-01-29,archive
SBM Offshore N.V.,NL0000360618,"AQR Capital Management, LLC",0.49,2026-01-28,archive
Basic-Fit N.V.,NL0011872650,Marchant MC Ltd.,0.48,2026-01-28,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.68,2026-01-28,archive
Fugro N.V.,NL00150003E1,Millennium International Management LP,0.83,2026-01-28,archive
Fugro N.V.,NL00150003E1,"PDT Partners, LLC",0.78,2026-01-28,archive
IMCD N.V.,NL0010801007,Perbak Capital Partners LLP,0.49,2026-01-28,archive
Signify N.V.,NL0011821392,"Point72 Asset Management, L.P.",0.46,2026-01-28,archive
Aalberts N.V.,NL0000852564,"BlackRock Advisors, LLC",0.59,2026-01-27,archive
Pharming Group N.V.,NL0010391025,Capital Fund Management S.A.,0.81,2026-01-27,archive
Fugro N.V.,NL00150003E1,Citadel Advisors LLC,0.57,2026-01-27,archive
Basic-Fit N.V.,NL0011872650,Marchant MC Ltd.,0.52,2026-01-27,archive
Akzo Nobel N.V.,NL0013267909,Marshall Wace LLP,0.81,2026-01-27,archive
IMCD N.V.,NL0010801007,Marshall Wace LLP,0.7,2026-01-27,archive
Akzo Nobel N.V.,NL0013267909,UBS Asset Management (Americas) LLC,0.51,2026-01-27,archive
Fugro N.V.,NL00150003E1,Voleon Capital Management LP,0.5,2026-01-27,archive
Basic-Fit N.V.,NL0011872650,Wellington Management International Ltd.,0.43,2026-01-27,archive
IMCD N.V.,NL0010801007,"AQR Capital Management, LLC",0.49,2026-01-26,archive
Randstad N.V.,NL0000379121,"BlackRock Advisors, LLC",0.6,2026-01-26,archive
