position_holder,net_short_position,isin,position_date,issuer_name,source
"BlackRock Financial Management, Inc.",1.45,NL0010801007,2026-02-12,IMCD N.V.,current
Citadel Advisors LLC,1.58,NL0011821392,2026-02-12,Signify N.V.,current
Ilex Capital Partners (UK) LLP,1.38,CH1216478797,2026-02-12,DSM-Firmenich AG,current
Marshall Wace LLP,0.5,NL0015002MS2,2026-02-12,The Magnum Ice Cream Company N.V.,current
"PDT Partners, LLC",0.78,NL0011821392,2026-02-12,Signify N.V.,current
"Two Sigma Investments, LP",0.6,LU2290522684,2026-02-12,InPost S.A.,current
UBS Asset Management (Americas) LLC,0.94,NL0013267909,2026-02-12,Akzo Nobel N.V.,current
Voleon Capital Management LP,1.43,NL0012817175,2026-02-12,Alfen N.V.,current
"WorldQuant, LLC",2.9,NL0012817175,2026-02-12,Alfen N.V.,current
Acadian Asset Management LLC.,0.5,NL0010801007,2026-02-11,IMCD N.V.,current
AKO Capital LLP,1.08,NL0013267909,2026-02-11,Akzo Nobel N.V.,current
"BlackRock Advisors, LLC",0.9,NL0010801007,2026-02-11,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",1.57,NL0012817175,2026-02-11,Alfen N.V.,current
"Two Sigma Investments, LP",0.6,NL0010801007,2026-02-11,IMCD N.V.,current
UBS Asset Management (Americas) LLC,0.86,NL0013267909,2026-02-11,Akzo Nobel N.V.,current
Voleon Capital Management LP,1.39,NL0012817175,2026-02-11,Alfen N.V.,current
Citadel Advisors LLC,0.58,NL0000289213,2026-02-10,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",0.79,NL0009739416,2026-02-10,PostNL N.V.,current
Davidson Kempner Capital Management LP,1.1,NL0013267909,2026-02-10,Akzo Nobel N.V.,current
Marshall Wace LLP,0.57,NL0013267909,2026-02-10,Akzo Nobel N.V.,current
Marshall Wace LLP,1.64,NL0011821392,2026-02-10,Signify N.V.,current
Qube Research & Technologies Ltd.,0.5,CY0200751713,2026-02-10,Theon International Plc,current
Squarepoint Ops LLC,1.09,NL0006237562,2026-02-10,ARCADIS N.V.,current
Voleon Capital Management LP,1.41,NL0012817175,2026-02-10,Alfen N.V.,current
Citadel Advisors LLC,0.59,NL0009739416,2026-02-06,PostNL N.V.,current
"D. E. Shaw & Co., L.P.",0.6,NL0010391025,2026-02-06,Pharming Group N.V.,current
JPMorgan Asset Management (UK) Ltd.,1.59,NL0011872650,2026-02-06,Basic-Fit N.V.,current
"PDT Partners, LLC",0.5,NL0010801007,2026-02-06,IMCD N.V.,current
"AQR Capital Management, LLC",0.6,NL0006237562,2026-02-05,ARCADIS N.V.,current
"BlackRock Advisors, LLC",1.05,NL0010801007,2026-02-05,IMCD N.V.,current
Citadel Advisors Europe Limited,0.93,NL0011821392,2026-02-05,Signify N.V.,current
Citadel Advisors LLC,1.6,NL0011821392,2026-02-05,Signify N.V.,current
Davidson Kempner Capital Management LP,1.02,NL0013267909,2026-02-05,Akzo Nobel N.V.,current
UBS Asset Management (Americas) LLC,0.7,NL0013267909,2026-02-05,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",1.5,NL0010801007,2026-02-04,IMCD N.V.,current
Caisse de dépôt et placement du Québec,0.66,NL0010801007,2026-02-04,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",0.59,NL0010391025,2026-02-04,Pharming Group N.V.,current
Lazard Asset Management LLC,0.89,NL0010391025,2026-02-04,Pharming Group N.V.,current
Marshall Wace LLP,0.82,NL0009739416,2026-02-04,PostNL N.V.,current
Marshall Wace LLP,1.51,NL0011821392,2026-02-04,Signify N.V.,current
Voleon Capital Management LP,1.38,NL0012817175,2026-02-04,Alfen N.V.,current
AKO Capital LLP,1.12,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
"Arrowstreet Capital, Limited Partnership",0.9,NL0010801007,2026-02-03,IMCD N.V.,current
Citadel Advisors Europe Limited,0.8,NL0011821392,2026-02-03,Signify N.V.,current
Citadel Advisors LLC,1.5,NL0011821392,2026-02-03,Signify N.V.,current
Ilex Capital Partners (UK) LLP,1.41,CH1216478797,2026-02-03,DSM-Firmenich AG,current
Kintbury Capital LLP,0.7,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
Lazard Asset Management LLC,0.9,NL0010391025,2026-02-03,Pharming Group N.V.,current
Marshall Wace LLP,0.63,NL0013267909,2026-02-03,Akzo Nobel N.V.,current
Qube Research & Technologies Ltd.,0.5,JE00BRX98089,2026-02-03,CVC Capital Partners plc,current
Voleon Capital Management LP,1.46,NL0012817175,2026-02-03,Alfen N.V.,current
"AQR Capital Management, LLC",0.91,NL0011821392,2026-02-02,Signify N.V.,current
Capstone Volatility Master (Cayman) Limited,0.66,NL0010391025,2026-02-02,Pharming Group N.V.,current
Citadel Advisors Europe Limited,0.74,NL0011821392,2026-02-02,Signify N.V.,current
Citadel Advisors LLC,1.42,NL0011821392,2026-02-02,Signify N.V.,current
"D. E. Shaw & Co., L.P.",0.5,NL0006237562,2026-02-02,ARCADIS N.V.,current
Davidson Kempner Capital Management LP,0.93,NL0013267909,2026-02-02,Akzo Nobel N.V.,current
Lazard Asset Management LLC,0.89,NL0010391025,2026-02-02,Pharming Group N.V.,current
Marshall Wace LLP,0.78,NL0009739416,2026-02-02,PostNL N.V.,current
Marshall Wace LLP,1.45,NL0011821392,2026-02-02,Signify N.V.,current
"PDT Partners, LLC",0.8,NL0011821392,2026-02-02,Signify N.V.,current
"AQR Capital Management, LLC",0.5,NL0015000IY2,2026-01-30,Universal Music Group N.V.,current
Citadel Advisors Europe Limited,0.63,NL0011821392,2026-01-30,Signify N.V.,current
Citadel Advisors LLC,1.25,NL0011821392,2026-01-30,Signify N.V.,current
"D. E. Shaw & Co., L.P.",0.9,NL0011872650,2026-01-30,Basic-Fit N.V.,current
Marshall Wace LLP,0.83,NL0013267909,2026-01-30,Akzo Nobel N.V.,current
Marshall Wace LLP,1.39,NL0011821392,2026-01-30,Signify N.V.,current
"PDT Partners, LLC",0.76,NL0011821392,2026-01-30,Signify N.V.,current
Squarepoint Ops LLC,1.19,NL0006237562,2026-01-30,ARCADIS N.V.,current
UBS Asset Management (Americas) LLC,0.6,NL0013267909,2026-01-30,Akzo Nobel N.V.,current
"AQR Capital Management, LLC",0.69,NL0013267909,2026-01-29,Akzo Nobel N.V.,current
Capstone Volatility Master (Cayman) Limited,0.72,NL0010391025,2026-01-29,Pharming Group N.V.,current
Citadel Advisors LLC,1.1,NL0011821392,2026-01-29,Signify N.V.,current
Davidson Kempner Capital Management LP,0.8,NL0013267909,2026-01-29,Akzo Nobel N.V.,current
JPMorgan Asset Management (UK) Ltd.,1.68,NL0011872650,2026-01-29,Basic-Fit N.V.,current
Marshall Wace LLP,0.79,NL0013267909,2026-01-29,Akzo Nobel N.V.,current
"BlackRock Advisors, LLC",1.1,NL0010801007,2026-01-28,IMCD N.V.,current
Citadel Advisors LLC,1.03,NL0011821392,2026-01-28,Signify N.V.,current
"D. E. Shaw & Co., L.P.",0.61,NL0000395903,2026-01-28,Wolters Kluwer N.V.,current
Davidson Kempner Capital Management LP,0.67,NL0013267909,2026-01-28,Akzo Nobel N.V.,current
"PDT Partners, LLC",0.78,NL00150003E1,2026-01-28,Fugro N.V.,current
AKO Capital LLP,1.07,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
Caisse de dépôt et placement du Québec,0.57,NL0010801007,2026-01-27,IMCD N.V.,current
Citadel Advisors LLC,0.9,NL0011821392,2026-01-27,Signify N.V.,current
Eleva Capital SAS,0.78,NL0011821392,2026-01-27,Signify N.V.,current
JPMorgan Asset Management (UK) Ltd.,1.72,NL0011872650,2026-01-27,Basic-Fit N.V.,current
Marshall Wace LLP,0.81,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
UBS Asset Management (Americas) LLC,0.51,NL0013267909,2026-01-27,Akzo Nobel N.V.,current
Citadel Advisors LLC,0.62,NL0009739416,2026-01-26,PostNL N.V.,current
Davidson Kempner Capital Management LP,0.51,NL0013267909,2026-01-26,Akzo Nobel N.V.,current
Kintbury Capital LLP,0.5,NL0013267909,2026-01-26,Akzo Nobel N.V.,current
Marshall Wace LLP,1.49,NL0011821392,2026-01-26,Signify N.V.,current
Voleon Capital Management LP,1.5,NL0012817175,2026-01-26,Alfen N.V.,current
"WorldQuant, LLC",2.72,NL0012817175,2026-01-26,Alfen N.V.,current
"AQR Capital Management, LLC",0.5,NL0006237562,2026-01-22,ARCADIS N.V.,current
"D. E. Shaw & Co., L.P.",1.69,NL0012817175,2026-01-22,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.89,NL0009739416,2026-01-22,PostNL N.V.,current
Lazard Asset Management LLC,0.91,NL0010391025,2026-01-22,Pharming Group N.V.,current
Voleon Capital Management LP,1.49,NL0012817175,2026-01-22,Alfen N.V.,current
"BlackRock Advisors, LLC",1.02,NL0010801007,2026-01-21,IMCD N.V.,current
Capstone Volatility Master (Cayman) Limited,0.87,NL0010391025,2026-01-21,Pharming Group N.V.,current
Marshall Wace LLP,0.89,NL0009739416,2026-01-21,PostNL N.V.,current
"Two Sigma Investments, LP",0.51,NL0010801007,2026-01-21,IMCD N.V.,current
"WorldQuant, LLC",2.61,NL0012817175,2026-01-21,Alfen N.V.,current
Citadel Advisors LLC,0.81,NL0011821392,2026-01-20,Signify N.V.,current
Citadel Advisors LLC,0.6,NL0000289213,2026-01-20,Wereldhave N.V.,current
"Connor, Clark & Lunn Investment Management Ltd.",0.71,LU2290522684,2026-01-20,InPost S.A.,current
"D. E. Shaw & Co., L.P.",0.9,NL0009739416,2026-01-20,PostNL N.V.,current
Marshall Wace LLP,0.7,NL0013267909,2026-01-20,Akzo Nobel N.V.,current
Citadel Advisors LLC,0.77,NL0011821392,2026-01-19,Signify N.V.,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,2026-01-19,BE Semiconductor Industries N.V.,current
Voleon Capital Management LP,1.55,NL0012817175,2026-01-19,Alfen N.V.,current
"WorldQuant, LLC",2.53,NL0012817175,2026-01-19,Alfen N.V.,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,2026-01-16,IMCD N.V.,current
Ilex Capital Partners (UK) LLP,1.38,CH1216478797,2026-01-16,DSM-Firmenich AG,current
Marshall Wace LLP,0.9,NL0009739416,2026-01-16,PostNL N.V.,current
Citadel Advisors LLC,0.59,NL0009739416,2026-01-15,PostNL N.V.,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,2026-01-15,BE Semiconductor Industries N.V.,current
"D. E. Shaw & Co., L.P.",0.51,NL0000395903,2026-01-15,Wolters Kluwer N.V.,current
Marshall Wace LLP,0.62,NL0013267909,2026-01-15,Akzo Nobel N.V.,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,2026-01-14,BE Semiconductor Industries N.V.,current
Marshall Wace LLP,1.59,NL0011821392,2026-01-14,Signify N.V.,current
"PDT Partners, LLC",0.8,NL00150003E1,2026-01-14,Fugro N.V.,current
Squarepoint Ops LLC,1.28,NL0006237562,2026-01-14,ARCADIS N.V.,current
"AQR Capital Management, LLC",0.79,NL0013267909,2026-01-13,Akzo Nobel N.V.,current
Marshall Wace LLP,0.57,NL0013267909,2026-01-13,Akzo Nobel N.V.,current
Marshall Wace LLP,0.81,NL0009739416,2026-01-13,PostNL N.V.,current
Squarepoint Ops LLC,1.3,NL0006237562,2026-01-13,ARCADIS N.V.,current
"WorldQuant, LLC",2.41,NL0012817175,2026-01-13,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",1.7,NL0012817175,2026-01-12,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.89,NL0011872650,2026-01-12,Basic-Fit N.V.,current
"D. E. Shaw & Co., L.P.",0.8,NL0012866412,2026-01-12,BE Semiconductor Industries N.V.,current
Voleon Capital Management LP,1.42,NL0012817175,2026-01-12,Alfen N.V.,current
"WorldQuant, LLC",2.37,NL0012817175,2026-01-12,Alfen N.V.,current
Capstone Volatility Master (Cayman) Limited,0.91,NL0010391025,2026-01-09,Pharming Group N.V.,current
Citadel Advisors LLC,0.6,NL0011821392,2026-01-09,Signify N.V.,current
"D. E. Shaw & Co., L.P.",1.69,NL0012817175,2026-01-09,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.88,NL0009739416,2026-01-09,PostNL N.V.,current
"Elliott Investment Management, L.P",0.6,GB00BP6MXD84,2026-01-09,Shell plc,current
"PDT Partners, LLC",0.69,NL0011821392,2026-01-09,Signify N.V.,current
Squarepoint Ops LLC,1.29,NL0006237562,2026-01-09,ARCADIS N.V.,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,2026-01-08,IMCD N.V.,current
Citadel Advisors LLC,0.57,NL0011821392,2026-01-08,Signify N.V.,current
"Connor, Clark & Lunn Investment Management Ltd.",0.61,LU2290522684,2026-01-08,InPost S.A.,current
"D. E. Shaw & Co., L.P.",1.7,NL0012817175,2026-01-08,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.78,NL0012866412,2026-01-08,BE Semiconductor Industries N.V.,current
"D. E. Shaw & Co., L.P.",0.9,NL0009739416,2026-01-08,PostNL N.V.,current
"PDT Partners, LLC",0.7,NL0011821392,2026-01-08,Signify N.V.,current
"Two Sigma Investments, LP",0.59,CY0200751713,2026-01-08,Theon International Plc,current
Voleon Capital Management LP,1.33,NL0012817175,2026-01-08,Alfen N.V.,current
"WorldQuant, LLC",2.23,NL0012817175,2026-01-08,Alfen N.V.,current
"AQR Capital Management, LLC",0.82,NL0013267909,2026-01-07,Akzo Nobel N.V.,current
Citadel Advisors LLC,0.61,NL0009739416,2026-01-07,PostNL N.V.,current
Citadel Advisors LLC,0.6,NL0011821392,2026-01-07,Signify N.V.,current
"Connor, Clark & Lunn Investment Management Ltd.",0.59,LU2290522684,2026-01-07,InPost S.A.,current
"D. E. Shaw & Co., L.P.",0.89,NL0009739416,2026-01-07,PostNL N.V.,current
"AQR Capital Management, LLC",0.77,NL0013267909,2026-01-06,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",1.41,NL0010801007,2026-01-06,IMCD N.V.,current
Marshall Wace LLP,1.67,NL0011821392,2026-01-06,Signify N.V.,current
"Two Sigma Investments, LP",0.6,CY0200751713,2026-01-06,Theon International Plc,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,2026-01-05,IMCD N.V.,current
Ilex Capital Partners (UK) LLP,1.4,CH1216478797,2026-01-05,DSM-Firmenich AG,current
"Two Sigma Investments, LP",0.59,CY0200751713,2026-01-05,Theon International Plc,current
Voleon Capital Management LP,1.22,NL0012817175,2026-01-05,Alfen N.V.,current
"WorldQuant, LLC",2.14,NL0012817175,2026-01-05,Alfen N.V.,current
"AQR Capital Management, LLC",0.8,NL0013267909,2026-01-02,Akzo Nobel N.V.,current
"Connor, Clark & Lunn Investment Management Ltd.",0.6,LU2290522684,2026-01-02,InPost S.A.,current
"D. E. Shaw & Co., L.P.",1.68,NL0012817175,2026-01-02,Alfen N.V.,current
Marshall Wace LLP,0.78,NL0009739416,2026-01-02,PostNL N.V.,current
Marshall Wace LLP,1.78,NL0011821392,2026-01-02,Signify N.V.,current
"PDT Partners, LLC",0.7,NL00150003E1,2026-01-02,Fugro N.V.,current
"Two Sigma Investments, LP",0.54,LU2290522684,2026-01-02,InPost S.A.,current
"Two Sigma Investments, LP",0.6,CY0200751713,2026-01-02,Theon International Plc,current
"WorldQuant, LLC",2.08,NL0012817175,2026-01-02,Alfen N.V.,current
Citadel Advisors LLC,0.5,NL0011821392,2025-12-30,Signify N.V.,current
"PDT Partners, LLC",0.69,NL00150003E1,2025-12-30,Fugro N.V.,current
Voleon Capital Management LP,1.18,NL0012817175,2025-12-30,Alfen N.V.,current
"WorldQuant, LLC",2.11,NL0012817175,2025-12-30,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",1.77,NL0012817175,2025-12-29,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.8,NL0012866412,2025-12-29,BE Semiconductor Industries N.V.,current
"D. E. Shaw & Co., L.P.",0.79,NL0012866412,2025-12-24,BE Semiconductor Industries N.V.,current
Voleon Capital Management LP,1.02,NL0012817175,2025-12-24,Alfen N.V.,current
"Arrowstreet Capital, Limited Partnership",0.8,NL0010801007,2025-12-23,IMCD N.V.,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-23,IMCD N.V.,current
LMR Partners LLP,0.62,NL0013267909,2025-12-22,Akzo Nobel N.V.,current
Marshall Wace LLP,1.88,NL0011821392,2025-12-22,Signify N.V.,current
"AQR Capital Management, LLC",0.5,LU1598757687,2025-12-19,ArcelorMittal S.A.,current
Voleon Capital Management LP,0.99,NL0012817175,2025-12-19,Alfen N.V.,current
JPMorgan Asset Management (UK) Ltd.,0.68,NL00150003E1,2025-12-18,Fugro N.V.,current
Citadel Advisors LLC,0.5,NL0009739416,2025-12-17,PostNL N.V.,current
JPMorgan Asset Management (UK) Ltd.,1.88,NL0011872650,2025-12-17,Basic-Fit N.V.,current
"PDT Partners, LLC",0.78,NL00150003E1,2025-12-17,Fugro N.V.,current
"Arrowstreet Capital, Limited Partnership",0.7,NL0010801007,2025-12-16,IMCD N.V.,current
"WorldQuant, LLC",2.0,NL0012817175,2025-12-16,Alfen N.V.,current
Ilex Capital Partners (UK) LLP,1.3,CH1216478797,2025-12-15,DSM-Firmenich AG,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,2025-12-12,IMCD N.V.,current
Citadel Advisors LLC,0.59,NL0000289213,2025-12-12,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",0.99,NL0009739416,2025-12-12,PostNL N.V.,current
Squarepoint Ops LLC,1.3,NL0006237562,2025-12-12,ARCADIS N.V.,current
Squarepoint Ops LLC,1.29,NL0006237562,2025-12-11,ARCADIS N.V.,current
"WorldQuant, LLC",1.93,NL0012817175,2025-12-11,Alfen N.V.,current
LMR Partners LLP,0.51,NL0013267909,2025-12-10,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-09,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",0.88,NL0012866412,2025-12-09,BE Semiconductor Industries N.V.,current
Squarepoint Ops LLC,1.3,NL0006237562,2025-12-09,ARCADIS N.V.,current
"D. E. Shaw & Co., L.P.",0.91,NL0012866412,2025-12-08,BE Semiconductor Industries N.V.,current
"WorldQuant, LLC",1.8,NL0012817175,2025-12-08,Alfen N.V.,current
"AQR Capital Management, LLC",0.7,NL0013267909,2025-12-05,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",1.39,NL0010801007,2025-12-05,IMCD N.V.,current
Marshall Wace LLP,1.9,NL0011821392,2025-12-05,Signify N.V.,current
"AQR Capital Management, LLC",0.81,NL0011821392,2025-12-04,Signify N.V.,current
Marshall Wace LLP,1.89,NL0011821392,2025-12-04,Signify N.V.,current
Voleon Capital Management LP,1.08,NL0012817175,2025-12-04,Alfen N.V.,current
"BlackRock Financial Management, Inc.",1.4,NL0010801007,2025-12-03,IMCD N.V.,current
Lazard Asset Management LLC,0.83,NL0010391025,2025-12-03,Pharming Group N.V.,current
"WorldQuant, LLC",1.74,NL0012817175,2025-12-02,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.99,NL0011872650,2025-12-01,Basic-Fit N.V.,current
"PDT Partners, LLC",0.8,NL00150003E1,2025-12-01,Fugro N.V.,current
Voleon Capital Management LP,1.19,NL0012817175,2025-12-01,Alfen N.V.,current
"WorldQuant, LLC",1.69,NL0012817175,2025-12-01,Alfen N.V.,current
"BlackRock Advisors, LLC",0.9,NL0010801007,2025-11-28,IMCD N.V.,current
Citadel Advisors LLC,0.6,NL0000289213,2025-11-28,Wereldhave N.V.,current
Ilex Capital Partners (UK) LLP,1.2,CH1216478797,2025-11-28,DSM-Firmenich AG,current
"WorldQuant, LLC",1.78,NL0012817175,2025-11-28,Alfen N.V.,current
Marshall Wace LLP,1.71,NL0011821392,2025-11-27,Signify N.V.,current
Voleon Capital Management LP,1.27,NL0012817175,2025-11-27,Alfen N.V.,current
"WorldQuant, LLC",1.84,NL0012817175,2025-11-27,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,2025-11-26,BE Semiconductor Industries N.V.,current
"BlackRock Advisors, LLC",0.89,NL0010801007,2025-11-25,IMCD N.V.,current
Squarepoint Ops LLC,1.2,NL0006237562,2025-11-25,ARCADIS N.V.,current
Voleon Capital Management LP,1.36,NL0012817175,2025-11-25,Alfen N.V.,current
"WorldQuant, LLC",1.93,NL0012817175,2025-11-25,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",1.82,NL0012817175,2025-11-24,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",1.0,NL0011872650,2025-11-24,Basic-Fit N.V.,current
Marshall Wace LLP,1.62,NL0011821392,2025-11-24,Signify N.V.,current
Voleon Capital Management LP,1.41,NL0012817175,2025-11-24,Alfen N.V.,current
Eleva Capital SAS,0.61,NL0011821392,2025-11-21,Signify N.V.,current
"Elliott Investment Management, L.P",0.59,GB00BP6MXD84,2025-11-21,Shell plc,current
Marshall Wace LLP,0.89,NL0009739416,2025-11-21,PostNL N.V.,current
Voleon Capital Management LP,1.51,NL0012817175,2025-11-21,Alfen N.V.,current
"WorldQuant, LLC",1.85,NL0012817175,2025-11-21,Alfen N.V.,current
"AQR Capital Management, LLC",0.6,NL0013267909,2025-11-20,Akzo Nobel N.V.,current
JPMorgan Asset Management (UK) Ltd.,1.9,NL0011872650,2025-11-20,Basic-Fit N.V.,current
Marshall Wace LLP,1.5,NL0011821392,2025-11-20,Signify N.V.,current
"WorldQuant, LLC",1.61,NL0012817175,2025-11-20,Alfen N.V.,current
Marshall Wace LLP,1.37,NL0011821392,2025-11-19,Signify N.V.,current
"WorldQuant, LLC",1.55,NL0012817175,2025-11-19,Alfen N.V.,current
"AQR Capital Management, LLC",0.51,NL0013267909,2025-11-18,Akzo Nobel N.V.,current
"AQR Capital Management, LLC",0.7,NL0011821392,2025-11-18,Signify N.V.,current
Capstone Volatility Master (Cayman) Limited,1.02,NL0010391025,2025-11-18,Pharming Group N.V.,current
Voleon Capital Management LP,1.44,NL0012817175,2025-11-18,Alfen N.V.,current
AKO Capital LLP,1.11,NL0013267909,2025-11-17,Akzo Nobel N.V.,current
Marshall Wace LLP,1.24,NL0011821392,2025-11-17,Signify N.V.,current
"WorldQuant, LLC",1.41,NL0012817175,2025-11-17,Alfen N.V.,current
Voleon Capital Management LP,1.31,NL0012817175,2025-11-14,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",1.74,NL0012817175,2025-11-13,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",0.79,NL0012866412,2025-11-13,BE Semiconductor Industries N.V.,current
"D. E. Shaw & Co., L.P.",1.0,NL0009739416,2025-11-13,PostNL N.V.,current
Citadel Advisors LLC,0.59,NL0000289213,2025-11-12,Wereldhave N.V.,current
Ilex Capital Partners (UK) LLP,1.11,CH1216478797,2025-11-12,DSM-Firmenich AG,current
Voleon Capital Management LP,1.27,NL0012817175,2025-11-12,Alfen N.V.,current
"BlackRock Advisors, LLC",0.99,NL0010801007,2025-11-11,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",0.81,NL0012866412,2025-11-11,BE Semiconductor Industries N.V.,current
Marshall Wace LLP,1.11,NL0011821392,2025-11-11,Signify N.V.,current
Squarepoint Ops LLC,1.11,NL0006237562,2025-11-11,ARCADIS N.V.,current
