position_holder,position_date,isin,net_short_position,issuer_name,source
Lazard Asset Management LLC,2026-03-03,NL0010391025,0.77,Pharming Group N.V.,current
Marshall Wace LLP,2026-03-03,NL0009739416,0.69,PostNL N.V.,current
Marshall Wace LLP,2026-03-03,NL0011821392,1.92,Signify N.V.,current
Numeric Investors LLC,2026-03-03,NL0012365084,0.52,NSI N.V.,current
Qube Research & Technologies Ltd.,2026-03-03,CY0200751713,0.6,Theon International Plc,current
Voleon Capital Management LP,2026-03-03,NL0012817175,2.01,Alfen N.V.,current
Citadel Advisors LLC,2026-03-02,NL0011821392,1.7,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-03-02,NL0000395903,0.7,Wolters Kluwer N.V.,current
"Two Sigma Investments, LP",2026-03-02,CY0200751713,0.59,Theon International Plc,current
Voleon Capital Management LP,2026-03-02,NL0012817175,1.95,Alfen N.V.,current
"BlackRock Advisors, LLC",2026-02-27,NL0010801007,0.69,IMCD N.V.,current
"BlackRock Financial Management, Inc.",2026-02-27,NL0010801007,1.18,IMCD N.V.,current
Marshall Wace LLP,2026-02-27,NL0011821392,1.88,Signify N.V.,current
"Two Sigma Investments, LP",2026-02-27,LU2290522684,0.81,InPost S.A.,current
"AQR Capital Management, LLC",2026-02-26,NL0006237562,0.71,ARCADIS N.V.,current
Citadel Advisors Europe Limited,2026-02-26,NL0011821392,1.0,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-26,NL0012817175,1.38,Alfen N.V.,current
Marshall Wace LLP,2026-02-26,NL0011821392,1.9,Signify N.V.,current
Marshall Wace LLP,2026-02-26,NL0015002MS2,1.01,The Magnum Ice Cream Company N.V.,current
"PDT Partners, LLC",2026-02-26,NL0011821392,0.78,Signify N.V.,current
AKO Capital LLP,2026-02-25,NL0013267909,1.14,Akzo Nobel N.V.,current
Ilex Capital Partners (UK) LLP,2026-02-25,CH1216478797,1.12,DSM-Firmenich AG,current
"BlackRock Financial Management, Inc.",2026-02-24,NL0010801007,1.29,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-24,NL0006237562,0.7,ARCADIS N.V.,current
Davidson Kempner Capital Management LP,2026-02-24,NL0013267909,1.31,Akzo Nobel N.V.,current
Citadel Advisors LLC,2026-02-23,NL0009739416,0.61,PostNL N.V.,current
Citadel Advisors LLC,2026-02-23,NL0011821392,1.63,Signify N.V.,current
Marshall Wace LLP,2026-02-23,NL0015002MS2,0.91,The Magnum Ice Cream Company N.V.,current
"PDT Partners, LLC",2026-02-23,NL0011821392,0.8,Signify N.V.,current
Citadel Advisors LLC,2026-02-20,NL0011821392,1.58,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-20,NL0000395903,0.6,Wolters Kluwer N.V.,current
"Elliott Investment Management, L.P",2026-02-20,GB00BP6MXD84,0.7,Shell plc,current
Marshall Wace LLP,2026-02-20,NL0011821392,1.84,Signify N.V.,current
Squarepoint Ops LLC,2026-02-20,NL0006237562,1.17,ARCADIS N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-19,NL0012817175,1.48,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-19,NL0006237562,0.62,ARCADIS N.V.,current
"Two Sigma Investments, LP",2026-02-19,LU2290522684,0.7,InPost S.A.,current
Voleon Capital Management LP,2026-02-19,NL0012817175,1.84,Alfen N.V.,current
"BlackRock Financial Management, Inc.",2026-02-18,NL0010801007,1.39,IMCD N.V.,current
Citadel Advisors LLC,2026-02-18,NL0011821392,1.62,Signify N.V.,current
Davidson Kempner Capital Management LP,2026-02-18,NL0013267909,1.23,Akzo Nobel N.V.,current
JPMorgan Asset Management (UK) Ltd.,2026-02-18,NL0010801007,0.72,IMCD N.V.,current
Marshall Wace LLP,2026-02-18,NL0015002MS2,0.81,The Magnum Ice Cream Company N.V.,current
"PDT Partners, LLC",2026-02-18,NL0010801007,0.63,IMCD N.V.,current
Voleon Capital Management LP,2026-02-18,NL0012817175,1.77,Alfen N.V.,current
"WorldQuant, LLC",2026-02-18,NL0012817175,3.25,Alfen N.V.,current
Citadel Advisors LLC,2026-02-17,NL0000289213,0.58,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-17,NL0000395903,0.59,Wolters Kluwer N.V.,current
Eleva Capital SAS,2026-02-17,NL0011821392,0.92,Signify N.V.,current
Ilex Capital Partners (UK) LLP,2026-02-17,CH1216478797,1.07,DSM-Firmenich AG,current
Voleon Capital Management LP,2026-02-17,NL0012817175,1.68,Alfen N.V.,current
"WorldQuant, LLC",2026-02-17,NL0012817175,3.11,Alfen N.V.,current
Citadel Advisors LLC,2026-02-16,NL0000289213,0.6,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-16,NL0000395903,0.6,Wolters Kluwer N.V.,current
Ilex Capital Partners (UK) LLP,2026-02-16,CH1216478797,1.12,DSM-Firmenich AG,current
Marshall Wace LLP,2026-02-16,NL0015002MS2,0.7,The Magnum Ice Cream Company N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-13,NL0000395903,0.59,Wolters Kluwer N.V.,current
Marshall Wace LLP,2026-02-13,NL0009739416,0.79,PostNL N.V.,current
Marshall Wace LLP,2026-02-13,NL0011821392,1.71,Signify N.V.,current
Marshall Wace LLP,2026-02-13,NL0015002MS2,0.68,The Magnum Ice Cream Company N.V.,current
"Two Sigma Investments, LP",2026-02-13,CY0200751713,0.61,Theon International Plc,current
Voleon Capital Management LP,2026-02-13,NL0012817175,1.51,Alfen N.V.,current
"WorldQuant, LLC",2026-02-13,NL0012817175,3.01,Alfen N.V.,current
"BlackRock Advisors, LLC",2026-02-12,NL0010801007,0.73,IMCD N.V.,current
"BlackRock Financial Management, Inc.",2026-02-12,NL0010801007,1.45,IMCD N.V.,current
Citadel Advisors LLC,2026-02-12,NL0011821392,1.58,Signify N.V.,current
Ilex Capital Partners (UK) LLP,2026-02-12,CH1216478797,1.38,DSM-Firmenich AG,current
Marshall Wace LLP,2026-02-12,NL0015002MS2,0.5,The Magnum Ice Cream Company N.V.,current
"PDT Partners, LLC",2026-02-12,NL0011821392,0.78,Signify N.V.,current
"Two Sigma Investments, LP",2026-02-12,LU2290522684,0.6,InPost S.A.,current
Voleon Capital Management LP,2026-02-12,NL0012817175,1.43,Alfen N.V.,current
"WorldQuant, LLC",2026-02-12,NL0012817175,2.9,Alfen N.V.,current
Acadian Asset Management LLC.,2026-02-11,NL0010801007,0.5,IMCD N.V.,current
AKO Capital LLP,2026-02-11,NL0013267909,1.08,Akzo Nobel N.V.,current
"BlackRock Advisors, LLC",2026-02-11,NL0010801007,0.9,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-11,NL0012817175,1.57,Alfen N.V.,current
"Two Sigma Investments, LP",2026-02-11,NL0010801007,0.6,IMCD N.V.,current
Voleon Capital Management LP,2026-02-11,NL0012817175,1.39,Alfen N.V.,current
Citadel Advisors LLC,2026-02-10,NL0000289213,0.58,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-10,NL0009739416,0.79,PostNL N.V.,current
Davidson Kempner Capital Management LP,2026-02-10,NL0013267909,1.1,Akzo Nobel N.V.,current
Marshall Wace LLP,2026-02-10,NL0011821392,1.64,Signify N.V.,current
Qube Research & Technologies Ltd.,2026-02-10,CY0200751713,0.5,Theon International Plc,current
Squarepoint Ops LLC,2026-02-10,NL0006237562,1.09,ARCADIS N.V.,current
Voleon Capital Management LP,2026-02-10,NL0012817175,1.41,Alfen N.V.,current
Citadel Advisors LLC,2026-02-06,NL0009739416,0.59,PostNL N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-06,NL0010391025,0.6,Pharming Group N.V.,current
JPMorgan Asset Management (UK) Ltd.,2026-02-06,NL0011872650,1.59,Basic-Fit N.V.,current
"PDT Partners, LLC",2026-02-06,NL0010801007,0.5,IMCD N.V.,current
"AQR Capital Management, LLC",2026-02-05,NL0006237562,0.6,ARCADIS N.V.,current
"BlackRock Advisors, LLC",2026-02-05,NL0010801007,1.05,IMCD N.V.,current
Citadel Advisors Europe Limited,2026-02-05,NL0011821392,0.93,Signify N.V.,current
Citadel Advisors LLC,2026-02-05,NL0011821392,1.6,Signify N.V.,current
Davidson Kempner Capital Management LP,2026-02-05,NL0013267909,1.02,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",2026-02-04,NL0010801007,1.5,IMCD N.V.,current
Caisse de dépôt et placement du Québec,2026-02-04,NL0010801007,0.66,IMCD N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-04,NL0010391025,0.59,Pharming Group N.V.,current
Lazard Asset Management LLC,2026-02-04,NL0010391025,0.89,Pharming Group N.V.,current
Marshall Wace LLP,2026-02-04,NL0009739416,0.82,PostNL N.V.,current
Marshall Wace LLP,2026-02-04,NL0011821392,1.51,Signify N.V.,current
Voleon Capital Management LP,2026-02-04,NL0012817175,1.38,Alfen N.V.,current
AKO Capital LLP,2026-02-03,NL0013267909,1.12,Akzo Nobel N.V.,current
"Arrowstreet Capital, Limited Partnership",2026-02-03,NL0010801007,0.9,IMCD N.V.,current
Citadel Advisors Europe Limited,2026-02-03,NL0011821392,0.8,Signify N.V.,current
Citadel Advisors LLC,2026-02-03,NL0011821392,1.5,Signify N.V.,current
Ilex Capital Partners (UK) LLP,2026-02-03,CH1216478797,1.41,DSM-Firmenich AG,current
Lazard Asset Management LLC,2026-02-03,NL0010391025,0.9,Pharming Group N.V.,current
Qube Research & Technologies Ltd.,2026-02-03,JE00BRX98089,0.5,CVC Capital Partners plc,current
Voleon Capital Management LP,2026-02-03,NL0012817175,1.46,Alfen N.V.,current
"AQR Capital Management, LLC",2026-02-02,NL0011821392,0.91,Signify N.V.,current
Capstone Volatility Master (Cayman) Limited,2026-02-02,NL0010391025,0.66,Pharming Group N.V.,current
Citadel Advisors Europe Limited,2026-02-02,NL0011821392,0.74,Signify N.V.,current
Citadel Advisors LLC,2026-02-02,NL0011821392,1.42,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-02-02,NL0006237562,0.5,ARCADIS N.V.,current
Davidson Kempner Capital Management LP,2026-02-02,NL0013267909,0.93,Akzo Nobel N.V.,current
Lazard Asset Management LLC,2026-02-02,NL0010391025,0.89,Pharming Group N.V.,current
Marshall Wace LLP,2026-02-02,NL0009739416,0.78,PostNL N.V.,current
Marshall Wace LLP,2026-02-02,NL0011821392,1.45,Signify N.V.,current
"PDT Partners, LLC",2026-02-02,NL0011821392,0.8,Signify N.V.,current
"AQR Capital Management, LLC",2026-01-30,NL0015000IY2,0.5,Universal Music Group N.V.,current
Citadel Advisors Europe Limited,2026-01-30,NL0011821392,0.63,Signify N.V.,current
Citadel Advisors LLC,2026-01-30,NL0011821392,1.25,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-30,NL0011872650,0.9,Basic-Fit N.V.,current
Marshall Wace LLP,2026-01-30,NL0011821392,1.39,Signify N.V.,current
"PDT Partners, LLC",2026-01-30,NL0011821392,0.76,Signify N.V.,current
Squarepoint Ops LLC,2026-01-30,NL0006237562,1.19,ARCADIS N.V.,current
Capstone Volatility Master (Cayman) Limited,2026-01-29,NL0010391025,0.72,Pharming Group N.V.,current
Citadel Advisors LLC,2026-01-29,NL0011821392,1.1,Signify N.V.,current
Davidson Kempner Capital Management LP,2026-01-29,NL0013267909,0.8,Akzo Nobel N.V.,current
JPMorgan Asset Management (UK) Ltd.,2026-01-29,NL0011872650,1.68,Basic-Fit N.V.,current
"BlackRock Advisors, LLC",2026-01-28,NL0010801007,1.1,IMCD N.V.,current
Citadel Advisors LLC,2026-01-28,NL0011821392,1.03,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-28,NL0000395903,0.61,Wolters Kluwer N.V.,current
Davidson Kempner Capital Management LP,2026-01-28,NL0013267909,0.67,Akzo Nobel N.V.,current
AKO Capital LLP,2026-01-27,NL0013267909,1.07,Akzo Nobel N.V.,current
Caisse de dépôt et placement du Québec,2026-01-27,NL0010801007,0.57,IMCD N.V.,current
Citadel Advisors LLC,2026-01-27,NL0011821392,0.9,Signify N.V.,current
Eleva Capital SAS,2026-01-27,NL0011821392,0.78,Signify N.V.,current
JPMorgan Asset Management (UK) Ltd.,2026-01-27,NL0011872650,1.72,Basic-Fit N.V.,current
Citadel Advisors LLC,2026-01-26,NL0009739416,0.62,PostNL N.V.,current
Davidson Kempner Capital Management LP,2026-01-26,NL0013267909,0.51,Akzo Nobel N.V.,current
Marshall Wace LLP,2026-01-26,NL0011821392,1.49,Signify N.V.,current
Voleon Capital Management LP,2026-01-26,NL0012817175,1.5,Alfen N.V.,current
"WorldQuant, LLC",2026-01-26,NL0012817175,2.72,Alfen N.V.,current
"AQR Capital Management, LLC",2026-01-22,NL0006237562,0.5,ARCADIS N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-22,NL0012817175,1.69,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-22,NL0009739416,0.89,PostNL N.V.,current
Lazard Asset Management LLC,2026-01-22,NL0010391025,0.91,Pharming Group N.V.,current
Voleon Capital Management LP,2026-01-22,NL0012817175,1.49,Alfen N.V.,current
"BlackRock Advisors, LLC",2026-01-21,NL0010801007,1.02,IMCD N.V.,current
Capstone Volatility Master (Cayman) Limited,2026-01-21,NL0010391025,0.87,Pharming Group N.V.,current
Marshall Wace LLP,2026-01-21,NL0009739416,0.89,PostNL N.V.,current
"Two Sigma Investments, LP",2026-01-21,NL0010801007,0.51,IMCD N.V.,current
"WorldQuant, LLC",2026-01-21,NL0012817175,2.61,Alfen N.V.,current
Citadel Advisors LLC,2026-01-20,NL0011821392,0.81,Signify N.V.,current
Citadel Advisors LLC,2026-01-20,NL0000289213,0.6,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-20,NL0009739416,0.9,PostNL N.V.,current
Citadel Advisors LLC,2026-01-19,NL0011821392,0.77,Signify N.V.,current
Voleon Capital Management LP,2026-01-19,NL0012817175,1.55,Alfen N.V.,current
"WorldQuant, LLC",2026-01-19,NL0012817175,2.53,Alfen N.V.,current
"BlackRock Financial Management, Inc.",2026-01-16,NL0010801007,1.4,IMCD N.V.,current
Ilex Capital Partners (UK) LLP,2026-01-16,CH1216478797,1.38,DSM-Firmenich AG,current
Marshall Wace LLP,2026-01-16,NL0009739416,0.9,PostNL N.V.,current
Citadel Advisors LLC,2026-01-15,NL0009739416,0.59,PostNL N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-15,NL0000395903,0.51,Wolters Kluwer N.V.,current
Marshall Wace LLP,2026-01-14,NL0011821392,1.59,Signify N.V.,current
Squarepoint Ops LLC,2026-01-14,NL0006237562,1.28,ARCADIS N.V.,current
Marshall Wace LLP,2026-01-13,NL0009739416,0.81,PostNL N.V.,current
Squarepoint Ops LLC,2026-01-13,NL0006237562,1.3,ARCADIS N.V.,current
"WorldQuant, LLC",2026-01-13,NL0012817175,2.41,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-12,NL0012817175,1.7,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-12,NL0011872650,0.89,Basic-Fit N.V.,current
Voleon Capital Management LP,2026-01-12,NL0012817175,1.42,Alfen N.V.,current
"WorldQuant, LLC",2026-01-12,NL0012817175,2.37,Alfen N.V.,current
Capstone Volatility Master (Cayman) Limited,2026-01-09,NL0010391025,0.91,Pharming Group N.V.,current
Citadel Advisors LLC,2026-01-09,NL0011821392,0.6,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-09,NL0012817175,1.69,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-09,NL0009739416,0.88,PostNL N.V.,current
"Elliott Investment Management, L.P",2026-01-09,GB00BP6MXD84,0.6,Shell plc,current
"PDT Partners, LLC",2026-01-09,NL0011821392,0.69,Signify N.V.,current
Squarepoint Ops LLC,2026-01-09,NL0006237562,1.29,ARCADIS N.V.,current
"BlackRock Financial Management, Inc.",2026-01-08,NL0010801007,1.39,IMCD N.V.,current
Citadel Advisors LLC,2026-01-08,NL0011821392,0.57,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-08,NL0012817175,1.7,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-08,NL0009739416,0.9,PostNL N.V.,current
"PDT Partners, LLC",2026-01-08,NL0011821392,0.7,Signify N.V.,current
"Two Sigma Investments, LP",2026-01-08,CY0200751713,0.59,Theon International Plc,current
Voleon Capital Management LP,2026-01-08,NL0012817175,1.33,Alfen N.V.,current
"WorldQuant, LLC",2026-01-08,NL0012817175,2.23,Alfen N.V.,current
Citadel Advisors LLC,2026-01-07,NL0009739416,0.61,PostNL N.V.,current
Citadel Advisors LLC,2026-01-07,NL0011821392,0.6,Signify N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-07,NL0009739416,0.89,PostNL N.V.,current
"BlackRock Financial Management, Inc.",2026-01-06,NL0010801007,1.41,IMCD N.V.,current
Marshall Wace LLP,2026-01-06,NL0011821392,1.67,Signify N.V.,current
"Two Sigma Investments, LP",2026-01-06,CY0200751713,0.6,Theon International Plc,current
"BlackRock Financial Management, Inc.",2026-01-05,NL0010801007,1.39,IMCD N.V.,current
Ilex Capital Partners (UK) LLP,2026-01-05,CH1216478797,1.4,DSM-Firmenich AG,current
"Two Sigma Investments, LP",2026-01-05,CY0200751713,0.59,Theon International Plc,current
Voleon Capital Management LP,2026-01-05,NL0012817175,1.22,Alfen N.V.,current
"WorldQuant, LLC",2026-01-05,NL0012817175,2.14,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2026-01-02,NL0012817175,1.68,Alfen N.V.,current
Marshall Wace LLP,2026-01-02,NL0009739416,0.78,PostNL N.V.,current
Marshall Wace LLP,2026-01-02,NL0011821392,1.78,Signify N.V.,current
"Two Sigma Investments, LP",2026-01-02,LU2290522684,0.54,InPost S.A.,current
"Two Sigma Investments, LP",2026-01-02,CY0200751713,0.6,Theon International Plc,current
"WorldQuant, LLC",2026-01-02,NL0012817175,2.08,Alfen N.V.,current
Citadel Advisors LLC,2025-12-30,NL0011821392,0.5,Signify N.V.,current
Voleon Capital Management LP,2025-12-30,NL0012817175,1.18,Alfen N.V.,current
"WorldQuant, LLC",2025-12-30,NL0012817175,2.11,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2025-12-29,NL0012817175,1.77,Alfen N.V.,current
Voleon Capital Management LP,2025-12-24,NL0012817175,1.02,Alfen N.V.,current
"Arrowstreet Capital, Limited Partnership",2025-12-23,NL0010801007,0.8,IMCD N.V.,current
"BlackRock Financial Management, Inc.",2025-12-23,NL0010801007,1.4,IMCD N.V.,current
LMR Partners LLP,2025-12-22,NL0013267909,0.62,Akzo Nobel N.V.,current
Marshall Wace LLP,2025-12-22,NL0011821392,1.88,Signify N.V.,current
"AQR Capital Management, LLC",2025-12-19,LU1598757687,0.5,ArcelorMittal S.A.,current
Voleon Capital Management LP,2025-12-19,NL0012817175,0.99,Alfen N.V.,current
JPMorgan Asset Management (UK) Ltd.,2025-12-18,NL00150003E1,0.68,Fugro N.V.,current
Citadel Advisors LLC,2025-12-17,NL0009739416,0.5,PostNL N.V.,current
JPMorgan Asset Management (UK) Ltd.,2025-12-17,NL0011872650,1.88,Basic-Fit N.V.,current
"Arrowstreet Capital, Limited Partnership",2025-12-16,NL0010801007,0.7,IMCD N.V.,current
"WorldQuant, LLC",2025-12-16,NL0012817175,2.0,Alfen N.V.,current
Ilex Capital Partners (UK) LLP,2025-12-15,CH1216478797,1.3,DSM-Firmenich AG,current
"BlackRock Financial Management, Inc.",2025-12-12,NL0010801007,1.39,IMCD N.V.,current
Citadel Advisors LLC,2025-12-12,NL0000289213,0.59,Wereldhave N.V.,current
"D. E. Shaw & Co., L.P.",2025-12-12,NL0009739416,0.99,PostNL N.V.,current
Squarepoint Ops LLC,2025-12-12,NL0006237562,1.3,ARCADIS N.V.,current
Squarepoint Ops LLC,2025-12-11,NL0006237562,1.29,ARCADIS N.V.,current
"WorldQuant, LLC",2025-12-11,NL0012817175,1.93,Alfen N.V.,current
LMR Partners LLP,2025-12-10,NL0013267909,0.51,Akzo Nobel N.V.,current
"BlackRock Financial Management, Inc.",2025-12-09,NL0010801007,1.4,IMCD N.V.,current
Squarepoint Ops LLC,2025-12-09,NL0006237562,1.3,ARCADIS N.V.,current
"WorldQuant, LLC",2025-12-08,NL0012817175,1.8,Alfen N.V.,current
"BlackRock Financial Management, Inc.",2025-12-05,NL0010801007,1.39,IMCD N.V.,current
Marshall Wace LLP,2025-12-05,NL0011821392,1.9,Signify N.V.,current
"AQR Capital Management, LLC",2025-12-04,NL0011821392,0.81,Signify N.V.,current
Marshall Wace LLP,2025-12-04,NL0011821392,1.89,Signify N.V.,current
Voleon Capital Management LP,2025-12-04,NL0012817175,1.08,Alfen N.V.,current
"BlackRock Financial Management, Inc.",2025-12-03,NL0010801007,1.4,IMCD N.V.,current
Lazard Asset Management LLC,2025-12-03,NL0010391025,0.83,Pharming Group N.V.,current
"WorldQuant, LLC",2025-12-02,NL0012817175,1.74,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2025-12-01,NL0011872650,0.99,Basic-Fit N.V.,current
Voleon Capital Management LP,2025-12-01,NL0012817175,1.19,Alfen N.V.,current
"WorldQuant, LLC",2025-12-01,NL0012817175,1.69,Alfen N.V.,current
"BlackRock Advisors, LLC",2025-11-28,NL0010801007,0.9,IMCD N.V.,current
Citadel Advisors LLC,2025-11-28,NL0000289213,0.6,Wereldhave N.V.,current
Ilex Capital Partners (UK) LLP,2025-11-28,CH1216478797,1.2,DSM-Firmenich AG,current
"WorldQuant, LLC",2025-11-28,NL0012817175,1.78,Alfen N.V.,current
Marshall Wace LLP,2025-11-27,NL0011821392,1.71,Signify N.V.,current
Voleon Capital Management LP,2025-11-27,NL0012817175,1.27,Alfen N.V.,current
"WorldQuant, LLC",2025-11-27,NL0012817175,1.84,Alfen N.V.,current
"BlackRock Advisors, LLC",2025-11-25,NL0010801007,0.89,IMCD N.V.,current
Squarepoint Ops LLC,2025-11-25,NL0006237562,1.2,ARCADIS N.V.,current
Voleon Capital Management LP,2025-11-25,NL0012817175,1.36,Alfen N.V.,current
"WorldQuant, LLC",2025-11-25,NL0012817175,1.93,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2025-11-24,NL0012817175,1.82,Alfen N.V.,current
"D. E. Shaw & Co., L.P.",2025-11-24,NL0011872650,1.0,Basic-Fit N.V.,current
Marshall Wace LLP,2025-11-24,NL0011821392,1.62,Signify N.V.,current
Voleon Capital Management LP,2025-11-24,NL0012817175,1.41,Alfen N.V.,current
Eleva Capital SAS,2025-11-21,NL0011821392,0.61,Signify N.V.,current
"Elliott Investment Management, L.P",2025-11-21,GB00BP6MXD84,0.59,Shell plc,current
Marshall Wace LLP,2025-11-21,NL0009739416,0.89,PostNL N.V.,current
Voleon Capital Management LP,2025-11-21,NL0012817175,1.51,Alfen N.V.,current
"WorldQuant, LLC",2025-11-21,NL0012817175,1.85,Alfen N.V.,current
JPMorgan Asset Management (UK) Ltd.,2025-11-20,NL0011872650,1.9,Basic-Fit N.V.,current
Marshall Wace LLP,2025-11-20,NL0011821392,1.5,Signify N.V.,current
"WorldQuant, LLC",2025-11-20,NL0012817175,1.61,Alfen N.V.,current
