position_holder,isin,issuer_name,net_short_position,position_date,source
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,0.98,2014-12-01,archive
Wellington Management Company LLP,NL0000288876,Eurocommercial Properties N.V.,0.79,2014-12-01,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.78,2014-11-28,archive
"Discovery Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.58,2014-11-27,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.75,2014-11-27,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.81,2014-11-27,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.77,2014-11-25,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.08,2014-11-25,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.93,2014-11-24,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,1.2,2014-11-21,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.81,2014-11-21,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.83,2014-11-20,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.04,2014-11-20,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.17,2014-11-20,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,4.65,2014-11-19,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,1.14,2014-11-19,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.29,2014-11-18,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.74,2014-11-18,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.3,2014-11-18,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.19,2014-11-18,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.43,2014-11-18,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.69,2014-11-17,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.3,2014-11-17,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,1.04,2014-11-17,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.67,2014-11-17,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.33,2014-11-17,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.27,2014-11-17,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.58,2014-11-17,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.7,2014-11-14,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.46,2014-11-14,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.43,2014-11-14,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.64,2014-11-14,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,4.46,2014-11-13,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,4.34,2014-11-12,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.89,2014-11-12,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.2,2014-11-12,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.59,2014-11-12,archive
"Discovery Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.23,2014-11-12,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,1.41,2014-11-12,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.67,2014-11-12,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.38,2014-11-12,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.42,2014-11-12,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.55,2014-11-12,archive
Adelphi Capital LLP,NL0009432491,Koninklijke Vopak N.V.,0.48,2014-11-11,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.91,2014-11-11,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.81,2014-11-11,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.44,2014-11-11,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.85,2014-11-11,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.63,2014-11-11,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,4.2,2014-11-10,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.84,2014-11-10,archive
Kynikos Associates LP,NL0000360618,SBM Offshore N.V.,0.56,2014-11-10,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2.02,2014-11-10,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.92,2014-11-10,archive
Martin Currie Investment Management Ltd.,NL0000352565,Fugro N.V.,0.34,2014-11-10,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.59,2014-11-10,archive
TT International,NL0000352565,Fugro N.V.,0.21,2014-11-10,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.74,2014-11-10,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.13,2014-11-07,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.48,2014-11-07,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2.9,2014-11-07,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.07,2014-11-07,archive
TT International,NL0000352565,Fugro N.V.,0.62,2014-11-07,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.67,2014-11-07,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.47,2014-11-07,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.95,2014-11-06,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.73,2014-11-06,archive
Citadel Advisors II LLC,NL0000352565,Fugro N.V.,0.49,2014-11-06,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.33,2014-11-06,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.48,2014-11-06,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,3.28,2014-11-06,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.55,2014-11-06,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,4.01,2014-11-05,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,2.09,2014-11-05,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,3.99,2014-11-05,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.16,2014-11-05,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.59,2014-11-05,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.77,2014-11-04,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.78,2014-11-04,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.58,2014-11-04,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,1.62,2014-11-04,archive
GAM Investment Management Lugano SA,NL0000352565,Fugro N.V.,0.19,2014-11-04,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.61,2014-11-04,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.5,2014-11-04,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,3.52,2014-11-04,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.08,2014-11-04,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2.73,2014-11-03,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.1,2014-11-03,archive
Martin Currie Investment Management Ltd.,NL0000352565,Fugro N.V.,0.55,2014-11-03,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.8,2014-11-03,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.66,2014-11-03,archive
"WorldQuant, LLC",NL0000360618,SBM Offshore N.V.,0.45,2014-11-03,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.6,2014-10-31,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.6,2014-10-31,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.16,2014-10-31,archive
Citadel Advisors II LLC,NL0000352565,Fugro N.V.,0.56,2014-10-31,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,2.32,2014-10-31,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.73,2014-10-31,archive
"WorldQuant, LLC",NL0000360618,SBM Offshore N.V.,0.51,2014-10-31,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.48,2014-10-30,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,Aperam S.A.,0.71,2014-10-30,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.77,2014-10-30,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.02,2014-10-30,archive
UBS Limited,NL0000352565,Fugro N.V.,0.47,2014-10-30,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.76,2014-10-30,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.47,2014-10-29,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.69,2014-10-29,archive
UBS Limited,NL0000352565,Fugro N.V.,0.5,2014-10-29,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.35,2014-10-28,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.52,2014-10-28,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.14,2014-10-28,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.9,2014-10-28,archive
"WorldQuant, LLC",NL0000360618,SBM Offshore N.V.,0.63,2014-10-28,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.6,2014-10-27,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,1.31,2014-10-27,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.56,2014-10-27,archive
"WorldQuant, LLC",NL0000360618,SBM Offshore N.V.,0.56,2014-10-27,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.01,2014-10-24,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,Aperam S.A.,0.65,2014-10-24,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,1.23,2014-10-24,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.61,2014-10-24,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.25,2014-10-24,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.8,2014-10-24,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.62,2014-10-24,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.99,2014-10-23,archive
Lansdowne Partners (UK) LLP,NL0000352565,Fugro N.V.,0.45,2014-10-23,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.89,2014-10-23,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,1.11,2014-10-22,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.79,2014-10-22,archive
TT International,LU0569974404,Aperam S.A.,0.23,2014-10-22,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.9,2014-10-22,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,2.03,2014-10-21,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.49,2014-10-21,archive
BlueCrest Capital Management Limited,NL0000360618,SBM Offshore N.V.,0.51,2014-10-21,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,1.59,2014-10-21,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,0.78,2014-10-21,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.83,2014-10-21,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.49,2014-10-21,archive
TT International,LU0569974404,Aperam S.A.,0.65,2014-10-21,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,2.99,2014-10-20,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.58,2014-10-20,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,1.49,2014-10-20,archive
"Hound Partners, LLC",NL0000387058,TomTom N.V.,0.52,2014-10-20,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.48,2014-10-20,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.55,2014-10-20,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.77,2014-10-20,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.51,2014-10-20,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.82,2014-10-20,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,1.32,2014-10-17,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.35,2014-10-17,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.84,2014-10-17,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.73,2014-10-17,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.53,2014-10-16,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,1.13,2014-10-16,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.65,2014-10-16,archive
GAM Investment Management Lugano SA,NL0000352565,Fugro N.V.,0.7,2014-10-16,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.57,2014-10-16,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.62,2014-10-16,archive
TT International,LU0569974404,Aperam S.A.,0.87,2014-10-16,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.66,2014-10-16,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.45,2014-10-15,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.91,2014-10-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.68,2014-10-15,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.91,2014-10-15,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.58,2014-10-15,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.26,2014-10-15,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.15,2014-10-15,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.57,2014-10-15,archive
"BlackRock Institutional Trust Company, National Association",NL0000360618,SBM Offshore N.V.,0.5,2014-10-14,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.84,2014-10-14,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.69,2014-10-13,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.61,2014-10-13,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.09,2014-10-13,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.49,2014-10-13,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,Aperam S.A.,0.51,2014-10-10,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.7,2014-10-10,archive
Lansdowne Partners (UK) LLP,NL0000352565,Fugro N.V.,0.58,2014-10-10,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.72,2014-10-10,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.1,2014-10-10,archive
TT International,LU0569974404,Aperam S.A.,0.76,2014-10-10,archive
BlackRock Investment Management (UK) Limited,NL0000337319,Koninklijke BAM Groep N.V.,0.32,2014-10-09,archive
Oxford Asset Management,NL0000337319,Koninklijke BAM Groep N.V.,0.94,2014-10-09,archive
TT International,LU0569974404,Aperam S.A.,0.54,2014-10-09,archive
BlackRock Investment Management (UK) Limited,NL0000337319,Koninklijke BAM Groep N.V.,0.52,2014-10-08,archive
Oxford Asset Management,NL0000352565,Fugro N.V.,0.5,2014-10-08,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.42,2014-10-08,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.6,2014-10-07,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.05,2014-10-07,archive
"WorldQuant, LLC",NL0000352565,Fugro N.V.,0.5,2014-10-07,archive
"AQR Capital Management, LLC",LU0323134006,ArcelorMittal S.A.,0.59,2014-10-06,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.8,2014-10-06,archive
Marshall Wace LLP,LU0569974404,Aperam S.A.,0.51,2014-10-06,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.98,2014-10-06,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.96,2014-10-06,archive
Oxford Asset Management,NL0000337319,Koninklijke BAM Groep N.V.,0.83,2014-10-06,archive
TT International,LU0569974404,Aperam S.A.,0.33,2014-10-06,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,Aperam S.A.,0.49,2014-10-03,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.63,2014-10-03,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.06,2014-10-03,archive
TT International,LU0569974404,Aperam S.A.,0.53,2014-10-03,archive
Adelphi Capital LLP,NL0009432491,Koninklijke Vopak N.V.,0.55,2014-10-02,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.37,2014-10-02,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.39,2014-10-02,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.62,2014-10-01,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.66,2014-10-01,archive
Man Investments Limited,NL0000360618,SBM Offshore N.V.,0.53,2014-10-01,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.17,2014-10-01,archive
TT International,LU0569974404,Aperam S.A.,0.73,2014-10-01,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.64,2014-09-30,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.89,2014-09-30,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.23,2014-09-30,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.76,2014-09-29,archive
"BlackRock Institutional Trust Company, National Association",LU0569974404,Aperam S.A.,0.52,2014-09-29,archive
"BlueMountain Capital Management, LLC",NL0000387058,TomTom N.V.,0.55,2014-09-29,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.77,2014-09-29,archive
Fil Investment Services (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,0.49,2014-09-29,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.31,2014-09-29,archive
Oxford Asset Management,NL0000337319,Koninklijke BAM Groep N.V.,0.73,2014-09-29,archive
TT International,LU0569974404,Aperam S.A.,0.67,2014-09-29,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.71,2014-09-26,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.53,2014-09-26,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.46,2014-09-26,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.97,2014-09-26,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,0.48,2014-09-26,archive
Lansdowne Partners (UK) LLP,NL0000352565,Fugro N.V.,0.66,2014-09-25,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.51,2014-09-25,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.06,2014-09-25,archive
Millennium International Management LP,LU0569974404,Aperam S.A.,0.53,2014-09-25,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.63,2014-09-23,archive
BlackRock Investment Management (UK) Limited,NL0000352565,Fugro N.V.,0.6,2014-09-23,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.67,2014-09-23,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.1,2014-09-23,archive
"BlackRock Institutional Trust Company, National Association",NL0009269109,Koninklijke Heijmans N.V.,0.49,2014-09-22,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.91,2014-09-22,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.99,2014-09-22,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.74,2014-09-22,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.09,2014-09-22,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.54,2014-09-22,archive
TT International,LU0569974404,Aperam S.A.,0.5,2014-09-22,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.1,2014-09-19,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.29,2014-09-18,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,1.04,2014-09-18,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.3,2014-09-17,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.74,2014-09-17,archive
Adage Capital Management L.P.,LU0569974404,Aperam S.A.,3.12,2014-09-16,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.73,2014-09-15,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.9,2014-09-15,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.47,2014-09-12,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.62,2014-09-11,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,0.43,2014-09-10,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.81,2014-09-09,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.85,2014-09-09,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.49,2014-09-08,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.24,2014-09-03,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.53,2014-09-03,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.5,2014-09-03,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.51,2014-09-03,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.0,2014-09-02,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.72,2014-09-02,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.19,2014-08-29,archive
"BlackRock Institutional Trust Company, National Association",NL0000352565,Fugro N.V.,0.5,2014-08-29,archive
Fil Investment Services (UK) Limited,NL0009432491,Koninklijke Vopak N.V.,0.59,2014-08-29,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.65,2014-08-28,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.73,2014-08-28,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.61,2014-08-28,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.59,2014-08-26,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.6,2014-08-25,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.72,2014-08-22,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,1.41,2014-08-21,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.53,2014-08-21,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,1.08,2014-08-20,archive
BNP Paribas S.A.,LU0569974404,Aperam S.A.,0.49,2014-08-20,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.63,2014-08-20,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,0.51,2014-08-20,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.48,2014-08-18,archive
"AQR Capital Management, LLC",NL0000360618,SBM Offshore N.V.,1.5,2014-08-15,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,0.99,2014-08-15,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.6,2014-08-15,archive
Marshall Wace LLP,NL0000360618,SBM Offshore N.V.,0.54,2014-08-15,archive
Egerton Capital (UK) LLP,NL0000360618,SBM Offshore N.V.,0.57,2014-08-14,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.59,2014-08-14,archive
Adelphi Capital LLP,NL0000352565,Fugro N.V.,0.39,2014-08-13,archive
TT International,NL0000337319,Koninklijke BAM Groep N.V.,0.42,2014-08-13,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.38,2014-08-13,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.54,2014-08-12,archive
Marshall Wace LLP,NL0000352565,Fugro N.V.,1.0,2014-08-12,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.64,2014-08-12,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.55,2014-08-12,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.82,2014-08-11,archive
GAM Investment Management Lugano SA,NL0000352565,Fugro N.V.,0.6,2014-08-11,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.38,2014-08-11,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.54,2014-08-11,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.67,2014-08-11,archive
Adelphi Capital LLP,NL0009432491,Koninklijke Vopak N.V.,0.6,2014-08-08,archive
AKO Capital LLP,NL0000360618,SBM Offshore N.V.,0.91,2014-08-08,archive
CQS (UK) LLP,LU0569974404,Aperam S.A.,1.75,2014-08-08,archive
"Lucerne Capital Management, L.P.",NL0000337319,Koninklijke BAM Groep N.V.,0.5,2014-08-08,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,2.19,2014-08-08,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.8,2014-08-08,archive
"AQR Capital Management, LLC",NL0000352565,Fugro N.V.,1.29,2014-08-07,archive
"Discovery Capital Management, LLC",NL0000387058,TomTom N.V.,0.79,2014-08-07,archive
Marshall Wace LLP,NL0000337319,Koninklijke BAM Groep N.V.,1.8,2014-08-07,archive
Odey Asset Management LLP,LU0323134006,ArcelorMittal S.A.,0.5,2014-08-07,archive
Oxford Asset Management,NL0000337319,Koninklijke BAM Groep N.V.,0.62,2014-08-06,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.72,2014-08-06,archive
Adelphi Capital LLP,NL0009432491,Koninklijke Vopak N.V.,0.51,2014-08-05,archive
GAM Investment Management Lugano SA,NL0000352565,Fugro N.V.,0.56,2014-08-05,archive
"Discovery Capital Management, LLC",LU0323134006,ArcelorMittal S.A.,0.46,2014-08-04,archive
"WorldQuant, LLC",NL0000337319,Koninklijke BAM Groep N.V.,0.62,2014-08-04,archive
