position_holder,issuer_name,net_short_position,isin,position_date,source
Citadel Securities (Europe) Limited,Alfen N.V.,0.57,NL0012817175,2026-03-24,archive
Citadel Advisors LLC,IMCD N.V.,0.58,NL0010801007,2026-03-23,archive
"Cubist Systematic Strategies, LLC",Alfen N.V.,0.5,NL0012817175,2026-03-23,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.37,NL0012817175,2026-03-23,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.69,NL0012817175,2026-03-20,archive
Millennium International Management LP,NSI N.V.,0.0,NL0012365084,2026-03-20,archive
Millennium International Management LP,Signify N.V.,0.54,NL0011821392,2026-03-20,archive
"Point72 Europe (London), LLP",Randstad N.V.,0.46,NL0000379121,2026-03-20,archive
Tudor Capital Europe LLP,Alfen N.V.,0.49,NL0012817175,2026-03-20,archive
"BlackRock Financial Management, Inc.",Signify N.V.,0.4,NL0011821392,2026-03-18,archive
Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.48,NL0012866412,2026-03-18,archive
Citadel Advisors LLC,Koninklijke KPN N.V.,0.47,NL0000009082,2026-03-18,archive
Citadel Securities (Europe) Limited,Envipco Holding N.V.,0.49,NL0015000GX8,2026-03-18,archive
Marshall Wace LLP,TomTom N.V.,0.48,NL0013332471,2026-03-18,archive
Millennium International Management LP,NSI N.V.,0.6,NL0012365084,2026-03-18,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.52,NL0012817175,2026-03-18,archive
"BlackRock Financial Management, Inc.",Signify N.V.,0.79,NL0011821392,2026-03-17,archive
Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.57,NL0012866412,2026-03-17,archive
Millennium International Management LP,Fugro N.V.,0.48,NL00150003E1,2026-03-17,archive
"Two Sigma Investments, LP",ArcelorMittal S.A.,0.49,LU1598757687,2026-03-17,archive
"BlackRock Financial Management, Inc.",Signify N.V.,0.8,NL0011821392,2026-03-16,archive
Citadel Advisors LLC,IMCD N.V.,0.61,NL0010801007,2026-03-16,archive
"D. E. Shaw & Co., L.P.",Adyen N.V.,0.49,NL0012969182,2026-03-16,archive
Marshall Wace LLP,IMCD N.V.,0.4,NL0010801007,2026-03-16,archive
Millennium International Management LP,NSI N.V.,0.52,NL0012365084,2026-03-16,archive
Citadel Advisors LLC,IMCD N.V.,0.56,NL0010801007,2026-03-13,archive
Marshall Wace LLP,IMCD N.V.,0.59,NL0010801007,2026-03-13,archive
Marshall Wace LLP,Koninklijke Heijmans N.V.,0.5,NL0009269109,2026-03-13,archive
Millennium International Management LP,Fugro N.V.,0.55,NL00150003E1,2026-03-13,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.44,NL0010391025,2026-03-12,archive
Citadel Advisors LLC,Envipco Holding N.V.,0.46,NL0015000GX8,2026-03-12,archive
Capital Fund Management S.A.,Aperam S.A.,0.48,LU0569974404,2026-03-11,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.5,NL0010391025,2026-03-11,archive
Citadel Advisors LLC,Envipco Holding N.V.,0.5,NL0015000GX8,2026-03-11,archive
Citadel Advisors LLC,IMCD N.V.,0.64,NL0010801007,2026-03-11,archive
Citadel Advisors LLC,Koninklijke KPN N.V.,0.58,NL0000009082,2026-03-11,archive
Citadel Securities (Europe) Limited,Envipco Holding N.V.,0.56,NL0015000GX8,2026-03-11,archive
Marshall Wace LLP,TomTom N.V.,0.58,NL0013332471,2026-03-11,archive
"Point72 Europe (London), LLP",Randstad N.V.,0.51,NL0000379121,2026-03-11,archive
Albar Capital Partners LLP,Akzo Nobel N.V.,0.48,NL0013267909,2026-03-10,archive
BlackRock Investment Management (UK) Limited,Akzo Nobel N.V.,0.47,NL0013267909,2026-03-10,archive
Capital Fund Management S.A.,Aperam S.A.,0.5,LU0569974404,2026-03-10,archive
Citadel Advisors LLC,IMCD N.V.,0.7,NL0010801007,2026-03-10,archive
Millennium International Management LP,Fugro N.V.,0.67,NL00150003E1,2026-03-10,archive
Albar Capital Partners LLP,Akzo Nobel N.V.,0.5,NL0013267909,2026-03-09,archive
Capital Fund Management S.A.,Aperam S.A.,0.49,LU0569974404,2026-03-09,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.66,NL0010391025,2026-03-09,archive
Citadel Advisors LLC,Koninklijke KPN N.V.,0.6,NL0000009082,2026-03-09,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.49,NL0012817175,2026-03-09,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.47,NL0013267909,2026-03-06,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.45,NL0000888691,2026-03-06,archive
GSA Capital Partners LLP,Alfen N.V.,0.48,NL0012817175,2026-03-06,archive
Marshall Wace LLP,IMCD N.V.,0.63,NL0010801007,2026-03-06,archive
Marshall Wace LLP,TomTom N.V.,0.68,NL0013332471,2026-03-06,archive
"Point72 Europe (London), LLP",Signify N.V.,0.39,NL0011821392,2026-03-06,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.5,NL0013267909,2026-03-05,archive
Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.64,NL0012866412,2026-03-05,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.77,NL0010391025,2026-03-05,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.55,NL0000888691,2026-03-05,archive
Citadel Advisors LLC,IMCD N.V.,0.62,NL0010801007,2026-03-05,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.44,NL0013267909,2026-03-04,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.47,NL0000888691,2026-03-04,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.79,NL0012817175,2026-03-04,archive
GSA Capital Partners LLP,Alfen N.V.,0.55,NL0012817175,2026-03-04,archive
Millennium International Management LP,Fugro N.V.,0.78,NL00150003E1,2026-03-04,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.56,NL0013267909,2026-03-03,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.5,NL0000888691,2026-03-03,archive
"Point72 Europe (London), LLP",Signify N.V.,0.54,NL0011821392,2026-03-03,archive
Premier Miton Group plc,Signify N.V.,0.55,NL0011821392,2026-03-03,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.48,NL0000888691,2026-03-02,archive
Citadel Advisors LLC,Koninklijke KPN N.V.,0.53,NL0000009082,2026-03-02,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.8,NL0012817175,2026-03-02,archive
"D. E. Shaw & Co., L.P.",Adyen N.V.,0.58,NL0012969182,2026-03-02,archive
Millennium International Management LP,Fugro N.V.,0.87,NL00150003E1,2026-03-02,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.46,NL0010391025,2026-03-02,archive
White Creek Capital LLP,ARCADIS N.V.,0.5,NL0006237562,2026-03-02,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.6,NL0013267909,2026-02-27,archive
"BlackRock Institutional Trust Company, National Association",IMCD N.V.,0.54,NL0010801007,2026-02-27,archive
Citadel Advisors LLC,Fugro N.V.,0.45,NL00150003E1,2026-02-27,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.4,NL0010801007,2026-02-27,archive
GSA Capital Partners LLP,Alfen N.V.,0.69,NL0012817175,2026-02-27,archive
Millennium International Management LP,IMCD N.V.,0.13,NL0010801007,2026-02-27,archive
Qube Research & Technologies Ltd.,IMCD N.V.,0.0,NL0010801007,2026-02-27,archive
Squarepoint Ops LLC,IMCD N.V.,0.47,NL0010801007,2026-02-27,archive
Citadel Advisors LLC,AMG Critical Materials N.V.,0.55,NL0000888691,2026-02-26,archive
Citadel Advisors LLC,Fugro N.V.,0.5,NL00150003E1,2026-02-26,archive
Marshall Wace LLP,Randstad N.V.,0.48,NL0000379121,2026-02-26,archive
Millennium International Management LP,Fugro N.V.,0.96,NL00150003E1,2026-02-26,archive
Millennium International Management LP,IMCD N.V.,2.0,NL0010801007,2026-02-26,archive
"Point72 Asset Management, L.P.",Havas N.V.,0.4,NL0015002K83,2026-02-26,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.51,NL0010391025,2026-02-26,archive
Millennium International Management LP,IMCD N.V.,1.96,NL0010801007,2026-02-25,archive
Numeric Investors LLC,Fugro N.V.,0.47,NL00150003E1,2026-02-25,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.55,NL0012817175,2026-02-25,archive
Qube Research & Technologies Ltd.,IMCD N.V.,0.58,NL0010801007,2026-02-25,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.49,NL0010391025,2026-02-25,archive
Squarepoint Ops LLC,IMCD N.V.,0.51,NL0010801007,2026-02-25,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.84,NL0010391025,2026-02-24,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.47,NL0011821392,2026-02-24,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.7,NL0010801007,2026-02-24,archive
GSA Capital Partners LLP,Alfen N.V.,0.79,NL0012817175,2026-02-24,archive
Marshall Wace LLP,Randstad N.V.,0.5,NL0000379121,2026-02-24,archive
Marshall Wace LLP,TomTom N.V.,0.7,NL0013332471,2026-02-24,archive
Millennium International Management LP,IMCD N.V.,1.82,NL0010801007,2026-02-23,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.61,NL0012817175,2026-02-23,archive
Qube Research & Technologies Ltd.,IMCD N.V.,0.61,NL0010801007,2026-02-23,archive
"Two Sigma Investments, LP",ArcelorMittal S.A.,0.5,LU1598757687,2026-02-23,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.93,NL0010391025,2026-02-20,archive
Citadel Securities (Europe) Limited,Envipco Holding N.V.,0.49,NL0015000GX8,2026-02-20,archive
Marshall Wace LLP,IMCD N.V.,0.54,NL0010801007,2026-02-20,archive
Millennium International Management LP,Alfen N.V.,0.43,NL0012817175,2026-02-20,archive
Millennium International Management LP,IMCD N.V.,1.74,NL0010801007,2026-02-20,archive
White Creek Capital LLP,ARCADIS N.V.,0.48,NL0006237562,2026-02-20,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.58,NL0013267909,2026-02-19,archive
Capital Fund Management S.A.,Aperam S.A.,0.51,LU0569974404,2026-02-19,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.72,NL0012817175,2026-02-19,archive
Citadel Securities (Europe) Limited,Envipco Holding N.V.,0.5,NL0015000GX8,2026-02-19,archive
"D. E. Shaw & Co., L.P.",Adyen N.V.,0.6,NL0012969182,2026-02-19,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.63,NL0010801007,2026-02-19,archive
"Empyrean Capital Overseas Master Fund, Ltd",Akzo Nobel N.V.,0.49,NL0013267909,2026-02-19,archive
GSA Capital Partners LLP,Alfen N.V.,0.87,NL0012817175,2026-02-19,archive
Marble Bar Asset Management LLP,ARCADIS N.V.,0.32,NL0006237562,2026-02-19,archive
Marshall Wace LLP,Alfen N.V.,0.45,NL0012817175,2026-02-19,archive
Millennium International Management LP,IMCD N.V.,1.65,NL0010801007,2026-02-19,archive
Numeric Investors LLC,IMCD N.V.,0.49,NL0010801007,2026-02-19,archive
Qube Research & Technologies Ltd.,IMCD N.V.,0.54,NL0010801007,2026-02-19,archive
Squarepoint Ops LLC,IMCD N.V.,0.49,NL0010801007,2026-02-19,archive
Citadel Advisors LLC,IMCD N.V.,0.51,NL0010801007,2026-02-18,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.58,NL0010801007,2026-02-18,archive
"D. E. Shaw & Co., L.P.",Signify N.V.,0.49,NL0011821392,2026-02-18,archive
Marble Bar Asset Management LLP,ARCADIS N.V.,0.51,NL0006237562,2026-02-18,archive
Numeric Investors LLC,IMCD N.V.,0.5,NL0010801007,2026-02-18,archive
"Point72 Asset Management, L.P.",Havas N.V.,0.54,NL0015002K83,2026-02-18,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.56,NL0010391025,2026-02-18,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.22,NL0015002MS2,2026-02-18,archive
Squarepoint Ops LLC,IMCD N.V.,0.53,NL0010801007,2026-02-18,archive
Tudor Capital Europe LLP,Alfen N.V.,0.5,NL0012817175,2026-02-18,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.69,NL0012817175,2026-02-17,archive
"D. E. Shaw & Co., L.P.",Adyen N.V.,0.52,NL0012969182,2026-02-17,archive
Marshall Wace LLP,Alfen N.V.,0.5,NL0012817175,2026-02-17,archive
Millennium Capital (DIFC) Limited,IMCD N.V.,0.44,NL0010801007,2026-02-17,archive
Millennium International Management LP,Alfen N.V.,0.54,NL0012817175,2026-02-17,archive
Qube Research & Technologies Ltd.,Alfen N.V.,0.52,NL0012817175,2026-02-17,archive
Squarepoint Ops LLC,IMCD N.V.,0.63,NL0010801007,2026-02-17,archive
Capital Fund Management S.A.,Aperam S.A.,0.49,LU0569974404,2026-02-16,archive
Millennium International Management LP,IMCD N.V.,1.5,NL0010801007,2026-02-16,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,1.11,NL0015002MS2,2026-02-16,archive
White Creek Capital LLP,ARCADIS N.V.,0.51,NL0006237562,2026-02-16,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.61,NL0013267909,2026-02-13,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.49,NL0010801007,2026-02-13,archive
GSA Capital Partners LLP,Alfen N.V.,0.96,NL0012817175,2026-02-13,archive
Marshall Wace LLP,IMCD N.V.,0.68,NL0010801007,2026-02-13,archive
Millennium Capital (DIFC) Limited,IMCD N.V.,0.5,NL0010801007,2026-02-13,archive
Millennium International Management LP,IMCD N.V.,1.42,NL0010801007,2026-02-13,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,1.09,NL0015002MS2,2026-02-13,archive
Balyasny Asset Management LP,Akzo Nobel N.V.,0.59,NL0013267909,2026-02-12,archive
Citadel Advisors LLC,Fugro N.V.,0.45,NL00150003E1,2026-02-12,archive
Citadel Securities (Europe) Limited,Alfen N.V.,0.54,NL0012817175,2026-02-12,archive
"D. E. Shaw & Co., L.P.",IMCD N.V.,0.5,NL0010801007,2026-02-12,archive
Marshall Wace LLP,IMCD N.V.,0.74,NL0010801007,2026-02-12,archive
Millennium International Management LP,IMCD N.V.,1.3,NL0010801007,2026-02-12,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.69,NL0010391025,2026-02-12,archive
"Arrowstreet Capital, Limited Partnership",Akzo Nobel N.V.,0.59,NL0013267909,2026-02-11,archive
"BlackRock Advisors, LLC",Randstad N.V.,0.45,NL0000379121,2026-02-11,archive
Citadel Advisors LLC,ARCADIS N.V.,0.47,NL0006237562,2026-02-11,archive
Citadel Advisors LLC,Fugro N.V.,0.5,NL00150003E1,2026-02-11,archive
Millennium Capital (DIFC) Limited,IMCD N.V.,0.43,NL0010801007,2026-02-11,archive
Millennium International Management LP,Fugro N.V.,0.88,NL00150003E1,2026-02-11,archive
Millennium International Management LP,IMCD N.V.,1.12,NL0010801007,2026-02-11,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.7,NL0010391025,2026-02-11,archive
"Arrowstreet Capital, Limited Partnership",InPost S.A.,0.31,LU2290522684,2026-02-10,archive
Capital Fund Management S.A.,InPost S.A.,0.33,LU2290522684,2026-02-10,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.56,NL0011821392,2026-02-10,archive
Millennium International Management LP,IMCD N.V.,1.04,NL0010801007,2026-02-10,archive
Squarepoint Ops LLC,IMCD N.V.,0.51,NL0010801007,2026-02-10,archive
"BlackRock Advisors, LLC",Aalberts N.V.,0.48,NL0000852564,2026-02-09,archive
"BlackRock Financial Management, Inc.",Signify N.V.,0.7,NL0011821392,2026-02-09,archive
Capital Fund Management S.A.,Pharming Group N.V.,1.01,NL0010391025,2026-02-09,archive
Citadel Advisors Europe Limited,The Magnum Ice Cream Company N.V.,0.45,NL0015002MS2,2026-02-09,archive
Marshall Wace LLP,IMCD N.V.,0.69,NL0010801007,2026-02-09,archive
Marshall Wace LLP,InPost S.A.,0.05,LU2290522684,2026-02-09,archive
"BlackRock Advisors, LLC",Akzo Nobel N.V.,0.49,NL0013267909,2026-02-06,archive
"BlackRock Advisors, LLC",Randstad N.V.,0.58,NL0000379121,2026-02-06,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.95,NL0010391025,2026-02-06,archive
Citadel Advisors Europe Limited,The Magnum Ice Cream Company N.V.,0.59,NL0015002MS2,2026-02-06,archive
Millennium International Management LP,IMCD N.V.,0.91,NL0010801007,2026-02-06,archive
"Two Sigma Investments, LP",ArcelorMittal S.A.,0.49,LU1598757687,2026-02-06,archive
"BlackRock Advisors, LLC",Akzo Nobel N.V.,0.5,NL0013267909,2026-02-05,archive
Capital Fund Management S.A.,Aperam S.A.,0.5,LU0569974404,2026-02-05,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.84,NL0010391025,2026-02-05,archive
Citadel Advisors Europe Limited,The Magnum Ice Cream Company N.V.,0.65,NL0015002MS2,2026-02-05,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.62,NL0011821392,2026-02-05,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.61,NL0010391025,2026-02-05,archive
Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.73,NL0012866412,2026-02-04,archive
Capital Fund Management S.A.,Aperam S.A.,0.48,LU0569974404,2026-02-04,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.59,NL0011821392,2026-02-04,archive
Marshall Wace LLP,IMCD N.V.,0.76,NL0010801007,2026-02-04,archive
Millennium International Management LP,IMCD N.V.,0.83,NL0010801007,2026-02-04,archive
Qube Research & Technologies Ltd.,Pharming Group N.V.,0.56,NL0010391025,2026-02-04,archive
"BlackRock Financial Management, Inc.",Signify N.V.,0.61,NL0011821392,2026-02-03,archive
Capital Fund Management S.A.,Aperam S.A.,0.5,LU0569974404,2026-02-03,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.79,NL0010391025,2026-02-03,archive
Citadel Advisors Europe Limited,The Magnum Ice Cream Company N.V.,0.78,NL0015002MS2,2026-02-03,archive
"Empyrean Capital Overseas Master Fund, Ltd",Akzo Nobel N.V.,0.68,NL0013267909,2026-02-03,archive
Millennium International Management LP,IMCD N.V.,0.91,NL0010801007,2026-02-03,archive
Millennium International Management LP,Pharming Group N.V.,0.46,NL0010391025,2026-02-03,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.61,NL0011821392,2026-02-02,archive
"D. E. Shaw & Co., L.P.",Signify N.V.,0.53,NL0011821392,2026-02-02,archive
Millennium International Management LP,Allfunds Group plc,0.49,GB00BNTJ3546,2026-02-02,archive
Millennium International Management LP,Fugro N.V.,0.9,NL00150003E1,2026-02-02,archive
Millennium International Management LP,Pharming Group N.V.,0.68,NL0010391025,2026-02-02,archive
"Point72 Asset Management, L.P.",Signify N.V.,0.48,NL0011821392,2026-02-02,archive
Citadel Advisors Europe Limited,The Magnum Ice Cream Company N.V.,0.8,NL0015002MS2,2026-01-30,archive
Citadel Advisors LLC,Fugro N.V.,0.42,NL00150003E1,2026-01-30,archive
Citadel Securities (Europe) Limited,Signify N.V.,0.58,NL0011821392,2026-01-30,archive
Marshall Wace LLP,Randstad N.V.,0.49,NL0000379121,2026-01-30,archive
Marshall Wace LLP,TomTom N.V.,0.6,NL0013332471,2026-01-30,archive
Millennium International Management LP,IMCD N.V.,0.82,NL0010801007,2026-01-30,archive
"Point72 Asset Management, L.P.",Signify N.V.,0.52,NL0011821392,2026-01-30,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.92,NL0015002MS2,2026-01-30,archive
Millennium International Management LP,Allfunds Group plc,0.5,GB00BNTJ3546,2026-01-29,archive
"AQR Capital Management, LLC",SBM Offshore N.V.,0.49,NL0000360618,2026-01-28,archive
Marchant MC Ltd.,Basic-Fit N.V.,0.48,NL0011872650,2026-01-28,archive
Marshall Wace LLP,IMCD N.V.,0.68,NL0010801007,2026-01-28,archive
Millennium International Management LP,Fugro N.V.,0.83,NL00150003E1,2026-01-28,archive
Perbak Capital Partners LLP,IMCD N.V.,0.49,NL0010801007,2026-01-28,archive
"Point72 Asset Management, L.P.",Signify N.V.,0.46,NL0011821392,2026-01-28,archive
"BlackRock Advisors, LLC",Aalberts N.V.,0.59,NL0000852564,2026-01-27,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.81,NL0010391025,2026-01-27,archive
Citadel Advisors LLC,Fugro N.V.,0.57,NL00150003E1,2026-01-27,archive
Marchant MC Ltd.,Basic-Fit N.V.,0.52,NL0011872650,2026-01-27,archive
Marshall Wace LLP,IMCD N.V.,0.7,NL0010801007,2026-01-27,archive
Wellington Management International Ltd.,Basic-Fit N.V.,0.43,NL0011872650,2026-01-27,archive
"AQR Capital Management, LLC",IMCD N.V.,0.49,NL0010801007,2026-01-26,archive
"BlackRock Advisors, LLC",Randstad N.V.,0.6,NL0000379121,2026-01-26,archive
Capital Fund Management S.A.,Aperam S.A.,0.48,LU0569974404,2026-01-26,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.7,NL0010391025,2026-01-26,archive
Citadel Advisors LLC,ARCADIS N.V.,0.58,NL0006237562,2026-01-26,archive
JPMorgan Asset Management (UK) Ltd.,PostNL N.V.,0.37,NL0009739416,2026-01-26,archive
Millennium International Management LP,Pharming Group N.V.,0.81,NL0010391025,2026-01-26,archive
Wellington Management International Ltd.,Basic-Fit N.V.,0.58,NL0011872650,2026-01-26,archive
Actus Ray Partners Limited,AMG Critical Materials N.V.,0.49,NL0000888691,2026-01-23,archive
Marshall Wace LLP,IMCD N.V.,0.69,NL0010801007,2026-01-23,archive
Marshall Wace LLP,TomTom N.V.,0.5,NL0013332471,2026-01-23,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.84,NL0015002MS2,2026-01-23,archive
Canada Pension Plan Investment Board,BE Semiconductor Industries N.V.,0.89,NL0012866412,2026-01-22,archive
Capital Fund Management S.A.,Aperam S.A.,0.5,LU0569974404,2026-01-22,archive
Capital Fund Management S.A.,Pharming Group N.V.,0.64,NL0010391025,2026-01-22,archive
Citadel Advisors LLC,Fugro N.V.,0.79,NL00150003E1,2026-01-22,archive
JPMorgan Asset Management (UK) Ltd.,PostNL N.V.,0.57,NL0009739416,2026-01-22,archive
Millennium International Management LP,IMCD N.V.,0.71,NL0010801007,2026-01-22,archive
Qube Research & Technologies Ltd.,The Magnum Ice Cream Company N.V.,0.65,NL0015002MS2,2026-01-22,archive
"AQR Capital Management, LLC",Koninklijke Philips N.V.,0.48,NL0000009538,2026-01-21,archive
