issuer_name,isin,position_date,position_holder,net_short_position,source
Signify N.V.,NL0011821392,2026-04-13,Citadel Advisors Europe Limited,1.2,current
Sligro Food Group N.V.,NL0000817179,2026-04-13,Citadel Advisors LLC,0.61,current
Randstad N.V.,NL0000379121,2026-04-13,Millennium International Management LP,0.51,current
IMCD N.V.,NL0010801007,2026-04-13,"PDT Partners, LLC",0.89,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-13,Walleye Capital LLC,0.5,current
ArcelorMittal S.A.,LU1598757687,2026-04-10,"AQR Capital Management, LLC",0.58,current
IMCD N.V.,NL0010801007,2026-04-10,Citadel Advisors LLC,0.5,current
Alfen N.V.,NL0012817175,2026-04-10,"D. E. Shaw & Co., L.P.",0.89,current
Wolters Kluwer N.V.,NL0000395903,2026-04-10,"D. E. Shaw & Co., L.P.",0.8,current
Koninklijke KPN N.V.,NL0000009082,2026-04-10,Marshall Wace LLP,0.58,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-10,Marshall Wace LLP,1.38,current
Akzo Nobel N.V.,NL0013267909,2026-04-10,"O'Connor Alternative Investments, LLC",1.17,current
IMCD N.V.,NL0010801007,2026-04-10,"PDT Partners, LLC",0.9,current
Theon International Plc,CY0200751713,2026-04-10,Qube Research & Technologies Ltd.,1.22,current
IMCD N.V.,NL0010801007,2026-04-10,Squarepoint Ops LLC,0.59,current
Adyen N.V.,NL0012969182,2026-04-09,"AQR Capital Management, LLC",1.13,current
IMCD N.V.,NL0010801007,2026-04-09,"AQR Capital Management, LLC",0.51,current
Signify N.V.,NL0011821392,2026-04-09,Citadel Advisors Europe Limited,1.19,current
Signify N.V.,NL0011821392,2026-04-09,Citadel Advisors LLC,2.42,current
DSM-Firmenich AG,CH1216478797,2026-04-09,Ilex Capital Partners (UK) LLP,1.0,current
NSI N.V.,NL0012365084,2026-04-09,Numeric Investors LLC,0.71,current
Akzo Nobel N.V.,NL0013267909,2026-04-09,"O'Connor Alternative Investments, LLC",1.28,current
IMCD N.V.,NL0010801007,2026-04-09,"PDT Partners, LLC",0.89,current
Signify N.V.,NL0011821392,2026-04-09,Qube Research & Technologies Ltd.,0.67,current
Aalberts N.V.,NL0000852564,2026-04-08,"AQR Capital Management, LLC",0.61,current
Signify N.V.,NL0011821392,2026-04-08,"AQR Capital Management, LLC",1.22,current
Signify N.V.,NL0011821392,2026-04-08,Citadel Advisors LLC,2.39,current
Alfen N.V.,NL0012817175,2026-04-08,"D. E. Shaw & Co., L.P.",0.95,current
IMCD N.V.,NL0010801007,2026-04-08,"D. E. Shaw & Co., L.P.",0.59,current
Signify N.V.,NL0011821392,2026-04-08,Millennium Capital (DIFC) Limited,0.79,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-08,Qube Research & Technologies Ltd.,0.5,current
IMCD N.V.,NL0010801007,2026-04-08,"Two Sigma Investments, LP",0.79,current
IMCD N.V.,NL0010801007,2026-04-07,"BlackRock Advisors, LLC",0.66,current
IMCD N.V.,NL0010801007,2026-04-07,"BlackRock Financial Management, Inc.",1.0,current
IMCD N.V.,NL0010801007,2026-04-07,Capital Fund Management S.A.,0.76,current
Signify N.V.,NL0011821392,2026-04-07,Citadel Advisors Europe Limited,1.21,current
PostNL N.V.,NL0009739416,2026-04-07,Citadel Advisors LLC,0.58,current
Signify N.V.,NL0011821392,2026-04-07,Citadel Advisors LLC,2.41,current
ARCADIS N.V.,NL0006237562,2026-04-07,"D. E. Shaw & Co., L.P.",0.69,current
Koninklijke KPN N.V.,NL0000009082,2026-04-07,Marshall Wace LLP,0.68,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-04-07,Marshall Wace LLP,1.46,current
Alfen N.V.,NL0012817175,2026-04-07,Voleon Capital Management LP,1.98,current
Alfen N.V.,NL0012817175,2026-04-07,"WorldQuant, LLC",2.77,current
Adyen N.V.,NL0012969182,2026-04-02,"AQR Capital Management, LLC",1.0,current
CVC Capital Partners plc,JE00BRX98089,2026-04-02,"AQR Capital Management, LLC",0.61,current
IMCD N.V.,NL0010801007,2026-04-02,"BlackRock Financial Management, Inc.",0.99,current
Sligro Food Group N.V.,NL0000817179,2026-04-02,Citadel Advisors LLC,0.5,current
ARCADIS N.V.,NL0006237562,2026-04-02,"D. E. Shaw & Co., L.P.",0.7,current
Basic-Fit N.V.,NL0011872650,2026-04-02,Eleva Capital SAS,0.62,current
Randstad N.V.,NL0000379121,2026-04-02,Marshall Wace LLP,0.78,current
ArcelorMittal S.A.,LU1598757687,2026-04-01,"AQR Capital Management, LLC",0.61,current
Signify N.V.,NL0011821392,2026-04-01,"AQR Capital Management, LLC",1.1,current
IMCD N.V.,NL0010801007,2026-04-01,"Arrowstreet Capital, Limited Partnership",1.21,current
Signify N.V.,NL0011821392,2026-04-01,Canada Pension Plan Investment Board,0.74,current
Signify N.V.,NL0011821392,2026-04-01,Citadel Advisors LLC,2.36,current
ARCADIS N.V.,NL0006237562,2026-04-01,"D. E. Shaw & Co., L.P.",0.69,current
Basic-Fit N.V.,NL0011872650,2026-04-01,Eleva Capital SAS,0.5,current
Signify N.V.,NL0011821392,2026-04-01,Marshall Wace LLP,1.79,current
Akzo Nobel N.V.,NL0013267909,2026-04-01,"O'Connor Alternative Investments, LLC",1.3,current
Alfen N.V.,NL0012817175,2026-04-01,"WorldQuant, LLC",2.86,current
IMCD N.V.,NL0010801007,2026-03-31,Capital Fund Management S.A.,0.62,current
Signify N.V.,NL0011821392,2026-03-31,Citadel Advisors LLC,2.4,current
Alfen N.V.,NL0012817175,2026-03-31,"D. E. Shaw & Co., L.P.",1.09,current
Signify N.V.,NL0011821392,2026-03-31,Eleva Capital SAS,1.21,current
CVC Capital Partners plc,JE00BRX98089,2026-03-31,Qube Research & Technologies Ltd.,0.9,current
ING Groep N.V.,NL0011821202,2026-03-31,Viking Global Investors LP,0.58,current
Adyen N.V.,NL0012969182,2026-03-30,"AQR Capital Management, LLC",0.9,current
IMCD N.V.,NL0010801007,2026-03-30,"D. E. Shaw & Co., L.P.",0.6,current
Signify N.V.,NL0011821392,2026-03-30,Eleva Capital SAS,1.05,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-30,GLG Partners LP,0.64,current
DSM-Firmenich AG,CH1216478797,2026-03-30,Ilex Capital Partners (UK) LLP,0.91,current
Signify N.V.,NL0011821392,2026-03-30,Marshall Wace LLP,1.87,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-30,Marshall Wace LLP,1.59,current
NSI N.V.,NL0012365084,2026-03-30,Numeric Investors LLC,0.61,current
ARCADIS N.V.,NL0006237562,2026-03-30,Squarepoint Ops LLC,0.99,current
Theon International Plc,CY0200751713,2026-03-30,"Two Sigma Investments, LP",0.7,current
ING Groep N.V.,NL0011821202,2026-03-30,Viking Global Investors LP,0.61,current
ARCADIS N.V.,NL0006237562,2026-03-27,"AQR Capital Management, LLC",0.9,current
IMCD N.V.,NL0010801007,2026-03-27,"Arrowstreet Capital, Limited Partnership",1.12,current
IMCD N.V.,NL0010801007,2026-03-27,"BlackRock Financial Management, Inc.",1.09,current
IMCD N.V.,NL0010801007,2026-03-27,Capital Fund Management S.A.,0.51,current
ARCADIS N.V.,NL0006237562,2026-03-27,"D. E. Shaw & Co., L.P.",0.7,current
Pharming Group N.V.,NL0010391025,2026-03-27,"D. E. Shaw & Co., L.P.",0.59,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-27,GLG Partners LP,0.59,current
Randstad N.V.,NL0000379121,2026-03-27,Marshall Wace LLP,0.86,current
Signify N.V.,NL0011821392,2026-03-27,Qube Research & Technologies Ltd.,0.79,current
Theon International Plc,CY0200751713,2026-03-27,Voleon Capital Management LP,0.52,current
ARCADIS N.V.,NL0006237562,2026-03-26,"D. E. Shaw & Co., L.P.",0.69,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-26,Ilex Capital Partners (UK) LLP,0.64,current
Signify N.V.,NL0011821392,2026-03-26,Marshall Wace LLP,1.96,current
Theon International Plc,CY0200751713,2026-03-26,Qube Research & Technologies Ltd.,1.14,current
InPost S.A.,LU2290522684,2026-03-26,"Two Sigma Investments, LP",1.5,current
IMCD N.V.,NL0010801007,2026-03-26,Voleon Capital Management LP,0.5,current
Alfen N.V.,NL0012817175,2026-03-26,"WorldQuant, LLC",2.92,current
IMCD N.V.,NL0010801007,2026-03-26,"WorldQuant, LLC",0.71,current
Adyen N.V.,NL0012969182,2026-03-25,"AQR Capital Management, LLC",0.8,current
CVC Capital Partners plc,JE00BRX98089,2026-03-25,"AQR Capital Management, LLC",0.5,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-25,GLG Partners LP,0.6,current
DSM-Firmenich AG,CH1216478797,2026-03-25,Ilex Capital Partners (UK) LLP,0.82,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-25,Ilex Capital Partners (UK) LLP,0.57,current
Signify N.V.,NL0011821392,2026-03-25,Millennium Capital (DIFC) Limited,0.81,current
IMCD N.V.,NL0010801007,2026-03-25,Squarepoint Ops LLC,0.6,current
IMCD N.V.,NL0010801007,2026-03-24,JPMorgan Asset Management (UK) Ltd.,0.56,current
Pharming Group N.V.,NL0010391025,2026-03-24,Lazard Asset Management LLC,1.14,current
Randstad N.V.,NL0000379121,2026-03-24,Marshall Wace LLP,0.91,current
Signify N.V.,NL0011821392,2026-03-24,Marshall Wace LLP,2.0,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-24,Marshall Wace LLP,1.6,current
Signify N.V.,NL0011821392,2026-03-24,Millennium Capital (DIFC) Limited,0.79,current
IMCD N.V.,NL0010801007,2026-03-24,"PDT Partners, LLC",0.9,current
CVC Capital Partners plc,JE00BRX98089,2026-03-24,Qube Research & Technologies Ltd.,0.81,current
Signify N.V.,NL0011821392,2026-03-24,Qube Research & Technologies Ltd.,0.89,current
IMCD N.V.,NL0010801007,2026-03-24,Squarepoint Ops LLC,0.59,current
InPost S.A.,LU2290522684,2026-03-24,"Two Sigma Investments, LP",1.44,current
Theon International Plc,CY0200751713,2026-03-24,"Two Sigma Investments, LP",0.6,current
Alfen N.V.,NL0012817175,2026-03-24,Voleon Capital Management LP,2.0,current
Envipco Holding N.V.,NL0015000GX8,2026-03-23,Actus Ray Partners Limited,0.62,current
Adyen N.V.,NL0012969182,2026-03-23,"AQR Capital Management, LLC",0.72,current
IMCD N.V.,NL0010801007,2026-03-23,"Arrowstreet Capital, Limited Partnership",1.01,current
Signify N.V.,NL0011821392,2026-03-23,"BlackRock Financial Management, Inc.",0.6,current
Signify N.V.,NL0011821392,2026-03-23,Citadel Advisors Europe Limited,1.19,current
Signify N.V.,NL0011821392,2026-03-23,Citadel Advisors LLC,2.3,current
Alfen N.V.,NL0012817175,2026-03-23,"D. E. Shaw & Co., L.P.",1.18,current
PostNL N.V.,NL0009739416,2026-03-23,"D. E. Shaw & Co., L.P.",0.69,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-23,GLG Partners LP,0.51,current
PostNL N.V.,NL0009739416,2026-03-23,Marshall Wace LLP,0.7,current
Theon International Plc,CY0200751713,2026-03-23,Qube Research & Technologies Ltd.,1.01,current
ARCADIS N.V.,NL0006237562,2026-03-23,Squarepoint Ops LLC,1.05,current
IMCD N.V.,NL0010801007,2026-03-23,Squarepoint Ops LLC,0.6,current
InPost S.A.,LU2290522684,2026-03-23,"Two Sigma Investments, LP",1.36,current
Signify N.V.,NL0011821392,2026-03-20,"BlackRock Financial Management, Inc.",0.58,current
Adyen N.V.,NL0012969182,2026-03-20,Capital Fund Management S.A.,0.7,current
BE Semiconductor Industries N.V.,NL0012866412,2026-03-20,"D. E. Shaw & Co., L.P.",0.59,current
DSM-Firmenich AG,CH1216478797,2026-03-20,Ilex Capital Partners (UK) LLP,0.75,current
Randstad N.V.,NL0000379121,2026-03-20,Marshall Wace LLP,0.83,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-20,Marshall Wace LLP,1.52,current
Signify N.V.,NL0011821392,2026-03-20,Millennium Capital (DIFC) Limited,0.8,current
Signify N.V.,NL0011821392,2026-03-20,Qube Research & Technologies Ltd.,0.91,current
Theon International Plc,CY0200751713,2026-03-20,Qube Research & Technologies Ltd.,0.99,current
IMCD N.V.,NL0010801007,2026-03-20,Squarepoint Ops LLC,0.57,current
IMCD N.V.,NL0010801007,2026-03-20,"Two Sigma Investments, LP",0.81,current
InPost S.A.,LU2290522684,2026-03-20,"Two Sigma Investments, LP",1.26,current
ING Groep N.V.,NL0011821202,2026-03-20,Viking Global Investors LP,0.51,current
Akzo Nobel N.V.,NL0013267909,2026-03-19,AKO Capital LLP,1.31,current
ARCADIS N.V.,NL0006237562,2026-03-19,"AQR Capital Management, LLC",0.8,current
CVC Capital Partners plc,JE00BRX98089,2026-03-19,Marshall Wace LLP,0.6,current
Randstad N.V.,NL0000379121,2026-03-19,Marshall Wace LLP,0.73,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-19,Marshall Wace LLP,1.43,current
TomTom N.V.,NL0013332471,2026-03-19,Winton Capital Management Limited,0.61,current
Alfen N.V.,NL0012817175,2026-03-19,"WorldQuant, LLC",2.83,current
IMCD N.V.,NL0010801007,2026-03-19,"WorldQuant, LLC",0.6,current
Adyen N.V.,NL0012969182,2026-03-18,"AQR Capital Management, LLC",0.6,current
Signify N.V.,NL0011821392,2026-03-18,Citadel Advisors Europe Limited,1.21,current
Akzo Nobel N.V.,NL0013267909,2026-03-18,"Empyrean Capital Overseas Master Fund, Ltd",0.52,current
DSM-Firmenich AG,CH1216478797,2026-03-18,Ilex Capital Partners (UK) LLP,0.87,current
Theon International Plc,CY0200751713,2026-03-18,Qube Research & Technologies Ltd.,0.57,current
InPost S.A.,LU2290522684,2026-03-18,"Two Sigma Investments, LP",1.11,current
Alfen N.V.,NL0012817175,2026-03-18,Voleon Capital Management LP,1.97,current
Alfen N.V.,NL0012817175,2026-03-18,"WorldQuant, LLC",2.98,current
CVC Capital Partners plc,JE00BRX98089,2026-03-17,Qube Research & Technologies Ltd.,0.71,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-16,Marshall Wace LLP,1.3,current
IMCD N.V.,NL0010801007,2026-03-16,"PDT Partners, LLC",0.8,current
IMCD N.V.,NL0010801007,2026-03-16,Squarepoint Ops LLC,0.63,current
Alfen N.V.,NL0012817175,2026-03-16,"WorldQuant, LLC",3.08,current
Adyen N.V.,NL0012969182,2026-03-13,"AQR Capital Management, LLC",0.52,current
DSM-Firmenich AG,CH1216478797,2026-03-13,Ilex Capital Partners (UK) LLP,0.98,current
CVC Capital Partners plc,JE00BRX98089,2026-03-13,Marshall Wace LLP,0.52,current
Randstad N.V.,NL0000379121,2026-03-13,Marshall Wace LLP,0.61,current
Alfen N.V.,NL0012817175,2026-03-13,"WorldQuant, LLC",3.14,current
IMCD N.V.,NL0010801007,2026-03-13,"WorldQuant, LLC",0.52,current
Envipco Holding N.V.,NL0015000GX8,2026-03-12,Actus Ray Partners Limited,0.54,current
Akzo Nobel N.V.,NL0013267909,2026-03-12,Albar Capital Partners LLP,0.64,current
Signify N.V.,NL0011821392,2026-03-12,Canada Pension Plan Investment Board,0.65,current
IMCD N.V.,NL0010801007,2026-03-12,JPMorgan Asset Management (UK) Ltd.,0.64,current
ARCADIS N.V.,NL0006237562,2026-03-12,Squarepoint Ops LLC,1.1,current
IMCD N.V.,NL0010801007,2026-03-12,Squarepoint Ops LLC,0.5,current
Signify N.V.,NL0011821392,2026-03-11,Canada Pension Plan Investment Board,0.57,current
Adyen N.V.,NL0012969182,2026-03-11,Capital Fund Management S.A.,0.6,current
Signify N.V.,NL0011821392,2026-03-11,Citadel Advisors LLC,2.24,current
BE Semiconductor Industries N.V.,NL0012866412,2026-03-11,"D. E. Shaw & Co., L.P.",0.69,current
Signify N.V.,NL0011821392,2026-03-11,Marshall Wace LLP,1.91,current
Signify N.V.,NL0011821392,2026-03-10,Citadel Advisors LLC,2.17,current
BE Semiconductor Industries N.V.,NL0012866412,2026-03-10,"D. E. Shaw & Co., L.P.",0.7,current
Pharming Group N.V.,NL0010391025,2026-03-10,Lazard Asset Management LLC,0.96,current
Koninklijke KPN N.V.,NL0000009082,2026-03-10,Marshall Wace LLP,0.72,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-10,Marshall Wace LLP,1.21,current
InPost S.A.,LU2290522684,2026-03-10,"Two Sigma Investments, LP",1.03,current
TomTom N.V.,NL0013332471,2026-03-10,Winton Capital Management Limited,0.52,current
IMCD N.V.,NL0010801007,2026-03-09,Acadian Asset Management LLC.,0.72,current
Akzo Nobel N.V.,NL0013267909,2026-03-09,AKO Capital LLP,1.21,current
Adyen N.V.,NL0012969182,2026-03-09,Capital Fund Management S.A.,0.51,current
Signify N.V.,NL0011821392,2026-03-09,Citadel Advisors Europe Limited,1.18,current
PostNL N.V.,NL0009739416,2026-03-09,Citadel Advisors LLC,0.69,current
Signify N.V.,NL0011821392,2026-03-09,Citadel Advisors LLC,2.06,current
Alfen N.V.,NL0012817175,2026-03-09,"D. E. Shaw & Co., L.P.",1.29,current
IMCD N.V.,NL0010801007,2026-03-09,"D. E. Shaw & Co., L.P.",0.5,current
IMCD N.V.,NL0010801007,2026-03-09,"Two Sigma Investments, LP",0.71,current
Universal Music Group N.V.,NL0015000IY2,2026-03-06,"AQR Capital Management, LLC",0.6,current
IMCD N.V.,NL0010801007,2026-03-06,"BlackRock Advisors, LLC",0.7,current
Signify N.V.,NL0011821392,2026-03-06,Citadel Advisors LLC,1.88,current
Fugro N.V.,NL00150003E1,2026-03-06,JPMorgan Asset Management (UK) Ltd.,0.81,current
ARCADIS N.V.,NL0006237562,2026-03-06,Squarepoint Ops LLC,1.09,current
IMCD N.V.,NL0010801007,2026-03-05,"BlackRock Financial Management, Inc.",1.1,current
Wereldhave N.V.,NL0000289213,2026-03-05,Citadel Advisors LLC,0.63,current
Randstad N.V.,NL0000379121,2026-03-05,Marshall Wace LLP,0.5,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-03-05,Marshall Wace LLP,1.11,current
CVC Capital Partners plc,JE00BRX98089,2026-03-05,Qube Research & Technologies Ltd.,0.6,current
Theon International Plc,CY0200751713,2026-03-05,Qube Research & Technologies Ltd.,0.64,current
IMCD N.V.,NL0010801007,2026-03-04,Acadian Asset Management LLC.,0.61,current
Aalberts N.V.,NL0000852564,2026-03-04,"AQR Capital Management, LLC",0.52,current
Signify N.V.,NL0011821392,2026-03-04,"AQR Capital Management, LLC",1.03,current
IMCD N.V.,NL0010801007,2026-03-04,"BlackRock Financial Management, Inc.",1.06,current
PostNL N.V.,NL0009739416,2026-03-04,Citadel Advisors LLC,0.7,current
Koninklijke KPN N.V.,NL0000009082,2026-03-04,Marshall Wace LLP,0.64,current
Signify N.V.,NL0011821392,2026-03-04,Marshall Wace LLP,1.87,current
IMCD N.V.,NL0010801007,2026-03-04,"PDT Partners, LLC",0.71,current
Signify N.V.,NL0011821392,2026-03-04,"PDT Partners, LLC",0.8,current
Theon International Plc,CY0200751713,2026-03-04,Qube Research & Technologies Ltd.,0.59,current
InPost S.A.,LU2290522684,2026-03-04,"Two Sigma Investments, LP",0.9,current
DSM-Firmenich AG,CH1216478797,2026-03-03,Ilex Capital Partners (UK) LLP,1.03,current
Pharming Group N.V.,NL0010391025,2026-03-03,Lazard Asset Management LLC,0.77,current
PostNL N.V.,NL0009739416,2026-03-03,Marshall Wace LLP,0.69,current
Signify N.V.,NL0011821392,2026-03-03,Marshall Wace LLP,1.92,current
NSI N.V.,NL0012365084,2026-03-03,Numeric Investors LLC,0.52,current
Theon International Plc,CY0200751713,2026-03-03,Qube Research & Technologies Ltd.,0.6,current
Alfen N.V.,NL0012817175,2026-03-03,Voleon Capital Management LP,2.01,current
Signify N.V.,NL0011821392,2026-03-02,Citadel Advisors LLC,1.7,current
BE Semiconductor Industries N.V.,NL0012866412,2026-03-02,"D. E. Shaw & Co., L.P.",0.69,current
Wolters Kluwer N.V.,NL0000395903,2026-03-02,"D. E. Shaw & Co., L.P.",0.7,current
Theon International Plc,CY0200751713,2026-03-02,"Two Sigma Investments, LP",0.59,current
Alfen N.V.,NL0012817175,2026-03-02,Voleon Capital Management LP,1.95,current
IMCD N.V.,NL0010801007,2026-02-27,"BlackRock Advisors, LLC",0.69,current
IMCD N.V.,NL0010801007,2026-02-27,"BlackRock Financial Management, Inc.",1.18,current
Koninklijke KPN N.V.,NL0000009082,2026-02-27,Marshall Wace LLP,0.51,current
Signify N.V.,NL0011821392,2026-02-27,Marshall Wace LLP,1.88,current
InPost S.A.,LU2290522684,2026-02-27,"Two Sigma Investments, LP",0.81,current
ARCADIS N.V.,NL0006237562,2026-02-26,"AQR Capital Management, LLC",0.71,current
Signify N.V.,NL0011821392,2026-02-26,Citadel Advisors Europe Limited,1.0,current
Alfen N.V.,NL0012817175,2026-02-26,"D. E. Shaw & Co., L.P.",1.38,current
Signify N.V.,NL0011821392,2026-02-26,Marshall Wace LLP,1.9,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-26,Marshall Wace LLP,1.01,current
Signify N.V.,NL0011821392,2026-02-26,"PDT Partners, LLC",0.78,current
Akzo Nobel N.V.,NL0013267909,2026-02-25,AKO Capital LLP,1.14,current
DSM-Firmenich AG,CH1216478797,2026-02-25,Ilex Capital Partners (UK) LLP,1.12,current
IMCD N.V.,NL0010801007,2026-02-24,"BlackRock Financial Management, Inc.",1.29,current
ARCADIS N.V.,NL0006237562,2026-02-24,"D. E. Shaw & Co., L.P.",0.7,current
Akzo Nobel N.V.,NL0013267909,2026-02-24,Davidson Kempner Capital Management LP,1.31,current
PostNL N.V.,NL0009739416,2026-02-23,Citadel Advisors LLC,0.61,current
Signify N.V.,NL0011821392,2026-02-23,Citadel Advisors LLC,1.63,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-23,Marshall Wace LLP,0.91,current
Signify N.V.,NL0011821392,2026-02-23,"PDT Partners, LLC",0.8,current
Signify N.V.,NL0011821392,2026-02-20,Citadel Advisors LLC,1.58,current
Wolters Kluwer N.V.,NL0000395903,2026-02-20,"D. E. Shaw & Co., L.P.",0.6,current
Shell plc,GB00BP6MXD84,2026-02-20,"Elliott Investment Management, L.P",0.7,current
Signify N.V.,NL0011821392,2026-02-20,Marshall Wace LLP,1.84,current
ARCADIS N.V.,NL0006237562,2026-02-20,Squarepoint Ops LLC,1.17,current
Alfen N.V.,NL0012817175,2026-02-19,"D. E. Shaw & Co., L.P.",1.48,current
ARCADIS N.V.,NL0006237562,2026-02-19,"D. E. Shaw & Co., L.P.",0.62,current
InPost S.A.,LU2290522684,2026-02-19,"Two Sigma Investments, LP",0.7,current
Alfen N.V.,NL0012817175,2026-02-19,Voleon Capital Management LP,1.84,current
IMCD N.V.,NL0010801007,2026-02-18,"BlackRock Financial Management, Inc.",1.39,current
Signify N.V.,NL0011821392,2026-02-18,Citadel Advisors LLC,1.62,current
Akzo Nobel N.V.,NL0013267909,2026-02-18,Davidson Kempner Capital Management LP,1.23,current
IMCD N.V.,NL0010801007,2026-02-18,JPMorgan Asset Management (UK) Ltd.,0.72,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-18,Marshall Wace LLP,0.81,current
IMCD N.V.,NL0010801007,2026-02-18,"PDT Partners, LLC",0.63,current
Alfen N.V.,NL0012817175,2026-02-18,Voleon Capital Management LP,1.77,current
Alfen N.V.,NL0012817175,2026-02-18,"WorldQuant, LLC",3.25,current
Wereldhave N.V.,NL0000289213,2026-02-17,Citadel Advisors LLC,0.58,current
Wolters Kluwer N.V.,NL0000395903,2026-02-17,"D. E. Shaw & Co., L.P.",0.59,current
Signify N.V.,NL0011821392,2026-02-17,Eleva Capital SAS,0.92,current
DSM-Firmenich AG,CH1216478797,2026-02-17,Ilex Capital Partners (UK) LLP,1.07,current
Alfen N.V.,NL0012817175,2026-02-17,Voleon Capital Management LP,1.68,current
Alfen N.V.,NL0012817175,2026-02-17,"WorldQuant, LLC",3.11,current
Wereldhave N.V.,NL0000289213,2026-02-16,Citadel Advisors LLC,0.6,current
Wolters Kluwer N.V.,NL0000395903,2026-02-16,"D. E. Shaw & Co., L.P.",0.6,current
DSM-Firmenich AG,CH1216478797,2026-02-16,Ilex Capital Partners (UK) LLP,1.12,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-16,Marshall Wace LLP,0.7,current
Wolters Kluwer N.V.,NL0000395903,2026-02-13,"D. E. Shaw & Co., L.P.",0.59,current
PostNL N.V.,NL0009739416,2026-02-13,Marshall Wace LLP,0.79,current
Signify N.V.,NL0011821392,2026-02-13,Marshall Wace LLP,1.71,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-13,Marshall Wace LLP,0.68,current
Theon International Plc,CY0200751713,2026-02-13,"Two Sigma Investments, LP",0.61,current
Alfen N.V.,NL0012817175,2026-02-13,Voleon Capital Management LP,1.51,current
Alfen N.V.,NL0012817175,2026-02-13,"WorldQuant, LLC",3.01,current
IMCD N.V.,NL0010801007,2026-02-12,"BlackRock Advisors, LLC",0.73,current
IMCD N.V.,NL0010801007,2026-02-12,"BlackRock Financial Management, Inc.",1.45,current
Signify N.V.,NL0011821392,2026-02-12,Citadel Advisors LLC,1.58,current
DSM-Firmenich AG,CH1216478797,2026-02-12,Ilex Capital Partners (UK) LLP,1.38,current
The Magnum Ice Cream Company N.V.,NL0015002MS2,2026-02-12,Marshall Wace LLP,0.5,current
Signify N.V.,NL0011821392,2026-02-12,"PDT Partners, LLC",0.78,current
InPost S.A.,LU2290522684,2026-02-12,"Two Sigma Investments, LP",0.6,current
Alfen N.V.,NL0012817175,2026-02-12,Voleon Capital Management LP,1.43,current
Alfen N.V.,NL0012817175,2026-02-12,"WorldQuant, LLC",2.9,current
IMCD N.V.,NL0010801007,2026-02-11,Acadian Asset Management LLC.,0.5,current
Akzo Nobel N.V.,NL0013267909,2026-02-11,AKO Capital LLP,1.08,current
IMCD N.V.,NL0010801007,2026-02-11,"BlackRock Advisors, LLC",0.9,current
Alfen N.V.,NL0012817175,2026-02-11,"D. E. Shaw & Co., L.P.",1.57,current
IMCD N.V.,NL0010801007,2026-02-11,"Two Sigma Investments, LP",0.6,current
Alfen N.V.,NL0012817175,2026-02-11,Voleon Capital Management LP,1.39,current
Wereldhave N.V.,NL0000289213,2026-02-10,Citadel Advisors LLC,0.58,current
PostNL N.V.,NL0009739416,2026-02-10,"D. E. Shaw & Co., L.P.",0.79,current
Akzo Nobel N.V.,NL0013267909,2026-02-10,Davidson Kempner Capital Management LP,1.1,current
Signify N.V.,NL0011821392,2026-02-10,Marshall Wace LLP,1.64,current
Theon International Plc,CY0200751713,2026-02-10,Qube Research & Technologies Ltd.,0.5,current
ARCADIS N.V.,NL0006237562,2026-02-10,Squarepoint Ops LLC,1.09,current
Alfen N.V.,NL0012817175,2026-02-10,Voleon Capital Management LP,1.41,current
PostNL N.V.,NL0009739416,2026-02-06,Citadel Advisors LLC,0.59,current
Pharming Group N.V.,NL0010391025,2026-02-06,"D. E. Shaw & Co., L.P.",0.6,current
Basic-Fit N.V.,NL0011872650,2026-02-06,JPMorgan Asset Management (UK) Ltd.,1.59,current
IMCD N.V.,NL0010801007,2026-02-06,"PDT Partners, LLC",0.5,current
ARCADIS N.V.,NL0006237562,2026-02-05,"AQR Capital Management, LLC",0.6,current
IMCD N.V.,NL0010801007,2026-02-05,"BlackRock Advisors, LLC",1.05,current
Signify N.V.,NL0011821392,2026-02-05,Citadel Advisors Europe Limited,0.93,current
Signify N.V.,NL0011821392,2026-02-05,Citadel Advisors LLC,1.6,current
