issuer_name,net_short_position,isin,position_date,position_holder,source
SBM Offshore N.V.,0.47,NL0000360618,2015-04-13,"WorldQuant, LLC",archive
Aperam S.A.,1.0,LU0569974404,2015-04-10,"BlackRock Institutional Trust Company, National Association",archive
TomTom N.V.,0.9,NL0000387058,2015-04-10,"BlueMountain Capital Management, LLC",archive
SBM Offshore N.V.,0.81,NL0000360618,2015-04-10,"D.E. Shaw & Co., L.P.",archive
TomTom N.V.,1.99,NL0000387058,2015-04-10,"Hound Partners, LLC",archive
Fugro N.V.,0.87,NL0000352565,2015-04-10,Man Investments Limited,archive
SBM Offshore N.V.,0.56,NL0000360618,2015-04-10,Man Investments Limited,archive
ArcelorMittal S.A.,0.61,LU0323134006,2015-04-10,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.57,LU0323134006,2015-04-10,Millennium International Management LP,archive
Fugro N.V.,2.67,NL0000352565,2015-04-10,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,3.2,NL0000360618,2015-04-09,"AQR Capital Management, LLC",archive
Aperam S.A.,0.67,LU0569974404,2015-04-09,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.69,NL0000360618,2015-04-09,BlueCrest Capital Management Limited,archive
AEGON Ltd.,0.5,NL0000303709,2015-04-09,Citadel Europe LLP,archive
Brunel International N.V.,0.44,NL0010776944,2015-04-09,JPMorgan Asset Management (UK) Ltd.,archive
TomTom N.V.,1.52,NL0000387058,2015-04-09,JPMorgan Asset Management (UK) Ltd.,archive
Aperam S.A.,0.68,LU0569974404,2015-04-09,Marshall Wace LLP,archive
SBM Offshore N.V.,1.32,NL0000360618,2015-04-09,Marshall Wace LLP,archive
Kendrion N.V.,0.51,NL0000852531,2015-04-09,Numeric Investors LLC,archive
Fugro N.V.,2.91,NL0000352565,2015-04-08,"AQR Capital Management, LLC",archive
TomTom N.V.,1.71,NL0000387058,2015-04-08,"Hound Partners, LLC",archive
Fugro N.V.,0.79,NL0000352565,2015-04-08,Man Investments Limited,archive
SBM Offshore N.V.,0.46,NL0000360618,2015-04-08,Man Investments Limited,archive
ArcelorMittal S.A.,0.52,LU0323134006,2015-04-08,Marshall Wace LLP,archive
SBM Offshore N.V.,1.24,NL0000360618,2015-04-08,Marshall Wace LLP,archive
Aperam S.A.,0.61,LU0569974404,2015-04-08,Susquehanna International Holdings LLC,archive
Wereldhave N.V.,0.61,NL0000289213,2015-04-08,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.95,LU0323134006,2015-04-07,"AQR Capital Management, LLC",archive
Fugro N.V.,2.85,NL0000352565,2015-04-07,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.46,NL0000360618,2015-04-07,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,0.77,NL0000360618,2015-04-07,BlueCrest Capital Management Limited,archive
Aperam S.A.,0.83,LU0569974404,2015-04-07,BNP Paribas S.A.,archive
Fugro N.V.,0.9,NL0000352565,2015-04-07,Man Investments Limited,archive
Wolters Kluwer N.V.,0.47,NL0000395903,2015-04-07,Marshall Wace LLP,archive
Aperam S.A.,0.58,LU0569974404,2015-04-07,Susquehanna International Holdings LLC,archive
Brunel International N.V.,0.81,NL0010776944,2015-04-02,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.7,NL0000360618,2015-04-02,"D.E. Shaw & Co., L.P.",archive
Fugro N.V.,0.8,NL0000352565,2015-04-02,Man Investments Limited,archive
SBM Offshore N.V.,0.5,NL0000360618,2015-04-02,"WorldQuant, LLC",archive
Aperam S.A.,0.98,LU0569974404,2015-04-01,"BlackRock Institutional Trust Company, National Association",archive
Aperam S.A.,0.78,LU0569974404,2015-04-01,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,0.72,NL0000352565,2015-04-01,Man Investments Limited,archive
SBM Offshore N.V.,1.05,NL0000360618,2015-04-01,Marshall Wace LLP,archive
SBM Offshore N.V.,0.59,NL0000360618,2015-03-31,Kynikos Associates LP,archive
Fugro N.V.,0.56,NL0000352565,2015-03-31,Man Investments Limited,archive
SBM Offshore N.V.,0.95,NL0000360618,2015-03-31,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.61,LU0323134006,2015-03-31,Millennium International Management LP,archive
Fugro N.V.,0.49,NL0000352565,2015-03-31,Oxford Asset Management,archive
SBM Offshore N.V.,0.59,NL0000360618,2015-03-30,"BlackRock Institutional Trust Company, National Association",archive
Brunel International N.V.,0.5,NL0010776944,2015-03-30,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.56,NL0000360618,2015-03-30,Man Investments Limited,archive
SBM Offshore N.V.,0.88,NL0000360618,2015-03-30,Marshall Wace LLP,archive
Kendrion N.V.,0.49,NL0000852531,2015-03-30,Numeric Investors LLC,archive
Aperam S.A.,1.38,LU0569974404,2015-03-27,CQS (UK) LLP,archive
Wolters Kluwer N.V.,0.58,NL0000395903,2015-03-27,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.85,LU0323134006,2015-03-27,Odey Asset Management LLP,archive
Wereldhave N.V.,0.5,NL0000289213,2015-03-27,"WorldQuant, LLC",archive
Fugro N.V.,2.92,NL0000352565,2015-03-26,"AQR Capital Management, LLC",archive
Aperam S.A.,0.8,LU0569974404,2015-03-26,"BlackRock Advisors, LLC",archive
Wereldhave N.V.,0.51,NL0000289213,2015-03-26,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.72,NL0000360618,2015-03-26,Marshall Wace LLP,archive
Aperam S.A.,0.61,LU0569974404,2015-03-26,Susquehanna International Holdings LLC,archive
SBM Offshore N.V.,0.45,NL0000360618,2015-03-26,"WorldQuant, LLC",archive
Wereldhave N.V.,0.49,NL0000289213,2015-03-26,"WorldQuant, LLC",archive
Fugro N.V.,2.84,NL0000352565,2015-03-25,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.3,NL0000360618,2015-03-25,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.68,NL0000360618,2015-03-25,"BlackRock Institutional Trust Company, National Association",archive
Brunel International N.V.,0.7,NL0010776944,2015-03-25,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,0.76,LU0569974404,2015-03-25,BNP Paribas S.A.,archive
Aperam S.A.,1.41,LU0569974404,2015-03-25,CQS (UK) LLP,archive
SBM Offshore N.V.,0.62,NL0000360618,2015-03-25,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.67,NL0000395903,2015-03-25,Marshall Wace LLP,archive
Fugro N.V.,2.77,NL0000352565,2015-03-24,"AQR Capital Management, LLC",archive
Wereldhave N.V.,0.5,NL0000289213,2015-03-24,"WorldQuant, LLC",archive
Fugro N.V.,2.69,NL0000352565,2015-03-23,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.84,NL0000360618,2015-03-23,BlueCrest Capital Management Limited,archive
SBM Offshore N.V.,0.62,NL0000360618,2015-03-23,"D.E. Shaw & Co., L.P.",archive
TomTom N.V.,1.13,NL0000387058,2015-03-23,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.47,NL0000360618,2015-03-23,Man Investments Limited,archive
ArcelorMittal S.A.,0.51,LU0323134006,2015-03-23,Millennium International Management LP,archive
ArcelorMittal S.A.,0.84,LU0323134006,2015-03-20,"AQR Capital Management, LLC",archive
Fugro N.V.,2.82,NL0000352565,2015-03-20,"AQR Capital Management, LLC",archive
Aperam S.A.,0.67,LU0569974404,2015-03-20,BNP Paribas S.A.,archive
SBM Offshore N.V.,0.56,NL0000360618,2015-03-20,"D.E. Shaw & Co., L.P.",archive
TomTom N.V.,1.08,NL0000387058,2015-03-20,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.54,NL0000360618,2015-03-20,Marshall Wace LLP,archive
Fugro N.V.,0.56,NL0000352565,2015-03-20,Oxford Asset Management,archive
SBM Offshore N.V.,0.57,NL0000360618,2015-03-20,"WorldQuant, LLC",archive
SBM Offshore N.V.,0.78,NL0000360618,2015-03-19,"BlackRock Institutional Trust Company, National Association",archive
Wolters Kluwer N.V.,0.78,NL0000395903,2015-03-19,Marshall Wace LLP,archive
Fugro N.V.,2.54,NL0000352565,2015-03-18,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.25,NL0000360618,2015-03-18,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,2.03,NL0000360618,2015-03-18,"Discovery Capital Management, LLC",archive
TomTom N.V.,0.84,NL0000387058,2015-03-18,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.69,NL0000360618,2015-03-18,Marshall Wace LLP,archive
Eurocommercial Properties N.V.,1.22,NL0000288876,2015-03-18,Wellington Management Company LLP,archive
Koninklijke Vopak N.V.,0.5,NL0009432491,2015-03-17,"AQR Capital Management, LLC",archive
Aperam S.A.,0.7,LU0569974404,2015-03-17,"BlackRock Advisors, LLC",archive
Wolters Kluwer N.V.,0.86,NL0000395903,2015-03-17,Marshall Wace LLP,archive
Eurocommercial Properties N.V.,1.17,NL0000288876,2015-03-17,Wellington Management Company LLP,archive
Aperam S.A.,1.0,LU0569974404,2015-03-16,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,0.89,NL0000360618,2015-03-16,"BlackRock Institutional Trust Company, National Association",archive
Aperam S.A.,0.98,LU0569974404,2015-03-16,BNP Paribas S.A.,archive
SBM Offshore N.V.,0.73,NL0000360618,2015-03-16,Marshall Wace LLP,archive
Eurocommercial Properties N.V.,1.06,NL0000288876,2015-03-16,Wellington Management Company LLP,archive
SBM Offshore N.V.,0.61,NL0000360618,2015-03-16,"WorldQuant, LLC",archive
Aperam S.A.,1.02,LU0569974404,2015-03-13,BNP Paribas S.A.,archive
Aperam S.A.,0.71,LU0569974404,2015-03-13,Marshall Wace LLP,archive
SBM Offshore N.V.,0.84,NL0000360618,2015-03-13,Marshall Wace LLP,archive
SBM Offshore N.V.,0.99,NL0000360618,2015-03-12,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.7,LU0323134006,2015-03-11,"AQR Capital Management, LLC",archive
Fugro N.V.,2.44,NL0000352565,2015-03-11,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.58,NL0000360618,2015-03-11,Man Investments Limited,archive
SBM Offshore N.V.,1.13,NL0000360618,2015-03-11,Marshall Wace LLP,archive
Kendrion N.V.,0.51,NL0000852531,2015-03-11,Numeric Investors LLC,archive
ArcelorMittal S.A.,0.69,LU0323134006,2015-03-10,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.24,NL0000360618,2015-03-10,Marshall Wace LLP,archive
Fugro N.V.,0.61,NL0000352565,2015-03-10,Oxford Asset Management,archive
Fugro N.V.,2.71,NL0000352565,2015-03-10,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,1.39,NL0000360618,2015-03-09,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.76,LU0323134006,2015-03-09,Odey Asset Management LLP,archive
SBM Offshore N.V.,0.57,NL0000360618,2015-03-09,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.7,LU0323134006,2015-03-06,"AQR Capital Management, LLC",archive
Aperam S.A.,0.61,LU0569974404,2015-03-06,"BlackRock Advisors, LLC",archive
TomTom N.V.,1.02,NL0000387058,2015-03-06,"BlueMountain Capital Management, LLC",archive
Aperam S.A.,0.61,LU0569974404,2015-03-06,Marshall Wace LLP,archive
SBM Offshore N.V.,1.43,NL0000360618,2015-03-06,Marshall Wace LLP,archive
TomTom N.V.,0.89,NL0000387058,2015-03-06,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.92,NL0000395903,2015-03-06,Marshall Wace LLP,archive
ArcelorMittal S.A.,0.67,LU0323134006,2015-03-06,Odey Asset Management LLP,archive
Aperam S.A.,0.92,LU0569974404,2015-03-05,"BlackRock Institutional Trust Company, National Association",archive
TomTom N.V.,1.1,NL0000387058,2015-03-05,"BlueMountain Capital Management, LLC",archive
Wereldhave N.V.,0.28,NL0000289213,2015-03-05,JPMorgan Asset Management (UK) Ltd.,archive
Aperam S.A.,0.55,LU0569974404,2015-03-05,Marshall Wace LLP,archive
Fugro N.V.,0.52,NL0000352565,2015-03-05,Oxford Asset Management,archive
SBM Offshore N.V.,3.33,NL0000360618,2015-03-04,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.58,NL0000360618,2015-03-04,Marshall Wace LLP,archive
TomTom N.V.,1.59,NL0000387058,2015-03-03,"BlueMountain Capital Management, LLC",archive
TomTom N.V.,0.64,NL0000387058,2015-03-03,JPMorgan Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.6,NL0000360618,2015-03-03,Kynikos Associates LP,archive
Fugro N.V.,2.56,NL0000352565,2015-03-03,UBS Global Asset Management (UK) Ltd.,archive
Aperam S.A.,0.81,LU0569974404,2015-03-02,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,1.69,NL0000360618,2015-03-02,Marshall Wace LLP,archive
Fugro N.V.,0.38,NL0000352565,2015-03-02,Oxford Asset Management,archive
Fugro N.V.,2.34,NL0000352565,2015-03-02,UBS Global Asset Management (UK) Ltd.,archive
Fugro N.V.,0.44,NL0000352565,2015-02-27,BlueCrest Capital Management Limited,archive
Aperam S.A.,0.92,LU0569974404,2015-02-27,BNP Paribas S.A.,archive
Fugro N.V.,2.19,NL0000352565,2015-02-27,UBS Global Asset Management (UK) Ltd.,archive
Aperam S.A.,0.8,LU0569974404,2015-02-26,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.99,NL0000360618,2015-02-26,BlueCrest Capital Management Limited,archive
Aperam S.A.,1.33,LU0569974404,2015-02-26,CQS (UK) LLP,archive
OCI N.V.,0.44,NL0010558797,2015-02-25,"AQR Capital Management, LLC",archive
TomTom N.V.,0.9,NL0000387058,2015-02-25,Marshall Wace LLP,archive
Aperam S.A.,0.72,LU0569974404,2015-02-24,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,1.82,NL0000360618,2015-02-24,"Discovery Capital Management, LLC",archive
TomTom N.V.,0.83,NL0000387058,2015-02-24,Marshall Wace LLP,archive
Fugro N.V.,1.97,NL0000352565,2015-02-24,UBS Global Asset Management (UK) Ltd.,archive
Koninklijke Vopak N.V.,0.49,NL0009432491,2015-02-23,"AQR Capital Management, LLC",archive
Aperam S.A.,0.84,LU0569974404,2015-02-23,BNP Paribas S.A.,archive
SBM Offshore N.V.,1.75,NL0000360618,2015-02-23,Marshall Wace LLP,archive
Aperam S.A.,0.61,LU0569974404,2015-02-20,BlackRock Investment Management (UK) Limited,archive
TomTom N.V.,0.72,NL0000387058,2015-02-20,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.86,NL0000395903,2015-02-19,Marshall Wace LLP,archive
SBM Offshore N.V.,0.64,NL0000360618,2015-02-19,"WorldQuant, LLC",archive
SBM Offshore N.V.,3.27,NL0000360618,2015-02-18,"AQR Capital Management, LLC",archive
Aperam S.A.,0.54,LU0569974404,2015-02-18,BlackRock Investment Management (UK) Limited,archive
Fugro N.V.,0.46,NL0000352565,2015-02-18,Marshall Wace LLP,archive
Fugro N.V.,1.65,NL0000352565,2015-02-18,UBS Global Asset Management (UK) Ltd.,archive
Aperam S.A.,0.7,LU0569974404,2015-02-17,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,1.09,NL0000360618,2015-02-17,BlueCrest Capital Management Limited,archive
Fugro N.V.,0.57,NL0000352565,2015-02-17,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.49,NL0000337319,2015-02-17,Marshall Wace LLP,archive
Fugro N.V.,1.57,NL0000352565,2015-02-17,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.76,NL0000360618,2015-02-17,"WorldQuant, LLC",archive
Wereldhave N.V.,0.53,NL0000289213,2015-02-16,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,0.62,NL0000352565,2015-02-16,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.51,NL0000337319,2015-02-16,Marshall Wace LLP,archive
Fugro N.V.,1.47,NL0000352565,2015-02-16,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.8,NL0000360618,2015-02-16,"WorldQuant, LLC",archive
ArcelorMittal S.A.,0.68,LU0323134006,2015-02-13,"AQR Capital Management, LLC",archive
Fugro N.V.,2.31,NL0000352565,2015-02-13,"AQR Capital Management, LLC",archive
OCI N.V.,0.51,NL0010558797,2015-02-13,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.3,NL0000360618,2015-02-13,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.9,NL0000360618,2015-02-13,"BlackRock Institutional Trust Company, National Association",archive
Aperam S.A.,0.95,LU0569974404,2015-02-13,BNP Paribas S.A.,archive
Aperam S.A.,1.21,LU0569974404,2015-02-13,CQS (UK) LLP,archive
Fugro N.V.,0.75,NL0000352565,2015-02-13,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,0.76,NL0000337319,2015-02-13,Marshall Wace LLP,archive
TomTom N.V.,0.6,NL0000387058,2015-02-13,Marshall Wace LLP,archive
Fugro N.V.,1.32,NL0000352565,2015-02-13,UBS Global Asset Management (UK) Ltd.,archive
Corbion N.V.,0.49,NL0010583399,2015-02-12,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,0.84,LU0569974404,2015-02-12,BNP Paribas S.A.,archive
Fugro N.V.,0.91,NL0000352565,2015-02-12,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.2,NL0000337319,2015-02-12,Marshall Wace LLP,archive
TomTom N.V.,0.71,NL0000387058,2015-02-12,Marshall Wace LLP,archive
Fugro N.V.,1.09,NL0000352565,2015-02-12,UBS Global Asset Management (UK) Ltd.,archive
Aperam S.A.,0.6,LU0569974404,2015-02-11,"BlackRock Institutional Trust Company, National Association",archive
Fugro N.V.,0.51,NL0000352565,2015-02-11,BlueCrest Capital Management Limited,archive
Fugro N.V.,1.04,NL0000352565,2015-02-11,Marshall Wace LLP,archive
TomTom N.V.,0.41,NL0000387058,2015-02-11,TT International,archive
ArcelorMittal S.A.,0.79,LU0323134006,2015-02-10,"AQR Capital Management, LLC",archive
Fugro N.V.,2.25,NL0000352565,2015-02-10,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.28,NL0000360618,2015-02-10,"AQR Capital Management, LLC",archive
Fugro N.V.,1.12,NL0000352565,2015-02-10,Marshall Wace LLP,archive
SBM Offshore N.V.,1.86,NL0000360618,2015-02-10,Marshall Wace LLP,archive
Fugro N.V.,0.59,NL0000352565,2015-02-10,Oxford Asset Management,archive
Fugro N.V.,0.97,NL0000352565,2015-02-10,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,1.31,NL0000360618,2015-02-09,AKO Capital LLP,archive
SBM Offshore N.V.,3.3,NL0000360618,2015-02-09,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.1,NL0000360618,2015-02-09,BlueCrest Capital Management Limited,archive
Aperam S.A.,0.92,LU0569974404,2015-02-09,BNP Paribas S.A.,archive
Fugro N.V.,1.27,NL0000352565,2015-02-09,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.38,NL0000337319,2015-02-09,Marshall Wace LLP,archive
Fugro N.V.,0.83,NL0000352565,2015-02-09,UBS Global Asset Management (UK) Ltd.,archive
SBM Offshore N.V.,0.74,NL0000360618,2015-02-09,"WorldQuant, LLC",archive
Wereldhave N.V.,0.49,NL0000289213,2015-02-09,"WorldQuant, LLC",archive
SBM Offshore N.V.,3.29,NL0000360618,2015-02-06,"AQR Capital Management, LLC",archive
Aperam S.A.,0.59,LU0569974404,2015-02-06,"BlackRock Institutional Trust Company, National Association",archive
SBM Offshore N.V.,0.48,NL0000360618,2015-02-06,Egerton Capital (UK) LLP,archive
Koninklijke BAM Groep N.V.,1.45,NL0000337319,2015-02-06,Marshall Wace LLP,archive
TomTom N.V.,0.91,NL0000387058,2015-02-06,Marshall Wace LLP,archive
Wereldhave N.V.,0.5,NL0000289213,2015-02-06,"WorldQuant, LLC",archive
SBM Offshore N.V.,1.07,NL0000360618,2015-02-05,BlueCrest Capital Management Limited,archive
Fugro N.V.,1.39,NL0000352565,2015-02-05,Marshall Wace LLP,archive
SBM Offshore N.V.,1.74,NL0000360618,2015-02-05,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.91,NL0000395903,2015-02-05,Marshall Wace LLP,archive
Fugro N.V.,2.3,NL0000352565,2015-02-04,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,0.59,NL0009432491,2015-02-04,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.37,NL0000360618,2015-02-04,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.1,NL0000360618,2015-02-04,BlueCrest Capital Management Limited,archive
Koninklijke BAM Groep N.V.,1.57,NL0000337319,2015-02-04,Marshall Wace LLP,archive
SBM Offshore N.V.,1.67,NL0000360618,2015-02-04,Marshall Wace LLP,archive
Fugro N.V.,2.21,NL0000352565,2015-02-03,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,0.67,NL0000360618,2015-02-03,Egerton Capital (UK) LLP,archive
SBM Offshore N.V.,0.66,NL0000360618,2015-02-03,Man Investments Limited,archive
Fugro N.V.,1.47,NL0000352565,2015-02-03,Marshall Wace LLP,archive
TomTom N.V.,0.82,NL0000387058,2015-02-03,Marshall Wace LLP,archive
Aperam S.A.,4.31,LU0569974404,2015-02-02,Adage Capital Management L.P.,archive
Aperam S.A.,0.44,LU0569974404,2015-02-02,BlackRock Investment Management (UK) Limited,archive
SBM Offshore N.V.,0.7,NL0000360618,2015-02-02,Man Investments Limited,archive
Fugro N.V.,1.59,NL0000352565,2015-02-02,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.67,NL0000337319,2015-02-02,Marshall Wace LLP,archive
SBM Offshore N.V.,1.78,NL0000360618,2015-02-02,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.82,NL0000395903,2015-02-02,Marshall Wace LLP,archive
SBM Offshore N.V.,0.8,NL0000360618,2015-01-30,"BlackRock Institutional Trust Company, National Association",archive
Fugro N.V.,1.68,NL0000352565,2015-01-30,Marshall Wace LLP,archive
SBM Offshore N.V.,1.8,NL0000360618,2015-01-30,Marshall Wace LLP,archive
TomTom N.V.,0.71,NL0000387058,2015-01-30,Marshall Wace LLP,archive
TomTom N.V.,0.54,NL0000387058,2015-01-30,TT International,archive
Fugro N.V.,0.66,NL0000352565,2015-01-30,UBS Global Asset Management (UK) Ltd.,archive
Aperam S.A.,4.41,LU0569974404,2015-01-29,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.82,LU0323134006,2015-01-29,"AQR Capital Management, LLC",archive
Fugro N.V.,2.12,NL0000352565,2015-01-29,"AQR Capital Management, LLC",archive
Koninklijke Heijmans N.V.,0.6,NL0009269109,2015-01-29,JPMorgan Asset Management (UK) Ltd.,archive
Fugro N.V.,1.79,NL0000352565,2015-01-29,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.78,NL0000337319,2015-01-29,Marshall Wace LLP,archive
SBM Offshore N.V.,1.72,NL0000360618,2015-01-29,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.71,NL0000395903,2015-01-29,Marshall Wace LLP,archive
SBM Offshore N.V.,0.79,NL0000360618,2015-01-28,"BlackRock Institutional Trust Company, National Association",archive
Wolters Kluwer N.V.,0.68,NL0000395903,2015-01-28,Marshall Wace LLP,archive
SBM Offshore N.V.,0.61,NL0000360618,2015-01-28,"WorldQuant, LLC",archive
Fugro N.V.,1.87,NL0000352565,2015-01-27,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.85,NL0000337319,2015-01-27,Marshall Wace LLP,archive
SBM Offshore N.V.,1.6,NL0000360618,2015-01-27,Marshall Wace LLP,archive
Wolters Kluwer N.V.,0.54,NL0000395903,2015-01-27,Marshall Wace LLP,archive
Fugro N.V.,0.52,NL0000352565,2015-01-27,UBS Global Asset Management (UK) Ltd.,archive
Fugro N.V.,2.05,NL0000352565,2015-01-26,"AQR Capital Management, LLC",archive
Koninklijke Vopak N.V.,0.6,NL0009432491,2015-01-26,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.4,NL0000360618,2015-01-26,"AQR Capital Management, LLC",archive
Fugro N.V.,1.72,NL0000352565,2015-01-26,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,1.93,NL0000337319,2015-01-26,Marshall Wace LLP,archive
TomTom N.V.,0.61,NL0000387058,2015-01-26,Marshall Wace LLP,archive
Fugro N.V.,0.61,NL0000352565,2015-01-26,Oxford Asset Management,archive
SBM Offshore N.V.,3.32,NL0000360618,2015-01-23,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,1.53,NL0000360618,2015-01-23,Marshall Wace LLP,archive
Fugro N.V.,2.16,NL0000352565,2015-01-22,"AQR Capital Management, LLC",archive
SBM Offshore N.V.,3.24,NL0000360618,2015-01-22,"AQR Capital Management, LLC",archive
Aperam S.A.,0.5,LU0569974404,2015-01-22,"BlackRock Advisors, LLC",archive
Fugro N.V.,1.69,NL0000352565,2015-01-22,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.07,NL0000337319,2015-01-22,Marshall Wace LLP,archive
SBM Offshore N.V.,1.46,NL0000360618,2015-01-22,Marshall Wace LLP,archive
TomTom N.V.,0.5,NL0000387058,2015-01-22,Marshall Wace LLP,archive
SBM Offshore N.V.,0.58,NL0000360618,2015-01-22,"WorldQuant, LLC",archive
Aperam S.A.,4.66,LU0569974404,2015-01-21,Adage Capital Management L.P.,archive
Fugro N.V.,2.22,NL0000352565,2015-01-21,"AQR Capital Management, LLC",archive
Aperam S.A.,1.11,LU0569974404,2015-01-21,CQS (UK) LLP,archive
Fugro N.V.,1.58,NL0000352565,2015-01-21,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.15,NL0000337319,2015-01-21,Marshall Wace LLP,archive
SBM Offshore N.V.,1.34,NL0000360618,2015-01-21,Marshall Wace LLP,archive
SBM Offshore N.V.,1.05,NL0000360618,2015-01-20,BlueCrest Capital Management Limited,archive
Fugro N.V.,1.42,NL0000352565,2015-01-20,Marshall Wace LLP,archive
Koninklijke BAM Groep N.V.,2.21,NL0000337319,2015-01-20,Marshall Wace LLP,archive
SBM Offshore N.V.,0.6,NL0000360618,2015-01-20,"WorldQuant, LLC",archive
Aperam S.A.,0.43,LU0569974404,2015-01-19,Marshall Wace LLP,archive
Fugro N.V.,1.25,NL0000352565,2015-01-19,Marshall Wace LLP,archive
Fugro N.V.,0.51,NL0000352565,2015-01-19,Oxford Asset Management,archive
Aperam S.A.,4.78,LU0569974404,2015-01-16,Adage Capital Management L.P.,archive
SBM Offshore N.V.,3.13,NL0000360618,2015-01-16,"AQR Capital Management, LLC",archive
Aperam S.A.,0.69,LU0569974404,2015-01-16,"BlackRock Institutional Trust Company, National Association",archive
Brunel International N.V.,0.6,NL0010776944,2015-01-16,BlackRock Investment Management (UK) Limited,archive
Aperam S.A.,0.8,LU0569974404,2015-01-16,BNP Paribas S.A.,archive
Aperam S.A.,1.08,LU0569974404,2015-01-16,CQS (UK) LLP,archive
Aperam S.A.,0.52,LU0569974404,2015-01-16,Marshall Wace LLP,archive
Fugro N.V.,1.14,NL0000352565,2015-01-16,Marshall Wace LLP,archive
SBM Offshore N.V.,0.58,NL0000360618,2015-01-16,"WorldQuant, LLC",archive
Aperam S.A.,4.8,LU0569974404,2015-01-15,Adage Capital Management L.P.,archive
ArcelorMittal S.A.,0.7,LU0323134006,2015-01-15,"AQR Capital Management, LLC",archive
