position_holder,isin,net_short_position,issuer_name,position_date,source
"PDT Partners, LLC",NL0012817175,1.1,Alfen N.V.,2024-06-05,archive
"WorldQuant, LLC",NL0012817175,0.56,Alfen N.V.,2024-06-05,archive
"WorldQuant, LLC",NL0000888691,0.48,AMG Critical Materials N.V.,2024-06-05,archive
"WorldQuant, LLC",NL0013332471,0.49,TomTom N.V.,2024-06-05,archive
Citadel Advisors LLC,NL0012817175,1.01,Alfen N.V.,2024-06-04,archive
"D. E. Shaw & Co., L.P.",NL0000888691,0.8,AMG Critical Materials N.V.,2024-06-04,archive
Franklin Templeton Investment Management Limited,NL0011872650,0.52,Basic-Fit N.V.,2024-06-04,archive
Marshall Wace LLP,NL0012817175,0.85,Alfen N.V.,2024-06-04,archive
Marshall Wace LLP,NL0009739416,1.06,PostNL N.V.,2024-06-04,archive
Marshall Wace LLP,NL0000302636,0.5,Van Lanschot Kempen N.V.,2024-06-04,archive
Millennium International Management LP,NL0010391025,1.4,Pharming Group N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,NL0012817175,2.08,Alfen N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,NL0011872650,0.63,Basic-Fit N.V.,2024-06-04,archive
Qube Research & Technologies Ltd.,NL0009739416,0.55,PostNL N.V.,2024-06-04,archive
ShadowFall Capital & Research LLP,NL0011872650,0.54,Basic-Fit N.V.,2024-06-04,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,0.65,Fugro N.V.,2024-06-03,archive
Balyasny Asset Management (UK) LLP,NL0000360618,0.8,SBM Offshore N.V.,2024-06-03,archive
"BlackRock Advisors, LLC",NL0000888691,0.69,AMG Critical Materials N.V.,2024-06-03,archive
Citadel Advisors LLC,NL0010391025,0.57,Pharming Group N.V.,2024-06-03,archive
Marshall Wace LLP,NL0009739416,1.11,PostNL N.V.,2024-06-03,archive
Millennium Capital Partners LLP,NL0012817175,0.51,Alfen N.V.,2024-06-03,archive
Qube Research & Technologies Ltd.,NL0012817175,1.85,Alfen N.V.,2024-06-03,archive
Voleon Capital Management LP,NL0012817175,0.78,Alfen N.V.,2024-06-03,archive
Voleon Capital Management LP,NL0011872650,0.5,Basic-Fit N.V.,2024-06-03,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,0.78,Fugro N.V.,2024-05-31,archive
Marshall Wace LLP,NL0000009538,0.51,Koninklijke Philips N.V.,2024-05-31,archive
Millennium International Management LP,NL0012817175,1.51,Alfen N.V.,2024-05-31,archive
Millennium International Management LP,NL0012365084,0.0,NSI N.V.,2024-05-31,archive
Marshall Wace LLP,NL0000888691,1.59,AMG Critical Materials N.V.,2024-05-30,archive
Marshall Wace LLP,NL0000009538,0.49,Koninklijke Philips N.V.,2024-05-30,archive
Millennium International Management LP,NL0012365084,0.81,NSI N.V.,2024-05-30,archive
Citadel Advisors LLC,NL0010391025,0.69,Pharming Group N.V.,2024-05-29,archive
Franklin Templeton Investment Management Limited,NL0011872650,0.49,Basic-Fit N.V.,2024-05-29,archive
Franklin Templeton Investment Management Limited,NL0013332471,0.58,TomTom N.V.,2024-05-29,archive
JPMorgan Asset Management (UK) Ltd.,LU0569974404,0.72,Aperam S.A.,2024-05-29,archive
Marshall Wace LLP,NL0009739416,1.29,PostNL N.V.,2024-05-29,archive
Millennium International Management LP,NL0012365084,0.73,NSI N.V.,2024-05-29,archive
Millennium International Management LP,NL00150002Q7,1.09,Vivoryon Therapeutics N.V.,2024-05-29,archive
Qube Research & Technologies Ltd.,NL0015000CZ2,0.51,Ebusco Holding N.V.,2024-05-29,archive
"WorldQuant, LLC",NL0012817175,0.45,Alfen N.V.,2024-05-29,archive
"WorldQuant, LLC",NL0013332471,0.58,TomTom N.V.,2024-05-29,archive
"BlackRock Advisors, LLC",NL0012817175,0.8,Alfen N.V.,2024-05-28,archive
Franklin Templeton Investment Management Limited,NL0013332471,0.64,TomTom N.V.,2024-05-28,archive
GSA Capital Partners LLP,NL00150002Q7,0.47,Vivoryon Therapeutics N.V.,2024-05-28,archive
Marshall Wace LLP,NL0011872643,0.59,ASR Nederland N.V.,2024-05-28,archive
Millennium International Management LP,NL0012817175,1.43,Alfen N.V.,2024-05-28,archive
Millennium International Management LP,NL0012365084,0.66,NSI N.V.,2024-05-28,archive
Qube Research & Technologies Ltd.,NL0015000CZ2,0.49,Ebusco Holding N.V.,2024-05-28,archive
Wellington Management International Ltd.,NL0011872650,0.52,Basic-Fit N.V.,2024-05-28,archive
"WorldQuant, LLC",NL0012817175,0.5,Alfen N.V.,2024-05-28,archive
GSA Capital Partners LLP,NL00150002Q7,0.5,Vivoryon Therapeutics N.V.,2024-05-27,archive
Marshall Wace LLP,NL0009739416,1.39,PostNL N.V.,2024-05-27,archive
Millennium International Management LP,NL0010801007,0.5,IMCD N.V.,2024-05-27,archive
Qube Research & Technologies Ltd.,NL0012817175,1.98,Alfen N.V.,2024-05-27,archive
Balyasny Asset Management (UK) LLP,NL0000360618,0.7,SBM Offshore N.V.,2024-05-24,archive
"BlackRock Advisors, LLC",NL0000888691,0.7,AMG Critical Materials N.V.,2024-05-24,archive
Millennium International Management LP,NL0012817175,1.31,Alfen N.V.,2024-05-24,archive
Millennium International Management LP,NL0012365084,0.51,NSI N.V.,2024-05-24,archive
Qube Research & Technologies Ltd.,NL0015000CZ2,0.5,Ebusco Holding N.V.,2024-05-24,archive
Balyasny Asset Management (UK) LLP,NL0000360618,0.63,SBM Offshore N.V.,2024-05-23,archive
Citadel Advisors LLC,NL0012817175,0.85,Alfen N.V.,2024-05-23,archive
Citadel Advisors LLC,NL0010391025,0.77,Pharming Group N.V.,2024-05-23,archive
Marshall Wace LLP,LU1598757687,1.01,ArcelorMittal S.A.,2024-05-23,archive
Millennium International Management LP,NL0012817175,1.23,Alfen N.V.,2024-05-23,archive
"PDT Partners, LLC",NL0012817175,1.07,Alfen N.V.,2024-05-23,archive
Qube Research & Technologies Ltd.,NL0012817175,2.03,Alfen N.V.,2024-05-23,archive
Qube Research & Technologies Ltd.,NL0010558797,0.59,OCI N.V.,2024-05-23,archive
Voleon Capital Management LP,NL0012817175,0.89,Alfen N.V.,2024-05-23,archive
Balyasny Asset Management (UK) LLP,NL00150003E1,0.89,Fugro N.V.,2024-05-22,archive
Franklin Templeton Investment Management Limited,NL0011872650,0.53,Basic-Fit N.V.,2024-05-22,archive
Marshall Wace LLP,NL0000395903,0.59,Wolters Kluwer N.V.,2024-05-22,archive
Millennium International Management LP,NL0012817175,1.01,Alfen N.V.,2024-05-22,archive
Millennium International Management LP,NL0010391025,1.33,Pharming Group N.V.,2024-05-22,archive
Millennium International Management LP,NL00150002Q7,1.17,Vivoryon Therapeutics N.V.,2024-05-22,archive
"BlackRock Advisors, LLC",NL0012817175,0.71,Alfen N.V.,2024-05-21,archive
Citadel Advisors LLC,NL0012817175,0.92,Alfen N.V.,2024-05-21,archive
JPMorgan Asset Management (UK) Ltd.,NL0012817175,0.9,Alfen N.V.,2024-05-21,archive
Marshall Wace LLP,NL0012817175,0.72,Alfen N.V.,2024-05-21,archive
Millennium International Management LP,NL0012817175,0.87,Alfen N.V.,2024-05-21,archive
Millennium International Management LP,NL0011279492,0.46,Flow Traders Ltd.,2024-05-21,archive
"PDT Partners, LLC",NL0012817175,1.15,Alfen N.V.,2024-05-21,archive
Qube Research & Technologies Ltd.,NL0012817175,2.23,Alfen N.V.,2024-05-21,archive
Qube Research & Technologies Ltd.,BMG3602E1084,1.01,Flow Traders Ltd.,2024-05-21,archive
Qube Research & Technologies Ltd.,NL0010558797,0.6,OCI N.V.,2024-05-21,archive
Voleon Capital Management LP,NL0012817175,0.95,Alfen N.V.,2024-05-21,archive
Wellington Management International Ltd.,NL0012817175,0.48,Alfen N.V.,2024-05-21,archive
Balyasny Asset Management (UK) LLP,NL0000360618,0.55,SBM Offshore N.V.,2024-05-20,archive
"BlackRock Advisors, LLC",NL0000888691,0.62,AMG Critical Materials N.V.,2024-05-20,archive
Citadel Advisors LLC,NL0010391025,0.88,Pharming Group N.V.,2024-05-20,archive
Millennium International Management LP,NL0012817175,0.73,Alfen N.V.,2024-05-20,archive
"WorldQuant, LLC",NL0013332471,0.69,TomTom N.V.,2024-05-20,archive
Citadel Advisors LLC,NL0012817175,0.51,Alfen N.V.,2024-05-17,archive
Millennium International Management LP,NL0012817175,0.86,Alfen N.V.,2024-05-17,archive
Millennium International Management LP,NL0011279492,0.73,Flow Traders Ltd.,2024-05-17,archive
"PDT Partners, LLC",NL0012817175,1.09,Alfen N.V.,2024-05-17,archive
"AQR Capital Management, LLC",CH1216478797,0.49,DSM-Firmenich AG,2024-05-16,archive
"BlackRock Advisors, LLC",NL0012817175,0.61,Alfen N.V.,2024-05-16,archive
Citadel Advisors LLC,NL0011872650,0.47,Basic-Fit N.V.,2024-05-16,archive
JPMorgan Asset Management (UK) Ltd.,LU0569974404,0.67,Aperam S.A.,2024-05-16,archive
"WorldQuant, LLC",NL0013332471,0.71,TomTom N.V.,2024-05-16,archive
Millennium International Management LP,NL0011279492,0.62,Flow Traders Ltd.,2024-05-15,archive
Millennium International Management LP,NL0010391025,1.23,Pharming Group N.V.,2024-05-15,archive
Millennium International Management LP,NL00150002Q7,1.29,Vivoryon Therapeutics N.V.,2024-05-15,archive
Qube Research & Technologies Ltd.,NL0012817175,1.56,Alfen N.V.,2024-05-15,archive
Qube Research & Technologies Ltd.,BMG3602E1084,0.99,Flow Traders Ltd.,2024-05-15,archive
Qube Research & Technologies Ltd.,NL0010558797,0.59,OCI N.V.,2024-05-15,archive
Voleon Capital Management LP,NL0012817175,0.8,Alfen N.V.,2024-05-15,archive
"WorldQuant, LLC",NL0000888691,0.51,AMG Critical Materials N.V.,2024-05-15,archive
"BlackRock Advisors, LLC",NL0012817175,0.53,Alfen N.V.,2024-05-14,archive
"BlackRock Advisors, LLC",NL0000888691,0.52,AMG Critical Materials N.V.,2024-05-14,archive
Capital Fund Management S.A.,BMG3602E1084,0.48,Flow Traders Ltd.,2024-05-14,archive
Marshall Wace LLP,NL0009739416,1.49,PostNL N.V.,2024-05-14,archive
Millennium International Management LP,NL0012817175,0.74,Alfen N.V.,2024-05-14,archive
Qube Research & Technologies Ltd.,NL0012817175,1.43,Alfen N.V.,2024-05-14,archive
Wellington Management International Ltd.,NL0011872650,0.47,Basic-Fit N.V.,2024-05-14,archive
"AQR Capital Management, LLC",NL0010801007,0.61,IMCD N.V.,2024-05-13,archive
Marshall Wace LLP,NL0012817175,0.61,Alfen N.V.,2024-05-13,archive
Marshall Wace LLP,LU1598757687,0.9,ArcelorMittal S.A.,2024-05-13,archive
Marshall Wace LLP,BMG3602E1084,0.46,Flow Traders Ltd.,2024-05-13,archive
Millennium International Management LP,NL00150002Q7,1.35,Vivoryon Therapeutics N.V.,2024-05-13,archive
Voleon Capital Management LP,NL0012817175,0.79,Alfen N.V.,2024-05-13,archive
Citadel Advisors LLC,NL0010391025,0.99,Pharming Group N.V.,2024-05-10,archive
Marshall Wace LLP,NL0000888691,1.61,AMG Critical Materials N.V.,2024-05-10,archive
Millennium International Management LP,NL0012817175,0.88,Alfen N.V.,2024-05-10,archive
Qube Research & Technologies Ltd.,NL0012817175,1.27,Alfen N.V.,2024-05-10,archive
Qube Research & Technologies Ltd.,BMG3602E1084,1.09,Flow Traders Ltd.,2024-05-10,archive
Citadel Advisors LLC,NL0000009538,0.45,Koninklijke Philips N.V.,2024-05-09,archive
Citadel Advisors LLC,NL0010391025,1.01,Pharming Group N.V.,2024-05-09,archive
Marshall Wace LLP,BMG3602E1084,0.56,Flow Traders Ltd.,2024-05-09,archive
Marshall Wace LLP,NL0009739416,1.51,PostNL N.V.,2024-05-09,archive
Qube Research & Technologies Ltd.,NL0011872650,0.49,Basic-Fit N.V.,2024-05-09,archive
Qube Research & Technologies Ltd.,NL0015000CZ2,0.49,Ebusco Holding N.V.,2024-05-09,archive
Voleon Capital Management LP,NL0012817175,0.89,Alfen N.V.,2024-05-09,archive
"WorldQuant, LLC",NL0013332471,0.6,TomTom N.V.,2024-05-09,archive
Citadel Advisors LLC,NL0010391025,0.95,Pharming Group N.V.,2024-05-08,archive
Marshall Wace LLP,NL0011872643,0.68,ASR Nederland N.V.,2024-05-08,archive
Marshall Wace LLP,NL0015000RT3,0.47,NEPI Rockcastle N.V.,2024-05-08,archive
Marshall Wace LLP,NL0013332471,1.1,TomTom N.V.,2024-05-08,archive
Millennium International Management LP,NL0010391025,1.11,Pharming Group N.V.,2024-05-08,archive
Qube Research & Technologies Ltd.,NL0012817175,1.3,Alfen N.V.,2024-05-08,archive
Citadel Advisors LLC,NL0011872650,0.58,Basic-Fit N.V.,2024-05-07,archive
Citadel Advisors LLC,NL0010391025,0.85,Pharming Group N.V.,2024-05-07,archive
JPMorgan Asset Management (UK) Ltd.,NL0009739416,0.37,PostNL N.V.,2024-05-07,archive
Marshall Wace LLP,BMG3602E1084,0.64,Flow Traders Ltd.,2024-05-07,archive
Millennium International Management LP,NL0012817175,0.95,Alfen N.V.,2024-05-07,archive
Qube Research & Technologies Ltd.,NL0010558797,0.69,OCI N.V.,2024-05-07,archive
Wellington Management International Ltd.,NL0012817175,0.52,Alfen N.V.,2024-05-07,archive
Wellington Management International Ltd.,NL0011872650,0.51,Basic-Fit N.V.,2024-05-07,archive
Citadel Advisors LLC,NL0000009538,0.58,Koninklijke Philips N.V.,2024-05-06,archive
Citadel Securities (Europe) Limited,NL0010391025,0.53,Pharming Group N.V.,2024-05-06,archive
Marshall Wace LLP,NL0000009538,0.57,Koninklijke Philips N.V.,2024-05-06,archive
Qube Research & Technologies Ltd.,NL0012817175,1.27,Alfen N.V.,2024-05-06,archive
Citadel Advisors LLC,LU1598757687,0.49,ArcelorMittal S.A.,2024-05-03,archive
Citadel Advisors LLC,NL0010391025,0.99,Pharming Group N.V.,2024-05-03,archive
Marshall Wace LLP,NL0000888691,1.57,AMG Critical Materials N.V.,2024-05-03,archive
Millennium International Management LP,NL0012817175,1.08,Alfen N.V.,2024-05-03,archive
Qube Research & Technologies Ltd.,NL0010558797,0.7,OCI N.V.,2024-05-03,archive
Citadel Advisors LLC,NL0012817175,0.48,Alfen N.V.,2024-05-02,archive
Citadel Advisors LLC,LU1598757687,0.5,ArcelorMittal S.A.,2024-05-02,archive
Citadel Advisors LLC,NL0011872650,0.61,Basic-Fit N.V.,2024-05-02,archive
Marshall Wace LLP,LU1598757687,0.82,ArcelorMittal S.A.,2024-05-02,archive
Marshall Wace LLP,BMG3602E1084,0.79,Flow Traders Ltd.,2024-05-02,archive
Otus Capital Management Ltd.,NL0013332471,0.66,TomTom N.V.,2024-05-02,archive
"WorldQuant, LLC",NL0013332471,0.5,TomTom N.V.,2024-05-02,archive
AKO Capital LLP,NL0011821392,1.33,Signify N.V.,2024-04-30,archive
"Arrowstreet Capital, Limited Partnership",NL0010558797,0.5,OCI N.V.,2024-04-30,archive
Citadel Advisors LLC,NL0012817175,0.55,Alfen N.V.,2024-04-30,archive
"Connor, Clark & Lunn Investment Management Ltd.",NL0012817175,0.61,Alfen N.V.,2024-04-30,archive
Marshall Wace LLP,NL0012817175,0.59,Alfen N.V.,2024-04-30,archive
Marshall Wace LLP,NL0000009538,0.62,Koninklijke Philips N.V.,2024-04-30,archive
Millennium International Management LP,NL0012817175,1.1,Alfen N.V.,2024-04-30,archive
Otus Capital Management Ltd.,NL0013332471,0.72,TomTom N.V.,2024-04-30,archive
Qube Research & Technologies Ltd.,NL0012817175,1.11,Alfen N.V.,2024-04-30,archive
Qube Research & Technologies Ltd.,NL0015000CZ2,0.59,Ebusco Holding N.V.,2024-04-30,archive
Qube Research & Technologies Ltd.,BMG3602E1084,1.19,Flow Traders Ltd.,2024-04-30,archive
Voleon Capital Management LP,NL0012817175,0.93,Alfen N.V.,2024-04-30,archive
BlackRock Investment Management (UK) Limited,NL0010583399,0.81,Corbion N.V.,2024-04-29,archive
Citadel Advisors LLC,NL0012817175,0.43,Alfen N.V.,2024-04-29,archive
Citadel Advisors LLC,NL0000009538,0.66,Koninklijke Philips N.V.,2024-04-29,archive
Citadel Advisors LLC,NL0010391025,1.17,Pharming Group N.V.,2024-04-29,archive
Citadel Securities (Europe) Limited,NL0012817175,0.48,Alfen N.V.,2024-04-29,archive
"D. E. Shaw & Co., L.P.",NL0000888691,0.77,AMG Critical Materials N.V.,2024-04-29,archive
Greenvale Capital LLP,NL0000009538,0.44,Koninklijke Philips N.V.,2024-04-29,archive
Ilex Capital Partners (UK) LLP,NL0000009538,0.37,Koninklijke Philips N.V.,2024-04-29,archive
Marshall Wace LLP,NL0012817175,0.64,Alfen N.V.,2024-04-29,archive
Marshall Wace LLP,BMG3602E1084,0.89,Flow Traders Ltd.,2024-04-29,archive
Marshall Wace LLP,NL0000009538,0.72,Koninklijke Philips N.V.,2024-04-29,archive
Marshall Wace LLP,NL0015000RT3,0.59,NEPI Rockcastle N.V.,2024-04-29,archive
Marshall Wace LLP,NL0013332471,1.08,TomTom N.V.,2024-04-29,archive
Millennium International Management LP,NL0012817175,1.33,Alfen N.V.,2024-04-29,archive
Otus Capital Management Ltd.,NL0013332471,0.86,TomTom N.V.,2024-04-29,archive
"PDT Partners, LLC",NL0012817175,1.15,Alfen N.V.,2024-04-29,archive
Qube Research & Technologies Ltd.,NL0012817175,0.99,Alfen N.V.,2024-04-29,archive
AKO Capital LLP,NL0011821392,1.22,Signify N.V.,2024-04-26,archive
BlackRock Investment Management (UK) Limited,NL0011872650,2.7,Basic-Fit N.V.,2024-04-26,archive
BlackRock Investment Management (UK) Limited,NL0010583399,0.61,Corbion N.V.,2024-04-26,archive
Citadel Advisors LLC,NL0012817175,0.59,Alfen N.V.,2024-04-26,archive
Citadel Advisors LLC,NL0011872650,0.51,Basic-Fit N.V.,2024-04-26,archive
Citadel Securities (Europe) Limited,NL0012817175,0.5,Alfen N.V.,2024-04-26,archive
"D. E. Shaw & Co., L.P.",NL0000888691,0.8,AMG Critical Materials N.V.,2024-04-26,archive
Highbridge Capital Management LLC,NL0010391025,1.14,Pharming Group N.V.,2024-04-26,archive
Ilex Capital Partners (UK) LLP,NL0000009538,0.51,Koninklijke Philips N.V.,2024-04-26,archive
Marshall Wace LLP,NL0000888691,1.69,AMG Critical Materials N.V.,2024-04-26,archive
Millennium International Management LP,NL0010391025,1.09,Pharming Group N.V.,2024-04-26,archive
Qube Research & Technologies Ltd.,NL0012817175,0.73,Alfen N.V.,2024-04-26,archive
Qube Research & Technologies Ltd.,NL0011872650,0.57,Basic-Fit N.V.,2024-04-26,archive
Qube Research & Technologies Ltd.,NL0000360618,0.48,SBM Offshore N.V.,2024-04-26,archive
Citadel Advisors LLC,NL0012817175,0.6,Alfen N.V.,2024-04-25,archive
Citadel Advisors LLC,NL0013332471,0.49,TomTom N.V.,2024-04-25,archive
Citadel Securities (Europe) Limited,NL0012817175,0.6,Alfen N.V.,2024-04-25,archive
Marshall Wace LLP,BMG3602E1084,0.98,Flow Traders Ltd.,2024-04-25,archive
Marshall Wace LLP,NL0013332471,1.1,TomTom N.V.,2024-04-25,archive
Millennium International Management LP,NL0010391025,1.1,Pharming Group N.V.,2024-04-25,archive
Otus Capital Management Ltd.,NL0013332471,0.97,TomTom N.V.,2024-04-25,archive
Qube Research & Technologies Ltd.,NL0012817175,0.84,Alfen N.V.,2024-04-25,archive
Qube Research & Technologies Ltd.,BMG3602E1084,1.28,Flow Traders Ltd.,2024-04-25,archive
AKO Capital LLP,NL0011821392,1.43,Signify N.V.,2024-04-24,archive
Citadel Advisors LLC,NL0010391025,1.28,Pharming Group N.V.,2024-04-24,archive
Citadel Securities (Europe) Limited,NL0012817175,0.59,Alfen N.V.,2024-04-24,archive
GLG Partners LP,NL0012866412,0.26,BE Semiconductor Industries N.V.,2024-04-24,archive
GSA Capital Partners LLP,NL00150002Q7,0.33,Vivoryon Therapeutics N.V.,2024-04-24,archive
Marshall Wace LLP,NL0000888691,1.71,AMG Critical Materials N.V.,2024-04-24,archive
Marshall Wace LLP,NL0009739416,1.41,PostNL N.V.,2024-04-24,archive
Otus Capital Management Ltd.,NL0015000D50,0.48,NX Filtration N.V.,2024-04-24,archive
Otus Capital Management Ltd.,NL0013332471,1.06,TomTom N.V.,2024-04-24,archive
Palmerston Capital Management LLP,NL0010391025,0.49,Pharming Group N.V.,2024-04-24,archive
Qube Research & Technologies Ltd.,BMG3602E1084,1.13,Flow Traders Ltd.,2024-04-24,archive
Systematica Investments Limited,NL0012817175,0.5,Alfen N.V.,2024-04-24,archive
Viking Global Investors LP,NL0000009538,0.44,Koninklijke Philips N.V.,2024-04-24,archive
AKO Capital LLP,NL0000379121,0.98,Randstad N.V.,2024-04-23,archive
BlackRock Investment Management (UK) Limited,NL0010583399,0.51,Corbion N.V.,2024-04-23,archive
Citadel Advisors LLC,NL0012817175,0.51,Alfen N.V.,2024-04-23,archive
Citadel Advisors LLC,NL0000009538,1.08,Koninklijke Philips N.V.,2024-04-23,archive
Citadel Securities (Europe) Limited,NL0012817175,0.6,Alfen N.V.,2024-04-23,archive
Citadel Securities (Europe) Limited,NL0010391025,0.6,Pharming Group N.V.,2024-04-23,archive
"Davidson Kempner European Partners, LLP",NL0012866412,0.16,BE Semiconductor Industries N.V.,2024-04-23,archive
Highbridge Capital Management LLC,NL0010391025,1.0,Pharming Group N.V.,2024-04-23,archive
Marshall Wace LLP,BMG3602E1084,1.08,Flow Traders Ltd.,2024-04-23,archive
Marshall Wace LLP,NL0000009538,0.83,Koninklijke Philips N.V.,2024-04-23,archive
Marshall Wace LLP,NL0015000RT3,0.65,NEPI Rockcastle N.V.,2024-04-23,archive
Millennium International Management LP,NL0010391025,1.09,Pharming Group N.V.,2024-04-23,archive
Otus Capital Management Ltd.,NL0013332471,1.21,TomTom N.V.,2024-04-23,archive
