isin,position_date,issuer_name,position_holder,net_short_position,source
NL0013332471,2024-12-10,TomTom N.V.,Citadel Advisors LLC,0.51,archive
NL0013267909,2024-12-10,Akzo Nobel N.V.,Marshall Wace LLP,0.81,archive
NL0000009082,2024-12-10,Koninklijke KPN N.V.,Marshall Wace LLP,0.9,archive
NL0012817175,2024-12-10,Alfen N.V.,Millennium Capital Partners LLP,1.06,archive
LU0569974404,2024-12-10,Aperam S.A.,Millennium Capital Partners LLP,1.2,archive
NL0012817175,2024-12-10,Alfen N.V.,Qube Research & Technologies Ltd.,1.47,archive
BMG3602E1084,2024-12-10,Flow Traders Ltd.,Qube Research & Technologies Ltd.,0.99,archive
NL0010391025,2024-12-10,Pharming Group N.V.,Qube Research & Technologies Ltd.,0.62,archive
NL0000888691,2024-12-09,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.48,archive
NL0013332471,2024-12-09,TomTom N.V.,Citadel Advisors LLC,0.49,archive
NL00150002Q7,2024-12-09,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.79,archive
LU0569974404,2024-12-09,Aperam S.A.,Millennium Capital Partners LLP,1.19,archive
NL0012817175,2024-12-09,Alfen N.V.,"PDT Partners, LLC",1.79,archive
NL0012817175,2024-12-09,Alfen N.V.,Qube Research & Technologies Ltd.,1.62,archive
NL0000888691,2024-12-09,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,1.99,archive
NL0010391025,2024-12-09,Pharming Group N.V.,Qube Research & Technologies Ltd.,0.51,archive
NL0013332471,2024-12-09,TomTom N.V.,Qube Research & Technologies Ltd.,0.69,archive
NL0009739416,2024-12-09,PostNL N.V.,"WorldQuant, LLC",0.59,archive
NL0013267909,2024-12-06,Akzo Nobel N.V.,AKO Capital LLP,1.18,archive
BMG3602E1084,2024-12-06,Flow Traders Ltd.,Canada Pension Plan Investment Board,0.59,archive
NL0012817175,2024-12-06,Alfen N.V.,Citadel Advisors LLC,0.81,archive
NL00150002Q7,2024-12-06,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.62,archive
NL0012817175,2024-12-06,Alfen N.V.,"D. E. Shaw & Co., L.P.",0.51,archive
NL0013267909,2024-12-06,Akzo Nobel N.V.,Marshall Wace LLP,0.79,archive
LU0569974404,2024-12-06,Aperam S.A.,Millennium Capital Partners LLP,1.2,archive
LU0569974404,2024-12-06,Aperam S.A.,Millennium International Management LP,1.1,archive
NL0012817175,2024-12-06,Alfen N.V.,"PDT Partners, LLC",1.83,archive
NL0012817175,2024-12-06,Alfen N.V.,Qube Research & Technologies Ltd.,1.96,archive
NL0012047823,2024-12-06,Avantium N.V.,Qube Research & Technologies Ltd.,1.18,archive
NL0010558797,2024-12-06,OCI N.V.,Qube Research & Technologies Ltd.,0.14,archive
NL0012866412,2024-12-06,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.71,archive
NL0000888691,2024-12-05,AMG Critical Materials N.V.,Acadian Asset Management LLC.,0.66,archive
NL0012817175,2024-12-05,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.08,archive
BMG3602E1084,2024-12-05,Flow Traders Ltd.,Canada Pension Plan Investment Board,0.6,archive
NL0012817175,2024-12-05,Alfen N.V.,Citadel Advisors LLC,0.95,archive
NL0012817175,2024-12-05,Alfen N.V.,Millennium Capital Partners LLP,1.18,archive
LU0569974404,2024-12-05,Aperam S.A.,Millennium Capital Partners LLP,1.1,archive
NL0012817175,2024-12-05,Alfen N.V.,"PDT Partners, LLC",1.96,archive
NL0012047823,2024-12-05,Avantium N.V.,Qube Research & Technologies Ltd.,1.05,archive
NL0012817175,2024-12-04,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.14,archive
NL0012817175,2024-12-04,Alfen N.V.,Citadel Advisors LLC,1.04,archive
NL0013267909,2024-12-04,Akzo Nobel N.V.,Marshall Wace LLP,0.86,archive
NL0011794037,2024-12-04,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.59,archive
NL0010558797,2024-12-04,OCI N.V.,Marshall Wace LLP,1.77,archive
NL0000852523,2024-12-04,TKH Group N.V.,Marshall Wace LLP,0.7,archive
NL0000888691,2024-12-04,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.07,archive
BMG3602E1084,2024-12-04,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.0,archive
NL0012817175,2024-12-03,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.24,archive
NL0013332471,2024-12-03,TomTom N.V.,Citadel Advisors LLC,0.5,archive
NL0015002AG2,2024-12-03,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.51,archive
NL0000888691,2024-12-03,AMG Critical Materials N.V.,Millennium International Management LP,0.51,archive
NL0010391025,2024-12-03,Pharming Group N.V.,Millennium International Management LP,3.23,archive
NL0012817175,2024-12-03,Alfen N.V.,"PDT Partners, LLC",2.03,archive
NL0012817175,2024-12-03,Alfen N.V.,Qube Research & Technologies Ltd.,2.18,archive
NL0013332471,2024-12-03,TomTom N.V.,Qube Research & Technologies Ltd.,0.7,archive
NL0011872650,2024-12-03,Basic-Fit N.V.,Wellington Management International Ltd.,0.6,archive
NL0009739416,2024-12-03,PostNL N.V.,"WorldQuant, LLC",0.61,archive
NL0011872643,2024-12-02,ASR Nederland N.V.,"AQR Capital Management, LLC",0.79,archive
NL0015002AG2,2024-12-02,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.7,archive
NL00150002Q7,2024-12-02,Vivoryon Therapeutics N.V.,Citadel Securities (Europe) Limited,0.54,archive
NL0000888691,2024-12-02,AMG Critical Materials N.V.,"D. E. Shaw & Co., L.P.",0.69,archive
NL0013267909,2024-12-02,Akzo Nobel N.V.,Marshall Wace LLP,0.99,archive
NL0012817175,2024-12-02,Alfen N.V.,Millennium Capital Partners LLP,1.26,archive
BMG3602E1084,2024-12-02,Flow Traders Ltd.,Qube Research & Technologies Ltd.,0.97,archive
NL0012747059,2024-12-02,CM.com N.V.,TFG Asset Management UK LLP,0.7,archive
NL0011872650,2024-12-02,Basic-Fit N.V.,Wellington Management International Ltd.,0.59,archive
NL0000888691,2024-11-29,AMG Critical Materials N.V.,Actus Ray Partners Limited,0.66,archive
NL0015002AG2,2024-11-29,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.61,archive
NL0012817175,2024-11-29,Alfen N.V.,"PDT Partners, LLC",1.91,archive
NL0012817175,2024-11-29,Alfen N.V.,Qube Research & Technologies Ltd.,2.0,archive
NL0010558797,2024-11-29,OCI N.V.,Qube Research & Technologies Ltd.,2.1,archive
NL0012866412,2024-11-29,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.68,archive
NL0010558797,2024-11-28,OCI N.V.,Citadel Advisors LLC,0.87,archive
NL0010391025,2024-11-28,Pharming Group N.V.,GSA Capital Partners LLP,0.49,archive
NL0000888691,2024-11-28,AMG Critical Materials N.V.,Marshall Wace LLP,1.38,archive
NL0009739416,2024-11-28,PostNL N.V.,Marshall Wace LLP,0.89,archive
NL0012866412,2024-11-28,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.7,archive
NL0012866412,2024-11-27,BE Semiconductor Industries N.V.,Canada Pension Plan Investment Board,0.7,archive
NL0012817175,2024-11-27,Alfen N.V.,Citadel Advisors LLC,1.13,archive
NL0010558797,2024-11-27,OCI N.V.,Citadel Advisors LLC,0.94,archive
NL0009739416,2024-11-27,PostNL N.V.,GSA Capital Partners LLP,0.54,archive
NL0013267909,2024-11-27,Akzo Nobel N.V.,Marshall Wace LLP,1.09,archive
NL0000888691,2024-11-27,AMG Critical Materials N.V.,Marshall Wace LLP,1.4,archive
NL0000852523,2024-11-27,TKH Group N.V.,Marshall Wace LLP,0.6,archive
NL0012817175,2024-11-27,Alfen N.V.,Qube Research & Technologies Ltd.,1.99,archive
NL0012817175,2024-11-26,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.38,archive
NL0012817175,2024-11-26,Alfen N.V.,Citadel Advisors LLC,1.08,archive
NL0010558797,2024-11-26,OCI N.V.,Citadel Advisors LLC,1.0,archive
NL0000888691,2024-11-26,AMG Critical Materials N.V.,Marshall Wace LLP,1.39,archive
NL0012817175,2024-11-26,Alfen N.V.,Millennium Capital Partners LLP,1.36,archive
LU0569974404,2024-11-26,Aperam S.A.,Millennium International Management LP,1.0,archive
NL0012817175,2024-11-26,Alfen N.V.,Qube Research & Technologies Ltd.,2.09,archive
NL0000888691,2024-11-26,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.12,archive
NL0009739416,2024-11-26,PostNL N.V.,Qube Research & Technologies Ltd.,1.59,archive
NL0000888691,2024-11-25,AMG Critical Materials N.V.,Acadian Asset Management LLC.,0.52,archive
NL0012817175,2024-11-25,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.51,archive
LU1598757687,2024-11-25,ArcelorMittal S.A.,Citadel Advisors LLC,0.52,archive
NL0015002AG2,2024-11-25,Ebusco Holding N.V.,Guevoura Fund Limited,0.0,archive
NL0000009082,2024-11-25,Koninklijke KPN N.V.,Marshall Wace LLP,0.89,archive
NL0010558797,2024-11-25,OCI N.V.,Marshall Wace LLP,1.84,archive
NL0009739416,2024-11-25,PostNL N.V.,Marshall Wace LLP,0.97,archive
LU0569974404,2024-11-25,Aperam S.A.,Millennium Capital Partners LLP,1.01,archive
NL0015002AG2,2024-11-25,Ebusco Holding N.V.,Millennium Capital Partners LLP,0.2,archive
NL0012817175,2024-11-25,Alfen N.V.,Millennium International Management LP,0.04,archive
LU0569974404,2024-11-25,Aperam S.A.,Millennium International Management LP,0.97,archive
NL0000888691,2024-11-25,AMG Critical Materials N.V.,"PDT Partners, LLC",0.49,archive
NL0015002AG2,2024-11-25,Ebusco Holding N.V.,Quartys Limited,0.0,archive
NL0012817175,2024-11-25,Alfen N.V.,Qube Research & Technologies Ltd.,2.19,archive
LU0569974404,2024-11-25,Aperam S.A.,Qube Research & Technologies Ltd.,0.42,archive
BMG3602E1084,2024-11-25,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.08,archive
NL0000888691,2024-11-22,AMG Critical Materials N.V.,Acadian Asset Management LLC.,0.47,archive
NL0000379121,2024-11-22,Randstad N.V.,AKO Capital LLP,0.71,archive
NL0012817175,2024-11-22,Alfen N.V.,Citadel Advisors LLC,1.18,archive
NL0015002AG2,2024-11-22,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.0,archive
NL0015002AG2,2024-11-22,Ebusco Holding N.V.,Guevoura Fund Limited,1.08,archive
NL0011794037,2024-11-22,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,0.53,archive
NL0015002AG2,2024-11-22,Ebusco Holding N.V.,Jane Street Group LLC,0.43,archive
NL0011794037,2024-11-22,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.6,archive
NL0012817175,2024-11-22,Alfen N.V.,Millennium International Management LP,1.15,archive
NL0015002AG2,2024-11-22,Ebusco Holding N.V.,Quartys Limited,0.8,archive
NL0012817175,2024-11-22,Alfen N.V.,Qube Research & Technologies Ltd.,2.39,archive
NL0012047823,2024-11-22,Avantium N.V.,Qube Research & Technologies Ltd.,0.9,archive
NL0011872643,2024-11-21,ASR Nederland N.V.,"AQR Capital Management, LLC",0.8,archive
NL0010391025,2024-11-21,Pharming Group N.V.,"Arrowstreet Capital, Limited Partnership",1.12,archive
NL0000888691,2024-11-21,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.5,archive
NL0012817175,2024-11-21,Alfen N.V.,Citadel Advisors LLC,1.27,archive
NL0015002AG2,2024-11-21,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.51,archive
NL0009739416,2024-11-21,PostNL N.V.,GSA Capital Partners LLP,0.6,archive
NL0015002AG2,2024-11-21,Ebusco Holding N.V.,Guevoura Fund Limited,0.8,archive
NL0011794037,2024-11-21,Koninklijke Ahold Delhaize N.V.,Ilex Capital Partners (UK) LLP,0.6,archive
NL0010558797,2024-11-21,OCI N.V.,Marshall Wace LLP,1.73,archive
NL0000852523,2024-11-21,TKH Group N.V.,Marshall Wace LLP,0.51,archive
LU0569974404,2024-11-21,Aperam S.A.,Millennium Capital Partners LLP,0.97,archive
NL0012817175,2024-11-21,Alfen N.V.,Millennium International Management LP,1.04,archive
LU0569974404,2024-11-21,Aperam S.A.,Millennium International Management LP,0.8,archive
NL0010558797,2024-11-21,OCI N.V.,Qube Research & Technologies Ltd.,2.02,archive
NL0012747059,2024-11-21,CM.com N.V.,TFG Asset Management UK LLP,0.61,archive
NL0012817175,2024-11-20,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.89,archive
NL0012817175,2024-11-20,Alfen N.V.,Citadel Advisors LLC,1.33,archive
NL0010558797,2024-11-20,OCI N.V.,Citadel Advisors LLC,0.91,archive
NL0010558797,2024-11-20,OCI N.V.,Marshall Wace LLP,1.66,archive
NL0012817175,2024-11-20,Alfen N.V.,Millennium Capital Partners LLP,1.4,archive
NL0012817175,2024-11-20,Alfen N.V.,Millennium International Management LP,0.92,archive
LU0569974404,2024-11-20,Aperam S.A.,Millennium International Management LP,0.72,archive
NL0010391025,2024-11-20,Pharming Group N.V.,Millennium International Management LP,3.1,archive
NL0012817175,2024-11-20,Alfen N.V.,"PDT Partners, LLC",1.87,archive
NL0011821392,2024-11-20,Signify N.V.,"Point72 Europe (London), LLP",0.43,archive
NL0012817175,2024-11-20,Alfen N.V.,Qube Research & Technologies Ltd.,2.41,archive
LU0569974404,2024-11-20,Aperam S.A.,Qube Research & Technologies Ltd.,0.59,archive
BE0003818359,2024-11-20,Galapagos NV,Qube Research & Technologies Ltd.,0.61,archive
NL0013267909,2024-11-19,Akzo Nobel N.V.,AKO Capital LLP,1.25,archive
NL0000379121,2024-11-19,Randstad N.V.,AKO Capital LLP,0.69,archive
NL0012817175,2024-11-19,Alfen N.V.,Citadel Advisors LLC,1.29,archive
NL0000009082,2024-11-19,Koninklijke KPN N.V.,Marshall Wace LLP,0.98,archive
LU0569974404,2024-11-19,Aperam S.A.,Millennium Capital Partners LLP,0.82,archive
NL0012817175,2024-11-19,Alfen N.V.,Millennium International Management LP,0.82,archive
NL0012817175,2024-11-19,Alfen N.V.,"PDT Partners, LLC",1.94,archive
NL0012817175,2024-11-19,Alfen N.V.,Qube Research & Technologies Ltd.,2.38,archive
BMG3602E1084,2024-11-19,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.1,archive
NL0010558797,2024-11-19,OCI N.V.,Qube Research & Technologies Ltd.,1.92,archive
NL0012817175,2024-11-18,Alfen N.V.,Citadel Advisors LLC,1.11,archive
NL0000888691,2024-11-18,AMG Critical Materials N.V.,Marshall Wace LLP,1.41,archive
NL0011794037,2024-11-18,Koninklijke Ahold Delhaize N.V.,Marshall Wace LLP,0.59,archive
NL0010558797,2024-11-18,OCI N.V.,Marshall Wace LLP,1.53,archive
NL0012817175,2024-11-18,Alfen N.V.,Millennium Capital Partners LLP,1.32,archive
LU0569974404,2024-11-18,Aperam S.A.,Millennium Capital Partners LLP,0.76,archive
LU0569974404,2024-11-18,Aperam S.A.,Millennium International Management LP,0.61,archive
LU0569974404,2024-11-18,Aperam S.A.,Qube Research & Technologies Ltd.,0.6,archive
NL0010391025,2024-11-18,Pharming Group N.V.,Qube Research & Technologies Ltd.,0.71,archive
NL0012866412,2024-11-18,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.6,archive
NL0012866412,2024-11-15,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",0.52,archive
NL0012866412,2024-11-15,BE Semiconductor Industries N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.52,archive
NL0015002AG2,2024-11-15,Ebusco Holding N.V.,Jane Street Group LLC,0.6,archive
NL0009739416,2024-11-15,PostNL N.V.,Marshall Wace LLP,1.08,archive
NL0012817175,2024-11-15,Alfen N.V.,Millennium International Management LP,0.62,archive
NL0013332471,2024-11-15,TomTom N.V.,Otus Capital Management Ltd.,1.08,archive
NL0012817175,2024-11-15,Alfen N.V.,"PDT Partners, LLC",1.74,archive
BE0003818359,2024-11-15,Galapagos NV,Qube Research & Technologies Ltd.,0.51,archive
NL0000888691,2024-11-15,AMG Critical Materials N.V.,SIH Partners LLLP,0.26,archive
NL0012747059,2024-11-15,CM.com N.V.,TFG Asset Management UK LLP,0.51,archive
NL0012817175,2024-11-15,Alfen N.V.,"WorldQuant, LLC",0.43,archive
NL0000888691,2024-11-14,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.46,archive
NL0012817175,2024-11-14,Alfen N.V.,Citadel Advisors LLC,1.05,archive
NL0010558797,2024-11-14,OCI N.V.,Citadel Advisors LLC,0.83,archive
NL0012817175,2024-11-14,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.48,archive
NL0000009082,2024-11-14,Koninklijke KPN N.V.,Marshall Wace LLP,1.06,archive
NL0010558797,2024-11-14,OCI N.V.,Marshall Wace LLP,1.41,archive
NL0015002AG2,2024-11-14,Ebusco Holding N.V.,Millennium Capital Partners LLP,0.91,archive
NL0012817175,2024-11-14,Alfen N.V.,"PDT Partners, LLC",1.8,archive
NL0010558797,2024-11-14,OCI N.V.,Qube Research & Technologies Ltd.,1.81,archive
NL0000888691,2024-11-14,AMG Critical Materials N.V.,SIH Partners LLLP,0.58,archive
NL0012817175,2024-11-14,Alfen N.V.,"WorldQuant, LLC",0.56,archive
NL0011872650,2024-11-13,Basic-Fit N.V.,BlackRock Investment Management (UK) Limited,0.01,archive
NL0000888691,2024-11-13,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.54,archive
NL0013267909,2024-11-13,Akzo Nobel N.V.,Marshall Wace LLP,1.1,archive
NL0010558797,2024-11-13,OCI N.V.,Marshall Wace LLP,1.36,archive
NL0012817175,2024-11-13,Alfen N.V.,Millennium International Management LP,0.52,archive
LU0569974404,2024-11-13,Aperam S.A.,Millennium International Management LP,0.51,archive
NL0011821392,2024-11-13,Signify N.V.,"Point72 Europe (London), LLP",0.55,archive
NL0012817175,2024-11-13,Alfen N.V.,Qube Research & Technologies Ltd.,2.28,archive
NL0000888691,2024-11-13,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.09,archive
LU0569974404,2024-11-13,Aperam S.A.,Qube Research & Technologies Ltd.,0.54,archive
BMG3602E1084,2024-11-13,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.09,archive
NL0010558797,2024-11-13,OCI N.V.,Qube Research & Technologies Ltd.,1.76,archive
NL0009739416,2024-11-13,PostNL N.V.,Qube Research & Technologies Ltd.,1.6,archive
NL0012866412,2024-11-13,BE Semiconductor Industries N.V.,"WorldQuant, LLC",0.54,archive
NL0009739416,2024-11-13,PostNL N.V.,"WorldQuant, LLC",0.51,archive
NL0012866412,2024-11-12,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",0.49,archive
NL0012817175,2024-11-12,Alfen N.V.,"Arrowstreet Capital, Limited Partnership",1.98,archive
NL0006237562,2024-11-12,ARCADIS N.V.,Boldhaven Management LLP,0.69,archive
NL0000888691,2024-11-12,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.6,archive
NL0012817175,2024-11-12,Alfen N.V.,Citadel Advisors LLC,1.19,archive
NL0010558797,2024-11-12,OCI N.V.,Citadel Advisors LLC,0.78,archive
NL0015002AG2,2024-11-12,Ebusco Holding N.V.,Jane Street Group LLC,0.82,archive
NL0000888691,2024-11-12,AMG Critical Materials N.V.,Marshall Wace LLP,1.31,archive
NL0012817175,2024-11-12,Alfen N.V.,Millennium Capital Partners LLP,1.28,archive
LU0569974404,2024-11-12,Aperam S.A.,Millennium Capital Partners LLP,0.6,archive
NL0010391025,2024-11-12,Pharming Group N.V.,Millennium International Management LP,3.02,archive
NL0012817175,2024-11-12,Alfen N.V.,Qube Research & Technologies Ltd.,2.32,archive
NL0000888691,2024-11-12,AMG Critical Materials N.V.,Qube Research & Technologies Ltd.,2.15,archive
BMG3602E1084,2024-11-12,Flow Traders Ltd.,Qube Research & Technologies Ltd.,1.14,archive
NL0010558797,2024-11-12,OCI N.V.,Qube Research & Technologies Ltd.,1.66,archive
NL0000888691,2024-11-12,AMG Critical Materials N.V.,SIH Partners LLLP,0.66,archive
NL0012817175,2024-11-12,Alfen N.V.,"WorldQuant, LLC",0.64,archive
NL0012866412,2024-11-11,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",0.5,archive
NL0000888691,2024-11-11,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.47,archive
NL0015002AG2,2024-11-11,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.37,archive
LU0569974404,2024-11-11,Aperam S.A.,JPMorgan Asset Management (UK) Ltd.,0.42,archive
NL0000009082,2024-11-11,Koninklijke KPN N.V.,Marshall Wace LLP,0.99,archive
NL0010558797,2024-11-11,OCI N.V.,Marshall Wace LLP,1.21,archive
NL0011821392,2024-11-11,Signify N.V.,Mirabella Financial Services LLP,0.49,archive
NL0012817175,2024-11-11,Alfen N.V.,"PDT Partners, LLC",1.76,archive
NL0012817175,2024-11-11,Alfen N.V.,Qube Research & Technologies Ltd.,2.24,archive
NL0010558797,2024-11-11,OCI N.V.,Qube Research & Technologies Ltd.,1.59,archive
NL0012866412,2024-11-08,BE Semiconductor Industries N.V.,"AQR Capital Management, LLC",0.49,archive
NL0000888691,2024-11-08,AMG Critical Materials N.V.,Capital Fund Management S.A.,0.53,archive
NL0012817175,2024-11-08,Alfen N.V.,Citadel Advisors LLC,1.22,archive
NL0015002AG2,2024-11-08,Ebusco Holding N.V.,Citadel Securities (Europe) Limited,0.79,archive
NL0011872650,2024-11-08,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,0.81,archive
NL0011821392,2024-11-08,Signify N.V.,Mirabella Financial Services LLP,0.51,archive
NL0012817175,2024-11-08,Alfen N.V.,Qube Research & Technologies Ltd.,2.48,archive
NL0011872650,2024-11-08,Basic-Fit N.V.,Qube Research & Technologies Ltd.,0.99,archive
NL0010558797,2024-11-08,OCI N.V.,Qube Research & Technologies Ltd.,1.6,archive
NL0009739416,2024-11-08,PostNL N.V.,Qube Research & Technologies Ltd.,1.51,archive
NL0011821392,2024-11-07,Signify N.V.,AKO Capital LLP,0.79,archive
NL0012817175,2024-11-07,Alfen N.V.,"Connor, Clark & Lunn Investment Management Ltd.",0.56,archive
