position_holder,net_short_position,position_date,issuer_name,isin,source
"Point72 Europe (London), LLP",0.53,2024-07-15,Signify N.V.,NL0011821392,archive
Qube Research & Technologies Ltd.,2.14,2024-07-15,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.37,2024-07-15,AMG Critical Materials N.V.,NL0000888691,archive
SIH Partners LLLP,0.5,2024-07-15,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.83,2024-07-15,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
Walleye Capital LLC,0.49,2024-07-15,Alfen N.V.,NL0012817175,archive
BlackRock Investment Management (UK) Limited,0.96,2024-07-12,Signify N.V.,NL0011821392,archive
Citadel Securities (Europe) Limited,0.51,2024-07-12,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
GSA Capital Partners LLP,0.6,2024-07-12,PostNL N.V.,NL0009739416,archive
Millennium Capital Partners LLP,0.92,2024-07-12,Alfen N.V.,NL0012817175,archive
Voleon Capital Management LP,0.74,2024-07-12,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
Capital Fund Management S.A.,0.58,2024-07-11,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,0.64,2024-07-11,ArcelorMittal S.A.,LU1598757687,archive
Citadel Advisors LLC,0.48,2024-07-11,Koninklijke Vopak N.V.,NL0009432491,archive
Marshall Wace LLP,2.0,2024-07-11,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.6,2024-07-11,Koninklijke Philips N.V.,NL0000009538,archive
Millennium International Management LP,2.01,2024-07-11,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,0.52,2024-07-11,TomTom N.V.,NL0013332471,archive
Qube Research & Technologies Ltd.,2.07,2024-07-11,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.89,2024-07-11,Flow Traders Ltd.,BMG3602E1084,archive
Walleye Capital LLC,0.52,2024-07-11,Alfen N.V.,NL0012817175,archive
Citadel Securities (Europe) Limited,0.46,2024-07-10,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.87,2024-07-10,AMG Critical Materials N.V.,NL0000888691,archive
Millennium International Management LP,1.92,2024-07-10,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,2.15,2024-07-10,Alfen N.V.,NL0012817175,archive
Capital Fund Management S.A.,0.6,2024-07-09,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.46,2024-07-09,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.9,2024-07-09,AMG Critical Materials N.V.,NL0000888691,archive
Millennium International Management LP,1.88,2024-07-09,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.91,2024-07-09,Flow Traders Ltd.,BMG3602E1084,archive
Walleye Capital LLC,0.65,2024-07-09,Alfen N.V.,NL0012817175,archive
Citadel Securities (Europe) Limited,0.52,2024-07-08,Alfen N.V.,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.91,2024-07-08,Alfen N.V.,NL0012817175,archive
Millennium Capital Partners LLP,1.05,2024-07-08,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.79,2024-07-08,Pharming Group N.V.,NL0010391025,archive
"PDT Partners, LLC",0.81,2024-07-08,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.51,2024-07-08,OCI N.V.,NL0010558797,archive
Citadel Advisors LLC,1.32,2024-07-05,Alfen N.V.,NL0012817175,archive
"Cubist Systematic Strategies, LLC",0.51,2024-07-05,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.27,2024-07-05,AMG Critical Materials N.V.,NL0000888691,archive
Qube Research & Technologies Ltd.,0.89,2024-07-05,Flow Traders Ltd.,BMG3602E1084,archive
Qube Research & Technologies Ltd.,1.16,2024-07-05,PostNL N.V.,NL0009739416,archive
Walleye Capital LLC,0.72,2024-07-05,Alfen N.V.,NL0012817175,archive
Citadel Advisors LLC,1.24,2024-07-04,Alfen N.V.,NL0012817175,archive
"Cubist Systematic Strategies, LLC",0.48,2024-07-04,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,1.9,2024-07-04,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.12,2024-07-04,PostNL N.V.,NL0009739416,archive
Qube Research & Technologies Ltd.,2.23,2024-07-04,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.2,2024-07-04,PostNL N.V.,NL0009739416,archive
Capital Fund Management S.A.,0.55,2024-07-03,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Securities (Europe) Limited,0.36,2024-07-03,Alfen N.V.,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.82,2024-07-03,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.89,2024-07-03,AMG Critical Materials N.V.,NL0000888691,archive
JPMorgan Asset Management (UK) Ltd.,0.35,2024-07-03,Alfen N.V.,NL0012817175,archive
Millennium Capital Partners LLP,0.95,2024-07-03,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.9,2024-07-03,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.16,2024-07-03,AMG Critical Materials N.V.,NL0000888691,archive
Qube Research & Technologies Ltd.,1.12,2024-07-03,PostNL N.V.,NL0009739416,archive
Voleon Capital Management LP,0.48,2024-07-03,Alfen N.V.,NL0012817175,archive
Walleye Capital LLC,0.65,2024-07-03,Alfen N.V.,NL0012817175,archive
"AQR Capital Management, LLC",0.5,2024-07-02,ASR Nederland N.V.,NL0011872643,archive
"BlackRock Financial Management, Inc.",0.51,2024-07-02,Alfen N.V.,NL0012817175,archive
Capital Fund Management S.A.,0.6,2024-07-02,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,0.77,2024-07-02,Alfen N.V.,NL0012817175,archive
Citadel Securities (Europe) Limited,0.55,2024-07-02,Alfen N.V.,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.75,2024-07-02,Alfen N.V.,NL0012817175,archive
JPMorgan Asset Management (UK) Ltd.,0.68,2024-07-02,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.99,2024-07-02,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.2,2024-07-02,AMG Critical Materials N.V.,NL0000888691,archive
Voleon Capital Management LP,0.61,2024-07-02,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
Citadel Advisors LLC,1.02,2024-07-01,Alfen N.V.,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.66,2024-07-01,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,1.81,2024-07-01,AMG Critical Materials N.V.,NL0000888691,archive
Millennium Capital Partners LLP,1.03,2024-07-01,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.86,2024-07-01,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.82,2024-07-01,Pharming Group N.V.,NL0010391025,archive
Qube Research & Technologies Ltd.,2.01,2024-07-01,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.16,2024-07-01,AMG Critical Materials N.V.,NL0000888691,archive
Systematica Investments Limited,0.49,2024-07-01,Alfen N.V.,NL0012817175,archive
"AQR Capital Management, LLC",0.58,2024-06-28,IMCD N.V.,NL0010801007,archive
Capital Fund Management S.A.,0.59,2024-06-28,AMG Critical Materials N.V.,NL0000888691,archive
"Cubist Systematic Strategies, LLC",0.51,2024-06-28,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.46,2024-06-28,Alfen N.V.,NL0012817175,archive
Greenvale Capital LLP,0.47,2024-06-28,Koninklijke Philips N.V.,NL0000009538,archive
GSA Capital Partners LLP,0.5,2024-06-28,PostNL N.V.,NL0009739416,archive
Marshall Wace LLP,1.01,2024-06-28,PostNL N.V.,NL0009739416,archive
Millennium International Management LP,2.03,2024-06-28,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.72,2024-06-28,Pharming Group N.V.,NL0010391025,archive
Qube Research & Technologies Ltd.,2.22,2024-06-28,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.7,2024-06-28,Basic-Fit N.V.,NL0011872650,archive
Voleon Capital Management LP,0.56,2024-06-28,Alfen N.V.,NL0012817175,archive
Voleon Capital Management LP,0.57,2024-06-28,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
BlackRock Investment Management (UK) Limited,2.19,2024-06-27,Basic-Fit N.V.,NL0011872650,archive
Capital Fund Management S.A.,0.6,2024-06-27,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,1.27,2024-06-27,Alfen N.V.,NL0012817175,archive
Citadel Advisors LLC,0.5,2024-06-27,Koninklijke Vopak N.V.,NL0009432491,archive
Citadel Securities (Europe) Limited,0.84,2024-06-27,Alfen N.V.,NL0012817175,archive
"Connor, Clark & Lunn Investment Management Ltd.",0.56,2024-06-27,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.5,2024-06-27,Alfen N.V.,NL0012817175,archive
"D. E. Shaw & Co., L.P.",0.96,2024-06-27,AMG Critical Materials N.V.,NL0000888691,archive
Franklin Templeton Investment Management Limited,0.63,2024-06-27,TomTom N.V.,NL0013332471,archive
Millennium International Management LP,2.13,2024-06-27,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,0.6,2024-06-27,IMCD N.V.,NL0010801007,archive
"PDT Partners, LLC",0.75,2024-06-27,Alfen N.V.,NL0012817175,archive
"Point72 Europe (London), LLP",0.63,2024-06-27,Signify N.V.,NL0011821392,archive
Qube Research & Technologies Ltd.,2.63,2024-06-27,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.47,2024-06-27,Ebusco Holding N.V.,NL0015000CZ2,archive
Qube Research & Technologies Ltd.,0.49,2024-06-27,OCI N.V.,NL0010558797,archive
Qube Research & Technologies Ltd.,0.92,2024-06-27,PostNL N.V.,NL0009739416,archive
BlackRock Investment Management (UK) Limited,2.21,2024-06-26,Basic-Fit N.V.,NL0011872650,archive
Citadel Advisors LLC,1.7,2024-06-26,Alfen N.V.,NL0012817175,archive
Citadel Advisors LLC,0.54,2024-06-26,ArcelorMittal S.A.,LU1598757687,archive
"D. E. Shaw & Co., L.P.",0.89,2024-06-26,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.0,2024-06-26,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,1.71,2024-06-26,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.1,2024-06-26,ArcelorMittal S.A.,LU1598757687,archive
Millennium Capital Partners LLP,0.92,2024-06-26,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,2.29,2024-06-26,Alfen N.V.,NL0012817175,archive
"PDT Partners, LLC",1.09,2024-06-26,Alfen N.V.,NL0012817175,archive
"Point72 Europe (London), LLP",0.59,2024-06-26,Signify N.V.,NL0011821392,archive
Qube Research & Technologies Ltd.,3.25,2024-06-26,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.23,2024-06-26,AMG Critical Materials N.V.,NL0000888691,archive
Qube Research & Technologies Ltd.,0.51,2024-06-26,Ebusco Holding N.V.,NL0015000CZ2,archive
"Arrowstreet Capital, Limited Partnership",1.49,2024-06-25,Lakefront Biotherapeutics NV,BE0003818359,archive
Citadel Advisors LLC,0.67,2024-06-25,Alfen N.V.,NL0012817175,archive
Citadel Securities (Europe) Limited,0.49,2024-06-25,Pharming Group N.V.,NL0010391025,archive
"D. E. Shaw & Co., L.P.",0.91,2024-06-25,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.09,2024-06-25,ArcelorMittal S.A.,LU1598757687,archive
Millennium International Management LP,1.62,2024-06-25,Pharming Group N.V.,NL0010391025,archive
Qube Research & Technologies Ltd.,2.13,2024-06-25,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.61,2024-06-25,Ebusco Holding N.V.,NL0015000CZ2,archive
AKO Capital LLP,1.31,2024-06-24,Akzo Nobel N.V.,NL0013267909,archive
"D. E. Shaw & Co., L.P.",0.89,2024-06-24,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,0.48,2024-06-24,ASR Nederland N.V.,NL0011872643,archive
Qube Research & Technologies Ltd.,2.08,2024-06-24,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.69,2024-06-24,Basic-Fit N.V.,NL0011872650,archive
Qube Research & Technologies Ltd.,0.81,2024-06-24,PostNL N.V.,NL0009739416,archive
Balyasny Asset Management (UK) LLP,0.98,2024-06-21,Fugro N.V.,NL00150003E1,archive
BlackRock Investment Management (UK) Limited,2.34,2024-06-21,Basic-Fit N.V.,NL0011872650,archive
Millennium Capital Partners LLP,0.87,2024-06-21,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,1.95,2024-06-21,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,0.45,2024-06-21,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
Qube Research & Technologies Ltd.,1.1,2024-06-21,AMG Critical Materials N.V.,NL0000888691,archive
Balyasny Asset Management (UK) LLP,0.84,2024-06-20,Fugro N.V.,NL00150003E1,archive
Citadel Advisors LLC,0.76,2024-06-20,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,1.62,2024-06-20,AMG Critical Materials N.V.,NL0000888691,archive
Millennium Capital Partners LLP,0.9,2024-06-20,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,1.01,2024-06-20,AMG Critical Materials N.V.,NL0000888691,archive
"BlackRock Advisors, LLC",0.69,2024-06-19,AMG Critical Materials N.V.,NL0000888691,archive
Marshall Wace LLP,1.1,2024-06-19,ArcelorMittal S.A.,LU1598757687,archive
Millennium International Management LP,1.8,2024-06-19,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,0.51,2024-06-19,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
AKO Capital LLP,1.18,2024-06-18,Signify N.V.,NL0011821392,archive
BlackRock Investment Management (UK) Limited,2.59,2024-06-18,Basic-Fit N.V.,NL0011872650,archive
Citadel Advisors LLC,0.88,2024-06-18,Alfen N.V.,NL0012817175,archive
Greenvale Capital LLP,0.5,2024-06-18,Koninklijke Philips N.V.,NL0000009538,archive
Marshall Wace LLP,0.68,2024-06-18,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,1.58,2024-06-18,AMG Critical Materials N.V.,NL0000888691,archive
Qube Research & Technologies Ltd.,2.19,2024-06-18,Alfen N.V.,NL0012817175,archive
Qube Research & Technologies Ltd.,0.93,2024-06-18,AMG Critical Materials N.V.,NL0000888691,archive
SIH Partners LLLP,0.49,2024-06-18,AMG Critical Materials N.V.,NL0000888691,archive
Wellington Management International Ltd.,0.6,2024-06-18,Basic-Fit N.V.,NL0011872650,archive
AKO Capital LLP,1.2,2024-06-17,Signify N.V.,NL0011821392,archive
"BlackRock Advisors, LLC",0.7,2024-06-17,AMG Critical Materials N.V.,NL0000888691,archive
Citadel Advisors LLC,0.96,2024-06-17,Alfen N.V.,NL0012817175,archive
Marshall Wace LLP,0.46,2024-06-17,Wolters Kluwer N.V.,NL0000395903,archive
Millennium International Management LP,1.71,2024-06-17,Alfen N.V.,NL0012817175,archive
Millennium International Management LP,0.61,2024-06-17,Vivoryon Therapeutics N.V.,NL00150002Q7,archive
Qube Research & Technologies Ltd.,0.81,2024-06-17,AMG Critical Materials N.V.,NL0000888691,archive
Qube Research & Technologies Ltd.,0.98,2024-06-17,Flow Traders Ltd.,BMG3602E1084,archive
Qube Research & Technologies Ltd.,0.73,2024-06-17,PostNL N.V.,NL0009739416,archive
