net_short_position,issuer_name,position_holder,position_date,isin,source
0.69,SBM Offshore N.V.,"AQR Capital Management, LLC",2021-02-12,NL0000360618,archive
0.05,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,2021-02-12,NL0000337319,archive
0.41,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-12,NL0000888691,archive
0.84,Aperam S.A.,Citadel Europe LLP,2021-02-12,LU0569974404,archive
0.53,Fugro N.V.,UBS AG,2021-02-12,NL00150004A7,archive
0.42,Wereldhave N.V.,UBS Asset Management (UK) Ltd.,2021-02-12,NL0000289213,archive
0.52,Pharming Group N.V.,Woodline Partners,2021-02-12,NL0010391025,archive
0.6,Pharming Group N.V.,"WorldQuant, LLC",2021-02-12,NL0010391025,archive
0.5,Galapagos NV,"AQR Capital Management, LLC",2021-02-11,BE0003818359,archive
0.51,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-11,NL0000888691,archive
0.58,Aperam S.A.,Citadel Advisors LLC,2021-02-11,LU0569974404,archive
2.05,BE Semiconductor Industries N.V.,Citadel Europe LLP,2021-02-11,NL0012866412,archive
0.52,Signify N.V.,Millennium International Management LP,2021-02-11,NL0011821392,archive
0.63,Fugro N.V.,UBS AG,2021-02-11,NL00150004A7,archive
0.54,Wereldhave N.V.,UBS Asset Management (UK) Ltd.,2021-02-11,NL0000289213,archive
0.49,Galapagos NV,"AQR Capital Management, LLC",2021-02-10,BE0003818359,archive
0.99,OCI N.V.,"AQR Capital Management, LLC",2021-02-10,NL0010558797,archive
0.61,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-10,NL0000888691,archive
0.93,Aperam S.A.,Citadel Europe LLP,2021-02-10,LU0569974404,archive
0.49,Signify N.V.,Millennium International Management LP,2021-02-10,NL0011821392,archive
0.6,Pharming Group N.V.,"PDT Partners, LLC",2021-02-10,NL0010391025,archive
0.82,ABN AMRO Bank NV,"Samlyn Capital, LLC",2021-02-10,NL0011540547,archive
0.55,Pharming Group N.V.,"WorldQuant, LLC",2021-02-10,NL0010391025,archive
0.71,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-09,NL0000888691,archive
0.68,Aperam S.A.,Citadel Advisors LLC,2021-02-09,LU0569974404,archive
1.59,ARCADIS N.V.,Marshall Wace LLP,2021-02-09,NL0006237562,archive
0.58,Signify N.V.,Millennium Capital Partners LLP,2021-02-09,NL0011821392,archive
0.6,Pharming Group N.V.,"WorldQuant, LLC",2021-02-09,NL0010391025,archive
3.08,Wereldhave N.V.,Adelphi Capital LLP,2021-02-08,NL0000289213,archive
0.82,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-08,NL0000888691,archive
0.65,Koninklijke BAM Groep N.V.,"Lucerne Capital Management, L.P.",2021-02-08,NL0000337319,archive
0.97,SBM Offshore N.V.,Marshall Wace LLP,2021-02-08,NL0000360618,archive
0.92,AMG Critical Materials N.V.,Capital Fund Management S.A.,2021-02-05,NL0000888691,archive
2.17,BE Semiconductor Industries N.V.,Citadel Europe LLP,2021-02-05,NL0012866412,archive
1.27,ABN AMRO Bank NV,Marshall Wace LLP,2021-02-05,NL0011540547,archive
3.15,Wereldhave N.V.,Adelphi Capital LLP,2021-02-04,NL0000289213,archive
0.5,Galapagos NV,"AQR Capital Management, LLC",2021-02-04,BE0003818359,archive
0.99,SBM Offshore N.V.,"AQR Capital Management, LLC",2021-02-04,NL0000360618,archive
0.74,BE Semiconductor Industries N.V.,GLG Partners LP,2021-02-04,NL0012866412,archive
1.09,ARCADIS N.V.,Marshall Wace Asia Limited,2021-02-04,NL0006237562,archive
1.31,ABN AMRO Bank NV,Marshall Wace LLP,2021-02-04,NL0011540547,archive
1.67,ARCADIS N.V.,Marshall Wace LLP,2021-02-04,NL0006237562,archive
0.6,Signify N.V.,Millennium Capital Partners LLP,2021-02-04,NL0011821392,archive
0.5,Pharming Group N.V.,"PDT Partners, LLC",2021-02-04,NL0010391025,archive
0.47,AEGON Ltd.,Viking Global Investors LP,2021-02-04,NL0000303709,archive
0.71,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2021-02-03,NL0012866412,archive
1.14,ARCADIS N.V.,Marshall Wace Asia Limited,2021-02-03,NL0006237562,archive
1.74,ARCADIS N.V.,Marshall Wace LLP,2021-02-03,NL0006237562,archive
0.61,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2021-02-03,FR0013326246,archive
0.59,Signify N.V.,Millennium International Management LP,2021-02-03,NL0011821392,archive
1.51,Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,2021-02-03,FR0013326246,archive
0.57,Pharming Group N.V.,"WorldQuant, LLC",2021-02-03,NL0010391025,archive
0.59,Galapagos NV,"D. E. Shaw & Co., L.P.",2021-02-02,BE0003818359,archive
0.0,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-02-02,FR0013326246,archive
1.01,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2021-02-02,NL0012866412,archive
1.45,ABN AMRO Bank NV,Marshall Wace LLP,2021-02-02,NL0011540547,archive
1.88,ARCADIS N.V.,Marshall Wace LLP,2021-02-02,NL0006237562,archive
0.48,TomTom N.V.,Marshall Wace LLP,2021-02-02,NL0013332471,archive
0.71,Signify N.V.,Millennium Capital Partners LLP,2021-02-02,NL0011821392,archive
1.32,Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,2021-02-02,FR0013326246,archive
3.33,Wereldhave N.V.,Adelphi Capital LLP,2021-02-01,NL0000289213,archive
0.82,Wereldhave N.V.,"Athanor Capital, LP",2021-02-01,NL0000289213,archive
0.54,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-02-01,FR0013326246,archive
0.49,BE Semiconductor Industries N.V.,"ExodusPoint Capital Management, LP",2021-02-01,NL0012866412,archive
1.27,ARCADIS N.V.,Marshall Wace Asia Limited,2021-02-01,NL0006237562,archive
0.71,SBM Offshore N.V.,Marshall Wace Asia Limited,2021-02-01,NL0000360618,archive
1.97,ARCADIS N.V.,Marshall Wace LLP,2021-02-01,NL0006237562,archive
0.56,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2021-02-01,FR0013326246,archive
1.13,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-01-29,FR0013326246,archive
0.87,Signify N.V.,Millennium Capital Partners LLP,2021-01-29,NL0011821392,archive
0.57,AEGON Ltd.,Viking Global Investors LP,2021-01-29,NL0000303709,archive
3.58,Wereldhave N.V.,Adelphi Capital LLP,2021-01-28,NL0000289213,archive
0.96,Wereldhave N.V.,"Athanor Capital, LP",2021-01-28,NL0000289213,archive
2.23,BE Semiconductor Industries N.V.,Citadel Europe LLP,2021-01-28,NL0012866412,archive
0.48,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2021-01-28,NL0000289213,archive
1.9,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-01-28,FR0013326246,archive
0.51,BE Semiconductor Industries N.V.,"ExodusPoint Capital Management, LP",2021-01-28,NL0012866412,archive
0.18,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2021-01-28,FR0013326246,archive
1.5,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-28,NL0011540547,archive
0.61,Pharming Group N.V.,"WorldQuant, LLC",2021-01-28,NL0010391025,archive
1.08,Wereldhave N.V.,"Athanor Capital, LP",2021-01-27,NL0000289213,archive
2.67,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-01-27,FR0013326246,archive
0.57,Signify N.V.,"Farallon Capital Management, L.L.C.",2021-01-27,NL0011821392,archive
0.67,Unibail-Rodamco-Westfield SE,Lone Pine Capital LLC,2021-01-27,FR0013326246,archive
1.39,ARCADIS N.V.,Marshall Wace Asia Limited,2021-01-27,NL0006237562,archive
1.49,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-27,NL0011540547,archive
2.29,ARCADIS N.V.,Marshall Wace LLP,2021-01-27,NL0006237562,archive
1.09,SBM Offshore N.V.,Marshall Wace LLP,2021-01-27,NL0000360618,archive
0.49,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2021-01-27,FR0013326246,archive
0.68,AEGON Ltd.,Viking Global Investors LP,2021-01-27,NL0000303709,archive
0.35,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",2021-01-27,FR0013326246,archive
0.47,Pharming Group N.V.,Citadel Advisors LLC,2021-01-26,NL0010391025,archive
0.69,Signify N.V.,Millennium International Management LP,2021-01-26,NL0011821392,archive
0.52,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",2021-01-26,FR0013326246,archive
0.59,Pharming Group N.V.,"WorldQuant, LLC",2021-01-26,NL0010391025,archive
1.19,Wereldhave N.V.,"Athanor Capital, LP",2021-01-25,NL0000289213,archive
3.27,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2021-01-25,FR0013326246,archive
1.28,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2021-01-25,NL0012866412,archive
2.32,BE Semiconductor Industries N.V.,Citadel Europe LLP,2021-01-22,NL0012866412,archive
1.09,AMG Critical Materials N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2021-01-22,NL0000888691,archive
1.1,SBM Offshore N.V.,Marshall Wace LLP,2021-01-22,NL0000360618,archive
0.67,Pharming Group N.V.,"WorldQuant, LLC",2021-01-22,NL0010391025,archive
1.08,SBM Offshore N.V.,"AQR Capital Management, LLC",2021-01-21,NL0000360618,archive
0.7,Pharming Group N.V.,"WorldQuant, LLC",2021-01-21,NL0010391025,archive
0.49,Wereldhave N.V.,"WorldQuant, LLC",2021-01-21,NL0000289213,archive
0.65,Koninklijke BAM Groep N.V.,BlueCrest Capital Management Limited,2021-01-20,NL0000337319,archive
1.03,Aperam S.A.,Citadel Europe LLP,2021-01-20,LU0569974404,archive
0.49,Pharming Group N.V.,Woodline Partners,2021-01-20,NL0010391025,archive
0.69,Pharming Group N.V.,"WorldQuant, LLC",2021-01-20,NL0010391025,archive
0.98,Signify N.V.,Millennium Capital Partners LLP,2021-01-19,NL0011821392,archive
0.61,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,2021-01-18,NL0011872650,archive
0.5,Pharming Group N.V.,Citadel Advisors LLC,2021-01-15,NL0010391025,archive
1.1,Aperam S.A.,Citadel Europe LLP,2021-01-15,LU0569974404,archive
0.57,Basic-Fit N.V.,JPMorgan Asset Management (UK) Ltd.,2021-01-15,NL0011872650,archive
1.52,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-15,NL0011540547,archive
0.49,Flow Traders Ltd.,Marshall Wace LLP,2021-01-15,NL0011279492,archive
1.09,SBM Offshore N.V.,Marshall Wace LLP,2021-01-15,NL0000360618,archive
1.05,Signify N.V.,Millennium Capital Partners LLP,2021-01-15,NL0011821392,archive
1.15,Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,2021-01-15,FR0013326246,archive
0.79,Pharming Group N.V.,"WorldQuant, LLC",2021-01-15,NL0010391025,archive
0.59,Wereldhave N.V.,"WorldQuant, LLC",2021-01-15,NL0000289213,archive
1.41,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2021-01-14,NL0012866412,archive
0.77,Basic-Fit N.V.,Marshall Wace LLP,2021-01-14,NL0011872650,archive
0.87,Pharming Group N.V.,"WorldQuant, LLC",2021-01-14,NL0010391025,archive
0.53,Galapagos NV,Avidity Partners Management LP,2021-01-13,BE0003818359,archive
0.48,Pharming Group N.V.,Citadel Advisors LLC,2021-01-13,NL0010391025,archive
0.99,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2021-01-13,NL0006237562,archive
0.47,Aperam S.A.,Millennium Capital Partners LLP,2021-01-13,LU0569974404,archive
0.8,AMG Critical Materials N.V.,Systematica Investments Limited,2021-01-13,NL0000888691,archive
0.83,Wereldhave N.V.,Toscafund Asset Management LLP,2021-01-13,NL0000289213,archive
0.81,AEGON Ltd.,Viking Global Investors LP,2021-01-13,NL0000303709,archive
0.49,PostNL N.V.,"WorldQuant, LLC",2021-01-13,NL0009739416,archive
0.67,Wereldhave N.V.,"WorldQuant, LLC",2021-01-13,NL0000289213,archive
0.79,Aperam S.A.,Citadel Advisors LLC,2021-01-12,LU0569974404,archive
0.51,Pharming Group N.V.,Citadel Advisors LLC,2021-01-12,NL0010391025,archive
1.42,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-12,NL0011540547,archive
0.7,ABN AMRO Bank NV,"Samlyn Capital, LLC",2021-01-12,NL0011540547,archive
0.8,Aperam S.A.,Citadel Advisors LLC,2021-01-11,LU0569974404,archive
0.49,Pharming Group N.V.,Citadel Advisors LLC,2021-01-11,NL0010391025,archive
1.39,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-11,NL0011540547,archive
0.5,TomTom N.V.,Marshall Wace LLP,2021-01-11,NL0013332471,archive
0.73,ARCADIS N.V.,Pelham Capital Ltd.,2021-01-11,NL0006237562,archive
0.9,Wereldhave N.V.,Toscafund Asset Management LLP,2021-01-11,NL0000289213,archive
0.51,Pharming Group N.V.,Citadel Advisors LLC,2021-01-08,NL0010391025,archive
1.06,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2021-01-08,NL0006237562,archive
1.2,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-08,NL0011540547,archive
0.99,Signify N.V.,Millennium Capital Partners LLP,2021-01-08,NL0011821392,archive
0.89,ARCADIS N.V.,Pelham Capital Ltd.,2021-01-08,NL0006237562,archive
1.17,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-07,NL0011540547,archive
0.51,Aperam S.A.,Millennium Capital Partners LLP,2021-01-07,LU0569974404,archive
0.55,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2021-01-07,NL0012866412,archive
1.15,ARCADIS N.V.,Lansdowne Partners (UK) LLP,2021-01-06,NL0006237562,archive
0.98,Pharming Group N.V.,"WorldQuant, LLC",2021-01-06,NL0010391025,archive
1.09,OCI N.V.,"AQR Capital Management, LLC",2021-01-05,NL0010558797,archive
1.19,SBM Offshore N.V.,"AQR Capital Management, LLC",2021-01-05,NL0000360618,archive
0.49,TomTom N.V.,JPMorgan Asset Management (UK) Ltd.,2021-01-05,NL0013332471,archive
1.02,ABN AMRO Bank NV,Marshall Wace LLP,2021-01-05,NL0011540547,archive
0.64,BE Semiconductor Industries N.V.,Scopia Capital Management LP,2021-01-05,NL0012866412,archive
1.0,Aperam S.A.,Citadel Europe LLP,2021-01-04,LU0569974404,archive
0.86,Basic-Fit N.V.,Marshall Wace LLP,2021-01-04,NL0011872650,archive
0.7,AMG Critical Materials N.V.,Systematica Investments Limited,2021-01-04,NL0000888691,archive
0.69,Galapagos NV,"D. E. Shaw & Co., L.P.",2020-12-31,BE0003818359,archive
0.86,Pharming Group N.V.,"WorldQuant, LLC",2020-12-31,NL0010391025,archive
0.71,Signify N.V.,Millennium International Management LP,2020-12-30,NL0011821392,archive
0.91,Pharming Group N.V.,"WorldQuant, LLC",2020-12-30,NL0010391025,archive
0.7,Aperam S.A.,Citadel Advisors LLC,2020-12-29,LU0569974404,archive
0.47,Pharming Group N.V.,Citadel Advisors LLC,2020-12-29,NL0010391025,archive
0.6,Signify N.V.,"Farallon Capital Management, L.L.C.",2020-12-28,NL0011821392,archive
0.6,ABN AMRO Bank NV,"Samlyn Capital, LLC",2020-12-28,NL0011540547,archive
1.02,Wereldhave N.V.,Toscafund Asset Management LLP,2020-12-28,NL0000289213,archive
0.03,ArcelorMittal S.A.,Citadel Europe LLP,2020-12-24,LU1598757687,archive
0.51,Pharming Group N.V.,Citadel Advisors LLC,2020-12-23,NL0010391025,archive
1.13,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2020-12-23,FR0013326246,archive
0.8,Signify N.V.,Millennium Capital Partners LLP,2020-12-23,NL0011821392,archive
0.48,Pharming Group N.V.,"PDT Partners, LLC",2020-12-23,NL0010391025,archive
0.69,AMG Critical Materials N.V.,Systematica Investments Limited,2020-12-23,NL0000888691,archive
0.52,Pharming Group N.V.,Woodline Partners,2020-12-23,NL0010391025,archive
0.51,PostNL N.V.,"WorldQuant, LLC",2020-12-23,NL0009739416,archive
1.19,SBM Offshore N.V.,Marshall Wace LLP,2020-12-22,NL0000360618,archive
1.23,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2020-12-22,FR0013326246,archive
0.64,Signify N.V.,Millennium International Management LP,2020-12-22,NL0011821392,archive
0.49,Pharming Group N.V.,Woodline Partners,2020-12-22,NL0010391025,archive
1.31,BE Semiconductor Industries N.V.,"Davidson Kempner European Partners, LLP",2020-12-21,NL0012866412,archive
0.51,Signify N.V.,"Farallon Capital Management, L.L.C.",2020-12-21,NL0011821392,archive
0.5,Flow Traders Ltd.,Marshall Wace LLP,2020-12-21,NL0011279492,archive
1.33,Unibail-Rodamco-Westfield SE,"Maverick Capital, Ltd.",2020-12-21,FR0013326246,archive
0.6,Unibail-Rodamco-Westfield SE,"Woodson Capital Master Fund, LP",2020-12-21,FR0013326246,archive
0.6,Fugro N.V.,"WorldQuant, LLC",2020-12-21,NL00150004A7,archive
0.72,Wereldhave N.V.,"WorldQuant, LLC",2020-12-21,NL0000289213,archive
0.0,Fugro N.V.,"WorldQuant, LLC",2020-12-20,NL0000352565,archive
0.49,Flow Traders Ltd.,"D. E. Shaw & Co., L.P.",2020-12-18,NL0011279492,archive
0.0,Unibail-Rodamco-Westfield SE,Kintbury Capital LLP,2020-12-18,FR0013326246,archive
0.53,Pharming Group N.V.,"PDT Partners, LLC",2020-12-18,NL0010391025,archive
0.71,AMG Critical Materials N.V.,Systematica Investments Limited,2020-12-18,NL0000888691,archive
1.2,Fugro N.V.,"WorldQuant, LLC",2020-12-18,NL0000352565,archive
1.0,Pharming Group N.V.,"WorldQuant, LLC",2020-12-18,NL0010391025,archive
0.59,Wereldhave N.V.,"Connor, Clark & Lunn Investment Management Ltd.",2020-12-17,NL0000289213,archive
0.47,Unibail-Rodamco-Westfield SE,"Long Pond Capital, LP",2020-12-17,FR0013326246,archive
0.91,ABN AMRO Bank NV,Marshall Wace LLP,2020-12-17,NL0011540547,archive
0.49,Flow Traders Ltd.,Marshall Wace LLP,2020-12-17,NL0011279492,archive
0.72,Signify N.V.,Millennium Capital Partners LLP,2020-12-17,NL0011821392,archive
0.5,Signify N.V.,Millennium International Management LP,2020-12-17,NL0011821392,archive
0.53,ABN AMRO Bank NV,"Samlyn Capital, LLC",2020-12-17,NL0011540547,archive
0.49,AEGON Ltd.,"Samlyn Capital, LLC",2020-12-17,NL0000303709,archive
0.69,AMG Critical Materials N.V.,Systematica Investments Limited,2020-12-17,NL0000888691,archive
1.12,Wereldhave N.V.,Toscafund Asset Management LLP,2020-12-17,NL0000289213,archive
1.29,SBM Offshore N.V.,"AQR Capital Management, LLC",2020-12-16,NL0000360618,archive
0.53,AEGON Ltd.,"Samlyn Capital, LLC",2020-12-16,NL0000303709,archive
1.01,Unibail-Rodamco-Westfield SE,Tiger Global Management LLC,2020-12-16,FR0013326246,archive
0.38,Fugro N.V.,Whitebox Advisors LLC,2020-12-16,NL0000352565,archive
0.91,Pharming Group N.V.,"WorldQuant, LLC",2020-12-16,NL0010391025,archive
0.61,Wereldhave N.V.,"WorldQuant, LLC",2020-12-16,NL0000289213,archive
1.27,Wereldhave N.V.,"Athanor Capital, LP",2020-12-15,NL0000289213,archive
0.62,AEGON Ltd.,"Samlyn Capital, LLC",2020-12-15,NL0000303709,archive
0.7,AMG Critical Materials N.V.,Systematica Investments Limited,2020-12-15,NL0000888691,archive
0.79,Fugro N.V.,Whitebox Advisors LLC,2020-12-15,NL0000352565,archive
0.51,Pharming Group N.V.,Woodline Partners,2020-12-15,NL0010391025,archive
0.6,Fugro N.V.,"WorldQuant, LLC",2020-12-15,NL0000352565,archive
0.88,Pharming Group N.V.,"WorldQuant, LLC",2020-12-15,NL0010391025,archive
0.61,Aperam S.A.,Citadel Advisors LLC,2020-12-14,LU0569974404,archive
0.73,AEGON Ltd.,"Samlyn Capital, LLC",2020-12-14,NL0000303709,archive
0.01,Fugro N.V.,Sculptor Capital Management Europe Limited,2020-12-14,NL0000352565,archive
0.0,Fugro N.V.,Susquehanna International Holdings LLC,2020-12-14,NL0000352565,archive
1.21,Wereldhave N.V.,Toscafund Asset Management LLP,2020-12-14,NL0000289213,archive
0.58,Wereldhave N.V.,"WorldQuant, LLC",2020-12-14,NL0000289213,archive
1.19,OCI N.V.,"AQR Capital Management, LLC",2020-12-11,NL0010558797,archive
1.39,Wereldhave N.V.,"Athanor Capital, LP",2020-12-11,NL0000289213,archive
0.59,Aperam S.A.,Citadel Advisors LLC,2020-12-11,LU0569974404,archive
3.68,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-12-11,FR0013326246,archive
0.84,ABN AMRO Bank NV,Marshall Wace LLP,2020-12-11,NL0011540547,archive
0.67,Signify N.V.,Millennium Capital Partners LLP,2020-12-11,NL0011821392,archive
1.06,ARCADIS N.V.,Pelham Capital Ltd.,2020-12-11,NL0006237562,archive
0.73,Fugro N.V.,Susquehanna International Holdings LLC,2020-12-11,NL0000352565,archive
0.6,Wereldhave N.V.,"WorldQuant, LLC",2020-12-11,NL0000289213,archive
3.89,Unibail-Rodamco-Westfield SE,D1 Capital Partners LP,2020-12-10,FR0013326246,archive
1.29,SBM Offshore N.V.,Marshall Wace LLP,2020-12-10,NL0000360618,archive
0.97,Fugro N.V.,Sculptor Capital Management Europe Limited,2020-12-10,NL0000352565,archive
0.74,AEGON Ltd.,Viking Global Investors LP,2020-12-10,NL0000303709,archive
1.09,Fugro N.V.,"WorldQuant, LLC",2020-12-10,NL0000352565,archive
0.9,Pharming Group N.V.,"WorldQuant, LLC",2020-12-10,NL0010391025,archive
0.9,Basic-Fit N.V.,Marshall Wace LLP,2020-12-09,NL0011872650,archive
0.74,Signify N.V.,Millennium Capital Partners LLP,2020-12-09,NL0011821392,archive
0.95,Fugro N.V.,Susquehanna International Holdings LLC,2020-12-09,NL0000352565,archive
0.67,AEGON Ltd.,Viking Global Investors LP,2020-12-09,NL0000303709,archive
1.44,Fugro N.V.,Whitebox Advisors LLC,2020-12-09,NL0000352565,archive
0.89,Pharming Group N.V.,"WorldQuant, LLC",2020-12-09,NL0010391025,archive
0.41,Fugro N.V.,B&G Master Fund Plc,2020-12-08,NL0000352565,archive
0.61,ABN AMRO Bank NV,Marshall Wace LLP,2020-12-08,NL0011540547,archive
0.89,AEGON Ltd.,"Samlyn Capital, LLC",2020-12-08,NL0000303709,archive
1.03,Fugro N.V.,Sculptor Capital Management Europe Limited,2020-12-08,NL0000352565,archive
1.21,Fugro N.V.,Susquehanna International Holdings LLC,2020-12-08,NL0000352565,archive
0.61,AMG Critical Materials N.V.,Systematica Investments Limited,2020-12-08,NL0000888691,archive
1.0,Fugro N.V.,Whitebox Advisors LLC,2020-12-08,NL0000352565,archive
1.16,Fugro N.V.,"WorldQuant, LLC",2020-12-08,NL0000352565,archive
0.9,Pharming Group N.V.,"WorldQuant, LLC",2020-12-08,NL0010391025,archive
0.48,Signify N.V.,"Atalan Capital Partners, LP",2020-12-07,NL0011821392,archive
