issuer_name,net_short_position,position_date,isin,position_holder,source
Basic-Fit N.V.,0.65,2026-05-05,NL0011872650,Sculptor Capital Management Europe Limited,current
ARCADIS N.V.,0.68,2026-05-05,NL0006237562,Squarepoint Ops LLC,current
Alfen N.V.,1.65,2026-05-05,NL0012817175,"WorldQuant, LLC",current
IMCD N.V.,0.81,2026-05-04,NL0010801007,Capital Fund Management S.A.,current
Signify N.V.,0.7,2026-05-04,NL0011821392,Citadel Advisors Europe Limited,current
PostNL N.V.,0.69,2026-05-04,NL0009739416,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,1.61,2026-05-04,NL0013267909,Davidson Kempner Capital Management LP,current
The Magnum Ice Cream Company N.V.,0.67,2026-05-04,NL0015002MS2,Walleye Capital LLC,current
Signify N.V.,0.55,2026-04-30,NL0011821392,Citadel Advisors Europe Limited,current
ARCADIS N.V.,0.57,2026-04-30,NL0006237562,"D. E. Shaw & Co., L.P.",current
PostNL N.V.,0.7,2026-04-30,NL0009739416,"D. E. Shaw & Co., L.P.",current
Pharming Group N.V.,0.5,2026-04-30,NL0010391025,Jupiter Asset Management Ltd.,current
PostNL N.V.,0.89,2026-04-30,NL0009739416,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,0.86,2026-04-30,NL0015002MS2,Marshall Wace LLP,current
Signify N.V.,0.89,2026-04-30,NL0011821392,"PDT Partners, LLC",current
The Magnum Ice Cream Company N.V.,0.6,2026-04-30,NL0015002MS2,Qube Research & Technologies Ltd.,current
Basic-Fit N.V.,0.59,2026-04-30,NL0011872650,Sculptor Capital Management Europe Limited,current
Alfen N.V.,0.73,2026-04-30,NL0012817175,Squarepoint Ops LLC,current
ARCADIS N.V.,0.56,2026-04-30,NL0006237562,White Creek Capital LLP,current
Alfen N.V.,1.71,2026-04-30,NL0012817175,"WorldQuant, LLC",current
IMCD N.V.,0.83,2026-04-29,NL0010801007,Citadel Advisors LLC,current
Signify N.V.,1.29,2026-04-29,NL0011821392,Citadel Advisors LLC,current
Sligro Food Group N.V.,0.9,2026-04-29,NL0000817179,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.79,2026-04-29,NL0000395903,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,0.59,2026-04-29,NL0015002MS2,GLG Partners LP,current
CVC Capital Partners plc,0.71,2026-04-29,JE00BRX98089,Marshall Wace LLP,current
IMCD N.V.,0.74,2026-04-29,NL0010801007,Marshall Wace LLP,current
Koninklijke Ahold Delhaize N.V.,0.51,2026-04-29,NL0011794037,Marshall Wace LLP,current
PostNL N.V.,0.9,2026-04-29,NL0009739416,Marshall Wace LLP,current
Signify N.V.,0.9,2026-04-29,NL0011821392,"PDT Partners, LLC",current
Theon International Plc,1.2,2026-04-29,CY0200751713,Qube Research & Technologies Ltd.,current
The Magnum Ice Cream Company N.V.,0.7,2026-04-29,NL0015002MS2,Walleye Capital LLC,current
The Magnum Ice Cream Company N.V.,0.51,2026-04-28,NL0015002MS2,"AQR Capital Management, LLC",current
IMCD N.V.,0.75,2026-04-28,NL0010801007,Citadel Advisors LLC,current
Signify N.V.,1.32,2026-04-28,NL0011821392,Citadel Advisors LLC,current
TomTom N.V.,1.17,2026-04-28,NL0013332471,JPMorgan Asset Management (UK) Ltd.,current
Randstad N.V.,0.6,2026-04-28,NL0000379121,Marshall Wace LLP,current
Signify N.V.,1.8,2026-04-28,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,0.98,2026-04-28,NL0015002MS2,Marshall Wace LLP,current
Alfen N.V.,0.62,2026-04-28,NL0012817175,Squarepoint Ops LLC,current
Alfen N.V.,1.87,2026-04-28,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,1.27,2026-04-27,NL0012969182,"AQR Capital Management, LLC",current
Randstad N.V.,0.69,2026-04-27,NL0000379121,Citadel Advisors LLC,current
Signify N.V.,1.43,2026-04-27,NL0011821392,Citadel Advisors LLC,current
DSM-Firmenich AG,1.3,2026-04-27,CH1216478797,Ilex Capital Partners (UK) LLP,current
Fugro N.V.,2.15,2026-04-27,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
Alfen N.V.,1.96,2026-04-27,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,0.57,2026-04-24,NL0012969182,Capital Fund Management S.A.,current
Randstad N.V.,0.7,2026-04-24,NL0000379121,Citadel Advisors LLC,current
Fugro N.V.,2.06,2026-04-24,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
Basic-Fit N.V.,0.82,2026-04-24,NL0011872650,Linden Advisors LP,current
IMCD N.V.,0.61,2026-04-24,NL0010801007,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.04,2026-04-24,NL0015002MS2,Marshall Wace LLP,current
CVC Capital Partners plc,1.11,2026-04-24,JE00BRX98089,Qube Research & Technologies Ltd.,current
Theon International Plc,1.12,2026-04-24,CY0200751713,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,0.79,2026-04-24,NL0006237562,Squarepoint Ops LLC,current
Alfen N.V.,2.08,2026-04-24,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,0.6,2026-04-23,NL0012969182,Capital Fund Management S.A.,current
Signify N.V.,1.68,2026-04-23,NL0011821392,Citadel Advisors LLC,current
Sligro Food Group N.V.,0.8,2026-04-23,NL0000817179,Citadel Advisors LLC,current
Basic-Fit N.V.,0.84,2026-04-23,NL0011872650,Eleva Capital SAS,current
Randstad N.V.,0.58,2026-04-23,NL0000379121,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.11,2026-04-23,NL0015002MS2,Marshall Wace LLP,current
Alfen N.V.,0.5,2026-04-23,NL0012817175,Squarepoint Ops LLC,current
Alfen N.V.,2.21,2026-04-23,NL0012817175,"WorldQuant, LLC",current
Pharming Group N.V.,0.77,2026-04-22,NL0010391025,Capstone Volatility Master (Cayman) Limited,current
IMCD N.V.,0.62,2026-04-22,NL0010801007,Citadel Advisors LLC,current
Randstad N.V.,0.66,2026-04-22,NL0000379121,Citadel Advisors LLC,current
Signify N.V.,1.71,2026-04-22,NL0011821392,Citadel Advisors LLC,current
Wereldhave N.V.,0.68,2026-04-22,NL0000289213,Citadel Advisors LLC,current
Akzo Nobel N.V.,1.55,2026-04-22,NL0013267909,Davidson Kempner Capital Management LP,current
Fugro N.V.,1.73,2026-04-22,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,0.56,2026-04-22,NL0010801007,Marshall Wace LLP,current
Signify N.V.,1.76,2026-04-22,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.09,2026-04-22,NL0015002MS2,Marshall Wace LLP,current
Alfen N.V.,2.37,2026-04-22,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,1.3,2026-04-21,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,0.5,2026-04-21,NL0011821392,"BlackRock Advisors, LLC",current
Signify N.V.,0.91,2026-04-21,NL0011821392,Canada Pension Plan Investment Board,current
Adyen N.V.,0.57,2026-04-21,NL0012969182,Capital Fund Management S.A.,current
Signify N.V.,1.82,2026-04-21,NL0011821392,Citadel Advisors LLC,current
Wereldhave N.V.,0.7,2026-04-21,NL0000289213,Citadel Advisors LLC,current
Akzo Nobel N.V.,0.65,2026-04-21,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",current
Fugro N.V.,1.56,2026-04-21,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
Randstad N.V.,0.67,2026-04-21,NL0000379121,Marshall Wace LLP,current
Signify N.V.,0.88,2026-04-21,NL0011821392,"PDT Partners, LLC",current
Theon International Plc,1.03,2026-04-21,CY0200751713,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,0.61,2026-04-21,NL0006237562,White Creek Capital LLP,current
Alfen N.V.,2.54,2026-04-21,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,1.29,2026-04-20,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,0.87,2026-04-20,NL0011821392,Canada Pension Plan Investment Board,current
Signify N.V.,2.0,2026-04-20,NL0011821392,Citadel Advisors LLC,current
Basic-Fit N.V.,1.06,2026-04-20,NL0011872650,"D. E. Shaw & Co., L.P.",current
Fugro N.V.,1.45,2026-04-20,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
Basic-Fit N.V.,0.7,2026-04-20,NL0011872650,Linden Advisors LP,current
Akzo Nobel N.V.,1.16,2026-04-20,NL0013267909,"O'Connor Alternative Investments, LLC",current
CVC Capital Partners plc,1.01,2026-04-20,JE00BRX98089,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,0.57,2026-04-20,NL0006237562,White Creek Capital LLP,current
Alfen N.V.,2.67,2026-04-20,NL0012817175,"WorldQuant, LLC",current
IMCD N.V.,0.89,2026-04-17,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,0.53,2026-04-17,NL0010801007,Citadel Advisors LLC,current
Randstad N.V.,0.5,2026-04-17,NL0000379121,Citadel Advisors LLC,current
Signify N.V.,2.22,2026-04-17,NL0011821392,Citadel Advisors LLC,current
Sligro Food Group N.V.,0.71,2026-04-17,NL0000817179,Citadel Advisors LLC,current
Basic-Fit N.V.,1.12,2026-04-17,NL0011872650,"D. E. Shaw & Co., L.P.",current
Akzo Nobel N.V.,1.41,2026-04-17,NL0013267909,Davidson Kempner Capital Management LP,current
Basic-Fit N.V.,1.02,2026-04-17,NL0011872650,Fosse Capital Partners LLP,current
Fugro N.V.,1.06,2026-04-17,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
IMCD N.V.,0.91,2026-04-17,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
TomTom N.V.,1.22,2026-04-17,NL0013332471,JPMorgan Asset Management (UK) Ltd.,current
Basic-Fit N.V.,0.59,2026-04-17,NL0011872650,Linden Advisors LP,current
IMCD N.V.,0.65,2026-04-17,NL0010801007,Marshall Wace LLP,current
PostNL N.V.,0.81,2026-04-17,NL0009739416,Marshall Wace LLP,current
Signify N.V.,0.9,2026-04-17,NL0011821392,"PDT Partners, LLC",current
Basic-Fit N.V.,0.6,2026-04-17,NL0011872650,Sculptor Capital Management Europe Limited,current
InPost S.A.,1.47,2026-04-17,LU2290522684,"Two Sigma Investments, LP",current
The Magnum Ice Cream Company N.V.,0.62,2026-04-17,NL0015002MS2,Walleye Capital LLC,current
IMCD N.V.,0.69,2026-04-16,NL0010801007,Acadian Asset Management LLC.,current
Akzo Nobel N.V.,1.07,2026-04-16,NL0013267909,AKO Capital LLP,current
Adyen N.V.,1.3,2026-04-16,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,2.32,2026-04-16,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,0.85,2026-04-16,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
The Magnum Ice Cream Company N.V.,0.58,2026-04-16,NL0015002MS2,JPMorgan Asset Management (UK) Ltd.,current
Pharming Group N.V.,1.18,2026-04-16,NL0010391025,Lazard Asset Management LLC,current
IMCD N.V.,0.52,2026-04-16,NL0010801007,Marshall Wace LLP,current
Alfen N.V.,2.75,2026-04-16,NL0012817175,"WorldQuant, LLC",current
Akzo Nobel N.V.,1.41,2026-04-15,NL0013267909,AKO Capital LLP,current
Adyen N.V.,0.68,2026-04-15,NL0012969182,Capital Fund Management S.A.,current
DSM-Firmenich AG,1.23,2026-04-15,CH1216478797,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,0.76,2026-04-15,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
Pharming Group N.V.,1.2,2026-04-15,NL0010391025,Lazard Asset Management LLC,current
Signify N.V.,1.82,2026-04-15,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.15,2026-04-15,NL0015002MS2,Marshall Wace LLP,current
Theon International Plc,1.16,2026-04-15,CY0200751713,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,0.88,2026-04-15,NL0006237562,Squarepoint Ops LLC,current
IMCD N.V.,0.97,2026-04-14,NL0010801007,"BlackRock Financial Management, Inc.",current
Basic-Fit N.V.,1.23,2026-04-14,NL0011872650,Fosse Capital Partners LLP,current
IMCD N.V.,0.66,2026-04-14,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
The Magnum Ice Cream Company N.V.,1.22,2026-04-14,NL0015002MS2,Marshall Wace LLP,current
PostNL N.V.,0.5,2026-04-14,NL0009739416,"PDT Partners, LLC",current
Alfen N.V.,2.84,2026-04-14,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,1.21,2026-04-13,NL0012969182,"AQR Capital Management, LLC",current
ARCADIS N.V.,1.01,2026-04-13,NL0006237562,"AQR Capital Management, LLC",current
CVC Capital Partners plc,0.71,2026-04-13,JE00BRX98089,"AQR Capital Management, LLC",current
Sligro Food Group N.V.,0.61,2026-04-13,NL0000817179,Citadel Advisors LLC,current
IMCD N.V.,0.89,2026-04-13,NL0010801007,"PDT Partners, LLC",current
The Magnum Ice Cream Company N.V.,0.5,2026-04-13,NL0015002MS2,Walleye Capital LLC,current
ArcelorMittal S.A.,0.58,2026-04-10,LU1598757687,"AQR Capital Management, LLC",current
Wolters Kluwer N.V.,0.8,2026-04-10,NL0000395903,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,1.38,2026-04-10,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,0.9,2026-04-10,NL0010801007,"PDT Partners, LLC",current
Theon International Plc,1.22,2026-04-10,CY0200751713,Qube Research & Technologies Ltd.,current
Adyen N.V.,1.13,2026-04-09,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,2.42,2026-04-09,NL0011821392,Citadel Advisors LLC,current
DSM-Firmenich AG,1.0,2026-04-09,CH1216478797,Ilex Capital Partners (UK) LLP,current
NSI N.V.,0.71,2026-04-09,NL0012365084,Numeric Investors LLC,current
IMCD N.V.,0.89,2026-04-09,NL0010801007,"PDT Partners, LLC",current
Aalberts N.V.,0.61,2026-04-08,NL0000852564,"AQR Capital Management, LLC",current
Signify N.V.,1.22,2026-04-08,NL0011821392,"AQR Capital Management, LLC",current
Signify N.V.,2.39,2026-04-08,NL0011821392,Citadel Advisors LLC,current
The Magnum Ice Cream Company N.V.,0.5,2026-04-08,NL0015002MS2,Qube Research & Technologies Ltd.,current
IMCD N.V.,0.79,2026-04-08,NL0010801007,"Two Sigma Investments, LP",current
IMCD N.V.,0.66,2026-04-07,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,1.0,2026-04-07,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,0.76,2026-04-07,NL0010801007,Capital Fund Management S.A.,current
Signify N.V.,2.41,2026-04-07,NL0011821392,Citadel Advisors LLC,current
ARCADIS N.V.,0.69,2026-04-07,NL0006237562,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,1.46,2026-04-07,NL0015002MS2,Marshall Wace LLP,current
Alfen N.V.,2.77,2026-04-07,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,1.0,2026-04-02,NL0012969182,"AQR Capital Management, LLC",current
CVC Capital Partners plc,0.61,2026-04-02,JE00BRX98089,"AQR Capital Management, LLC",current
IMCD N.V.,0.99,2026-04-02,NL0010801007,"BlackRock Financial Management, Inc.",current
Sligro Food Group N.V.,0.5,2026-04-02,NL0000817179,Citadel Advisors LLC,current
ARCADIS N.V.,0.7,2026-04-02,NL0006237562,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,0.62,2026-04-02,NL0011872650,Eleva Capital SAS,current
Randstad N.V.,0.78,2026-04-02,NL0000379121,Marshall Wace LLP,current
ArcelorMittal S.A.,0.61,2026-04-01,LU1598757687,"AQR Capital Management, LLC",current
Signify N.V.,1.1,2026-04-01,NL0011821392,"AQR Capital Management, LLC",current
IMCD N.V.,1.21,2026-04-01,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,0.74,2026-04-01,NL0011821392,Canada Pension Plan Investment Board,current
Signify N.V.,2.36,2026-04-01,NL0011821392,Citadel Advisors LLC,current
ARCADIS N.V.,0.69,2026-04-01,NL0006237562,"D. E. Shaw & Co., L.P.",current
Basic-Fit N.V.,0.5,2026-04-01,NL0011872650,Eleva Capital SAS,current
Signify N.V.,1.79,2026-04-01,NL0011821392,Marshall Wace LLP,current
Alfen N.V.,2.86,2026-04-01,NL0012817175,"WorldQuant, LLC",current
IMCD N.V.,0.62,2026-03-31,NL0010801007,Capital Fund Management S.A.,current
Signify N.V.,2.4,2026-03-31,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,1.21,2026-03-31,NL0011821392,Eleva Capital SAS,current
CVC Capital Partners plc,0.9,2026-03-31,JE00BRX98089,Qube Research & Technologies Ltd.,current
Adyen N.V.,0.9,2026-03-30,NL0012969182,"AQR Capital Management, LLC",current
Signify N.V.,1.05,2026-03-30,NL0011821392,Eleva Capital SAS,current
The Magnum Ice Cream Company N.V.,0.64,2026-03-30,NL0015002MS2,GLG Partners LP,current
DSM-Firmenich AG,0.91,2026-03-30,CH1216478797,Ilex Capital Partners (UK) LLP,current
Signify N.V.,1.87,2026-03-30,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.59,2026-03-30,NL0015002MS2,Marshall Wace LLP,current
NSI N.V.,0.61,2026-03-30,NL0012365084,Numeric Investors LLC,current
ARCADIS N.V.,0.99,2026-03-30,NL0006237562,Squarepoint Ops LLC,current
Theon International Plc,0.7,2026-03-30,CY0200751713,"Two Sigma Investments, LP",current
ARCADIS N.V.,0.9,2026-03-27,NL0006237562,"AQR Capital Management, LLC",current
IMCD N.V.,1.12,2026-03-27,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
IMCD N.V.,1.09,2026-03-27,NL0010801007,"BlackRock Financial Management, Inc.",current
IMCD N.V.,0.51,2026-03-27,NL0010801007,Capital Fund Management S.A.,current
ARCADIS N.V.,0.7,2026-03-27,NL0006237562,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,0.59,2026-03-27,NL0015002MS2,GLG Partners LP,current
Randstad N.V.,0.86,2026-03-27,NL0000379121,Marshall Wace LLP,current
ARCADIS N.V.,0.69,2026-03-26,NL0006237562,"D. E. Shaw & Co., L.P.",current
Signify N.V.,1.96,2026-03-26,NL0011821392,Marshall Wace LLP,current
Theon International Plc,1.14,2026-03-26,CY0200751713,Qube Research & Technologies Ltd.,current
InPost S.A.,1.5,2026-03-26,LU2290522684,"Two Sigma Investments, LP",current
IMCD N.V.,0.5,2026-03-26,NL0010801007,Voleon Capital Management LP,current
Alfen N.V.,2.92,2026-03-26,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,0.8,2026-03-25,NL0012969182,"AQR Capital Management, LLC",current
CVC Capital Partners plc,0.5,2026-03-25,JE00BRX98089,"AQR Capital Management, LLC",current
The Magnum Ice Cream Company N.V.,0.6,2026-03-25,NL0015002MS2,GLG Partners LP,current
DSM-Firmenich AG,0.82,2026-03-25,CH1216478797,Ilex Capital Partners (UK) LLP,current
IMCD N.V.,0.56,2026-03-24,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
Pharming Group N.V.,1.14,2026-03-24,NL0010391025,Lazard Asset Management LLC,current
Randstad N.V.,0.91,2026-03-24,NL0000379121,Marshall Wace LLP,current
Signify N.V.,2.0,2026-03-24,NL0011821392,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.6,2026-03-24,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,0.9,2026-03-24,NL0010801007,"PDT Partners, LLC",current
CVC Capital Partners plc,0.81,2026-03-24,JE00BRX98089,Qube Research & Technologies Ltd.,current
InPost S.A.,1.44,2026-03-24,LU2290522684,"Two Sigma Investments, LP",current
Theon International Plc,0.6,2026-03-24,CY0200751713,"Two Sigma Investments, LP",current
Adyen N.V.,0.72,2026-03-23,NL0012969182,"AQR Capital Management, LLC",current
IMCD N.V.,1.01,2026-03-23,NL0010801007,"Arrowstreet Capital, Limited Partnership",current
Signify N.V.,0.6,2026-03-23,NL0011821392,"BlackRock Financial Management, Inc.",current
Signify N.V.,2.3,2026-03-23,NL0011821392,Citadel Advisors LLC,current
PostNL N.V.,0.69,2026-03-23,NL0009739416,"D. E. Shaw & Co., L.P.",current
The Magnum Ice Cream Company N.V.,0.51,2026-03-23,NL0015002MS2,GLG Partners LP,current
PostNL N.V.,0.7,2026-03-23,NL0009739416,Marshall Wace LLP,current
Theon International Plc,1.01,2026-03-23,CY0200751713,Qube Research & Technologies Ltd.,current
ARCADIS N.V.,1.05,2026-03-23,NL0006237562,Squarepoint Ops LLC,current
InPost S.A.,1.36,2026-03-23,LU2290522684,"Two Sigma Investments, LP",current
Signify N.V.,0.58,2026-03-20,NL0011821392,"BlackRock Financial Management, Inc.",current
Adyen N.V.,0.7,2026-03-20,NL0012969182,Capital Fund Management S.A.,current
DSM-Firmenich AG,0.75,2026-03-20,CH1216478797,Ilex Capital Partners (UK) LLP,current
Randstad N.V.,0.83,2026-03-20,NL0000379121,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.52,2026-03-20,NL0015002MS2,Marshall Wace LLP,current
Theon International Plc,0.99,2026-03-20,CY0200751713,Qube Research & Technologies Ltd.,current
IMCD N.V.,0.81,2026-03-20,NL0010801007,"Two Sigma Investments, LP",current
InPost S.A.,1.26,2026-03-20,LU2290522684,"Two Sigma Investments, LP",current
Akzo Nobel N.V.,1.31,2026-03-19,NL0013267909,AKO Capital LLP,current
ARCADIS N.V.,0.8,2026-03-19,NL0006237562,"AQR Capital Management, LLC",current
CVC Capital Partners plc,0.6,2026-03-19,JE00BRX98089,Marshall Wace LLP,current
Randstad N.V.,0.73,2026-03-19,NL0000379121,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.43,2026-03-19,NL0015002MS2,Marshall Wace LLP,current
TomTom N.V.,0.61,2026-03-19,NL0013332471,Winton Capital Management Limited,current
Alfen N.V.,2.83,2026-03-19,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,0.6,2026-03-18,NL0012969182,"AQR Capital Management, LLC",current
Akzo Nobel N.V.,0.52,2026-03-18,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",current
DSM-Firmenich AG,0.87,2026-03-18,CH1216478797,Ilex Capital Partners (UK) LLP,current
Theon International Plc,0.57,2026-03-18,CY0200751713,Qube Research & Technologies Ltd.,current
InPost S.A.,1.11,2026-03-18,LU2290522684,"Two Sigma Investments, LP",current
Alfen N.V.,2.98,2026-03-18,NL0012817175,"WorldQuant, LLC",current
CVC Capital Partners plc,0.71,2026-03-17,JE00BRX98089,Qube Research & Technologies Ltd.,current
The Magnum Ice Cream Company N.V.,1.3,2026-03-16,NL0015002MS2,Marshall Wace LLP,current
IMCD N.V.,0.8,2026-03-16,NL0010801007,"PDT Partners, LLC",current
Alfen N.V.,3.08,2026-03-16,NL0012817175,"WorldQuant, LLC",current
Adyen N.V.,0.52,2026-03-13,NL0012969182,"AQR Capital Management, LLC",current
DSM-Firmenich AG,0.98,2026-03-13,CH1216478797,Ilex Capital Partners (UK) LLP,current
CVC Capital Partners plc,0.52,2026-03-13,JE00BRX98089,Marshall Wace LLP,current
Randstad N.V.,0.61,2026-03-13,NL0000379121,Marshall Wace LLP,current
Alfen N.V.,3.14,2026-03-13,NL0012817175,"WorldQuant, LLC",current
Signify N.V.,0.65,2026-03-12,NL0011821392,Canada Pension Plan Investment Board,current
IMCD N.V.,0.64,2026-03-12,NL0010801007,JPMorgan Asset Management (UK) Ltd.,current
ARCADIS N.V.,1.1,2026-03-12,NL0006237562,Squarepoint Ops LLC,current
Signify N.V.,0.57,2026-03-11,NL0011821392,Canada Pension Plan Investment Board,current
Adyen N.V.,0.6,2026-03-11,NL0012969182,Capital Fund Management S.A.,current
Signify N.V.,2.24,2026-03-11,NL0011821392,Citadel Advisors LLC,current
Signify N.V.,1.91,2026-03-11,NL0011821392,Marshall Wace LLP,current
Signify N.V.,2.17,2026-03-10,NL0011821392,Citadel Advisors LLC,current
Pharming Group N.V.,0.96,2026-03-10,NL0010391025,Lazard Asset Management LLC,current
The Magnum Ice Cream Company N.V.,1.21,2026-03-10,NL0015002MS2,Marshall Wace LLP,current
InPost S.A.,1.03,2026-03-10,LU2290522684,"Two Sigma Investments, LP",current
TomTom N.V.,0.52,2026-03-10,NL0013332471,Winton Capital Management Limited,current
IMCD N.V.,0.72,2026-03-09,NL0010801007,Acadian Asset Management LLC.,current
Akzo Nobel N.V.,1.21,2026-03-09,NL0013267909,AKO Capital LLP,current
Adyen N.V.,0.51,2026-03-09,NL0012969182,Capital Fund Management S.A.,current
Signify N.V.,2.06,2026-03-09,NL0011821392,Citadel Advisors LLC,current
IMCD N.V.,0.71,2026-03-09,NL0010801007,"Two Sigma Investments, LP",current
IMCD N.V.,0.7,2026-03-06,NL0010801007,"BlackRock Advisors, LLC",current
Signify N.V.,1.88,2026-03-06,NL0011821392,Citadel Advisors LLC,current
Fugro N.V.,0.81,2026-03-06,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,current
ARCADIS N.V.,1.09,2026-03-06,NL0006237562,Squarepoint Ops LLC,current
IMCD N.V.,1.1,2026-03-05,NL0010801007,"BlackRock Financial Management, Inc.",current
Wereldhave N.V.,0.63,2026-03-05,NL0000289213,Citadel Advisors LLC,current
Randstad N.V.,0.5,2026-03-05,NL0000379121,Marshall Wace LLP,current
The Magnum Ice Cream Company N.V.,1.11,2026-03-05,NL0015002MS2,Marshall Wace LLP,current
CVC Capital Partners plc,0.6,2026-03-05,JE00BRX98089,Qube Research & Technologies Ltd.,current
Theon International Plc,0.64,2026-03-05,CY0200751713,Qube Research & Technologies Ltd.,current
IMCD N.V.,0.61,2026-03-04,NL0010801007,Acadian Asset Management LLC.,current
Aalberts N.V.,0.52,2026-03-04,NL0000852564,"AQR Capital Management, LLC",current
Signify N.V.,1.03,2026-03-04,NL0011821392,"AQR Capital Management, LLC",current
IMCD N.V.,1.06,2026-03-04,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.87,2026-03-04,NL0011821392,Marshall Wace LLP,current
IMCD N.V.,0.71,2026-03-04,NL0010801007,"PDT Partners, LLC",current
Signify N.V.,0.8,2026-03-04,NL0011821392,"PDT Partners, LLC",current
Theon International Plc,0.59,2026-03-04,CY0200751713,Qube Research & Technologies Ltd.,current
InPost S.A.,0.9,2026-03-04,LU2290522684,"Two Sigma Investments, LP",current
DSM-Firmenich AG,1.03,2026-03-03,CH1216478797,Ilex Capital Partners (UK) LLP,current
Pharming Group N.V.,0.77,2026-03-03,NL0010391025,Lazard Asset Management LLC,current
PostNL N.V.,0.69,2026-03-03,NL0009739416,Marshall Wace LLP,current
Signify N.V.,1.92,2026-03-03,NL0011821392,Marshall Wace LLP,current
NSI N.V.,0.52,2026-03-03,NL0012365084,Numeric Investors LLC,current
Theon International Plc,0.6,2026-03-03,CY0200751713,Qube Research & Technologies Ltd.,current
Signify N.V.,1.7,2026-03-02,NL0011821392,Citadel Advisors LLC,current
Wolters Kluwer N.V.,0.7,2026-03-02,NL0000395903,"D. E. Shaw & Co., L.P.",current
Theon International Plc,0.59,2026-03-02,CY0200751713,"Two Sigma Investments, LP",current
IMCD N.V.,0.69,2026-02-27,NL0010801007,"BlackRock Advisors, LLC",current
IMCD N.V.,1.18,2026-02-27,NL0010801007,"BlackRock Financial Management, Inc.",current
Signify N.V.,1.88,2026-02-27,NL0011821392,Marshall Wace LLP,current
InPost S.A.,0.81,2026-02-27,LU2290522684,"Two Sigma Investments, LP",current
ARCADIS N.V.,0.71,2026-02-26,NL0006237562,"AQR Capital Management, LLC",current
