issuer_name,position_date,isin,position_holder,net_short_position,source
IMCD N.V.,2026-03-27,NL0010801007,Capital Fund Management S.A.,0.51,current
Randstad N.V.,2026-03-27,NL0000379121,Citadel Advisors LLC,0.59,current
ARCADIS N.V.,2026-03-27,NL0006237562,"D. E. Shaw & Co., L.P.",0.7,current
Pharming Group N.V.,2026-03-27,NL0010391025,"D. E. Shaw & Co., L.P.",0.59,current
The Magnum Ice Cream Company N.V.,2026-03-27,NL0015002MS2,GLG Partners LP,0.59,current
Randstad N.V.,2026-03-27,NL0000379121,Marshall Wace LLP,0.86,current
Randstad N.V.,2026-03-27,NL0000379121,Millennium Capital (DIFC) Limited,0.51,current
Akzo Nobel N.V.,2026-03-27,NL0013267909,Millennium International Management LP,0.75,current
Signify N.V.,2026-03-27,NL0011821392,Qube Research & Technologies Ltd.,0.79,current
Avantium N.V.,2026-03-27,NL0015002IE0,Voleon Capital Management LP,0.73,current
Theon International Plc,2026-03-27,CY0200751713,Voleon Capital Management LP,0.52,current
Basic-Fit N.V.,2026-03-27,NL0011872650,Wellington Management International Ltd.,0.6,current
ARCADIS N.V.,2026-03-26,NL0006237562,"D. E. Shaw & Co., L.P.",0.69,current
The Magnum Ice Cream Company N.V.,2026-03-26,NL0015002MS2,Ilex Capital Partners (UK) LLP,0.64,current
Signify N.V.,2026-03-26,NL0011821392,Marshall Wace LLP,1.96,current
Theon International Plc,2026-03-26,CY0200751713,Qube Research & Technologies Ltd.,1.14,current
InPost S.A.,2026-03-26,LU2290522684,"Two Sigma Investments, LP",1.5,current
IMCD N.V.,2026-03-26,NL0010801007,Voleon Capital Management LP,0.5,current
Alfen N.V.,2026-03-26,NL0012817175,"WorldQuant, LLC",2.92,current
IMCD N.V.,2026-03-26,NL0010801007,"WorldQuant, LLC",0.71,current
Adyen N.V.,2026-03-25,NL0012969182,"AQR Capital Management, LLC",0.8,current
Akzo Nobel N.V.,2026-03-25,NL0013267909,"AQR Capital Management, LLC",0.6,current
CVC Capital Partners plc,2026-03-25,JE00BRX98089,"AQR Capital Management, LLC",0.5,current
The Magnum Ice Cream Company N.V.,2026-03-25,NL0015002MS2,GLG Partners LP,0.6,current
DSM-Firmenich AG,2026-03-25,CH1216478797,Ilex Capital Partners (UK) LLP,0.82,current
The Magnum Ice Cream Company N.V.,2026-03-25,NL0015002MS2,Ilex Capital Partners (UK) LLP,0.57,current
Signify N.V.,2026-03-25,NL0011821392,Millennium Capital (DIFC) Limited,0.81,current
IMCD N.V.,2026-03-25,NL0010801007,Squarepoint Ops LLC,0.6,current
Avantium N.V.,2026-03-25,NL0015002IE0,Voleon Capital Management LP,0.86,current
Galapagos NV,2026-03-24,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.69,current
IMCD N.V.,2026-03-24,NL0010801007,JPMorgan Asset Management (UK) Ltd.,0.56,current
Pharming Group N.V.,2026-03-24,NL0010391025,Lazard Asset Management LLC,1.14,current
Randstad N.V.,2026-03-24,NL0000379121,Marshall Wace LLP,0.91,current
Signify N.V.,2026-03-24,NL0011821392,Marshall Wace LLP,2.0,current
The Magnum Ice Cream Company N.V.,2026-03-24,NL0015002MS2,Marshall Wace LLP,1.6,current
Signify N.V.,2026-03-24,NL0011821392,Millennium Capital (DIFC) Limited,0.79,current
IMCD N.V.,2026-03-24,NL0010801007,"PDT Partners, LLC",0.9,current
CVC Capital Partners plc,2026-03-24,JE00BRX98089,Qube Research & Technologies Ltd.,0.81,current
Signify N.V.,2026-03-24,NL0011821392,Qube Research & Technologies Ltd.,0.89,current
IMCD N.V.,2026-03-24,NL0010801007,Squarepoint Ops LLC,0.59,current
InPost S.A.,2026-03-24,LU2290522684,"Two Sigma Investments, LP",1.44,current
Theon International Plc,2026-03-24,CY0200751713,"Two Sigma Investments, LP",0.6,current
Alfen N.V.,2026-03-24,NL0012817175,Voleon Capital Management LP,2.0,current
Avantium N.V.,2026-03-24,NL0015002IE0,Voleon Capital Management LP,1.01,current
Envipco Holding N.V.,2026-03-23,NL0015000GX8,Actus Ray Partners Limited,0.62,current
Adyen N.V.,2026-03-23,NL0012969182,"AQR Capital Management, LLC",0.72,current
Alfen N.V.,2026-03-23,NL0012817175,"AQR Capital Management, LLC",0.64,current
IMCD N.V.,2026-03-23,NL0010801007,"Arrowstreet Capital, Limited Partnership",1.01,current
Signify N.V.,2026-03-23,NL0011821392,"BlackRock Financial Management, Inc.",0.6,current
Signify N.V.,2026-03-23,NL0011821392,Citadel Advisors Europe Limited,1.19,current
Signify N.V.,2026-03-23,NL0011821392,Citadel Advisors LLC,2.3,current
Alfen N.V.,2026-03-23,NL0012817175,"Cubist Systematic Strategies, LLC",0.5,current
Alfen N.V.,2026-03-23,NL0012817175,"D. E. Shaw & Co., L.P.",1.18,current
PostNL N.V.,2026-03-23,NL0009739416,"D. E. Shaw & Co., L.P.",0.69,current
The Magnum Ice Cream Company N.V.,2026-03-23,NL0015002MS2,GLG Partners LP,0.51,current
Akzo Nobel N.V.,2026-03-23,NL0013267909,Kintbury Capital LLP,0.78,current
PostNL N.V.,2026-03-23,NL0009739416,Marshall Wace LLP,0.7,current
Akzo Nobel N.V.,2026-03-23,NL0013267909,Millennium International Management LP,0.69,current
Randstad N.V.,2026-03-23,NL0000379121,"Point72 Europe (London), LLP",0.5,current
Theon International Plc,2026-03-23,CY0200751713,Qube Research & Technologies Ltd.,1.01,current
ARCADIS N.V.,2026-03-23,NL0006237562,Squarepoint Ops LLC,1.05,current
IMCD N.V.,2026-03-23,NL0010801007,Squarepoint Ops LLC,0.6,current
InPost S.A.,2026-03-23,LU2290522684,"Two Sigma Investments, LP",1.36,current
Avantium N.V.,2026-03-23,NL0015002IE0,Voleon Capital Management LP,1.16,current
Akzo Nobel N.V.,2026-03-20,NL0013267909,"BlackRock Advisors, LLC",0.5,current
Signify N.V.,2026-03-20,NL0011821392,"BlackRock Financial Management, Inc.",0.58,current
Adyen N.V.,2026-03-20,NL0012969182,Capital Fund Management S.A.,0.7,current
Randstad N.V.,2026-03-20,NL0000379121,Citadel Advisors LLC,0.67,current
BE Semiconductor Industries N.V.,2026-03-20,NL0012866412,"D. E. Shaw & Co., L.P.",0.59,current
DSM-Firmenich AG,2026-03-20,CH1216478797,Ilex Capital Partners (UK) LLP,0.75,current
Akzo Nobel N.V.,2026-03-20,NL0013267909,Kintbury Capital LLP,0.87,current
Randstad N.V.,2026-03-20,NL0000379121,Marshall Wace LLP,0.83,current
The Magnum Ice Cream Company N.V.,2026-03-20,NL0015002MS2,Marshall Wace LLP,1.52,current
Signify N.V.,2026-03-20,NL0011821392,Millennium Capital (DIFC) Limited,0.8,current
Pharming Group N.V.,2026-03-20,NL0010391025,Millennium International Management LP,0.68,current
Signify N.V.,2026-03-20,NL0011821392,Millennium International Management LP,0.54,current
Signify N.V.,2026-03-20,NL0011821392,Qube Research & Technologies Ltd.,0.91,current
Theon International Plc,2026-03-20,CY0200751713,Qube Research & Technologies Ltd.,0.99,current
IMCD N.V.,2026-03-20,NL0010801007,Squarepoint Ops LLC,0.57,current
IMCD N.V.,2026-03-20,NL0010801007,"Two Sigma Investments, LP",0.81,current
InPost S.A.,2026-03-20,LU2290522684,"Two Sigma Investments, LP",1.26,current
ING Groep N.V.,2026-03-20,NL0011821202,Viking Global Investors LP,0.51,current
Akzo Nobel N.V.,2026-03-19,NL0013267909,AKO Capital LLP,1.31,current
Alfen N.V.,2026-03-19,NL0012817175,"AQR Capital Management, LLC",0.51,current
ARCADIS N.V.,2026-03-19,NL0006237562,"AQR Capital Management, LLC",0.8,current
Akzo Nobel N.V.,2026-03-19,NL0013267909,Marshall Wace LLP,0.59,current
CVC Capital Partners plc,2026-03-19,JE00BRX98089,Marshall Wace LLP,0.6,current
Randstad N.V.,2026-03-19,NL0000379121,Marshall Wace LLP,0.73,current
The Magnum Ice Cream Company N.V.,2026-03-19,NL0015002MS2,Marshall Wace LLP,1.43,current
The Magnum Ice Cream Company N.V.,2026-03-19,NL0015002MS2,Qube Research & Technologies Ltd.,0.52,current
Avantium N.V.,2026-03-19,NL0015002IE0,Voleon Capital Management LP,1.29,current
TomTom N.V.,2026-03-19,NL0013332471,Winton Capital Management Limited,0.61,current
Alfen N.V.,2026-03-19,NL0012817175,"WorldQuant, LLC",2.83,current
IMCD N.V.,2026-03-19,NL0010801007,"WorldQuant, LLC",0.6,current
Adyen N.V.,2026-03-18,NL0012969182,"AQR Capital Management, LLC",0.6,current
Signify N.V.,2026-03-18,NL0011821392,Citadel Advisors Europe Limited,1.21,current
Akzo Nobel N.V.,2026-03-18,NL0013267909,"Empyrean Capital Overseas Master Fund, Ltd",0.52,current
DSM-Firmenich AG,2026-03-18,CH1216478797,Ilex Capital Partners (UK) LLP,0.87,current
Theon International Plc,2026-03-18,CY0200751713,Qube Research & Technologies Ltd.,0.57,current
InPost S.A.,2026-03-18,LU2290522684,"Two Sigma Investments, LP",1.11,current
Alfen N.V.,2026-03-18,NL0012817175,Voleon Capital Management LP,1.97,current
Avantium N.V.,2026-03-18,NL0015002IE0,Voleon Capital Management LP,1.43,current
Alfen N.V.,2026-03-18,NL0012817175,"WorldQuant, LLC",2.98,current
Akzo Nobel N.V.,2026-03-17,NL0013267909,"AQR Capital Management, LLC",0.59,current
Akzo Nobel N.V.,2026-03-17,NL0013267909,Kintbury Capital LLP,0.91,current
Akzo Nobel N.V.,2026-03-17,NL0013267909,Millennium International Management LP,0.7,current
CVC Capital Partners plc,2026-03-17,JE00BRX98089,Qube Research & Technologies Ltd.,0.71,current
The Magnum Ice Cream Company N.V.,2026-03-16,NL0015002MS2,Marshall Wace LLP,1.3,current
IMCD N.V.,2026-03-16,NL0010801007,"PDT Partners, LLC",0.8,current
IMCD N.V.,2026-03-16,NL0010801007,Squarepoint Ops LLC,0.63,current
Alfen N.V.,2026-03-16,NL0012817175,"WorldQuant, LLC",3.08,current
Adyen N.V.,2026-03-13,NL0012969182,"AQR Capital Management, LLC",0.52,current
Galapagos NV,2026-03-13,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.77,current
Randstad N.V.,2026-03-13,NL0000379121,Citadel Advisors LLC,0.5,current
DSM-Firmenich AG,2026-03-13,CH1216478797,Ilex Capital Partners (UK) LLP,0.98,current
CVC Capital Partners plc,2026-03-13,JE00BRX98089,Marshall Wace LLP,0.52,current
Koninklijke Heijmans N.V.,2026-03-13,NL0009269109,Marshall Wace LLP,0.5,current
Randstad N.V.,2026-03-13,NL0000379121,Marshall Wace LLP,0.61,current
Akzo Nobel N.V.,2026-03-13,NL0013267909,Millennium International Management LP,0.6,current
Pharming Group N.V.,2026-03-13,NL0010391025,Millennium International Management LP,0.75,current
Avantium N.V.,2026-03-13,NL0015002IE0,Voleon Capital Management LP,1.56,current
Alfen N.V.,2026-03-13,NL0012817175,"WorldQuant, LLC",3.14,current
IMCD N.V.,2026-03-13,NL0010801007,"WorldQuant, LLC",0.52,current
Envipco Holding N.V.,2026-03-12,NL0015000GX8,Actus Ray Partners Limited,0.54,current
Akzo Nobel N.V.,2026-03-12,NL0013267909,Albar Capital Partners LLP,0.64,current
Signify N.V.,2026-03-12,NL0011821392,Canada Pension Plan Investment Board,0.65,current
IMCD N.V.,2026-03-12,NL0010801007,JPMorgan Asset Management (UK) Ltd.,0.64,current
Pharming Group N.V.,2026-03-12,NL0010391025,Millennium International Management LP,0.69,current
ARCADIS N.V.,2026-03-12,NL0006237562,Squarepoint Ops LLC,1.1,current
IMCD N.V.,2026-03-12,NL0010801007,Squarepoint Ops LLC,0.5,current
Signify N.V.,2026-03-11,NL0011821392,Canada Pension Plan Investment Board,0.57,current
Adyen N.V.,2026-03-11,NL0012969182,Capital Fund Management S.A.,0.6,current
Signify N.V.,2026-03-11,NL0011821392,Citadel Advisors LLC,2.24,current
BE Semiconductor Industries N.V.,2026-03-11,NL0012866412,"D. E. Shaw & Co., L.P.",0.69,current
Akzo Nobel N.V.,2026-03-11,NL0013267909,Marshall Wace LLP,0.63,current
Signify N.V.,2026-03-11,NL0011821392,Marshall Wace LLP,1.91,current
Signify N.V.,2026-03-10,NL0011821392,Citadel Advisors LLC,2.17,current
InPost S.A.,2026-03-10,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",0.59,current
BE Semiconductor Industries N.V.,2026-03-10,NL0012866412,"D. E. Shaw & Co., L.P.",0.7,current
Akzo Nobel N.V.,2026-03-10,NL0013267909,Kintbury Capital LLP,0.86,current
Pharming Group N.V.,2026-03-10,NL0010391025,Lazard Asset Management LLC,0.96,current
Akzo Nobel N.V.,2026-03-10,NL0013267909,Marshall Wace LLP,0.59,current
Koninklijke KPN N.V.,2026-03-10,NL0000009082,Marshall Wace LLP,0.72,current
The Magnum Ice Cream Company N.V.,2026-03-10,NL0015002MS2,Marshall Wace LLP,1.21,current
Pharming Group N.V.,2026-03-10,NL0010391025,Millennium International Management LP,0.79,current
InPost S.A.,2026-03-10,LU2290522684,"Two Sigma Investments, LP",1.03,current
TomTom N.V.,2026-03-10,NL0013332471,Winton Capital Management Limited,0.52,current
IMCD N.V.,2026-03-09,NL0010801007,Acadian Asset Management LLC.,0.72,current
Akzo Nobel N.V.,2026-03-09,NL0013267909,AKO Capital LLP,1.21,current
Adyen N.V.,2026-03-09,NL0012969182,Capital Fund Management S.A.,0.51,current
Signify N.V.,2026-03-09,NL0011821392,Citadel Advisors Europe Limited,1.18,current
PostNL N.V.,2026-03-09,NL0009739416,Citadel Advisors LLC,0.69,current
Signify N.V.,2026-03-09,NL0011821392,Citadel Advisors LLC,2.06,current
Alfen N.V.,2026-03-09,NL0012817175,"D. E. Shaw & Co., L.P.",1.29,current
IMCD N.V.,2026-03-09,NL0010801007,"D. E. Shaw & Co., L.P.",0.5,current
Akzo Nobel N.V.,2026-03-09,NL0013267909,Millennium International Management LP,0.51,current
IMCD N.V.,2026-03-09,NL0010801007,"Two Sigma Investments, LP",0.71,current
Basic-Fit N.V.,2026-03-09,NL0011872650,Wellington Management International Ltd.,0.51,current
Akzo Nobel N.V.,2026-03-06,NL0013267909,"AQR Capital Management, LLC",0.67,current
Universal Music Group N.V.,2026-03-06,NL0015000IY2,"AQR Capital Management, LLC",0.6,current
Galapagos NV,2026-03-06,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.89,current
IMCD N.V.,2026-03-06,NL0010801007,"BlackRock Advisors, LLC",0.7,current
Signify N.V.,2026-03-06,NL0011821392,Citadel Advisors LLC,1.88,current
Fugro N.V.,2026-03-06,NL00150003E1,JPMorgan Asset Management (UK) Ltd.,0.81,current
Pharming Group N.V.,2026-03-06,NL0010391025,Millennium International Management LP,0.61,current
ARCADIS N.V.,2026-03-06,NL0006237562,Squarepoint Ops LLC,1.09,current
Fugro N.V.,2026-03-06,NL00150003E1,Voleon Capital Management LP,0.59,current
IMCD N.V.,2026-03-05,NL0010801007,"BlackRock Financial Management, Inc.",1.1,current
Wereldhave N.V.,2026-03-05,NL0000289213,Citadel Advisors LLC,0.63,current
Randstad N.V.,2026-03-05,NL0000379121,Marshall Wace LLP,0.5,current
The Magnum Ice Cream Company N.V.,2026-03-05,NL0015002MS2,Marshall Wace LLP,1.11,current
Pharming Group N.V.,2026-03-05,NL0010391025,Millennium International Management LP,0.55,current
CVC Capital Partners plc,2026-03-05,JE00BRX98089,Qube Research & Technologies Ltd.,0.6,current
Theon International Plc,2026-03-05,CY0200751713,Qube Research & Technologies Ltd.,0.64,current
IMCD N.V.,2026-03-04,NL0010801007,Acadian Asset Management LLC.,0.61,current
Aalberts N.V.,2026-03-04,NL0000852564,"AQR Capital Management, LLC",0.52,current
Signify N.V.,2026-03-04,NL0011821392,"AQR Capital Management, LLC",1.03,current
IMCD N.V.,2026-03-04,NL0010801007,"BlackRock Financial Management, Inc.",1.06,current
PostNL N.V.,2026-03-04,NL0009739416,Citadel Advisors LLC,0.7,current
Koninklijke KPN N.V.,2026-03-04,NL0000009082,Marshall Wace LLP,0.64,current
Signify N.V.,2026-03-04,NL0011821392,Marshall Wace LLP,1.87,current
IMCD N.V.,2026-03-04,NL0010801007,"PDT Partners, LLC",0.71,current
Signify N.V.,2026-03-04,NL0011821392,"PDT Partners, LLC",0.8,current
Theon International Plc,2026-03-04,CY0200751713,Qube Research & Technologies Ltd.,0.59,current
InPost S.A.,2026-03-04,LU2290522684,"Two Sigma Investments, LP",0.9,current
DSM-Firmenich AG,2026-03-03,CH1216478797,Ilex Capital Partners (UK) LLP,1.03,current
Pharming Group N.V.,2026-03-03,NL0010391025,Lazard Asset Management LLC,0.77,current
PostNL N.V.,2026-03-03,NL0009739416,Marshall Wace LLP,0.69,current
Signify N.V.,2026-03-03,NL0011821392,Marshall Wace LLP,1.92,current
NSI N.V.,2026-03-03,NL0012365084,Numeric Investors LLC,0.52,current
Signify N.V.,2026-03-03,NL0011821392,Premier Miton Group plc,0.55,current
Theon International Plc,2026-03-03,CY0200751713,Qube Research & Technologies Ltd.,0.6,current
Alfen N.V.,2026-03-03,NL0012817175,Voleon Capital Management LP,2.01,current
Avantium N.V.,2026-03-03,NL0015002IE0,Voleon Capital Management LP,1.68,current
Galapagos NV,2026-03-02,BE0003818359,"Arrowstreet Capital, Limited Partnership",0.98,current
Signify N.V.,2026-03-02,NL0011821392,Citadel Advisors LLC,1.7,current
BE Semiconductor Industries N.V.,2026-03-02,NL0012866412,"D. E. Shaw & Co., L.P.",0.69,current
Wolters Kluwer N.V.,2026-03-02,NL0000395903,"D. E. Shaw & Co., L.P.",0.7,current
Theon International Plc,2026-03-02,CY0200751713,"Two Sigma Investments, LP",0.59,current
Alfen N.V.,2026-03-02,NL0012817175,Voleon Capital Management LP,1.95,current
Fugro N.V.,2026-03-02,NL00150003E1,Voleon Capital Management LP,0.66,current
ARCADIS N.V.,2026-03-02,NL0006237562,White Creek Capital LLP,0.5,current
IMCD N.V.,2026-02-27,NL0010801007,"BlackRock Advisors, LLC",0.69,current
IMCD N.V.,2026-02-27,NL0010801007,"BlackRock Financial Management, Inc.",1.18,current
IMCD N.V.,2026-02-27,NL0010801007,"BlackRock Institutional Trust Company, National Association",0.54,current
Havas N.V.,2026-02-27,NL0015002K83,Citadel Advisors LLC,0.5,current
Koninklijke KPN N.V.,2026-02-27,NL0000009082,Marshall Wace LLP,0.51,current
Signify N.V.,2026-02-27,NL0011821392,Marshall Wace LLP,1.88,current
InPost S.A.,2026-02-27,LU2290522684,"Two Sigma Investments, LP",0.81,current
Fugro N.V.,2026-02-27,NL00150003E1,Voleon Capital Management LP,0.7,current
ARCADIS N.V.,2026-02-26,NL0006237562,"AQR Capital Management, LLC",0.71,current
Galapagos NV,2026-02-26,BE0003818359,"Arrowstreet Capital, Limited Partnership",1.05,current
Signify N.V.,2026-02-26,NL0011821392,Citadel Advisors Europe Limited,1.0,current
Alfen N.V.,2026-02-26,NL0012817175,"D. E. Shaw & Co., L.P.",1.38,current
Signify N.V.,2026-02-26,NL0011821392,Marshall Wace LLP,1.9,current
The Magnum Ice Cream Company N.V.,2026-02-26,NL0015002MS2,Marshall Wace LLP,1.01,current
Fugro N.V.,2026-02-26,NL00150003E1,"PDT Partners, LLC",0.66,current
Signify N.V.,2026-02-26,NL0011821392,"PDT Partners, LLC",0.78,current
Avantium N.V.,2026-02-26,NL0015002IE0,Voleon Capital Management LP,1.78,current
Akzo Nobel N.V.,2026-02-25,NL0013267909,AKO Capital LLP,1.14,current
DSM-Firmenich AG,2026-02-25,CH1216478797,Ilex Capital Partners (UK) LLP,1.12,current
Akzo Nobel N.V.,2026-02-25,NL0013267909,UBS Asset Management (Americas) LLC,1.24,current
IMCD N.V.,2026-02-24,NL0010801007,"BlackRock Financial Management, Inc.",1.29,current
ARCADIS N.V.,2026-02-24,NL0006237562,"D. E. Shaw & Co., L.P.",0.7,current
Akzo Nobel N.V.,2026-02-24,NL0013267909,Davidson Kempner Capital Management LP,1.31,current
Akzo Nobel N.V.,2026-02-24,NL0013267909,Marshall Wace LLP,0.61,current
Avantium N.V.,2026-02-24,NL0015002IE0,Voleon Capital Management LP,1.85,current
PostNL N.V.,2026-02-23,NL0009739416,Citadel Advisors LLC,0.61,current
Signify N.V.,2026-02-23,NL0011821392,Citadel Advisors LLC,1.63,current
The Magnum Ice Cream Company N.V.,2026-02-23,NL0015002MS2,Marshall Wace LLP,0.91,current
Signify N.V.,2026-02-23,NL0011821392,"PDT Partners, LLC",0.8,current
Signify N.V.,2026-02-20,NL0011821392,Citadel Advisors LLC,1.58,current
Wolters Kluwer N.V.,2026-02-20,NL0000395903,"D. E. Shaw & Co., L.P.",0.6,current
Shell plc,2026-02-20,GB00BP6MXD84,"Elliott Investment Management, L.P",0.7,current
Signify N.V.,2026-02-20,NL0011821392,Marshall Wace LLP,1.84,current
ARCADIS N.V.,2026-02-20,NL0006237562,Squarepoint Ops LLC,1.17,current
Alfen N.V.,2026-02-19,NL0012817175,"D. E. Shaw & Co., L.P.",1.48,current
ARCADIS N.V.,2026-02-19,NL0006237562,"D. E. Shaw & Co., L.P.",0.62,current
InPost S.A.,2026-02-19,LU2290522684,"Two Sigma Investments, LP",0.7,current
Alfen N.V.,2026-02-19,NL0012817175,Voleon Capital Management LP,1.84,current
Avantium N.V.,2026-02-19,NL0015002IE0,Voleon Capital Management LP,1.97,current
IMCD N.V.,2026-02-18,NL0010801007,"BlackRock Financial Management, Inc.",1.39,current
Signify N.V.,2026-02-18,NL0011821392,Citadel Advisors LLC,1.62,current
Akzo Nobel N.V.,2026-02-18,NL0013267909,Davidson Kempner Capital Management LP,1.23,current
IMCD N.V.,2026-02-18,NL0010801007,JPMorgan Asset Management (UK) Ltd.,0.72,current
The Magnum Ice Cream Company N.V.,2026-02-18,NL0015002MS2,Marshall Wace LLP,0.81,current
IMCD N.V.,2026-02-18,NL0010801007,"PDT Partners, LLC",0.63,current
Akzo Nobel N.V.,2026-02-18,NL0013267909,UBS Asset Management (Americas) LLC,1.1,current
Alfen N.V.,2026-02-18,NL0012817175,Voleon Capital Management LP,1.77,current
Alfen N.V.,2026-02-18,NL0012817175,"WorldQuant, LLC",3.25,current
Wereldhave N.V.,2026-02-17,NL0000289213,Citadel Advisors LLC,0.58,current
Wolters Kluwer N.V.,2026-02-17,NL0000395903,"D. E. Shaw & Co., L.P.",0.59,current
Signify N.V.,2026-02-17,NL0011821392,Eleva Capital SAS,0.92,current
DSM-Firmenich AG,2026-02-17,CH1216478797,Ilex Capital Partners (UK) LLP,1.07,current
Akzo Nobel N.V.,2026-02-17,NL0013267909,UBS Asset Management (Americas) LLC,1.06,current
Alfen N.V.,2026-02-17,NL0012817175,Voleon Capital Management LP,1.68,current
Fugro N.V.,2026-02-17,NL00150003E1,Voleon Capital Management LP,0.6,current
Alfen N.V.,2026-02-17,NL0012817175,"WorldQuant, LLC",3.11,current
Wereldhave N.V.,2026-02-16,NL0000289213,Citadel Advisors LLC,0.6,current
Wolters Kluwer N.V.,2026-02-16,NL0000395903,"D. E. Shaw & Co., L.P.",0.6,current
DSM-Firmenich AG,2026-02-16,CH1216478797,Ilex Capital Partners (UK) LLP,1.12,current
The Magnum Ice Cream Company N.V.,2026-02-16,NL0015002MS2,Marshall Wace LLP,0.7,current
Avantium N.V.,2026-02-16,NL0015002IE0,Voleon Capital Management LP,2.09,current
Akzo Nobel N.V.,2026-02-13,NL0013267909,"AQR Capital Management, LLC",0.74,current
InPost S.A.,2026-02-13,LU2290522684,"Connor, Clark & Lunn Investment Management Ltd.",0.68,current
Wolters Kluwer N.V.,2026-02-13,NL0000395903,"D. E. Shaw & Co., L.P.",0.59,current
PostNL N.V.,2026-02-13,NL0009739416,Marshall Wace LLP,0.79,current
Signify N.V.,2026-02-13,NL0011821392,Marshall Wace LLP,1.71,current
The Magnum Ice Cream Company N.V.,2026-02-13,NL0015002MS2,Marshall Wace LLP,0.68,current
Theon International Plc,2026-02-13,CY0200751713,"Two Sigma Investments, LP",0.61,current
Alfen N.V.,2026-02-13,NL0012817175,Voleon Capital Management LP,1.51,current
Alfen N.V.,2026-02-13,NL0012817175,"WorldQuant, LLC",3.01,current
IMCD N.V.,2026-02-12,NL0010801007,"BlackRock Advisors, LLC",0.73,current
IMCD N.V.,2026-02-12,NL0010801007,"BlackRock Financial Management, Inc.",1.45,current
Signify N.V.,2026-02-12,NL0011821392,Citadel Advisors LLC,1.58,current
DSM-Firmenich AG,2026-02-12,CH1216478797,Ilex Capital Partners (UK) LLP,1.38,current
The Magnum Ice Cream Company N.V.,2026-02-12,NL0015002MS2,Marshall Wace LLP,0.5,current
Signify N.V.,2026-02-12,NL0011821392,"PDT Partners, LLC",0.78,current
InPost S.A.,2026-02-12,LU2290522684,"Two Sigma Investments, LP",0.6,current
Akzo Nobel N.V.,2026-02-12,NL0013267909,UBS Asset Management (Americas) LLC,0.94,current
Alfen N.V.,2026-02-12,NL0012817175,Voleon Capital Management LP,1.43,current
Alfen N.V.,2026-02-12,NL0012817175,"WorldQuant, LLC",2.9,current
IMCD N.V.,2026-02-11,NL0010801007,Acadian Asset Management LLC.,0.5,current
Akzo Nobel N.V.,2026-02-11,NL0013267909,AKO Capital LLP,1.08,current
IMCD N.V.,2026-02-11,NL0010801007,"BlackRock Advisors, LLC",0.9,current
Alfen N.V.,2026-02-11,NL0012817175,"D. E. Shaw & Co., L.P.",1.57,current
IMCD N.V.,2026-02-11,NL0010801007,"Two Sigma Investments, LP",0.6,current
Akzo Nobel N.V.,2026-02-11,NL0013267909,UBS Asset Management (Americas) LLC,0.86,current
Alfen N.V.,2026-02-11,NL0012817175,Voleon Capital Management LP,1.39,current
Wereldhave N.V.,2026-02-10,NL0000289213,Citadel Advisors LLC,0.58,current
PostNL N.V.,2026-02-10,NL0009739416,"D. E. Shaw & Co., L.P.",0.79,current
Akzo Nobel N.V.,2026-02-10,NL0013267909,Davidson Kempner Capital Management LP,1.1,current
Akzo Nobel N.V.,2026-02-10,NL0013267909,Marshall Wace LLP,0.57,current
Signify N.V.,2026-02-10,NL0011821392,Marshall Wace LLP,1.64,current
Theon International Plc,2026-02-10,CY0200751713,Qube Research & Technologies Ltd.,0.5,current
ARCADIS N.V.,2026-02-10,NL0006237562,Squarepoint Ops LLC,1.09,current
Alfen N.V.,2026-02-10,NL0012817175,Voleon Capital Management LP,1.41,current
Avantium N.V.,2026-02-10,NL0015002IE0,Voleon Capital Management LP,2.16,current
Avantium N.V.,2026-02-09,NL0015002IE0,Voleon Capital Management LP,2.26,current
PostNL N.V.,2026-02-06,NL0009739416,Citadel Advisors LLC,0.59,current
Pharming Group N.V.,2026-02-06,NL0010391025,"D. E. Shaw & Co., L.P.",0.6,current
Basic-Fit N.V.,2026-02-06,NL0011872650,JPMorgan Asset Management (UK) Ltd.,1.59,current
IMCD N.V.,2026-02-06,NL0010801007,"PDT Partners, LLC",0.5,current
ARCADIS N.V.,2026-02-05,NL0006237562,"AQR Capital Management, LLC",0.6,current
IMCD N.V.,2026-02-05,NL0010801007,"BlackRock Advisors, LLC",1.05,current
Signify N.V.,2026-02-05,NL0011821392,Citadel Advisors Europe Limited,0.93,current
Signify N.V.,2026-02-05,NL0011821392,Citadel Advisors LLC,1.6,current
Akzo Nobel N.V.,2026-02-05,NL0013267909,Davidson Kempner Capital Management LP,1.02,current
Akzo Nobel N.V.,2026-02-05,NL0013267909,UBS Asset Management (Americas) LLC,0.7,current
Galapagos NV,2026-02-04,BE0003818359,"Arrowstreet Capital, Limited Partnership",1.19,current
IMCD N.V.,2026-02-04,NL0010801007,"BlackRock Financial Management, Inc.",1.5,current
IMCD N.V.,2026-02-04,NL0010801007,Caisse de dépôt et placement du Québec,0.66,current
Pharming Group N.V.,2026-02-04,NL0010391025,"D. E. Shaw & Co., L.P.",0.59,current
